project_id,name,start_date,end_date,status,manager_id
P8602,Project 8602,2025-02-10,2025-05-21,Active,E06458
P8603,Project 8603,2022-06-21,2024-10-14,Active,E06364
P8604,Project 8604,2024-02-03,2025-08-25,On Hold,E03263
P8605,Project 8605,2021-08-08,2025-01-03,Planning,E05978
P8606,Project 8606,2024-02-01,2024-10-29,Active,E02181
P8607,Project 8607,2023-09-28,2025-03-19,Planning,E05247
P8608,Project 8608,2024-03-24,2024-09-27,Completed,E05054
P8609,Project 8609,2021-08-05,2024-11-21,Completed,E01333
P8610,Project 8610,2020-12-29,2024-12-02,Active,E03730
P8611,Project 8611,2024-10-13,2025-05-06,On Hold,E00207
P8612,Project 8612,2023-09-01,2024-11-03,On Hold,E07281
P8613,Project 8613,2023-09-11,2025-06-13,On Hold,E04133
P8614,Project 8614,2025-01-15,2025-06-24,Planning,E08851
P8615,Project 8615,2025-05-25,2025-03-18,On Hold,E08912
P8616,Project 8616,2023-03-12,2025-01-26,Completed,E04189
P8617,Project 8617,2022-07-01,2024-11-18,On Hold,E00355
P8618,Project 8618,2022-09-25,2025-04-25,On Hold,E08208
P8619,Project 8619,2024-05-03,2024-11-06,Active,E04753
P8620,Project 8620,2022-11-02,2025-08-14,Completed,E08957
P8621,Project 8621,2024-03-06,2024-10-09,On Hold,E01353
P8622,Project 8622,2023-10-06,2024-12-12,On Hold,E04624
P8623,Project 8623,2021-04-26,2025-07-22,Active,E00417
P8624,Project 8624,2022-08-02,2025-01-25,Active,E06631
P8625,Project 8625,2024-01-01,2025-08-02,Completed,E01639
P8626,Project 8626,2025-05-16,2025-06-30,On Hold,E00276
P8627,Project 8627,2024-09-03,2024-11-04,Active,E06466
P8628,Project 8628,2023-01-10,2024-11-10,Completed,E02676
P8629,Project 8629,2021-06-12,2024-09-28,Active,E03468
P8630,Project 8630,2023-03-24,2024-11-09,On Hold,E06913
P8631,Project 8631,2024-03-25,2024-10-21,On Hold,E06069
P8632,Project 8632,2024-07-24,2025-05-10,On Hold,E01224
P8633,Project 8633,2025-08-16,2025-01-10,Planning,E06876
P8634,Project 8634,2022-06-01,2025-02-09,Planning,E03158
P8635,Project 8635,2025-03-13,2025-04-13,Completed,E07669
P8636,Project 8636,2022-10-24,2025-03-02,Active,E05077
P8637,Project 8637,2024-04-04,2025-08-18,Active,E01606
P8638,Project 8638,2025-06-25,2025-08-18,Planning,E00657
P8639,Project 8639,2023-02-08,2025-08-01,Planning,E01669
P8640,Project 8640,2023-09-11,2025-08-10,On Hold,E05171
P8641,Project 8641,2021-08-13,2024-12-24,Completed,E04925
P8642,Project 8642,2022-08-05,2025-03-15,Planning,E05938
P8643,Project 8643,2021-01-31,2024-10-04,Planning,E07316
P8644,Project 8644,2023-01-23,2025-02-14,On Hold,E00316
P8645,Project 8645,2024-05-14,2025-01-29,Planning,E02855
P8646,Project 8646,2022-03-27,2024-09-28,On Hold,E08800
P8647,Project 8647,2025-08-23,2025-01-27,Completed,E08799
P8648,Project 8648,2021-09-08,2024-11-01,Completed,E03269
P8649,Project 8649,2021-01-15,2025-06-08,Active,E01486
P8650,Project 8650,2023-07-17,2025-02-21,Active,E06794
P8651,Project 8651,2023-05-26,2024-10-28,Planning,E00538
P8652,Project 8652,2022-12-04,2025-04-04,Active,E00810
P8653,Project 8653,2022-12-23,2025-08-24,Active,E01302
P8654,Project 8654,2021-03-26,2025-05-12,Active,E01234
P8655,Project 8655,2022-06-30,2025-04-10,On Hold,E00021
P8656,Project 8656,2021-09-09,2025-03-02,Completed,E03740
P8657,Project 8657,2025-03-14,2025-08-13,Completed,E05662
P8658,Project 8658,2023-02-01,2025-07-15,Completed,E07706
P8659,Project 8659,2022-05-16,2024-10-14,Active,E02117
P8660,Project 8660,2023-08-19,2025-05-23,On Hold,E01547
P8661,Project 8661,2022-01-30,2025-04-30,Completed,E01611
P8662,Project 8662,2022-11-15,2024-11-21,Completed,E02690
P8663,Project 8663,2021-01-29,2025-09-04,Active,E03406
P8664,Project 8664,2021-01-10,2025-06-23,Completed,E05205
P8665,Project 8665,2025-09-22,2025-07-21,Planning,E09513
P8666,Project 8666,2023-11-19,2025-08-11,Completed,E06449
P8667,Project 8667,2021-05-09,2025-08-19,Planning,E02508
P8668,Project 8668,2023-01-29,2024-12-18,Completed,E05575
P8669,Project 8669,2024-05-28,2025-04-07,Active,E01805
P8670,Project 8670,2023-09-25,2024-12-18,Completed,E03231
P8671,Project 8671,2024-02-27,2025-08-28,Active,E03273
P8672,Project 8672,2024-03-17,2025-02-03,Planning,E00806
P8673,Project 8673,2024-02-02,2025-08-14,Completed,E08747
P8674,Project 8674,2022-03-09,2025-08-29,Planning,E01672
P8675,Project 8675,2025-04-06,2025-06-29,On Hold,E04199
P8676,Project 8676,2022-01-20,2025-02-25,Completed,E07753
P8677,Project 8677,2024-06-20,2025-08-20,Active,E06252
P8678,Project 8678,2021-05-16,2025-06-15,Completed,E05282
P8679,Project 8679,2025-02-05,2024-12-05,Completed,E07937
P8680,Project 8680,2021-03-25,2024-12-29,On Hold,E05378
P8681,Project 8681,2020-12-08,2024-11-26,On Hold,E06207
P8682,Project 8682,2021-02-17,2025-02-22,Planning,E08670
P8683,Project 8683,2020-10-09,2025-09-10,Active,E05186
P8684,Project 8684,2025-06-08,2025-08-19,Active,E02731
P8685,Project 8685,2023-12-06,2025-06-27,On Hold,E02432
P8686,Project 8686,2020-10-11,2025-01-09,Active,E07619
P8687,Project 8687,2024-12-05,2025-07-09,Planning,E05894
P8688,Project 8688,2023-02-23,2025-03-02,Planning,E06131
P8689,Project 8689,2023-10-04,2025-03-08,Completed,E09338
P8690,Project 8690,2025-07-29,2025-05-20,Completed,E02520
P8691,Project 8691,2024-07-02,2025-05-06,On Hold,E02325
P8692,Project 8692,2020-11-16,2025-06-24,Active,E05692
P8693,Project 8693,2023-05-07,2024-12-19,Planning,E03509
P8694,Project 8694,2022-10-14,2024-11-20,Active,E04100
P8695,Project 8695,2024-10-21,2025-01-11,Active,E05712
P8696,Project 8696,2023-02-18,2025-06-14,Planning,E08319
P8697,Project 8697,2021-11-26,2025-05-11,Active,E06682
P8698,Project 8698,2021-08-23,2025-05-20,On Hold,E05970
P8699,Project 8699,2020-10-21,2025-09-11,Completed,E06621
P8700,Project 8700,2021-03-18,2025-05-18,On Hold,E06080
P8701,Project 8701,2025-01-12,2025-03-20,On Hold,E05747
P8702,Project 8702,2023-05-02,2025-08-24,Completed,E06913
P8703,Project 8703,2023-07-28,2024-12-22,Planning,E05596
P8704,Project 8704,2025-05-13,2025-09-22,On Hold,E05881
P8705,Project 8705,2025-02-06,2025-02-25,Active,E02148
P8706,Project 8706,2023-09-18,2025-06-04,Active,E07897
P8707,Project 8707,2025-08-10,2025-04-11,Planning,E03591
P8708,Project 8708,2022-07-09,2024-09-26,Completed,E03212
P8709,Project 8709,2024-05-15,2025-02-15,Planning,E06730
P8710,Project 8710,2020-11-03,2025-04-22,Planning,E08261
P8711,Project 8711,2022-04-04,2024-12-30,On Hold,E03487
P8712,Project 8712,2025-08-14,2024-12-15,Completed,E07650
P8713,Project 8713,2022-02-27,2024-10-28,Planning,E08647
P8714,Project 8714,2023-09-08,2025-04-24,Planning,E04987
P8715,Project 8715,2024-09-25,2025-02-06,On Hold,E00996
P8716,Project 8716,2020-11-24,2024-11-27,Planning,E09052
P8717,Project 8717,2024-06-14,2024-10-30,Active,E04127
P8718,Project 8718,2020-10-29,2025-08-06,Completed,E09725
P8719,Project 8719,2021-07-05,2024-11-05,On Hold,E00433
P8720,Project 8720,2024-08-13,2025-02-20,Active,E08437
P8721,Project 8721,2021-09-22,2025-06-18,On Hold,E00186
P8722,Project 8722,2025-04-09,2025-08-17,Active,E05581
P8723,Project 8723,2021-05-19,2025-01-06,On Hold,E00802
P8724,Project 8724,2024-02-02,2025-04-14,Completed,E00421
P8725,Project 8725,2022-09-28,2025-07-06,On Hold,E03713
P8726,Project 8726,2023-01-25,2025-02-04,Planning,E00367
P8727,Project 8727,2022-09-02,2024-11-30,On Hold,E02550
P8728,Project 8728,2025-08-04,2025-09-09,Active,E07378
P8729,Project 8729,2024-01-11,2025-06-15,On Hold,E03631
P8730,Project 8730,2021-09-09,2024-10-08,On Hold,E03091
P8731,Project 8731,2021-01-20,2024-11-03,On Hold,E09479
P8732,Project 8732,2023-07-01,2025-02-11,Planning,E04455
P8733,Project 8733,2020-10-23,2025-03-27,Completed,E03492
P8734,Project 8734,2024-08-05,2025-01-08,Planning,E09252
P8735,Project 8735,2023-10-16,2025-06-11,Planning,E00710
P8736,Project 8736,2023-07-25,2025-04-08,On Hold,E05975
P8737,Project 8737,2022-06-18,2024-12-03,Completed,E03727
P8738,Project 8738,2023-04-03,2025-01-10,On Hold,E04450
P8739,Project 8739,2023-12-15,2025-04-05,Completed,E04409
P8740,Project 8740,2025-05-13,2025-08-18,Completed,E00242
P8741,Project 8741,2024-08-21,2025-04-09,Completed,E01735
P8742,Project 8742,2021-10-30,2024-09-30,On Hold,E03732
P8743,Project 8743,2023-04-18,2024-10-29,On Hold,E01528
P8744,Project 8744,2025-06-15,2025-09-14,Completed,E08669
P8745,Project 8745,2024-04-16,2025-05-08,Active,E04763
P8746,Project 8746,2021-11-03,2025-07-28,Planning,E05088
P8747,Project 8747,2025-03-14,2025-01-08,Planning,E01971
P8748,Project 8748,2020-12-24,2025-08-17,On Hold,E03605
P8749,Project 8749,2021-12-20,2025-01-20,Planning,E08706
P8750,Project 8750,2023-11-03,2025-05-31,Planning,E03271
P8751,Project 8751,2022-04-26,2024-12-12,Completed,E09599
P8752,Project 8752,2022-07-09,2024-11-17,Active,E00773
P8753,Project 8753,2024-05-24,2024-11-15,Completed,E00613
P8754,Project 8754,2024-03-09,2025-08-13,Completed,E05098
P8755,Project 8755,2021-01-07,2025-07-17,On Hold,E07069
P8756,Project 8756,2025-04-20,2025-07-01,Completed,E04636
P8757,Project 8757,2022-09-08,2025-07-24,Active,E02525
P8758,Project 8758,2022-03-07,2025-02-07,On Hold,E00991
P8759,Project 8759,2023-01-01,2025-06-02,On Hold,E06218
P8760,Project 8760,2022-03-03,2025-06-08,Completed,E00972
P8761,Project 8761,2023-04-29,2024-12-25,Completed,E00435
P8762,Project 8762,2024-06-23,2024-12-09,On Hold,E06476
P8763,Project 8763,2025-05-13,2024-12-13,Planning,E06067
P8764,Project 8764,2025-05-03,2025-07-28,On Hold,E04887
P8765,Project 8765,2025-01-07,2025-04-11,Planning,E01367
P8766,Project 8766,2021-12-29,2025-01-05,Planning,E02730
P8767,Project 8767,2021-12-30,2024-10-04,Completed,E08218
P8768,Project 8768,2023-02-17,2024-12-17,Planning,E06243
P8769,Project 8769,2025-09-18,2025-02-03,Completed,E07118
P8770,Project 8770,2025-08-03,2024-11-09,Planning,E05812
P8771,Project 8771,2022-09-22,2025-07-03,Completed,E08942
P8772,Project 8772,2023-10-30,2025-07-29,Planning,E03018
P8773,Project 8773,2023-02-10,2024-10-02,Completed,E01863
P8774,Project 8774,2023-02-26,2024-10-26,Completed,E09001
P8775,Project 8775,2024-05-23,2025-04-14,Active,E04756
P8776,Project 8776,2025-07-28,2025-07-24,Completed,E09525
P8777,Project 8777,2021-05-09,2025-04-02,On Hold,E02850
P8778,Project 8778,2025-01-13,2025-06-18,Planning,E09379
P8779,Project 8779,2025-02-13,2025-05-15,Completed,E07070
P8780,Project 8780,2021-10-06,2024-12-15,Planning,E07173
P8781,Project 8781,2021-11-24,2025-07-07,Planning,E00348
P8782,Project 8782,2022-03-19,2025-04-06,On Hold,E04110
P8783,Project 8783,2023-06-09,2025-02-05,Completed,E04886
P8784,Project 8784,2023-02-10,2025-01-31,Active,E06383
P8785,Project 8785,2021-03-22,2025-05-17,On Hold,E09938
P8786,Project 8786,2021-12-18,2025-04-20,Planning,E01178
P8787,Project 8787,2025-02-24,2025-06-23,On Hold,E00238
P8788,Project 8788,2022-08-17,2025-06-29,Active,E07499
P8789,Project 8789,2021-10-01,2025-07-20,Planning,E01114
P8790,Project 8790,2024-12-12,2025-03-13,Active,E01837
P8791,Project 8791,2024-07-06,2024-12-19,Completed,E06275
P8792,Project 8792,2024-12-20,2025-06-27,Completed,E02190
P8793,Project 8793,2023-02-18,2025-07-18,Completed,E08540
P8794,Project 8794,2023-06-29,2025-09-16,Planning,E01466
P8795,Project 8795,2024-12-09,2025-08-09,Active,E08540
P8796,Project 8796,2022-11-26,2025-03-30,On Hold,E00995
P8797,Project 8797,2022-05-25,2025-06-30,Completed,E03714
P8798,Project 8798,2022-09-15,2024-12-12,Planning,E03048
P8799,Project 8799,2025-04-25,2025-04-23,On Hold,E09373
P8800,Project 8800,2021-07-13,2025-02-14,Active,E09397
P8801,Project 8801,2024-03-20,2025-07-03,Planning,E00641
P8802,Project 8802,2024-02-20,2025-07-10,Active,E09645
P8803,Project 8803,2020-12-05,2025-09-06,Completed,E07876
P8804,Project 8804,2021-03-04,2025-08-08,On Hold,E06982
P8805,Project 8805,2024-11-03,2025-09-14,On Hold,E02863
P8806,Project 8806,2023-11-10,2025-05-31,Active,E05696
P8807,Project 8807,2023-10-23,2025-04-27,Active,E00326
P8808,Project 8808,2024-05-14,2025-04-07,Completed,E02603
P8809,Project 8809,2022-01-14,2025-08-21,Planning,E09833
P8810,Project 8810,2023-07-10,2025-06-12,Planning,E03150
P8811,Project 8811,2024-12-31,2025-01-10,Active,E06883
P8812,Project 8812,2023-12-19,2025-09-15,Planning,E09942
P8813,Project 8813,2024-07-05,2025-09-10,On Hold,E06562
P8814,Project 8814,2021-11-10,2025-06-24,Completed,E05365
P8815,Project 8815,2021-10-30,2024-12-28,Completed,E06798
P8816,Project 8816,2021-03-27,2024-09-29,Planning,E06592
P8817,Project 8817,2025-03-21,2025-01-02,Planning,E00431
P8818,Project 8818,2024-06-26,2025-08-26,Planning,E03325
P8819,Project 8819,2021-10-10,2025-06-04,Active,E00433
P8820,Project 8820,2024-04-01,2025-08-25,On Hold,E06389
P8821,Project 8821,2021-10-15,2025-08-07,Active,E04088
P8822,Project 8822,2024-01-26,2025-05-24,Planning,E05573
P8823,Project 8823,2021-04-05,2025-03-26,Planning,E04373
P8824,Project 8824,2023-05-01,2025-01-26,Completed,E08628
P8825,Project 8825,2020-12-29,2025-02-06,Active,E09739
P8826,Project 8826,2021-10-21,2025-03-29,Active,E08736
P8827,Project 8827,2020-11-04,2024-11-27,Completed,E08522
P8828,Project 8828,2024-10-25,2025-03-12,Completed,E02022
P8829,Project 8829,2024-12-06,2025-08-28,Completed,E09317
P8830,Project 8830,2023-10-08,2024-11-04,On Hold,E06149
P8831,Project 8831,2023-03-23,2025-07-03,Completed,E07746
P8832,Project 8832,2025-07-21,2025-04-17,On Hold,E02466
P8833,Project 8833,2025-02-07,2024-12-25,On Hold,E01803
P8834,Project 8834,2022-10-29,2025-06-07,On Hold,E01593
P8835,Project 8835,2021-05-03,2025-07-18,Planning,E09163
P8836,Project 8836,2023-03-01,2025-05-12,Completed,E06239
P8837,Project 8837,2025-08-11,2025-05-04,On Hold,E08339
P8838,Project 8838,2024-07-27,2025-04-05,Active,E01498
P8839,Project 8839,2020-10-19,2025-04-08,Planning,E05976
P8840,Project 8840,2024-11-04,2025-02-21,On Hold,E09666
P8841,Project 8841,2022-11-15,2025-06-18,On Hold,E08126
P8842,Project 8842,2024-01-01,2025-04-01,Active,E07524
P8843,Project 8843,2024-12-07,2025-03-25,Completed,E06693
P8844,Project 8844,2021-07-21,2025-04-25,On Hold,E03016
P8845,Project 8845,2023-10-01,2025-09-08,On Hold,E08990
P8846,Project 8846,2025-05-21,2024-10-24,Completed,E01318
P8847,Project 8847,2024-12-12,2024-10-04,Planning,E06213
P8848,Project 8848,2020-10-20,2025-08-16,On Hold,E02073
P8849,Project 8849,2024-11-01,2025-09-20,On Hold,E04141
P8850,Project 8850,2022-12-13,2025-05-27,Active,E00406
P8851,Project 8851,2024-06-08,2025-05-28,On Hold,E00478
P8852,Project 8852,2025-01-03,2025-03-08,Active,E06010
P8853,Project 8853,2022-07-13,2025-09-04,On Hold,E07579
P8854,Project 8854,2025-05-05,2025-08-07,Active,E07799
P8855,Project 8855,2025-06-13,2024-11-15,Completed,E05641
P8856,Project 8856,2022-12-10,2025-02-10,Planning,E08603
P8857,Project 8857,2021-03-24,2025-02-25,On Hold,E05120
P8858,Project 8858,2024-12-27,2025-02-25,Active,E03902
P8859,Project 8859,2024-10-19,2024-12-22,On Hold,E01999
P8860,Project 8860,2024-07-30,2025-07-29,Completed,E04212
P8861,Project 8861,2022-03-07,2024-10-13,On Hold,E02412
P8862,Project 8862,2025-08-16,2024-12-14,Active,E02306
P8863,Project 8863,2022-08-19,2025-03-08,Planning,E07746
P8864,Project 8864,2022-01-30,2025-03-23,Planning,E06202
P8865,Project 8865,2022-07-21,2025-01-19,Active,E05444
P8866,Project 8866,2020-12-23,2025-02-09,Planning,E04391
P8867,Project 8867,2021-02-05,2025-08-02,Completed,E06362
P8868,Project 8868,2024-03-27,2025-03-24,Completed,E06864
P8869,Project 8869,2024-11-24,2025-04-03,Active,E09173
P8870,Project 8870,2021-09-08,2025-01-18,Completed,E00413
P8871,Project 8871,2021-02-15,2025-01-31,On Hold,E04203
P8872,Project 8872,2025-08-27,2025-03-27,Planning,E04025
P8873,Project 8873,2024-11-25,2025-02-06,Active,E07436
P8874,Project 8874,2023-08-24,2024-12-23,On Hold,E08704
P8875,Project 8875,2025-07-26,2025-05-07,Completed,E06783
P8876,Project 8876,2023-12-14,2025-06-26,Active,E03026
P8877,Project 8877,2024-09-30,2025-03-14,On Hold,E01213
P8878,Project 8878,2023-09-05,2024-11-20,On Hold,E01098
P8879,Project 8879,2021-12-01,2024-12-10,Active,E06983
P8880,Project 8880,2025-02-18,2025-04-24,Planning,E09645
P8881,Project 8881,2024-01-19,2025-07-22,Completed,E00258
P8882,Project 8882,2024-02-12,2025-06-05,On Hold,E09370
P8883,Project 8883,2023-03-31,2025-07-07,Completed,E02650
P8884,Project 8884,2024-05-22,2025-07-12,Completed,E08231
P8885,Project 8885,2023-06-08,2025-01-25,Planning,E02170
P8886,Project 8886,2023-09-14,2025-02-09,Planning,E04685
P8887,Project 8887,2024-07-17,2025-04-09,Completed,E07970
P8888,Project 8888,2022-07-12,2025-06-10,Planning,E07997
P8889,Project 8889,2022-04-23,2024-12-31,Completed,E00525
P8890,Project 8890,2023-01-19,2024-09-26,On Hold,E09212
P8891,Project 8891,2022-09-09,2024-12-28,Active,E00561
P8892,Project 8892,2021-08-23,2025-05-29,Active,E05975
P8893,Project 8893,2022-09-21,2024-11-18,Planning,E08910
P8894,Project 8894,2023-08-09,2025-03-10,Active,E08507
P8895,Project 8895,2024-03-11,2025-08-22,Completed,E08425
P8896,Project 8896,2022-01-19,2025-07-14,Active,E08777
P8897,Project 8897,2024-11-20,2025-01-27,Planning,E00782
P8898,Project 8898,2024-01-30,2025-04-14,Completed,E08296
P8899,Project 8899,2025-06-16,2025-01-08,On Hold,E05027
P8900,Project 8900,2024-02-15,2025-01-07,Active,E01176
P8901,Project 8901,2021-12-07,2024-10-20,Completed,E08008
P8902,Project 8902,2022-08-29,2025-09-06,Completed,E08044
P8903,Project 8903,2020-12-21,2025-06-08,Completed,E09445
P8904,Project 8904,2023-01-31,2025-05-28,Planning,E09668
P8905,Project 8905,2023-04-08,2025-04-23,Completed,E08282
P8906,Project 8906,2021-11-14,2025-05-16,Completed,E05792
P8907,Project 8907,2022-10-15,2024-11-27,Active,E06582
P8908,Project 8908,2021-09-11,2025-07-27,Planning,E04321
P8909,Project 8909,2024-09-06,2025-05-26,Planning,E08203
P8910,Project 8910,2025-08-06,2024-10-01,On Hold,E04410
P8911,Project 8911,2024-07-28,2025-07-29,On Hold,E03488
P8912,Project 8912,2025-03-13,2025-05-31,Planning,E04905
P8913,Project 8913,2020-10-02,2024-12-12,Completed,E06630
P8914,Project 8914,2025-02-21,2025-08-25,Completed,E03626
P8915,Project 8915,2024-02-25,2025-06-09,On Hold,E06784
P8916,Project 8916,2024-08-26,2025-09-15,On Hold,E06721
P8917,Project 8917,2020-12-30,2025-04-05,On Hold,E08720
P8918,Project 8918,2022-01-08,2025-04-03,Planning,E00651
P8919,Project 8919,2023-06-17,2025-01-16,Completed,E04853
P8920,Project 8920,2021-02-05,2025-01-07,Planning,E05685
P8921,Project 8921,2022-05-27,2024-11-03,Active,E06228
P8922,Project 8922,2022-05-04,2024-11-10,Planning,E00688
P8923,Project 8923,2022-11-09,2025-02-07,On Hold,E05458
P8924,Project 8924,2024-05-25,2025-07-30,Completed,E03444
P8925,Project 8925,2023-02-15,2025-01-24,Active,E01556
P8926,Project 8926,2022-01-08,2025-02-24,On Hold,E06838
P8927,Project 8927,2022-11-20,2025-06-18,Active,E03016
P8928,Project 8928,2022-04-24,2025-06-20,Planning,E01651
P8929,Project 8929,2022-11-16,2025-07-27,Active,E08078
P8930,Project 8930,2025-07-16,2025-03-12,On Hold,E02418
P8931,Project 8931,2025-05-07,2024-11-02,Completed,E05225
P8932,Project 8932,2023-03-15,2025-03-13,Planning,E07905
P8933,Project 8933,2021-07-05,2024-10-26,Completed,E00379
P8934,Project 8934,2024-10-02,2025-03-01,Active,E05378
P8935,Project 8935,2021-02-10,2024-10-01,Planning,E03698
P8936,Project 8936,2023-03-29,2024-12-10,Planning,E06734
P8937,Project 8937,2023-05-26,2025-04-30,Active,E05051
P8938,Project 8938,2023-05-07,2025-03-21,Active,E04912
P8939,Project 8939,2022-02-05,2025-08-26,Planning,E01570
P8940,Project 8940,2022-07-02,2025-09-20,Active,E00754
P8941,Project 8941,2022-09-01,2025-01-27,Active,E06692
P8942,Project 8942,2021-08-13,2025-08-09,Completed,E06744
P8943,Project 8943,2025-04-14,2025-01-07,Completed,E09582
P8944,Project 8944,2024-12-27,2024-11-18,Active,E07179
P8945,Project 8945,2023-09-14,2025-04-09,Active,E00188
P8946,Project 8946,2023-10-04,2024-11-21,On Hold,E08548
P8947,Project 8947,2024-07-12,2025-06-07,Planning,E08425
P8948,Project 8948,2022-04-25,2024-11-29,Planning,E04650
P8949,Project 8949,2021-08-23,2024-09-27,On Hold,E01542
P8950,Project 8950,2023-03-12,2024-11-28,Planning,E03942
P8951,Project 8951,2025-03-30,2025-03-26,Planning,E08109
P8952,Project 8952,2023-09-13,2025-05-12,On Hold,E08497
P8953,Project 8953,2020-12-09,2024-12-13,Active,E02832
P8954,Project 8954,2022-01-30,2024-11-12,Planning,E06389
P8955,Project 8955,2024-02-21,2025-05-28,Completed,E09365
P8956,Project 8956,2024-04-23,2025-02-07,On Hold,E06410
P8957,Project 8957,2023-10-28,2025-03-23,On Hold,E00620
P8958,Project 8958,2021-06-12,2025-09-04,Planning,E03858
P8959,Project 8959,2024-09-15,2025-09-16,Planning,E04740
P8960,Project 8960,2025-07-28,2025-07-09,Planning,E05580
P8961,Project 8961,2023-02-20,2025-04-16,Completed,E05029
P8962,Project 8962,2022-05-21,2025-02-25,Completed,E07837
P8963,Project 8963,2020-10-11,2025-02-27,Active,E01173
P8964,Project 8964,2021-05-25,2025-07-30,Completed,E08843
P8965,Project 8965,2024-11-23,2025-02-25,On Hold,E00953
P8966,Project 8966,2021-12-20,2025-01-25,On Hold,E01259
P8967,Project 8967,2022-11-05,2025-05-04,On Hold,E07206
P8968,Project 8968,2021-10-09,2024-12-12,Active,E02752
P8969,Project 8969,2022-09-01,2025-09-21,On Hold,E08908
P8970,Project 8970,2024-08-19,2025-03-16,Completed,E00678
P8971,Project 8971,2021-12-21,2025-02-02,Planning,E01906
P8972,Project 8972,2021-10-08,2025-01-14,Planning,E06884
P8973,Project 8973,2022-06-03,2025-08-06,On Hold,E06524
P8974,Project 8974,2021-01-09,2024-12-10,Planning,E05239
P8975,Project 8975,2025-02-22,2025-05-29,Active,E04871
P8976,Project 8976,2023-09-26,2025-04-03,Planning,E02047
P8977,Project 8977,2023-09-23,2025-03-20,Active,E07826
P8978,Project 8978,2023-08-30,2025-08-04,Completed,E01806
P8979,Project 8979,2022-12-03,2025-02-03,Planning,E06927
P8980,Project 8980,2024-01-15,2024-11-01,Active,E06395
P8981,Project 8981,2025-05-04,2025-03-25,Planning,E01588
P8982,Project 8982,2020-12-02,2024-10-28,Active,E05087
P8983,Project 8983,2021-03-13,2025-01-27,Active,E07324
P8984,Project 8984,2021-01-13,2025-06-02,Completed,E02592
P8985,Project 8985,2023-02-12,2025-07-02,On Hold,E07480
P8986,Project 8986,2024-03-12,2025-05-13,Completed,E09656
P8987,Project 8987,2024-02-10,2025-02-01,Planning,E00533
P8988,Project 8988,2022-09-27,2025-08-14,On Hold,E05244
P8989,Project 8989,2022-09-14,2025-09-24,Active,E08953
P8990,Project 8990,2021-07-27,2024-12-30,Completed,E06820
P8991,Project 8991,2020-12-21,2025-03-21,Planning,E04653
P8992,Project 8992,2025-04-15,2025-04-10,Completed,E04925
P8993,Project 8993,2021-04-27,2025-08-07,Completed,E04645
P8994,Project 8994,2022-11-11,2025-04-11,Completed,E01018
P8995,Project 8995,2023-09-09,2025-07-09,Active,E05167
P8996,Project 8996,2021-03-01,2025-02-17,On Hold,E00071
P8997,Project 8997,2024-07-03,2024-12-24,Planning,E05913
P8998,Project 8998,2022-04-07,2025-03-13,Active,E04459
P8999,Project 8999,2023-12-04,2025-02-15,Completed,E09977
P9000,Project 9000,2021-11-09,2024-11-01,On Hold,E01563
P9001,Project 9001,2024-01-21,2024-10-02,On Hold,E01422
P9002,Project 9002,2021-11-28,2025-06-15,Active,E02722
P9003,Project 9003,2021-12-12,2025-05-17,Planning,E03662
P9004,Project 9004,2022-12-08,2025-05-13,On Hold,E09302
P9005,Project 9005,2022-05-30,2024-10-20,Active,E09900
P9006,Project 9006,2024-09-30,2025-09-01,Active,E04730
P9007,Project 9007,2025-06-04,2025-02-26,Active,E00359
P9008,Project 9008,2024-06-21,2024-11-01,Active,E00552
P9009,Project 9009,2025-01-27,2025-03-29,On Hold,E02616
P9010,Project 9010,2022-01-26,2024-10-21,Completed,E01482
P9011,Project 9011,2020-12-25,2025-05-25,Completed,E00014
P9012,Project 9012,2023-01-31,2025-04-28,Active,E04128
P9013,Project 9013,2023-06-28,2025-05-16,Completed,E03212
P9014,Project 9014,2025-04-17,2025-07-17,On Hold,E08799
P9015,Project 9015,2025-01-10,2025-06-09,Completed,E08999
P9016,Project 9016,2021-10-29,2025-06-13,Active,E08059
P9017,Project 9017,2022-08-14,2025-06-24,Planning,E09331
P9018,Project 9018,2020-10-02,2025-03-15,Completed,E08910
P9019,Project 9019,2022-11-18,2025-08-07,Completed,E03797
P9020,Project 9020,2022-07-25,2025-01-05,Active,E08795
P9021,Project 9021,2021-10-20,2025-04-10,Completed,E09275
P9022,Project 9022,2024-06-18,2024-11-30,On Hold,E03265
P9023,Project 9023,2023-04-11,2025-05-22,Active,E06877
P9024,Project 9024,2023-03-22,2025-07-29,Active,E04447
P9025,Project 9025,2021-04-11,2025-08-19,Planning,E08627
P9026,Project 9026,2023-05-25,2025-04-25,Planning,E09646
P9027,Project 9027,2021-08-01,2025-03-28,Completed,E08354
P9028,Project 9028,2024-04-21,2024-11-26,Completed,E03972
P9029,Project 9029,2021-04-27,2025-04-17,On Hold,E03098
P9030,Project 9030,2023-03-25,2025-09-14,Active,E04022
P9031,Project 9031,2021-06-29,2025-06-17,On Hold,E01193
P9032,Project 9032,2025-06-22,2025-09-15,Planning,E04546
P9033,Project 9033,2023-04-21,2025-05-02,On Hold,E07301
P9034,Project 9034,2025-08-16,2025-08-20,Completed,E01444
P9035,Project 9035,2020-11-17,2024-11-08,On Hold,E05811
P9036,Project 9036,2023-01-12,2025-09-18,Planning,E05585
P9037,Project 9037,2020-10-17,2025-07-31,Active,E05517
