survey_id,subject_id,category,topic,rating,date
S08499,E00406,Customer,Experience,3,2025-01-29
S08500,E00259,Customer,Net Promoter Score,2,2024-01-11
S08501,C03143,Employee,Experience,4,2025-01-11
S08502,E00004,Employee,Net Promoter Score,3,2024-12-17
S08503,C03734,Customer,Satisfaction,2,2024-11-21
S08504,C04296,Employee,Satisfaction,2,2025-09-29
S08505,C03953,Employee,Satisfaction,3,2024-11-29
S08506,C00848,Employee,Satisfaction,1,2025-08-27
S08507,C04310,Employee,Experience,4,2024-12-11
S08508,E00051,Employee,Experience,1,2023-12-19
S08509,E00132,Customer,Support,2,2024-02-22
S08510,C01853,Employee,Experience,3,2024-09-27
S08511,E00153,Customer,Support,3,2023-10-09
S08512,E00110,Employee,Experience,2,2024-06-16
S08513,E00451,Employee,Experience,1,2024-08-18
S08514,E00330,Employee,Satisfaction,4,2025-03-01
S08515,E00235,Employee,Net Promoter Score,1,2025-04-22
S08516,E00471,Employee,Experience,4,2024-05-25
S08517,E00432,Customer,Satisfaction,2,2025-03-08
S08518,E00039,Employee,Experience,4,2024-08-03
S08519,E00475,Customer,Satisfaction,4,2024-06-19
S08520,C04215,Customer,Experience,5,2025-07-15
S08521,E00101,Customer,Satisfaction,4,2025-07-22
S08522,E00171,Customer,Support,1,2024-09-24
S08523,C04566,Customer,Net Promoter Score,2,2023-11-13
S08524,C01125,Customer,Support,5,2024-01-16
S08525,E00492,Employee,Support,5,2025-04-15
S08526,E00355,Customer,Satisfaction,5,2025-03-17
S08527,E00137,Employee,Satisfaction,5,2024-01-13
S08528,E00495,Employee,Satisfaction,1,2025-03-20
S08529,C04596,Customer,Net Promoter Score,4,2024-01-02
S08530,E00324,Employee,Support,1,2025-04-02
S08531,C01608,Customer,Experience,5,2025-02-06
S08532,E00103,Employee,Support,1,2024-08-29
S08533,C03600,Employee,Experience,1,2024-12-09
S08534,C02391,Customer,Net Promoter Score,3,2024-07-13
S08535,E00172,Employee,Net Promoter Score,5,2024-06-09
S08536,E00325,Employee,Net Promoter Score,5,2023-10-20
S08537,C01302,Customer,Experience,1,2024-07-17
S08538,E00327,Customer,Net Promoter Score,4,2025-04-05
S08539,C03491,Customer,Satisfaction,2,2024-04-02
S08540,E00314,Customer,Support,1,2025-06-12
S08541,C00361,Employee,Support,2,2025-04-03
S08542,C01684,Customer,Experience,5,2023-12-30
S08543,E00445,Customer,Support,1,2024-04-04
S08544,C00804,Customer,Experience,5,2025-08-08
S08545,E00381,Customer,Support,4,2023-12-20
S08546,C00444,Employee,Support,5,2023-12-17
S08547,C03236,Employee,Net Promoter Score,5,2024-08-26
S08548,E00021,Employee,Satisfaction,5,2023-12-12
S08549,E00359,Employee,Net Promoter Score,5,2024-05-11
S08550,E00037,Customer,Net Promoter Score,3,2024-09-08
S08551,E00200,Customer,Satisfaction,1,2025-05-12
S08552,E00449,Customer,Satisfaction,2,2025-05-06
S08553,C00205,Employee,Satisfaction,4,2024-12-09
S08554,C00546,Customer,Satisfaction,4,2024-12-10
S08555,C01311,Customer,Satisfaction,2,2024-08-27
S08556,C00556,Employee,Satisfaction,5,2024-02-21
S08557,E00277,Customer,Experience,1,2024-06-11
S08558,C01245,Customer,Satisfaction,2,2025-01-13
S08559,C02026,Employee,Experience,5,2024-07-29
S08560,E00442,Customer,Support,4,2023-12-06
S08561,C00283,Employee,Support,1,2024-10-05
S08562,C02697,Employee,Net Promoter Score,1,2024-10-22
S08563,E00285,Customer,Satisfaction,2,2023-10-23
S08564,C03195,Employee,Support,5,2025-01-18
S08565,C04456,Employee,Satisfaction,4,2025-01-27
S08566,C02399,Employee,Net Promoter Score,1,2024-09-18
S08567,E00185,Customer,Net Promoter Score,4,2024-04-09
S08568,E00277,Customer,Satisfaction,4,2024-11-09
S08569,C03450,Customer,Experience,5,2024-12-25
S08570,E00121,Employee,Net Promoter Score,5,2025-03-12
S08571,E00044,Customer,Satisfaction,4,2023-10-08
S08572,E00170,Customer,Satisfaction,3,2024-03-08
S08573,E00408,Customer,Support,5,2024-11-21
S08574,E00236,Customer,Satisfaction,1,2024-02-10
S08575,E00084,Customer,Satisfaction,4,2023-11-05
S08576,C00022,Employee,Net Promoter Score,5,2023-12-11
S08577,C03601,Customer,Net Promoter Score,3,2024-07-27
S08578,C02999,Employee,Support,1,2024-09-01
S08579,E00019,Customer,Satisfaction,4,2024-07-19
S08580,C00863,Customer,Net Promoter Score,3,2024-08-12
S08581,E00418,Employee,Support,1,2024-11-10
S08582,C03075,Customer,Support,5,2024-03-26
S08583,C04330,Customer,Satisfaction,2,2023-12-03
S08584,E00399,Employee,Support,3,2024-04-30
S08585,C01191,Customer,Experience,3,2024-07-29
S08586,E00263,Employee,Support,3,2025-06-08
S08587,C00171,Employee,Support,1,2024-01-07
S08588,C01763,Employee,Support,1,2024-08-12
S08589,E00445,Employee,Experience,4,2025-02-23
S08590,E00118,Customer,Satisfaction,2,2025-01-06
S08591,E00337,Employee,Support,1,2025-09-13
S08592,C03634,Customer,Support,2,2025-01-25
S08593,C02997,Customer,Experience,3,2024-07-20
S08594,E00359,Customer,Experience,3,2023-11-14
S08595,C02137,Customer,Net Promoter Score,1,2025-03-08
S08596,E00171,Employee,Experience,1,2024-12-27
S08597,E00494,Customer,Support,3,2024-06-29
S08598,E00329,Employee,Satisfaction,2,2024-01-14
S08599,E00149,Customer,Support,3,2025-05-23
S08600,C03109,Employee,Satisfaction,4,2024-07-07
S08601,C00103,Customer,Net Promoter Score,2,2025-04-04
S08602,C01750,Customer,Satisfaction,4,2024-02-15
S08603,C04560,Customer,Net Promoter Score,4,2024-09-06
S08604,C02072,Customer,Satisfaction,5,2025-04-28
S08605,C02585,Customer,Net Promoter Score,3,2025-01-28
S08606,E00497,Customer,Experience,4,2024-07-11
S08607,C03658,Customer,Experience,3,2024-07-31
S08608,E00310,Employee,Support,3,2025-07-09
S08609,E00469,Customer,Experience,2,2025-01-29
S08610,C00401,Employee,Support,2,2024-01-31
S08611,C00739,Employee,Support,1,2024-07-12
S08612,E00499,Employee,Support,2,2024-11-15
S08613,C01169,Customer,Support,2,2023-11-21
S08614,E00434,Customer,Experience,3,2024-01-14
S08615,E00110,Customer,Support,1,2025-01-24
S08616,C00619,Employee,Net Promoter Score,4,2024-10-29
S08617,C02983,Employee,Support,4,2024-08-29
S08618,E00207,Employee,Satisfaction,5,2024-02-12
S08619,E00133,Employee,Support,5,2024-06-10
S08620,E00326,Employee,Experience,2,2025-06-03
S08621,E00020,Employee,Satisfaction,4,2024-07-30
S08622,E00293,Customer,Experience,1,2024-07-13
S08623,C03568,Employee,Experience,4,2025-08-01
S08624,C01722,Employee,Satisfaction,3,2025-04-21
S08625,E00048,Customer,Net Promoter Score,1,2025-03-04
S08626,C02083,Customer,Experience,2,2023-11-06
S08627,C00369,Employee,Experience,2,2024-01-21
S08628,E00175,Customer,Support,1,2024-11-16
S08629,E00292,Employee,Net Promoter Score,1,2024-08-22
S08630,C03268,Customer,Experience,2,2025-03-28
S08631,C04536,Customer,Satisfaction,5,2024-06-27
S08632,C04063,Customer,Net Promoter Score,1,2025-05-19
S08633,C03375,Customer,Net Promoter Score,1,2024-03-02
S08634,C03608,Customer,Net Promoter Score,4,2024-04-03
S08635,C04788,Employee,Satisfaction,3,2025-08-28
S08636,E00396,Customer,Net Promoter Score,1,2025-04-11
S08637,E00351,Customer,Satisfaction,2,2025-09-21
S08638,E00108,Employee,Support,1,2025-08-03
S08639,C04296,Customer,Experience,5,2024-04-19
S08640,E00205,Employee,Satisfaction,5,2024-03-30
S08641,C00530,Customer,Experience,5,2024-12-08
S08642,C04625,Customer,Experience,3,2025-06-27
S08643,E00199,Employee,Net Promoter Score,2,2024-07-28
S08644,E00459,Customer,Experience,1,2025-03-27
S08645,E00082,Customer,Satisfaction,3,2024-08-25
S08646,C02136,Employee,Experience,5,2025-01-02
S08647,E00359,Customer,Net Promoter Score,5,2024-10-14
S08648,C02076,Customer,Satisfaction,4,2023-10-06
S08649,C04034,Customer,Satisfaction,3,2024-12-07
S08650,E00197,Employee,Support,1,2024-05-10
S08651,E00479,Customer,Experience,5,2025-06-16
S08652,C00082,Employee,Satisfaction,2,2023-12-21
S08653,C03246,Employee,Experience,4,2025-02-05
S08654,E00208,Employee,Satisfaction,3,2024-10-16
S08655,C03465,Customer,Support,2,2024-06-09
S08656,C02476,Employee,Experience,2,2024-09-17
S08657,E00398,Customer,Satisfaction,3,2024-09-06
S08658,E00279,Customer,Experience,2,2024-05-29
S08659,E00105,Employee,Support,5,2025-05-19
S08660,C02448,Customer,Support,3,2025-02-07
S08661,C03960,Customer,Satisfaction,5,2025-07-21
S08662,E00208,Employee,Support,2,2023-11-09
S08663,C01254,Employee,Satisfaction,4,2025-03-24
S08664,E00329,Customer,Net Promoter Score,4,2024-01-08
S08665,C03311,Employee,Net Promoter Score,4,2024-08-30
S08666,E00275,Employee,Satisfaction,4,2025-06-04
S08667,C01033,Employee,Experience,1,2024-01-13
S08668,E00330,Customer,Support,3,2025-04-07
S08669,C00145,Customer,Net Promoter Score,1,2024-01-15
S08670,C01375,Customer,Satisfaction,2,2025-01-02
S08671,C03877,Customer,Satisfaction,4,2024-08-30
S08672,C04308,Employee,Net Promoter Score,2,2025-03-29
S08673,C00200,Employee,Support,4,2023-11-22
S08674,E00428,Employee,Net Promoter Score,3,2025-02-14
S08675,E00296,Customer,Support,4,2024-01-01
S08676,C03055,Employee,Satisfaction,1,2025-03-11
S08677,E00345,Customer,Satisfaction,5,2024-12-29
S08678,E00188,Customer,Experience,2,2024-06-22
S08679,C03552,Employee,Satisfaction,5,2025-05-22
S08680,E00252,Customer,Net Promoter Score,1,2024-11-21
S08681,E00022,Customer,Support,1,2025-01-30
S08682,C02993,Employee,Support,1,2024-11-26
S08683,E00113,Employee,Support,2,2024-01-29
S08684,E00173,Customer,Support,2,2024-04-13
S08685,C02229,Employee,Experience,2,2024-12-18
S08686,C01648,Employee,Support,1,2024-05-24
S08687,E00462,Customer,Satisfaction,5,2024-10-19
S08688,C04030,Employee,Satisfaction,4,2024-03-10
S08689,E00435,Customer,Support,4,2024-01-15
S08690,C01518,Employee,Support,5,2024-08-22
S08691,E00487,Employee,Satisfaction,1,2025-09-22
S08692,E00071,Customer,Support,1,2025-04-22
S08693,E00292,Customer,Experience,1,2025-04-07
S08694,E00005,Customer,Satisfaction,5,2023-10-16
S08695,C03674,Employee,Satisfaction,2,2025-03-06
S08696,E00008,Customer,Experience,2,2023-10-18
S08697,C00432,Customer,Net Promoter Score,3,2024-04-18
S08698,C04958,Customer,Experience,1,2025-03-11
S08699,C03277,Customer,Experience,1,2024-03-13
S08700,C04560,Employee,Support,4,2023-11-25
S08701,C00072,Customer,Support,5,2025-04-26
S08702,E00270,Customer,Net Promoter Score,4,2024-08-13
S08703,C03390,Employee,Net Promoter Score,2,2024-05-16
S08704,E00149,Employee,Net Promoter Score,4,2025-05-17
S08705,E00374,Employee,Support,4,2023-12-23
S08706,E00107,Customer,Support,4,2025-09-29
S08707,C03028,Employee,Net Promoter Score,5,2023-11-02
S08708,E00292,Employee,Experience,1,2024-10-28
S08709,E00303,Employee,Net Promoter Score,3,2024-12-30
S08710,E00274,Employee,Net Promoter Score,3,2025-07-27
S08711,E00297,Employee,Support,4,2025-05-30
S08712,E00215,Customer,Satisfaction,4,2025-07-08
S08713,C01692,Employee,Experience,2,2024-06-23
S08714,E00260,Customer,Experience,5,2025-09-21
S08715,E00437,Customer,Experience,5,2024-06-27
S08716,C00870,Employee,Experience,1,2025-03-06
S08717,E00081,Customer,Net Promoter Score,1,2024-09-14
S08718,C04424,Customer,Support,3,2024-07-27
S08719,E00486,Employee,Net Promoter Score,1,2024-11-29
S08720,E00232,Employee,Experience,3,2024-05-06
S08721,C01118,Customer,Experience,4,2024-10-14
S08722,E00040,Customer,Net Promoter Score,2,2024-06-16
S08723,C04372,Employee,Net Promoter Score,1,2024-07-30
S08724,C02652,Customer,Support,4,2025-08-03
S08725,C03244,Employee,Experience,5,2024-10-10
S08726,E00186,Employee,Net Promoter Score,3,2025-01-01
S08727,C03077,Employee,Support,5,2024-08-13
S08728,E00211,Customer,Support,2,2024-07-18
S08729,C04451,Customer,Satisfaction,4,2024-04-22
S08730,C04238,Employee,Net Promoter Score,3,2023-10-14
S08731,E00070,Employee,Experience,3,2024-04-22
S08732,E00069,Customer,Support,3,2024-09-13
S08733,E00275,Customer,Net Promoter Score,2,2023-10-28
S08734,E00056,Customer,Experience,2,2024-07-02
S08735,C03249,Employee,Experience,5,2024-09-11
S08736,E00321,Customer,Satisfaction,3,2025-02-24
S08737,C00037,Employee,Net Promoter Score,4,2024-08-03
S08738,E00221,Customer,Experience,1,2024-07-27
S08739,E00484,Customer,Satisfaction,5,2024-11-09
S08740,E00434,Employee,Net Promoter Score,3,2024-01-30
S08741,C02644,Customer,Net Promoter Score,2,2023-12-10
S08742,E00441,Customer,Experience,2,2024-11-07
S08743,C04186,Customer,Experience,1,2024-07-08
S08744,C02171,Employee,Experience,1,2024-03-29
S08745,E00153,Customer,Satisfaction,5,2024-01-10
S08746,E00268,Customer,Support,1,2024-01-02
S08747,C00272,Customer,Experience,1,2025-02-25
S08748,E00488,Customer,Satisfaction,1,2024-01-06
S08749,C04633,Customer,Support,3,2025-09-08
S08750,E00233,Employee,Support,1,2025-04-13
S08751,C02920,Customer,Support,4,2025-09-27
S08752,E00118,Employee,Support,1,2024-04-01
S08753,E00052,Employee,Net Promoter Score,1,2025-04-29
S08754,E00229,Employee,Net Promoter Score,2,2025-05-26
S08755,C03212,Employee,Net Promoter Score,1,2023-10-18
S08756,C03567,Employee,Support,4,2024-08-14
S08757,C04000,Customer,Satisfaction,5,2025-05-10
S08758,E00347,Customer,Experience,3,2025-07-10
S08759,E00378,Employee,Experience,3,2024-05-28
S08760,C00674,Employee,Net Promoter Score,2,2024-03-03
S08761,C00752,Customer,Support,5,2024-12-13
S08762,C03745,Customer,Support,4,2023-12-13
S08763,E00164,Employee,Support,3,2025-08-05
S08764,E00065,Customer,Satisfaction,2,2024-02-19
S08765,E00123,Customer,Net Promoter Score,3,2024-08-24
S08766,E00444,Customer,Net Promoter Score,2,2024-12-13
S08767,E00187,Customer,Experience,4,2024-01-29
S08768,E00177,Employee,Support,3,2024-09-01
S08769,E00018,Customer,Support,4,2025-05-05
S08770,C00387,Customer,Support,4,2023-12-22
S08771,C03583,Customer,Experience,2,2025-07-25
S08772,C04407,Customer,Satisfaction,1,2024-02-11
S08773,C02004,Employee,Net Promoter Score,2,2024-10-02
S08774,C03129,Customer,Experience,3,2023-12-23
S08775,E00209,Employee,Satisfaction,4,2023-10-18
S08776,C04665,Employee,Net Promoter Score,4,2023-11-23
S08777,E00007,Employee,Experience,5,2025-05-01
S08778,C04968,Customer,Satisfaction,5,2025-01-29
S08779,E00271,Customer,Support,2,2024-06-30
S08780,C02809,Employee,Support,3,2024-07-15
S08781,C03022,Customer,Net Promoter Score,5,2024-06-16
S08782,E00081,Customer,Net Promoter Score,5,2024-07-28
S08783,E00039,Employee,Experience,1,2023-11-05
S08784,C04658,Employee,Experience,4,2024-10-18
S08785,C02467,Customer,Experience,2,2025-06-11
S08786,C01668,Employee,Net Promoter Score,2,2024-04-30
S08787,E00332,Employee,Satisfaction,4,2025-09-11
S08788,E00397,Customer,Experience,1,2025-03-13
S08789,C03481,Customer,Support,2,2023-12-22
S08790,E00192,Customer,Satisfaction,3,2025-04-13
S08791,E00030,Customer,Net Promoter Score,5,2025-05-25
S08792,E00109,Employee,Support,2,2023-12-25
S08793,C01527,Employee,Satisfaction,3,2023-12-24
S08794,E00201,Employee,Experience,2,2025-08-28
S08795,E00412,Customer,Net Promoter Score,3,2023-12-01
S08796,E00202,Employee,Net Promoter Score,4,2023-12-31
S08797,C04160,Employee,Experience,1,2024-11-25
S08798,E00305,Customer,Satisfaction,4,2024-12-30
S08799,C00428,Employee,Satisfaction,4,2024-10-22
S08800,C01584,Customer,Support,1,2024-05-25
S08801,E00292,Customer,Net Promoter Score,2,2024-01-24
S08802,E00175,Customer,Experience,2,2024-09-20
S08803,C02968,Customer,Experience,1,2024-05-11
S08804,C03265,Employee,Net Promoter Score,4,2024-01-14
S08805,E00252,Employee,Experience,2,2024-07-30
S08806,C04021,Employee,Support,4,2023-12-26
S08807,E00285,Customer,Support,1,2024-12-10
S08808,E00049,Employee,Satisfaction,2,2024-05-26
S08809,E00010,Customer,Support,5,2024-05-12
S08810,E00406,Customer,Net Promoter Score,4,2024-10-12
S08811,C03889,Customer,Support,2,2023-12-25
S08812,C01736,Customer,Experience,3,2023-10-06
S08813,C00669,Employee,Support,5,2024-04-19
S08814,E00340,Customer,Experience,2,2024-07-29
S08815,C00050,Employee,Net Promoter Score,2,2025-03-27
S08816,E00482,Employee,Experience,5,2025-06-26
S08817,C00109,Customer,Net Promoter Score,2,2023-10-14
S08818,E00423,Employee,Experience,1,2025-05-24
S08819,C04399,Employee,Experience,1,2025-05-21
S08820,E00009,Customer,Experience,2,2025-06-05
S08821,E00044,Employee,Net Promoter Score,2,2024-06-21
S08822,C02196,Customer,Net Promoter Score,4,2023-10-22
S08823,C03243,Customer,Experience,3,2023-12-02
S08824,E00406,Employee,Satisfaction,4,2024-07-29
S08825,E00270,Employee,Support,3,2023-11-02
S08826,E00265,Customer,Experience,5,2024-04-24
S08827,C03943,Employee,Net Promoter Score,4,2024-10-09
S08828,E00074,Customer,Satisfaction,4,2025-07-13
S08829,E00100,Employee,Net Promoter Score,5,2024-10-15
S08830,C02715,Customer,Satisfaction,1,2024-03-25
S08831,C01064,Customer,Net Promoter Score,4,2025-09-07
S08832,E00252,Employee,Net Promoter Score,2,2025-08-01
S08833,E00430,Customer,Satisfaction,2,2025-07-01
S08834,C02870,Customer,Experience,3,2023-12-05
S08835,E00342,Customer,Satisfaction,2,2024-12-10
S08836,E00482,Customer,Support,1,2025-09-25
S08837,C03088,Employee,Support,1,2025-07-23
S08838,C03228,Employee,Satisfaction,2,2023-10-08
S08839,C04863,Customer,Net Promoter Score,5,2024-05-10
S08840,E00091,Customer,Satisfaction,4,2024-03-27
S08841,E00344,Customer,Support,2,2025-02-06
S08842,E00121,Employee,Net Promoter Score,3,2024-06-06
S08843,C03812,Customer,Satisfaction,3,2023-11-28
S08844,C00069,Customer,Support,3,2025-09-11
S08845,C01049,Employee,Support,1,2024-02-14
S08846,C01215,Employee,Support,4,2024-04-11
S08847,E00467,Customer,Satisfaction,2,2024-08-11
S08848,C00333,Customer,Satisfaction,5,2025-03-27
S08849,C03403,Customer,Satisfaction,3,2024-12-14
S08850,C03726,Employee,Support,2,2024-01-22
S08851,E00111,Customer,Experience,4,2024-09-03
S08852,C02947,Employee,Experience,1,2025-06-07
S08853,C00497,Employee,Experience,2,2025-01-29
S08854,E00113,Customer,Net Promoter Score,1,2025-06-01
S08855,E00196,Customer,Satisfaction,2,2024-12-19
S08856,E00282,Customer,Net Promoter Score,1,2025-03-01
S08857,E00323,Customer,Experience,5,2025-04-09
S08858,C03051,Customer,Support,5,2024-09-09
S08859,E00117,Employee,Net Promoter Score,5,2024-08-19
S08860,C00634,Employee,Experience,1,2024-10-04
S08861,E00088,Customer,Satisfaction,3,2024-09-18
S08862,E00021,Customer,Satisfaction,2,2025-01-05
S08863,E00229,Customer,Net Promoter Score,5,2023-12-23
S08864,C01966,Customer,Satisfaction,3,2025-09-09
S08865,E00126,Customer,Support,4,2025-07-05
S08866,C02969,Customer,Net Promoter Score,5,2025-05-01
S08867,C04156,Customer,Net Promoter Score,2,2024-03-14
S08868,E00436,Employee,Satisfaction,3,2025-05-17
S08869,C00104,Employee,Experience,4,2025-05-17
S08870,C04653,Customer,Net Promoter Score,5,2025-09-20
S08871,E00182,Customer,Net Promoter Score,3,2024-12-18
S08872,C03595,Employee,Satisfaction,4,2024-01-09
S08873,C04633,Employee,Experience,5,2024-11-14
S08874,E00270,Employee,Support,2,2025-08-22
S08875,E00048,Customer,Satisfaction,2,2025-07-10
S08876,C01848,Employee,Net Promoter Score,5,2023-12-30
S08877,C00900,Employee,Net Promoter Score,3,2025-09-18
S08878,C03299,Customer,Net Promoter Score,2,2024-10-25
S08879,C03247,Employee,Satisfaction,5,2025-03-23
S08880,E00257,Employee,Net Promoter Score,1,2024-01-30
S08881,C04276,Customer,Experience,3,2024-11-04
S08882,C04881,Customer,Satisfaction,2,2024-04-04
S08883,C02016,Customer,Experience,2,2024-02-07
S08884,C02356,Customer,Satisfaction,4,2024-02-12
S08885,E00303,Employee,Net Promoter Score,5,2024-03-23
S08886,C04496,Employee,Satisfaction,1,2024-11-01
S08887,C02302,Customer,Net Promoter Score,5,2025-08-09
S08888,C02415,Employee,Support,4,2024-03-09
S08889,C00641,Customer,Net Promoter Score,5,2025-08-12
S08890,E00290,Employee,Satisfaction,4,2024-11-30
S08891,C01530,Customer,Support,3,2025-05-17
S08892,C03290,Employee,Experience,2,2024-06-07
S08893,E00370,Employee,Net Promoter Score,4,2024-12-19
S08894,C01706,Employee,Experience,2,2023-11-18
S08895,C02213,Customer,Satisfaction,3,2023-10-11
S08896,E00274,Customer,Satisfaction,3,2024-07-29
S08897,E00465,Employee,Satisfaction,3,2024-02-29
S08898,E00083,Employee,Support,2,2024-10-24
S08899,C00415,Customer,Support,3,2024-04-18
S08900,C03860,Employee,Satisfaction,1,2024-08-04
S08901,C00022,Employee,Net Promoter Score,3,2024-02-19
S08902,C00646,Customer,Support,4,2024-08-16
S08903,C01911,Customer,Satisfaction,3,2023-10-27
S08904,C03894,Employee,Net Promoter Score,4,2024-01-28
S08905,E00092,Employee,Support,2,2023-11-01
S08906,C01332,Employee,Satisfaction,1,2024-02-10
S08907,E00012,Employee,Experience,1,2023-11-26
S08908,E00387,Employee,Support,1,2024-04-05
S08909,C02270,Employee,Net Promoter Score,4,2025-08-10
S08910,C02848,Customer,Satisfaction,1,2025-04-10
S08911,C02813,Customer,Support,5,2024-05-08
S08912,E00264,Employee,Experience,1,2024-06-28
S08913,C01516,Customer,Satisfaction,5,2023-10-25
S08914,C04841,Employee,Experience,1,2025-06-20
S08915,C04976,Employee,Support,2,2024-01-22
S08916,C04106,Employee,Support,2,2025-08-20
S08917,C00193,Customer,Support,2,2024-08-06
S08918,C02869,Employee,Support,4,2025-06-19
S08919,C01008,Customer,Satisfaction,5,2025-02-27
S08920,C01614,Employee,Satisfaction,5,2024-02-24
S08921,C00382,Employee,Experience,3,2024-04-11
S08922,E00222,Customer,Support,5,2025-08-05
S08923,C01968,Customer,Net Promoter Score,5,2025-07-20
S08924,C04925,Customer,Net Promoter Score,2,2024-06-19
S08925,E00109,Employee,Net Promoter Score,1,2025-07-10
S08926,E00448,Customer,Satisfaction,5,2025-01-18
S08927,E00142,Customer,Net Promoter Score,3,2024-11-21
S08928,E00006,Employee,Experience,4,2025-01-02
S08929,E00275,Customer,Support,5,2024-02-25
S08930,C01485,Customer,Experience,2,2023-10-20
S08931,E00323,Employee,Support,1,2024-11-01
S08932,E00223,Employee,Support,4,2024-09-22
S08933,E00397,Customer,Satisfaction,3,2024-02-23
S08934,E00156,Employee,Satisfaction,4,2023-12-29
S08935,E00184,Employee,Support,1,2024-12-29
S08936,C01606,Customer,Experience,2,2023-10-27
S08937,E00348,Employee,Experience,5,2025-01-24
S08938,C04471,Customer,Net Promoter Score,3,2025-01-14
S08939,C04371,Customer,Net Promoter Score,2,2024-11-20
S08940,C02605,Employee,Net Promoter Score,4,2025-09-29
S08941,E00251,Employee,Experience,5,2024-05-12
S08942,E00434,Employee,Satisfaction,1,2025-02-05
S08943,E00359,Employee,Net Promoter Score,3,2024-08-31
S08944,C00521,Customer,Satisfaction,4,2025-09-03
S08945,C01936,Employee,Satisfaction,1,2025-08-16
S08946,E00312,Customer,Experience,2,2024-09-09
S08947,C01782,Employee,Experience,1,2024-03-07
S08948,C01911,Customer,Experience,4,2025-06-19
S08949,E00173,Customer,Net Promoter Score,3,2025-05-26
S08950,E00139,Employee,Satisfaction,3,2024-09-20
S08951,C02456,Customer,Net Promoter Score,4,2025-01-29
S08952,E00094,Customer,Experience,2,2025-07-03
S08953,C04250,Employee,Satisfaction,2,2024-05-03
S08954,E00382,Employee,Experience,3,2024-10-06
S08955,E00014,Customer,Support,2,2025-01-02
S08956,C00612,Employee,Experience,2,2024-05-07
S08957,C03260,Employee,Net Promoter Score,3,2024-04-24
S08958,C01905,Employee,Experience,3,2024-12-19
S08959,C03781,Customer,Experience,5,2025-03-05
S08960,C03943,Customer,Support,3,2025-07-05
S08961,E00422,Employee,Satisfaction,1,2025-08-22
S08962,E00012,Employee,Support,4,2024-12-07
S08963,E00037,Employee,Satisfaction,2,2025-07-01
S08964,C04659,Employee,Experience,1,2024-03-18
S08965,E00037,Employee,Satisfaction,4,2024-12-12
S08966,C04876,Employee,Net Promoter Score,1,2025-07-14
S08967,C00733,Customer,Support,3,2023-11-12
S08968,C03541,Employee,Support,1,2023-11-20
S08969,C02482,Customer,Support,1,2024-02-19
S08970,E00488,Customer,Support,4,2024-01-28
S08971,E00375,Customer,Support,2,2024-08-19
S08972,E00111,Employee,Experience,2,2024-05-10
S08973,C03619,Employee,Support,2,2023-10-31
S08974,C01289,Employee,Experience,3,2024-05-08
S08975,C02667,Customer,Satisfaction,1,2024-05-08
S08976,C03173,Employee,Satisfaction,5,2025-04-17
S08977,C03845,Employee,Experience,4,2024-11-18
S08978,E00439,Employee,Net Promoter Score,2,2023-10-06
S08979,C03400,Employee,Satisfaction,3,2025-06-19
S08980,C01143,Customer,Net Promoter Score,3,2025-01-15
S08981,C04204,Employee,Net Promoter Score,5,2024-07-22
S08982,E00494,Employee,Support,5,2024-03-15
S08983,E00333,Customer,Support,3,2025-08-11
S08984,C03815,Employee,Satisfaction,2,2024-09-16
S08985,C00902,Employee,Experience,3,2023-10-26
S08986,E00482,Employee,Support,5,2023-12-12
S08987,E00354,Customer,Net Promoter Score,4,2025-03-02
S08988,E00306,Employee,Support,2,2025-07-23
S08989,C03794,Customer,Experience,3,2025-01-11
S08990,E00436,Employee,Support,1,2025-09-17
S08991,C02018,Employee,Net Promoter Score,5,2025-03-01
S08992,E00178,Employee,Satisfaction,4,2024-02-23
S08993,C04858,Employee,Experience,2,2023-10-16
S08994,E00254,Employee,Net Promoter Score,3,2024-09-08
S08995,E00192,Customer,Support,4,2024-08-29
S08996,C04648,Customer,Net Promoter Score,1,2024-04-07
S08997,E00043,Customer,Net Promoter Score,4,2025-01-15
S08998,E00198,Employee,Net Promoter Score,2,2024-10-16
S08999,E00455,Customer,Support,2,2025-08-05
S09000,C04310,Employee,Experience,3,2025-01-08
S09001,E00363,Customer,Net Promoter Score,1,2025-09-26
S09002,C01706,Employee,Satisfaction,1,2024-12-26
S09003,C02693,Employee,Satisfaction,2,2024-10-05
S09004,E00474,Employee,Satisfaction,2,2024-01-13
S09005,E00011,Employee,Satisfaction,4,2023-11-01
S09006,E00382,Employee,Support,1,2025-07-22
S09007,E00344,Employee,Experience,5,2024-06-25
S09008,E00226,Customer,Support,1,2023-10-31
S09009,E00109,Customer,Net Promoter Score,4,2024-12-08
S09010,C02206,Customer,Support,4,2024-12-22
S09011,E00490,Employee,Satisfaction,2,2025-07-19
S09012,C02592,Customer,Experience,3,2024-01-24
S09013,C04295,Customer,Satisfaction,1,2024-04-09
S09014,C03162,Customer,Support,3,2024-03-14
S09015,C03670,Employee,Support,1,2024-06-30
S09016,C03839,Customer,Support,2,2024-03-18
S09017,C03681,Employee,Net Promoter Score,4,2024-04-16
S09018,E00165,Employee,Net Promoter Score,4,2024-05-21
S09019,E00055,Customer,Experience,4,2023-12-12
S09020,E00080,Customer,Satisfaction,5,2025-01-14
S09021,E00008,Customer,Satisfaction,3,2025-02-05
