redemption_id,customer_id,reward_type,date
RW8820,C00261,Discount Coupon,2020-01-04
RW8821,C00418,Data Voucher,2022-02-17
RW8822,C00043,Data Voucher,2020-10-19
RW8823,C00463,Event Ticket,2020-09-09
RW8824,C00349,Data Voucher,2023-05-30
RW8825,C00385,Event Ticket,2020-01-30
RW8826,C00399,Data Voucher,2023-12-24
RW8827,C00352,Event Ticket,2023-09-14
RW8828,C00441,Discount Coupon,2022-03-16
RW8829,C00325,Discount Coupon,2021-03-18
RW8830,C00325,Data Voucher,2022-05-09
RW8831,C00484,Discount Coupon,2023-10-01
RW8832,C00069,Discount Coupon,2023-12-28
RW8833,C00134,Discount Coupon,2023-01-13
RW8834,C00330,Event Ticket,2022-10-02
RW8835,C00249,Data Voucher,2021-09-28
RW8836,C00065,Event Ticket,2024-08-02
RW8837,C00288,Discount Coupon,2020-05-19
RW8838,C00019,Data Voucher,2025-08-22
RW8839,C00426,Discount Coupon,2021-08-21
RW8840,C00034,Data Voucher,2020-03-25
RW8841,C00294,Data Voucher,2021-09-28
RW8842,C00138,Event Ticket,2024-04-25
RW8843,C00419,Data Voucher,2022-07-03
RW8844,C00346,Discount Coupon,2021-12-24
RW8845,C00109,Discount Coupon,2020-03-26
RW8846,C00298,Discount Coupon,2020-05-09
RW8847,C00120,Data Voucher,2023-10-26
RW8848,C00111,Event Ticket,2020-04-10
RW8849,C00213,Data Voucher,2020-01-17
RW8850,C00433,Event Ticket,2020-12-06
RW8851,C00391,Discount Coupon,2021-08-10
RW8852,C00163,Discount Coupon,2023-08-24
RW8853,C00097,Data Voucher,2021-08-24
RW8854,C00159,Discount Coupon,2020-06-17
RW8855,C00263,Event Ticket,2024-08-08
RW8856,C00137,Data Voucher,2021-07-07
RW8857,C00159,Discount Coupon,2020-12-17
RW8858,C00323,Event Ticket,2024-01-10
RW8859,C00084,Event Ticket,2022-02-03
RW8860,C00415,Event Ticket,2021-09-09
RW8861,C00486,Data Voucher,2023-11-17
RW8862,C00388,Discount Coupon,2020-10-15
RW8863,C00429,Event Ticket,2024-03-11
RW8864,C00134,Data Voucher,2022-06-29
RW8865,C00219,Discount Coupon,2024-04-30
RW8866,C00210,Event Ticket,2021-02-19
RW8867,C00144,Discount Coupon,2022-06-28
RW8868,C00291,Event Ticket,2021-02-20
RW8869,C00099,Discount Coupon,2025-03-18
RW8870,C00008,Data Voucher,2023-08-27
RW8871,C00492,Event Ticket,2023-11-29
RW8872,C00001,Data Voucher,2024-01-06
RW8873,C00105,Event Ticket,2020-03-15
RW8874,C00291,Discount Coupon,2021-11-26
RW8875,C00093,Event Ticket,2023-11-03
RW8876,C00283,Event Ticket,2022-08-04
RW8877,C00016,Discount Coupon,2025-08-09
RW8878,C00481,Event Ticket,2020-12-06
RW8879,C00500,Discount Coupon,2022-11-09
RW8880,C00111,Event Ticket,2020-01-21
RW8881,C00382,Discount Coupon,2024-08-11
RW8882,C00079,Data Voucher,2023-04-16
RW8883,C00495,Data Voucher,2024-03-09
RW8884,C00208,Data Voucher,2020-02-01
RW8885,C00218,Discount Coupon,2023-10-29
RW8886,C00393,Data Voucher,2021-12-27
RW8887,C00063,Discount Coupon,2022-09-18
RW8888,C00399,Event Ticket,2021-03-25
RW8889,C00157,Event Ticket,2023-04-20
RW8890,C00468,Data Voucher,2023-09-09
RW8891,C00230,Event Ticket,2024-01-31
RW8892,C00436,Data Voucher,2021-07-31
RW8893,C00199,Data Voucher,2021-03-04
RW8894,C00078,Event Ticket,2024-07-31
RW8895,C00428,Data Voucher,2023-12-17
RW8896,C00141,Event Ticket,2024-11-14
RW8897,C00126,Event Ticket,2021-12-17
RW8898,C00351,Discount Coupon,2023-02-10
RW8899,C00103,Data Voucher,2022-09-10
RW8900,C00485,Discount Coupon,2020-09-22
RW8901,C00132,Event Ticket,2020-08-02
RW8902,C00302,Event Ticket,2022-12-08
RW8903,C00133,Discount Coupon,2023-06-02
RW8904,C00388,Discount Coupon,2025-09-08
RW8905,C00099,Discount Coupon,2024-02-19
RW8906,C00045,Event Ticket,2025-03-11
RW8907,C00211,Data Voucher,2020-06-08
RW8908,C00394,Data Voucher,2022-04-05
RW8909,C00155,Data Voucher,2024-05-13
RW8910,C00105,Data Voucher,2020-07-05
RW8911,C00446,Discount Coupon,2025-01-23
RW8912,C00329,Event Ticket,2022-11-05
RW8913,C00383,Data Voucher,2025-05-04
RW8914,C00219,Event Ticket,2021-11-29
RW8915,C00178,Data Voucher,2021-08-09
RW8916,C00448,Discount Coupon,2025-04-22
RW8917,C00258,Data Voucher,2024-04-08
RW8918,C00316,Event Ticket,2023-10-06
RW8919,C00402,Event Ticket,2024-04-07
RW8920,C00239,Discount Coupon,2025-08-06
RW8921,C00212,Data Voucher,2022-07-04
RW8922,C00023,Data Voucher,2022-04-15
RW8923,C00310,Data Voucher,2024-04-02
RW8924,C00310,Event Ticket,2025-03-28
RW8925,C00313,Data Voucher,2020-09-24
RW8926,C00407,Event Ticket,2020-03-05
RW8927,C00409,Discount Coupon,2020-07-01
RW8928,C00141,Event Ticket,2024-01-24
RW8929,C00086,Event Ticket,2022-07-23
RW8930,C00406,Discount Coupon,2020-08-16
RW8931,C00143,Data Voucher,2021-09-16
RW8932,C00441,Data Voucher,2020-09-25
RW8933,C00179,Discount Coupon,2021-05-27
RW8934,C00303,Discount Coupon,2023-05-20
RW8935,C00077,Discount Coupon,2020-10-16
RW8936,C00105,Event Ticket,2024-06-18
RW8937,C00108,Data Voucher,2024-09-20
RW8938,C00350,Event Ticket,2021-09-13
RW8939,C00269,Data Voucher,2023-04-12
RW8940,C00280,Event Ticket,2021-03-08
RW8941,C00283,Discount Coupon,2025-06-11
RW8942,C00482,Event Ticket,2023-03-15
RW8943,C00408,Data Voucher,2021-07-02
RW8944,C00218,Data Voucher,2021-03-10
RW8945,C00310,Event Ticket,2021-07-16
RW8946,C00204,Event Ticket,2021-02-04
RW8947,C00152,Discount Coupon,2025-06-11
RW8948,C00356,Data Voucher,2024-10-03
RW8949,C00299,Event Ticket,2021-07-27
RW8950,C00254,Event Ticket,2022-02-27
RW8951,C00251,Data Voucher,2022-10-04
RW8952,C00465,Discount Coupon,2023-06-30
RW8953,C00477,Data Voucher,2023-04-04
RW8954,C00340,Data Voucher,2020-11-01
RW8955,C00028,Event Ticket,2025-08-20
RW8956,C00353,Discount Coupon,2024-09-14
RW8957,C00399,Discount Coupon,2021-12-14
RW8958,C00068,Data Voucher,2022-04-16
RW8959,C00434,Data Voucher,2024-12-05
RW8960,C00404,Data Voucher,2025-07-22
RW8961,C00316,Discount Coupon,2020-03-29
RW8962,C00061,Discount Coupon,2020-08-20
RW8963,C00389,Event Ticket,2025-01-07
RW8964,C00389,Data Voucher,2025-05-19
RW8965,C00371,Event Ticket,2020-05-04
RW8966,C00031,Data Voucher,2022-12-14
RW8967,C00226,Event Ticket,2024-08-04
RW8968,C00166,Discount Coupon,2023-07-12
RW8969,C00329,Event Ticket,2025-07-03
RW8970,C00357,Discount Coupon,2024-02-09
RW8971,C00065,Data Voucher,2021-06-23
RW8972,C00414,Discount Coupon,2024-02-10
RW8973,C00418,Event Ticket,2024-12-11
RW8974,C00272,Data Voucher,2023-07-30
RW8975,C00135,Discount Coupon,2020-05-18
RW8976,C00316,Data Voucher,2022-05-14
RW8977,C00269,Data Voucher,2025-03-19
RW8978,C00208,Data Voucher,2022-09-07
RW8979,C00251,Discount Coupon,2023-03-29
RW8980,C00134,Data Voucher,2023-07-03
RW8981,C00217,Event Ticket,2025-04-16
RW8982,C00140,Data Voucher,2021-05-02
RW8983,C00393,Event Ticket,2021-12-17
RW8984,C00298,Event Ticket,2022-12-17
RW8985,C00451,Event Ticket,2024-08-26
RW8986,C00204,Data Voucher,2022-10-23
RW8987,C00407,Event Ticket,2021-09-23
RW8988,C00108,Data Voucher,2021-10-24
RW8989,C00317,Event Ticket,2022-01-02
RW8990,C00368,Discount Coupon,2022-06-12
RW8991,C00167,Event Ticket,2024-11-08
RW8992,C00068,Discount Coupon,2023-08-09
RW8993,C00011,Event Ticket,2023-04-07
RW8994,C00022,Event Ticket,2022-03-14
RW8995,C00063,Discount Coupon,2020-06-06
RW8996,C00238,Discount Coupon,2024-10-30
RW8997,C00078,Event Ticket,2025-03-26
RW8998,C00374,Data Voucher,2021-04-30
RW8999,C00273,Discount Coupon,2021-12-04
RW9000,C00011,Discount Coupon,2022-10-16
RW9001,C00370,Event Ticket,2021-12-08
RW9002,C00110,Event Ticket,2021-07-24
RW9003,C00489,Discount Coupon,2021-08-23
RW9004,C00251,Event Ticket,2025-02-01
RW9005,C00032,Data Voucher,2021-09-15
RW9006,C00425,Event Ticket,2024-03-05
RW9007,C00433,Data Voucher,2020-06-23
RW9008,C00238,Data Voucher,2022-07-25
RW9009,C00125,Event Ticket,2024-10-04
RW9010,C00379,Data Voucher,2025-07-28
RW9011,C00123,Data Voucher,2025-01-21
RW9012,C00101,Data Voucher,2022-06-19
RW9013,C00324,Event Ticket,2025-09-11
RW9014,C00168,Data Voucher,2022-09-07
RW9015,C00109,Event Ticket,2023-06-24
RW9016,C00359,Event Ticket,2023-12-10
RW9017,C00296,Data Voucher,2022-03-05
RW9018,C00168,Discount Coupon,2020-02-07
RW9019,C00225,Data Voucher,2021-01-15
RW9020,C00439,Discount Coupon,2021-03-06
RW9021,C00306,Discount Coupon,2021-04-26
RW9022,C00451,Discount Coupon,2021-03-01
RW9023,C00054,Data Voucher,2020-05-04
RW9024,C00491,Data Voucher,2024-11-03
RW9025,C00052,Data Voucher,2021-09-08
RW9026,C00431,Data Voucher,2023-06-11
RW9027,C00002,Event Ticket,2024-04-19
RW9028,C00176,Event Ticket,2023-12-18
RW9029,C00305,Data Voucher,2025-03-09
RW9030,C00364,Data Voucher,2022-05-09
RW9031,C00336,Event Ticket,2025-07-06
RW9032,C00288,Data Voucher,2022-09-16
RW9033,C00143,Discount Coupon,2023-04-23
RW9034,C00469,Data Voucher,2020-01-27
RW9035,C00430,Discount Coupon,2021-01-11
RW9036,C00201,Data Voucher,2021-04-28
RW9037,C00262,Event Ticket,2021-10-24
RW9038,C00140,Event Ticket,2020-12-24
RW9039,C00187,Discount Coupon,2020-08-19
RW9040,C00164,Event Ticket,2021-01-07
RW9041,C00240,Discount Coupon,2024-01-10
RW9042,C00056,Data Voucher,2022-04-19
RW9043,C00177,Data Voucher,2025-07-03
RW9044,C00003,Discount Coupon,2023-06-26
RW9045,C00392,Data Voucher,2022-06-09
RW9046,C00320,Event Ticket,2024-01-27
RW9047,C00066,Discount Coupon,2022-07-19
RW9048,C00318,Data Voucher,2024-02-18
RW9049,C00038,Event Ticket,2022-07-18
RW9050,C00286,Data Voucher,2022-04-03
RW9051,C00106,Event Ticket,2023-04-25
RW9052,C00066,Discount Coupon,2020-07-02
RW9053,C00135,Data Voucher,2024-10-12
RW9054,C00479,Data Voucher,2024-02-04
RW9055,C00400,Discount Coupon,2023-06-01
RW9056,C00082,Data Voucher,2023-02-04
RW9057,C00285,Data Voucher,2022-06-16
RW9058,C00013,Discount Coupon,2022-08-22
RW9059,C00245,Event Ticket,2024-07-21
RW9060,C00097,Data Voucher,2023-10-23
RW9061,C00452,Event Ticket,2025-07-04
RW9062,C00154,Data Voucher,2020-09-11
RW9063,C00355,Event Ticket,2020-04-18
RW9064,C00016,Data Voucher,2023-07-31
RW9065,C00500,Event Ticket,2020-11-15
RW9066,C00321,Event Ticket,2024-02-10
RW9067,C00143,Discount Coupon,2020-07-05
RW9068,C00333,Data Voucher,2020-11-03
RW9069,C00274,Event Ticket,2022-09-17
RW9070,C00264,Event Ticket,2023-01-15
RW9071,C00193,Data Voucher,2022-01-20
RW9072,C00196,Discount Coupon,2022-03-06
RW9073,C00114,Event Ticket,2020-07-19
RW9074,C00373,Event Ticket,2023-03-28
RW9075,C00392,Data Voucher,2024-07-30
RW9076,C00079,Data Voucher,2020-06-29
RW9077,C00394,Data Voucher,2025-05-04
RW9078,C00127,Data Voucher,2024-04-26
RW9079,C00003,Event Ticket,2024-05-07
RW9080,C00273,Data Voucher,2024-09-21
RW9081,C00105,Discount Coupon,2020-09-01
RW9082,C00257,Data Voucher,2025-02-18
RW9083,C00232,Data Voucher,2024-12-05
RW9084,C00219,Event Ticket,2021-07-12
RW9085,C00176,Event Ticket,2023-09-19
RW9086,C00497,Event Ticket,2025-07-14
RW9087,C00145,Data Voucher,2023-03-07
RW9088,C00359,Event Ticket,2023-01-16
RW9089,C00431,Discount Coupon,2023-03-22
RW9090,C00376,Event Ticket,2023-01-08
RW9091,C00356,Data Voucher,2025-01-24
RW9092,C00002,Event Ticket,2020-02-20
RW9093,C00440,Event Ticket,2024-03-23
RW9094,C00419,Discount Coupon,2025-09-26
RW9095,C00202,Data Voucher,2020-09-14
RW9096,C00182,Discount Coupon,2020-01-01
RW9097,C00482,Data Voucher,2022-10-27
RW9098,C00495,Discount Coupon,2021-02-14
RW9099,C00286,Event Ticket,2020-01-01
RW9100,C00113,Data Voucher,2020-03-30
RW9101,C00183,Discount Coupon,2024-02-11
RW9102,C00278,Data Voucher,2023-01-02
RW9103,C00433,Data Voucher,2022-08-03
RW9104,C00176,Discount Coupon,2024-08-10
RW9105,C00004,Data Voucher,2020-08-19
RW9106,C00297,Event Ticket,2020-06-09
RW9107,C00057,Event Ticket,2021-08-13
RW9108,C00315,Event Ticket,2021-03-20
RW9109,C00337,Discount Coupon,2025-03-27
RW9110,C00416,Discount Coupon,2023-10-18
RW9111,C00335,Data Voucher,2024-05-29
RW9112,C00145,Data Voucher,2020-02-17
RW9113,C00492,Discount Coupon,2023-02-14
RW9114,C00364,Event Ticket,2023-10-16
RW9115,C00356,Discount Coupon,2024-06-15
RW9116,C00005,Discount Coupon,2022-03-21
RW9117,C00045,Data Voucher,2023-09-05
RW9118,C00162,Event Ticket,2024-05-07
RW9119,C00407,Data Voucher,2022-06-16
RW9120,C00370,Data Voucher,2022-05-17
RW9121,C00315,Discount Coupon,2022-10-24
RW9122,C00016,Data Voucher,2021-10-17
RW9123,C00078,Data Voucher,2025-08-26
RW9124,C00143,Discount Coupon,2021-08-17
RW9125,C00230,Discount Coupon,2021-01-25
RW9126,C00422,Data Voucher,2023-03-20
RW9127,C00356,Data Voucher,2022-09-23
RW9128,C00414,Discount Coupon,2020-06-04
RW9129,C00285,Data Voucher,2021-01-11
RW9130,C00162,Discount Coupon,2020-01-13
RW9131,C00064,Event Ticket,2024-11-14
RW9132,C00399,Event Ticket,2024-10-15
RW9133,C00158,Data Voucher,2024-07-23
RW9134,C00050,Data Voucher,2020-07-20
RW9135,C00441,Data Voucher,2024-02-13
RW9136,C00303,Data Voucher,2024-09-03
RW9137,C00180,Data Voucher,2023-07-16
RW9138,C00484,Discount Coupon,2025-09-27
RW9139,C00483,Data Voucher,2023-02-21
RW9140,C00348,Event Ticket,2022-07-30
RW9141,C00368,Event Ticket,2024-12-14
RW9142,C00036,Data Voucher,2021-12-20
RW9143,C00395,Data Voucher,2025-01-03
RW9144,C00342,Discount Coupon,2020-03-30
RW9145,C00316,Data Voucher,2021-04-13
RW9146,C00275,Event Ticket,2025-03-29
RW9147,C00107,Discount Coupon,2022-01-25
RW9148,C00160,Event Ticket,2023-07-19
RW9149,C00304,Data Voucher,2023-08-22
RW9150,C00215,Data Voucher,2023-04-24
RW9151,C00231,Event Ticket,2023-06-28
RW9152,C00179,Data Voucher,2024-09-30
RW9153,C00069,Discount Coupon,2024-05-02
RW9154,C00392,Event Ticket,2021-12-14
RW9155,C00349,Discount Coupon,2021-09-01
RW9156,C00086,Event Ticket,2021-02-16
RW9157,C00243,Discount Coupon,2025-04-15
RW9158,C00462,Discount Coupon,2025-01-10
RW9159,C00008,Event Ticket,2021-01-25
RW9160,C00176,Data Voucher,2020-02-16
RW9161,C00018,Data Voucher,2022-12-29
RW9162,C00081,Discount Coupon,2024-08-02
RW9163,C00337,Event Ticket,2025-06-29
RW9164,C00437,Data Voucher,2024-05-25
RW9165,C00497,Discount Coupon,2024-12-31
RW9166,C00148,Event Ticket,2023-07-27
RW9167,C00439,Event Ticket,2022-08-10
RW9168,C00438,Discount Coupon,2020-07-10
RW9169,C00259,Data Voucher,2021-05-13
RW9170,C00262,Event Ticket,2021-08-03
RW9171,C00049,Data Voucher,2023-10-30
RW9172,C00348,Discount Coupon,2020-05-26
RW9173,C00146,Discount Coupon,2020-10-31
RW9174,C00141,Event Ticket,2021-04-10
RW9175,C00392,Event Ticket,2023-11-24
RW9176,C00129,Discount Coupon,2025-08-27
RW9177,C00202,Discount Coupon,2021-06-10
RW9178,C00247,Event Ticket,2023-09-10
RW9179,C00308,Event Ticket,2024-06-19
RW9180,C00449,Data Voucher,2021-03-03
RW9181,C00031,Event Ticket,2024-06-04
RW9182,C00406,Data Voucher,2021-06-27
RW9183,C00491,Data Voucher,2021-04-04
RW9184,C00408,Event Ticket,2020-05-08
RW9185,C00400,Discount Coupon,2022-04-15
RW9186,C00478,Event Ticket,2021-06-17
RW9187,C00285,Event Ticket,2021-02-03
RW9188,C00115,Discount Coupon,2023-05-30
RW9189,C00484,Data Voucher,2024-01-02
RW9190,C00477,Event Ticket,2021-04-01
RW9191,C00231,Event Ticket,2023-09-01
RW9192,C00217,Discount Coupon,2025-02-06
RW9193,C00185,Discount Coupon,2021-02-08
RW9194,C00016,Discount Coupon,2022-03-12
RW9195,C00458,Discount Coupon,2023-01-14
RW9196,C00438,Data Voucher,2022-08-18
RW9197,C00118,Data Voucher,2022-11-28
RW9198,C00060,Event Ticket,2023-06-04
RW9199,C00181,Data Voucher,2025-07-20
RW9200,C00492,Event Ticket,2021-08-12
RW9201,C00011,Data Voucher,2020-06-30
RW9202,C00143,Data Voucher,2021-05-27
RW9203,C00308,Discount Coupon,2022-12-04
RW9204,C00299,Data Voucher,2024-11-22
RW9205,C00294,Data Voucher,2020-05-10
RW9206,C00298,Discount Coupon,2021-02-15
RW9207,C00016,Data Voucher,2025-02-04
RW9208,C00206,Event Ticket,2024-04-01
RW9209,C00322,Event Ticket,2020-01-30
RW9210,C00178,Event Ticket,2022-04-17
RW9211,C00204,Data Voucher,2023-07-30
RW9212,C00382,Event Ticket,2020-05-22
RW9213,C00265,Discount Coupon,2021-05-08
RW9214,C00049,Discount Coupon,2020-12-08
RW9215,C00311,Data Voucher,2023-09-16
RW9216,C00096,Event Ticket,2021-10-24
RW9217,C00296,Discount Coupon,2024-02-24
RW9218,C00364,Discount Coupon,2025-01-01
RW9219,C00248,Discount Coupon,2021-04-01
RW9220,C00378,Discount Coupon,2023-12-20
RW9221,C00325,Data Voucher,2020-01-21
RW9222,C00311,Data Voucher,2020-11-02
RW9223,C00438,Data Voucher,2024-03-21
RW9224,C00448,Discount Coupon,2020-06-07
RW9225,C00139,Discount Coupon,2020-07-14
RW9226,C00047,Data Voucher,2020-11-28
RW9227,C00182,Data Voucher,2021-09-28
RW9228,C00348,Discount Coupon,2020-08-13
RW9229,C00320,Discount Coupon,2022-06-12
RW9230,C00010,Discount Coupon,2024-11-01
RW9231,C00266,Discount Coupon,2024-10-18
RW9232,C00424,Discount Coupon,2022-12-19
RW9233,C00057,Data Voucher,2021-06-12
RW9234,C00417,Event Ticket,2020-10-17
RW9235,C00229,Discount Coupon,2024-04-29
RW9236,C00327,Discount Coupon,2022-02-14
RW9237,C00078,Data Voucher,2024-05-08
RW9238,C00491,Data Voucher,2024-01-11
RW9239,C00282,Data Voucher,2023-10-21
RW9240,C00474,Discount Coupon,2020-06-03
RW9241,C00010,Data Voucher,2021-07-03
RW9242,C00289,Event Ticket,2022-12-19
RW9243,C00467,Data Voucher,2024-12-11
RW9244,C00169,Data Voucher,2021-12-03
RW9245,C00403,Discount Coupon,2023-10-24
RW9246,C00247,Data Voucher,2025-02-03
RW9247,C00379,Event Ticket,2021-04-23
RW9248,C00261,Event Ticket,2021-05-15
RW9249,C00433,Event Ticket,2020-12-16
RW9250,C00499,Data Voucher,2021-01-03
RW9251,C00303,Data Voucher,2024-06-15
RW9252,C00415,Event Ticket,2025-04-14
RW9253,C00022,Discount Coupon,2022-03-29
RW9254,C00291,Event Ticket,2020-01-19
RW9255,C00277,Discount Coupon,2024-12-29
RW9256,C00021,Event Ticket,2023-02-15
RW9257,C00316,Discount Coupon,2024-10-30
RW9258,C00484,Data Voucher,2021-01-15
RW9259,C00398,Event Ticket,2020-02-06
RW9260,C00273,Data Voucher,2024-12-30
RW9261,C00307,Discount Coupon,2025-08-29
RW9262,C00399,Data Voucher,2020-05-05
RW9263,C00027,Data Voucher,2021-02-21
RW9264,C00073,Event Ticket,2022-04-07
RW9265,C00143,Data Voucher,2020-03-20
RW9266,C00483,Data Voucher,2024-11-14
RW9267,C00312,Discount Coupon,2022-08-14
RW9268,C00021,Discount Coupon,2020-08-08
RW9269,C00018,Event Ticket,2024-09-14
RW9270,C00005,Discount Coupon,2025-05-05
RW9271,C00293,Event Ticket,2022-05-08
RW9272,C00457,Discount Coupon,2020-03-12
RW9273,C00270,Data Voucher,2020-09-22
RW9274,C00179,Discount Coupon,2023-11-26
RW9275,C00275,Data Voucher,2022-05-04
RW9276,C00242,Data Voucher,2020-05-26
RW9277,C00420,Discount Coupon,2024-11-23
RW9278,C00353,Discount Coupon,2024-05-11
RW9279,C00429,Event Ticket,2024-09-01
RW9280,C00139,Event Ticket,2022-03-31
RW9281,C00488,Data Voucher,2023-04-18
RW9282,C00305,Data Voucher,2023-05-25
RW9283,C00479,Data Voucher,2024-06-01
RW9284,C00152,Data Voucher,2024-05-06
RW9285,C00165,Discount Coupon,2021-02-06
RW9286,C00370,Event Ticket,2021-01-15
RW9287,C00150,Discount Coupon,2020-04-09
RW9288,C00187,Discount Coupon,2024-09-24
RW9289,C00314,Data Voucher,2023-03-01
RW9290,C00056,Discount Coupon,2023-01-20
RW9291,C00451,Discount Coupon,2024-09-29
RW9292,C00078,Data Voucher,2020-10-30
RW9293,C00198,Discount Coupon,2020-07-06
RW9294,C00406,Discount Coupon,2022-06-08
RW9295,C00492,Data Voucher,2021-06-03
RW9296,C00117,Data Voucher,2024-11-17
RW9297,C00221,Event Ticket,2021-05-27
RW9298,C00375,Discount Coupon,2023-10-14
RW9299,C00279,Event Ticket,2022-12-24
RW9300,C00329,Event Ticket,2021-07-31
RW9301,C00051,Data Voucher,2021-07-25
RW9302,C00411,Data Voucher,2024-06-04
RW9303,C00127,Data Voucher,2021-06-04
RW9304,C00172,Discount Coupon,2024-03-01
RW9305,C00328,Discount Coupon,2023-04-05
RW9306,C00383,Event Ticket,2024-07-15
RW9307,C00051,Data Voucher,2021-11-28
RW9308,C00454,Discount Coupon,2020-08-30
RW9309,C00441,Discount Coupon,2020-07-10
RW9310,C00139,Data Voucher,2022-12-05
RW9311,C00351,Data Voucher,2022-09-08
RW9312,C00142,Discount Coupon,2023-05-13
RW9313,C00080,Discount Coupon,2020-05-23
RW9314,C00016,Data Voucher,2024-03-25
RW9315,C00266,Data Voucher,2020-05-28
RW9316,C00310,Discount Coupon,2021-01-23
RW9317,C00050,Discount Coupon,2021-05-11
RW9318,C00184,Data Voucher,2023-08-18
RW9319,C00495,Discount Coupon,2021-09-15
RW9320,C00376,Discount Coupon,2021-04-03
RW9321,C00002,Discount Coupon,2022-10-14
RW9322,C00458,Event Ticket,2022-12-08
RW9323,C00055,Event Ticket,2023-05-16
RW9324,C00491,Discount Coupon,2023-08-02
RW9325,C00193,Discount Coupon,2023-11-10
RW9326,C00322,Data Voucher,2022-08-08
RW9327,C00155,Event Ticket,2021-03-19
RW9328,C00195,Data Voucher,2023-07-18
RW9329,C00056,Data Voucher,2022-04-23
RW9330,C00376,Event Ticket,2025-03-23
RW9331,C00375,Event Ticket,2024-09-25
RW9332,C00365,Discount Coupon,2024-06-05
RW9333,C00349,Event Ticket,2020-06-09
RW9334,C00493,Data Voucher,2022-11-17
RW9335,C00440,Event Ticket,2021-02-19
RW9336,C00190,Discount Coupon,2024-11-19
RW9337,C00480,Event Ticket,2023-02-23
RW9338,C00316,Discount Coupon,2021-01-13
RW9339,C00397,Data Voucher,2020-08-02
RW9340,C00476,Discount Coupon,2024-05-10
RW9341,C00202,Discount Coupon,2024-05-23
RW9342,C00011,Discount Coupon,2024-07-24
RW9343,C00364,Event Ticket,2022-01-19
RW9344,C00332,Event Ticket,2024-06-07
RW9345,C00084,Discount Coupon,2023-01-14
RW9346,C00154,Data Voucher,2021-05-02
RW9347,C00251,Event Ticket,2024-04-27
RW9348,C00429,Discount Coupon,2024-04-26
RW9349,C00184,Discount Coupon,2023-12-05
RW9350,C00242,Event Ticket,2024-12-08
RW9351,C00445,Data Voucher,2020-07-24
RW9352,C00294,Discount Coupon,2025-07-22
RW9353,C00236,Event Ticket,2024-04-23
RW9354,C00181,Discount Coupon,2023-02-12
RW9355,C00123,Discount Coupon,2022-07-20
RW9356,C00257,Discount Coupon,2023-12-30
RW9357,C00323,Event Ticket,2024-06-21
RW9358,C00289,Event Ticket,2022-02-09
RW9359,C00088,Discount Coupon,2022-11-17
RW9360,C00426,Event Ticket,2023-06-13
RW9361,C00014,Data Voucher,2022-10-06
RW9362,C00485,Event Ticket,2024-03-04
RW9363,C00481,Data Voucher,2022-12-13
RW9364,C00018,Event Ticket,2024-09-12
RW9365,C00367,Data Voucher,2025-05-27
RW9366,C00061,Data Voucher,2024-10-23
RW9367,C00377,Discount Coupon,2023-04-20
RW9368,C00499,Data Voucher,2025-04-29
RW9369,C00062,Event Ticket,2025-01-08
RW9370,C00165,Event Ticket,2022-12-02
RW9371,C00205,Event Ticket,2021-03-18
RW9372,C00470,Discount Coupon,2021-03-16
RW9373,C00087,Discount Coupon,2022-07-07
RW9374,C00331,Data Voucher,2023-02-25
RW9375,C00473,Data Voucher,2020-12-30
RW9376,C00069,Discount Coupon,2025-01-25
RW9377,C00331,Discount Coupon,2020-05-20
RW9378,C00173,Discount Coupon,2025-04-30
RW9379,C00374,Data Voucher,2022-03-26
RW9380,C00163,Data Voucher,2024-09-27
RW9381,C00389,Data Voucher,2022-11-12
RW9382,C00443,Discount Coupon,2024-06-23
RW9383,C00405,Data Voucher,2021-09-29
RW9384,C00325,Data Voucher,2022-07-06
RW9385,C00096,Discount Coupon,2025-01-24
RW9386,C00392,Event Ticket,2020-02-09
RW9387,C00072,Data Voucher,2025-02-06
RW9388,C00317,Discount Coupon,2023-12-03
RW9389,C00418,Data Voucher,2022-02-09
RW9390,C00331,Data Voucher,2024-07-08
RW9391,C00267,Discount Coupon,2021-03-24
RW9392,C00249,Event Ticket,2020-01-10
RW9393,C00320,Event Ticket,2020-01-12
RW9394,C00283,Data Voucher,2023-04-18
RW9395,C00413,Event Ticket,2024-09-17
RW9396,C00004,Data Voucher,2024-09-04
RW9397,C00055,Data Voucher,2024-12-25
RW9398,C00073,Data Voucher,2024-09-15
RW9399,C00005,Data Voucher,2024-01-25
RW9400,C00404,Data Voucher,2023-01-11
RW9401,C00195,Discount Coupon,2022-05-19
RW9402,C00182,Data Voucher,2023-03-02
RW9403,C00321,Discount Coupon,2024-01-17
RW9404,C00453,Event Ticket,2021-08-05
RW9405,C00273,Data Voucher,2021-10-09
RW9406,C00291,Data Voucher,2021-10-23
RW9407,C00146,Event Ticket,2023-09-11
RW9408,C00086,Discount Coupon,2023-09-30
RW9409,C00243,Discount Coupon,2025-08-14
RW9410,C00338,Data Voucher,2020-05-11
RW9411,C00209,Data Voucher,2022-09-26
RW9412,C00369,Event Ticket,2024-11-07
RW9413,C00031,Data Voucher,2024-08-17
RW9414,C00052,Event Ticket,2024-05-01
RW9415,C00344,Discount Coupon,2022-02-22
RW9416,C00312,Event Ticket,2020-03-29
RW9417,C00490,Discount Coupon,2025-05-22
RW9418,C00399,Discount Coupon,2024-07-02
