campaign_id,type,target_audience,engagement_rate,date_sent
CM7859,Push Notification,"C084, C029, C006, C060, C092",0.39,2025-09-12
CM7860,Email,"C058, C070, C022, C037, C039",0.24,2025-09-12
CM7861,Push Notification,"C004, C052, C008, C084, C085",0.47,2025-09-12
CM7862,Push Notification,"C070, C061, C005, C053, C013",0.68,2025-09-12
CM7863,SMS,"C052, C059, C093, C054, C087",0.14,2025-09-12
CM7864,SMS,"C003, C056, C088, C040, C079",0.37,2025-09-12
CM7865,Push Notification,"C051, C058, C090, C050, C038",0.29,2025-09-12
CM7866,Email,"C013, C091, C097, C065, C037",0.59,2025-09-12
CM7867,SMS,"C011, C043, C010, C019, C070",0.18,2025-09-12
CM7868,SMS,"C061, C013, C087, C020, C019",0.52,2025-09-12
CM7869,Push Notification,"C047, C008, C067, C076, C033",0.59,2025-09-12
CM7870,SMS,"C023, C010, C090, C083, C085",0.06,2025-09-12
CM7871,SMS,"C021, C072, C071, C065, C008",0.36,2025-09-12
CM7872,Email,"C038, C088, C059, C043, C001",0.34,2025-09-12
CM7873,Email,"C059, C010, C094, C073, C093",0.66,2025-09-12
CM7874,Push Notification,"C048, C004, C028, C053, C013",0.18,2025-09-12
CM7875,Email,"C005, C072, C048, C096, C039",0.69,2025-09-12
CM7876,SMS,"C080, C037, C014, C053, C055",0.47,2025-09-12
CM7877,Email,"C081, C044, C046, C060, C066",0.2,2025-09-12
CM7878,Push Notification,"C034, C015, C009, C048, C022",0.09,2025-09-12
CM7879,Push Notification,"C088, C004, C078, C044, C019",0.58,2025-09-12
CM7880,SMS,"C085, C044, C051, C012, C024",0.17,2025-09-12
CM7881,Email,"C044, C014, C063, C073, C062",0.14,2025-09-12
CM7882,Email,"C070, C008, C078, C097, C059",0.4,2025-09-12
CM7883,SMS,"C058, C039, C100, C066, C037",0.44,2025-09-12
CM7884,Email,"C088, C007, C002, C008, C004",0.52,2025-09-12
CM7885,SMS,"C035, C030, C002, C033, C021",0.34,2025-09-12
CM7886,Email,"C003, C052, C015, C059, C048",0.55,2025-09-12
CM7887,Email,"C042, C043, C091, C045, C069",0.31,2025-09-12
CM7888,SMS,"C008, C071, C076, C015, C051",0.3,2025-09-12
CM7889,Email,"C018, C042, C059, C039, C057",0.61,2025-09-12
CM7890,Push Notification,"C027, C088, C002, C022, C074",0.34,2025-09-12
CM7891,Email,"C020, C011, C060, C063, C011",0.68,2025-09-12
CM7892,Email,"C056, C074, C029, C020, C069",0.21,2025-09-12
CM7893,SMS,"C030, C031, C100, C057, C085",0.26,2025-09-12
CM7894,SMS,"C079, C011, C025, C082, C028",0.21,2025-09-12
CM7895,Email,"C037, C045, C096, C008, C094",0.19,2025-09-12
CM7896,SMS,"C018, C042, C068, C095, C054",0.22,2025-09-12
CM7897,Email,"C010, C092, C099, C065, C061",0.23,2025-09-12
CM7898,Push Notification,"C040, C086, C086, C076, C068",0.1,2025-09-12
CM7899,Email,"C041, C074, C015, C024, C034",0.53,2025-09-12
CM7900,Push Notification,"C072, C065, C094, C067, C016",0.19,2025-09-12
CM7901,SMS,"C095, C051, C090, C057, C052",0.39,2025-09-12
CM7902,SMS,"C081, C014, C008, C068, C058",0.69,2025-09-12
CM7903,Push Notification,"C041, C078, C083, C068, C020",0.5,2025-09-12
CM7904,SMS,"C083, C023, C070, C059, C070",0.41,2025-09-12
CM7905,Push Notification,"C096, C078, C061, C001, C072",0.69,2025-09-12
CM7906,Push Notification,"C084, C061, C075, C078, C029",0.37,2025-09-12
CM7907,Email,"C026, C075, C085, C058, C071",0.35,2025-09-12
CM7908,SMS,"C084, C060, C074, C080, C010",0.37,2025-09-12
CM7909,SMS,"C016, C035, C078, C076, C082",0.34,2025-09-12
CM7910,Push Notification,"C029, C092, C027, C048, C004",0.66,2025-09-12
CM7911,Push Notification,"C021, C034, C037, C044, C043",0.31,2025-09-12
CM7912,Push Notification,"C002, C098, C099, C070, C009",0.51,2025-09-12
CM7913,Email,"C060, C085, C054, C078, C065",0.35,2025-09-12
CM7914,Push Notification,"C085, C025, C040, C073, C037",0.29,2025-09-12
CM7915,Email,"C078, C067, C011, C084, C098",0.28,2025-09-12
CM7916,Email,"C047, C065, C092, C089, C028",0.49,2025-09-12
CM7917,Email,"C011, C084, C031, C090, C033",0.57,2025-09-12
CM7918,Push Notification,"C042, C044, C037, C091, C034",0.54,2025-09-12
CM7919,Email,"C059, C036, C039, C020, C068",0.6,2025-09-12
CM7920,Email,"C009, C045, C025, C092, C023",0.56,2025-09-12
CM7921,SMS,"C030, C009, C053, C024, C049",0.22,2025-09-12
CM7922,Email,"C087, C095, C045, C024, C079",0.47,2025-09-12
CM7923,SMS,"C013, C048, C072, C032, C010",0.25,2025-09-12
CM7924,SMS,"C023, C011, C030, C087, C012",0.45,2025-09-12
CM7925,SMS,"C016, C068, C009, C072, C011",0.29,2025-09-12
CM7926,SMS,"C075, C006, C048, C018, C086",0.66,2025-09-12
CM7927,Push Notification,"C065, C082, C004, C067, C015",0.25,2025-09-12
CM7928,Email,"C005, C086, C045, C008, C096",0.36,2025-09-12
CM7929,Push Notification,"C081, C016, C078, C087, C014",0.14,2025-09-12
CM7930,Push Notification,"C021, C076, C034, C084, C088",0.58,2025-09-12
CM7931,SMS,"C086, C053, C066, C066, C052",0.18,2025-09-12
CM7932,Push Notification,"C078, C100, C020, C034, C038",0.53,2025-09-12
CM7933,Push Notification,"C068, C035, C092, C042, C004",0.35,2025-09-12
CM7934,Push Notification,"C011, C011, C081, C065, C083",0.62,2025-09-12
CM7935,Push Notification,"C084, C040, C030, C096, C004",0.19,2025-09-12
CM7936,Push Notification,"C090, C069, C081, C089, C032",0.44,2025-09-12
CM7937,Push Notification,"C046, C064, C086, C026, C011",0.46,2025-09-12
CM7938,SMS,"C005, C025, C088, C051, C043",0.29,2025-09-12
CM7939,SMS,"C083, C092, C077, C031, C076",0.24,2025-09-12
CM7940,Email,"C070, C089, C071, C019, C075",0.68,2025-09-12
CM7941,SMS,"C074, C024, C001, C020, C095",0.28,2025-09-12
CM7942,Email,"C028, C015, C014, C054, C079",0.49,2025-09-12
CM7943,Push Notification,"C072, C028, C032, C045, C048",0.33,2025-09-12
CM7944,SMS,"C088, C050, C093, C011, C047",0.28,2025-09-12
CM7945,Push Notification,"C019, C055, C002, C096, C062",0.51,2025-09-12
CM7946,SMS,"C033, C057, C082, C006, C086",0.39,2025-09-12
CM7947,Push Notification,"C091, C033, C041, C078, C044",0.58,2025-09-12
CM7948,SMS,"C074, C023, C076, C024, C095",0.66,2025-09-12
CM7949,Email,"C086, C074, C085, C084, C048",0.21,2025-09-12
CM7950,Email,"C069, C091, C055, C049, C014",0.6,2025-09-12
CM7951,SMS,"C086, C100, C025, C051, C011",0.6,2025-09-12
CM7952,SMS,"C011, C034, C087, C011, C084",0.1,2025-09-12
CM7953,Email,"C075, C081, C097, C006, C007",0.18,2025-09-12
CM7954,Push Notification,"C047, C055, C038, C087, C032",0.27,2025-09-12
CM7955,Email,"C069, C003, C039, C051, C092",0.24,2025-09-12
CM7956,SMS,"C050, C095, C088, C033, C051",0.58,2025-09-12
CM7957,Email,"C081, C005, C054, C087, C084",0.39,2025-09-12
CM7958,Email,"C087, C043, C044, C012, C100",0.39,2025-09-12
CM7959,SMS,"C010, C076, C028, C017, C027",0.47,2025-09-12
CM7960,SMS,"C058, C047, C009, C048, C034",0.34,2025-09-12
CM7961,Push Notification,"C012, C042, C055, C045, C068",0.15,2025-09-12
CM7962,SMS,"C027, C023, C019, C028, C046",0.7,2025-09-12
CM7963,Email,"C061, C010, C007, C079, C064",0.59,2025-09-12
CM7964,Email,"C067, C072, C031, C054, C084",0.34,2025-09-12
CM7965,SMS,"C031, C067, C067, C027, C033",0.26,2025-09-12
CM7966,Push Notification,"C011, C061, C020, C076, C045",0.39,2025-09-12
CM7967,SMS,"C051, C055, C056, C063, C069",0.34,2025-09-12
CM7968,Email,"C071, C081, C069, C034, C030",0.49,2025-09-12
CM7969,SMS,"C076, C048, C084, C096, C057",0.68,2025-09-12
CM7970,Push Notification,"C068, C048, C051, C064, C047",0.49,2025-09-12
CM7971,SMS,"C029, C100, C055, C007, C022",0.33,2025-09-12
CM7972,Email,"C063, C069, C003, C001, C008",0.43,2025-09-12
CM7973,Email,"C010, C023, C004, C017, C019",0.66,2025-09-12
CM7974,Push Notification,"C020, C096, C089, C027, C063",0.25,2025-09-12
CM7975,Email,"C031, C015, C022, C027, C096",0.69,2025-09-12
CM7976,Push Notification,"C088, C033, C094, C005, C060",0.47,2025-09-12
CM7977,Email,"C083, C047, C015, C061, C100",0.18,2025-09-12
CM7978,Email,"C060, C052, C013, C011, C099",0.15,2025-09-12
CM7979,Email,"C064, C054, C011, C081, C004",0.22,2025-09-12
CM7980,Email,"C068, C012, C008, C065, C068",0.18,2025-09-12
CM7981,Push Notification,"C011, C078, C029, C005, C093",0.12,2025-09-12
CM7982,SMS,"C091, C013, C078, C097, C024",0.21,2025-09-12
CM7983,SMS,"C098, C040, C068, C059, C069",0.14,2025-09-12
CM7984,Email,"C069, C062, C079, C086, C008",0.53,2025-09-12
CM7985,SMS,"C005, C008, C045, C060, C040",0.43,2025-09-12
CM7986,Push Notification,"C080, C063, C028, C010, C028",0.58,2025-09-12
CM7987,SMS,"C039, C050, C058, C050, C097",0.47,2025-09-12
CM7988,Push Notification,"C092, C047, C020, C019, C012",0.25,2025-09-12
CM7989,Email,"C022, C059, C065, C036, C018",0.62,2025-09-12
CM7990,Push Notification,"C097, C079, C095, C016, C066",0.32,2025-09-12
CM7991,Email,"C004, C057, C026, C004, C030",0.43,2025-09-12
CM7992,Email,"C023, C014, C079, C051, C077",0.27,2025-09-12
CM7993,SMS,"C069, C036, C026, C039, C026",0.66,2025-09-12
CM7994,Push Notification,"C095, C057, C020, C087, C011",0.31,2025-09-12
CM7995,Push Notification,"C001, C043, C017, C077, C084",0.3,2025-09-12
CM7996,Push Notification,"C046, C044, C099, C043, C031",0.32,2025-09-12
CM7997,Email,"C047, C047, C045, C006, C051",0.62,2025-09-12
CM7998,SMS,"C023, C033, C072, C018, C020",0.3,2025-09-12
CM7999,SMS,"C073, C039, C001, C029, C079",0.15,2025-09-12
CM8000,Push Notification,"C025, C045, C053, C060, C033",0.07,2025-09-12
CM8001,Push Notification,"C074, C004, C081, C028, C099",0.61,2025-09-12
CM8002,Push Notification,"C007, C069, C038, C090, C074",0.27,2025-09-12
CM8003,Push Notification,"C080, C082, C011, C079, C043",0.65,2025-09-12
CM8004,SMS,"C022, C010, C008, C055, C042",0.54,2025-09-12
CM8005,Push Notification,"C051, C095, C075, C045, C027",0.07,2025-09-12
CM8006,Email,"C089, C075, C042, C010, C100",0.62,2025-09-12
CM8007,Push Notification,"C013, C004, C070, C096, C008",0.12,2025-09-12
CM8008,Email,"C082, C095, C033, C006, C079",0.67,2025-09-12
CM8009,Push Notification,"C075, C043, C031, C027, C092",0.32,2025-09-12
CM8010,Push Notification,"C053, C087, C099, C027, C083",0.24,2025-09-12
CM8011,Email,"C074, C034, C078, C096, C092",0.32,2025-09-12
CM8012,Push Notification,"C076, C045, C003, C036, C024",0.41,2025-09-12
CM8013,Push Notification,"C074, C027, C041, C002, C082",0.21,2025-09-12
CM8014,Push Notification,"C098, C043, C064, C029, C074",0.32,2025-09-12
CM8015,Push Notification,"C068, C016, C074, C068, C028",0.38,2025-09-12
CM8016,Email,"C094, C059, C077, C053, C020",0.67,2025-09-12
CM8017,Push Notification,"C001, C031, C054, C007, C008",0.38,2025-09-12
CM8018,Push Notification,"C042, C014, C062, C006, C086",0.46,2025-09-12
CM8019,SMS,"C038, C071, C001, C008, C059",0.53,2025-09-12
CM8020,Email,"C047, C063, C100, C081, C012",0.06,2025-09-12
CM8021,SMS,"C091, C006, C026, C005, C075",0.45,2025-09-12
CM8022,Email,"C071, C081, C081, C043, C099",0.2,2025-09-12
CM8023,Email,"C041, C007, C080, C066, C015",0.42,2025-09-12
CM8024,SMS,"C079, C084, C046, C077, C043",0.55,2025-09-12
CM8025,Push Notification,"C062, C035, C019, C075, C063",0.48,2025-09-12
CM8026,SMS,"C046, C081, C003, C050, C030",0.67,2025-09-12
CM8027,Email,"C023, C030, C049, C050, C019",0.05,2025-09-12
CM8028,Push Notification,"C057, C006, C047, C025, C076",0.55,2025-09-12
CM8029,Email,"C059, C052, C015, C035, C094",0.41,2025-09-12
CM8030,Push Notification,"C018, C098, C068, C051, C020",0.62,2025-09-12
CM8031,SMS,"C018, C033, C075, C094, C009",0.53,2025-09-12
CM8032,Email,"C090, C062, C095, C088, C082",0.32,2025-09-12
CM8033,Email,"C090, C030, C082, C001, C020",0.2,2025-09-12
CM8034,SMS,"C058, C081, C029, C078, C040",0.21,2025-09-12
CM8035,Email,"C022, C057, C034, C046, C092",0.43,2025-09-12
CM8036,Email,"C018, C036, C018, C081, C056",0.14,2025-09-12
CM8037,Email,"C098, C086, C014, C004, C068",0.22,2025-09-12
CM8038,Push Notification,"C068, C052, C096, C066, C028",0.37,2025-09-12
CM8039,Push Notification,"C084, C031, C003, C097, C026",0.56,2025-09-12
CM8040,Email,"C026, C080, C053, C035, C008",0.31,2025-09-12
CM8041,Email,"C053, C005, C097, C016, C045",0.11,2025-09-12
CM8042,Push Notification,"C060, C008, C024, C066, C008",0.61,2025-09-12
CM8043,Email,"C028, C047, C075, C030, C094",0.44,2025-09-12
CM8044,SMS,"C026, C069, C025, C036, C071",0.54,2025-09-12
CM8045,Email,"C055, C005, C002, C066, C016",0.21,2025-09-12
CM8046,SMS,"C046, C097, C092, C063, C010",0.16,2025-09-12
CM8047,Email,"C045, C022, C100, C054, C055",0.32,2025-09-12
CM8048,Push Notification,"C056, C087, C021, C004, C023",0.34,2025-09-12
CM8049,Push Notification,"C048, C030, C071, C067, C049",0.08,2025-09-12
CM8050,SMS,"C016, C004, C035, C091, C019",0.19,2025-09-12
CM8051,Push Notification,"C040, C063, C013, C100, C052",0.44,2025-09-12
CM8052,SMS,"C091, C023, C090, C004, C015",0.64,2025-09-12
CM8053,SMS,"C038, C093, C053, C075, C100",0.11,2025-09-12
CM8054,Push Notification,"C046, C034, C026, C048, C087",0.19,2025-09-12
CM8055,Email,"C061, C030, C097, C096, C080",0.46,2025-09-12
CM8056,Email,"C055, C048, C090, C039, C013",0.68,2025-09-12
CM8057,Email,"C043, C066, C040, C049, C086",0.22,2025-09-12
CM8058,Email,"C018, C059, C076, C056, C081",0.66,2025-09-12
CM8059,SMS,"C096, C056, C039, C045, C035",0.57,2025-09-12
CM8060,Push Notification,"C021, C047, C095, C040, C096",0.43,2025-09-12
CM8061,SMS,"C021, C088, C067, C025, C011",0.38,2025-09-12
CM8062,Email,"C084, C081, C096, C002, C073",0.67,2025-09-12
CM8063,SMS,"C094, C036, C089, C055, C020",0.27,2025-09-12
CM8064,SMS,"C061, C069, C032, C083, C100",0.39,2025-09-12
CM8065,SMS,"C049, C074, C078, C045, C030",0.54,2025-09-12
CM8066,SMS,"C091, C019, C059, C070, C001",0.26,2025-09-12
CM8067,Push Notification,"C033, C040, C037, C062, C057",0.43,2025-09-12
CM8068,SMS,"C077, C065, C060, C097, C055",0.17,2025-09-12
CM8069,Email,"C091, C017, C089, C003, C087",0.28,2025-09-12
CM8070,Push Notification,"C057, C037, C079, C051, C007",0.54,2025-09-12
CM8071,Push Notification,"C039, C016, C073, C040, C067",0.65,2025-09-12
CM8072,Email,"C095, C047, C041, C060, C019",0.67,2025-09-12
CM8073,Email,"C020, C032, C073, C055, C027",0.62,2025-09-12
CM8074,Push Notification,"C038, C045, C008, C008, C059",0.25,2025-09-12
CM8075,Push Notification,"C021, C062, C027, C069, C072",0.13,2025-09-12
CM8076,Email,"C014, C092, C044, C059, C095",0.35,2025-09-12
CM8077,Push Notification,"C004, C005, C053, C064, C013",0.28,2025-09-12
CM8078,SMS,"C084, C061, C100, C054, C001",0.32,2025-09-12
CM8079,SMS,"C038, C019, C007, C089, C054",0.06,2025-09-12
CM8080,SMS,"C074, C056, C059, C040, C086",0.68,2025-09-12
CM8081,SMS,"C041, C098, C025, C093, C009",0.37,2025-09-12
CM8082,Push Notification,"C002, C009, C015, C052, C013",0.26,2025-09-12
CM8083,Email,"C003, C074, C023, C017, C074",0.1,2025-09-12
CM8084,Push Notification,"C069, C062, C043, C093, C038",0.6,2025-09-12
CM8085,SMS,"C013, C036, C097, C085, C084",0.63,2025-09-12
CM8086,SMS,"C002, C048, C092, C010, C096",0.11,2025-09-12
CM8087,Push Notification,"C055, C009, C016, C093, C013",0.34,2025-09-12
CM8088,Push Notification,"C053, C008, C039, C073, C087",0.33,2025-09-12
CM8089,Email,"C057, C064, C011, C013, C051",0.12,2025-09-12
CM8090,Email,"C003, C087, C018, C049, C077",0.52,2025-09-12
CM8091,Email,"C019, C012, C041, C096, C010",0.56,2025-09-12
CM8092,Email,"C004, C051, C091, C069, C046",0.5,2025-09-12
CM8093,Email,"C024, C094, C001, C065, C090",0.5,2025-09-12
CM8094,Push Notification,"C058, C065, C062, C066, C036",0.55,2025-09-12
CM8095,Push Notification,"C064, C035, C097, C028, C085",0.56,2025-09-12
CM8096,SMS,"C022, C025, C084, C093, C023",0.16,2025-09-12
CM8097,SMS,"C078, C049, C084, C069, C004",0.63,2025-09-12
CM8098,SMS,"C049, C040, C023, C061, C066",0.51,2025-09-12
CM8099,Email,"C061, C064, C078, C077, C022",0.14,2025-09-12
CM8100,SMS,"C040, C008, C097, C058, C044",0.28,2025-09-12
CM8101,Email,"C048, C017, C082, C099, C032",0.34,2025-09-12
CM8102,SMS,"C018, C099, C052, C045, C004",0.09,2025-09-12
CM8103,Push Notification,"C098, C046, C003, C053, C044",0.16,2025-09-12
CM8104,Push Notification,"C059, C015, C028, C082, C098",0.41,2025-09-12
CM8105,SMS,"C100, C032, C009, C059, C026",0.68,2025-09-12
CM8106,SMS,"C052, C058, C090, C074, C024",0.24,2025-09-12
CM8107,Email,"C059, C045, C075, C009, C029",0.05,2025-09-12
CM8108,Push Notification,"C060, C092, C081, C078, C097",0.3,2025-09-12
CM8109,SMS,"C099, C011, C015, C021, C014",0.1,2025-09-12
CM8110,Email,"C034, C051, C083, C003, C049",0.42,2025-09-12
CM8111,Push Notification,"C089, C088, C055, C071, C009",0.51,2025-09-12
CM8112,SMS,"C050, C099, C062, C016, C041",0.11,2025-09-12
CM8113,Email,"C055, C058, C056, C006, C041",0.43,2025-09-12
CM8114,Email,"C039, C085, C034, C097, C078",0.38,2025-09-12
CM8115,Email,"C058, C075, C030, C069, C045",0.25,2025-09-12
CM8116,SMS,"C074, C086, C004, C069, C058",0.7,2025-09-12
CM8117,SMS,"C026, C026, C075, C069, C057",0.24,2025-09-12
CM8118,Email,"C066, C059, C028, C065, C058",0.11,2025-09-12
CM8119,Email,"C072, C054, C073, C010, C026",0.6,2025-09-12
CM8120,Email,"C015, C034, C022, C033, C088",0.25,2025-09-12
CM8121,Email,"C069, C099, C008, C075, C052",0.06,2025-09-12
CM8122,Email,"C020, C019, C045, C077, C074",0.23,2025-09-12
CM8123,SMS,"C018, C041, C074, C062, C066",0.68,2025-09-12
CM8124,Email,"C018, C053, C017, C084, C048",0.47,2025-09-12
CM8125,Email,"C032, C096, C012, C081, C069",0.14,2025-09-12
CM8126,SMS,"C017, C075, C013, C068, C040",0.33,2025-09-12
CM8127,Email,"C062, C099, C011, C040, C013",0.53,2025-09-12
CM8128,Push Notification,"C046, C080, C028, C047, C020",0.05,2025-09-12
CM8129,Push Notification,"C041, C061, C065, C027, C004",0.7,2025-09-12
CM8130,Email,"C040, C057, C089, C064, C032",0.18,2025-09-12
CM8131,Push Notification,"C092, C047, C017, C075, C049",0.33,2025-09-12
CM8132,Push Notification,"C094, C066, C035, C001, C098",0.1,2025-09-12
CM8133,Email,"C094, C078, C041, C091, C024",0.53,2025-09-12
CM8134,Email,"C023, C009, C040, C086, C084",0.35,2025-09-12
CM8135,Push Notification,"C050, C076, C086, C015, C060",0.67,2025-09-12
CM8136,Push Notification,"C046, C033, C034, C014, C044",0.09,2025-09-12
CM8137,SMS,"C055, C072, C063, C021, C098",0.65,2025-09-12
CM8138,SMS,"C001, C041, C057, C067, C016",0.2,2025-09-12
CM8139,Push Notification,"C032, C098, C008, C063, C068",0.08,2025-09-12
CM8140,SMS,"C004, C084, C087, C095, C061",0.42,2025-09-12
CM8141,SMS,"C044, C076, C092, C022, C004",0.17,2025-09-12
CM8142,Push Notification,"C075, C006, C061, C018, C068",0.47,2025-09-12
CM8143,Email,"C032, C051, C047, C079, C036",0.65,2025-09-12
CM8144,SMS,"C053, C081, C056, C029, C026",0.53,2025-09-12
CM8145,Email,"C099, C039, C036, C036, C079",0.69,2025-09-12
CM8146,Email,"C070, C011, C069, C006, C089",0.15,2025-09-12
CM8147,SMS,"C039, C035, C013, C062, C061",0.69,2025-09-12
CM8148,SMS,"C014, C090, C019, C074, C080",0.35,2025-09-12
CM8149,Email,"C088, C036, C039, C003, C007",0.49,2025-09-12
CM8150,Push Notification,"C086, C093, C041, C089, C088",0.53,2025-09-12
CM8151,SMS,"C055, C027, C003, C068, C080",0.53,2025-09-12
CM8152,SMS,"C022, C091, C012, C069, C020",0.1,2025-09-12
CM8153,Push Notification,"C077, C007, C099, C009, C005",0.06,2025-09-12
CM8154,Email,"C019, C085, C089, C058, C081",0.16,2025-09-12
CM8155,SMS,"C025, C090, C060, C057, C041",0.06,2025-09-12
CM8156,SMS,"C077, C098, C026, C027, C042",0.68,2025-09-12
CM8157,Email,"C056, C017, C022, C093, C056",0.53,2025-09-12
CM8158,Push Notification,"C034, C090, C086, C038, C035",0.41,2025-09-12
CM8159,Email,"C098, C076, C077, C041, C019",0.32,2025-09-12
CM8160,Email,"C074, C004, C095, C070, C076",0.46,2025-09-12
CM8161,Email,"C089, C055, C036, C034, C006",0.32,2025-09-12
CM8162,SMS,"C019, C025, C071, C070, C073",0.16,2025-09-12
CM8163,Email,"C072, C043, C075, C075, C082",0.6,2025-09-12
CM8164,Email,"C063, C069, C046, C015, C038",0.32,2025-09-12
CM8165,Email,"C033, C032, C045, C093, C014",0.19,2025-09-12
CM8166,Push Notification,"C029, C037, C040, C059, C002",0.6,2025-09-12
CM8167,Email,"C060, C028, C056, C045, C065",0.68,2025-09-12
CM8168,Push Notification,"C084, C062, C037, C096, C088",0.16,2025-09-12
CM8169,Email,"C066, C081, C006, C009, C015",0.3,2025-09-12
CM8170,Email,"C025, C047, C096, C087, C043",0.42,2025-09-12
CM8171,Email,"C084, C046, C062, C015, C100",0.68,2025-09-12
CM8172,Email,"C014, C089, C042, C096, C081",0.3,2025-09-12
CM8173,SMS,"C091, C029, C010, C018, C001",0.64,2025-09-12
CM8174,SMS,"C099, C034, C054, C023, C093",0.69,2025-09-12
CM8175,Email,"C024, C069, C078, C022, C047",0.4,2025-09-12
CM8176,SMS,"C056, C044, C084, C088, C042",0.47,2025-09-12
CM8177,Push Notification,"C003, C002, C083, C080, C091",0.39,2025-09-12
CM8178,SMS,"C002, C099, C020, C065, C052",0.64,2025-09-12
CM8179,Push Notification,"C094, C029, C076, C086, C003",0.39,2025-09-12
CM8180,Push Notification,"C066, C003, C044, C018, C018",0.44,2025-09-12
CM8181,Email,"C005, C091, C076, C033, C033",0.09,2025-09-12
CM8182,SMS,"C076, C033, C070, C072, C022",0.57,2025-09-12
CM8183,SMS,"C036, C020, C076, C048, C002",0.3,2025-09-12
CM8184,Push Notification,"C018, C050, C002, C014, C067",0.4,2025-09-12
CM8185,Push Notification,"C088, C068, C065, C032, C086",0.13,2025-09-12
CM8186,SMS,"C036, C083, C005, C050, C097",0.61,2025-09-12
CM8187,Push Notification,"C065, C012, C077, C004, C094",0.17,2025-09-12
CM8188,Push Notification,"C017, C028, C027, C018, C066",0.6,2025-09-12
CM8189,Push Notification,"C014, C015, C012, C021, C077",0.24,2025-09-12
CM8190,SMS,"C100, C044, C044, C044, C071",0.13,2025-09-12
CM8191,SMS,"C002, C087, C045, C003, C090",0.16,2025-09-12
CM8192,SMS,"C093, C049, C003, C053, C041",0.23,2025-09-12
CM8193,Push Notification,"C048, C033, C099, C012, C066",0.11,2025-09-12
CM8194,Push Notification,"C032, C063, C001, C035, C060",0.49,2025-09-12
CM8195,SMS,"C007, C038, C066, C077, C040",0.07,2025-09-12
CM8196,SMS,"C010, C009, C028, C099, C099",0.56,2025-09-12
CM8197,SMS,"C024, C035, C082, C012, C073",0.58,2025-09-12
CM8198,SMS,"C088, C005, C076, C044, C038",0.05,2025-09-12
CM8199,SMS,"C054, C071, C098, C021, C069",0.51,2025-09-12
CM8200,SMS,"C012, C037, C076, C029, C036",0.65,2025-09-12
CM8201,Push Notification,"C013, C065, C018, C095, C068",0.19,2025-09-12
CM8202,Push Notification,"C063, C056, C064, C078, C032",0.67,2025-09-12
CM8203,Push Notification,"C068, C086, C080, C048, C036",0.46,2025-09-12
CM8204,SMS,"C026, C002, C046, C023, C005",0.57,2025-09-12
CM8205,Push Notification,"C031, C058, C090, C084, C031",0.52,2025-09-12
CM8206,SMS,"C014, C024, C044, C053, C072",0.26,2025-09-12
CM8207,Email,"C009, C015, C052, C024, C010",0.55,2025-09-12
CM8208,Push Notification,"C047, C037, C041, C056, C016",0.1,2025-09-12
CM8209,Email,"C073, C005, C079, C002, C004",0.24,2025-09-12
CM8210,SMS,"C029, C042, C011, C021, C091",0.4,2025-09-12
CM8211,Email,"C038, C061, C022, C089, C025",0.42,2025-09-12
CM8212,Push Notification,"C087, C040, C081, C002, C015",0.21,2025-09-12
CM8213,Push Notification,"C063, C079, C095, C003, C083",0.08,2025-09-12
CM8214,SMS,"C047, C038, C089, C090, C035",0.27,2025-09-12
CM8215,Push Notification,"C019, C059, C043, C035, C033",0.61,2025-09-12
CM8216,Email,"C076, C082, C099, C042, C087",0.06,2025-09-12
CM8217,SMS,"C027, C085, C096, C032, C010",0.05,2025-09-12
CM8218,SMS,"C085, C042, C098, C004, C083",0.33,2025-09-12
CM8219,SMS,"C017, C050, C049, C003, C055",0.11,2025-09-12
CM8220,Email,"C090, C058, C097, C011, C015",0.69,2025-09-12
CM8221,Push Notification,"C004, C038, C044, C054, C073",0.51,2025-09-12
CM8222,SMS,"C029, C050, C034, C019, C078",0.57,2025-09-12
CM8223,Email,"C055, C058, C069, C085, C031",0.29,2025-09-12
CM8224,SMS,"C005, C082, C090, C066, C091",0.64,2025-09-12
CM8225,Push Notification,"C040, C017, C078, C020, C048",0.61,2025-09-12
CM8226,Email,"C033, C029, C007, C027, C037",0.41,2025-09-12
CM8227,Push Notification,"C075, C085, C017, C064, C083",0.37,2025-09-12
CM8228,Push Notification,"C028, C087, C009, C091, C093",0.22,2025-09-12
CM8229,Email,"C056, C086, C096, C026, C007",0.31,2025-09-12
CM8230,SMS,"C060, C091, C015, C066, C012",0.2,2025-09-12
CM8231,Email,"C007, C047, C077, C091, C083",0.36,2025-09-12
CM8232,Email,"C027, C016, C045, C034, C081",0.43,2025-09-12
CM8233,Email,"C096, C017, C040, C068, C086",0.41,2025-09-12
CM8234,Email,"C010, C079, C076, C064, C038",0.38,2025-09-12
CM8235,SMS,"C033, C078, C077, C058, C009",0.34,2025-09-12
CM8236,Push Notification,"C067, C053, C061, C005, C040",0.54,2025-09-12
CM8237,Push Notification,"C029, C033, C035, C061, C024",0.48,2025-09-12
CM8238,Email,"C028, C055, C049, C053, C002",0.54,2025-09-12
CM8239,SMS,"C040, C028, C074, C048, C031",0.07,2025-09-12
CM8240,Push Notification,"C036, C097, C045, C074, C009",0.43,2025-09-12
CM8241,SMS,"C071, C050, C044, C080, C034",0.35,2025-09-12
CM8242,Push Notification,"C070, C037, C019, C035, C094",0.67,2025-09-12
