asset_id,type,topic,engagement_score
M7805,Image,Network,0.06
M7806,Video,Customer Service,0.24
M7807,Video,Customer Service,0.72
M7808,Image,Customer Service,0.17
M7809,Image,Customer Service,0.54
M7810,Video,Offer,0.47
M7811,Image,Offer,0.3
M7812,Image,Customer Service,0.27
M7813,Image,Network,0.28
M7814,Video,Event,0.35
M7815,Audio,Customer Service,0.74
M7816,Video,Event,0.68
M7817,Audio,Customer Service,0.34
M7818,Audio,Offer,0.63
M7819,Audio,Offer,0.82
M7820,Video,Event,0.85
M7821,Audio,Customer Service,0.83
M7822,Image,Customer Service,0.74
M7823,Video,Customer Service,0.73
M7824,Image,Offer,0.95
M7825,Video,Customer Service,1.0
M7826,Image,Event,0.1
M7827,Image,Customer Service,0.46
M7828,Audio,Event,0.7
M7829,Video,Event,0.72
M7830,Audio,Event,0.76
M7831,Audio,Network,0.07
M7832,Audio,Customer Service,0.89
M7833,Video,Offer,0.87
M7834,Audio,Event,0.84
M7835,Video,Event,0.8
M7836,Image,Event,0.36
M7837,Audio,Network,0.96
M7838,Audio,Customer Service,0.52
M7839,Video,Network,0.02
M7840,Video,Customer Service,0.45
M7841,Image,Network,0.26
M7842,Image,Offer,0.44
M7843,Audio,Customer Service,0.9
M7844,Audio,Customer Service,0.81
M7845,Video,Event,0.03
M7846,Image,Offer,0.01
M7847,Image,Customer Service,0.14
M7848,Video,Customer Service,0.69
M7849,Audio,Offer,0.91
M7850,Audio,Offer,0.77
M7851,Audio,Network,0.35
M7852,Video,Event,0.84
M7853,Image,Event,0.39
M7854,Audio,Customer Service,0.71
M7855,Audio,Event,0.77
M7856,Video,Network,0.62
M7857,Video,Customer Service,0.39
M7858,Image,Offer,0.27
M7859,Video,Offer,0.8
M7860,Image,Network,0.74
M7861,Image,Offer,0.65
M7862,Image,Offer,0.29
M7863,Image,Customer Service,0.9
M7864,Video,Customer Service,0.4
M7865,Image,Offer,0.64
M7866,Video,Offer,0.44
M7867,Audio,Offer,0.53
M7868,Image,Offer,0.28
M7869,Image,Network,0.16
M7870,Audio,Customer Service,0.0
M7871,Video,Customer Service,0.65
M7872,Video,Event,0.18
M7873,Audio,Event,0.96
M7874,Video,Offer,0.82
M7875,Video,Event,0.68
M7876,Video,Customer Service,0.56
M7877,Image,Offer,0.82
M7878,Video,Network,0.31
M7879,Video,Event,0.55
M7880,Audio,Event,0.24
M7881,Image,Offer,0.82
M7882,Image,Offer,0.35
M7883,Video,Offer,0.91
M7884,Video,Network,0.88
M7885,Image,Network,0.54
M7886,Video,Offer,0.07
M7887,Audio,Network,0.06
M7888,Image,Offer,0.48
M7889,Image,Customer Service,0.67
M7890,Video,Network,0.24
M7891,Audio,Event,0.34
M7892,Audio,Customer Service,0.22
M7893,Audio,Network,0.36
M7894,Video,Customer Service,0.85
M7895,Video,Network,0.73
M7896,Image,Network,0.1
M7897,Audio,Customer Service,0.52
M7898,Video,Customer Service,0.61
M7899,Image,Offer,0.71
M7900,Audio,Offer,0.91
M7901,Audio,Network,0.87
M7902,Image,Customer Service,0.75
M7903,Video,Offer,0.88
M7904,Image,Event,0.07
M7905,Video,Customer Service,0.28
M7906,Image,Event,0.91
M7907,Audio,Offer,0.41
M7908,Video,Customer Service,0.36
M7909,Video,Offer,0.92
M7910,Audio,Offer,0.87
M7911,Audio,Event,0.36
M7912,Image,Customer Service,0.48
M7913,Video,Event,0.96
M7914,Video,Event,0.2
M7915,Image,Customer Service,0.9
M7916,Image,Network,0.6
M7917,Video,Offer,0.84
M7918,Audio,Event,0.65
M7919,Audio,Customer Service,0.31
M7920,Audio,Customer Service,0.15
M7921,Image,Network,0.39
M7922,Video,Event,0.76
M7923,Image,Customer Service,0.67
M7924,Audio,Customer Service,0.08
M7925,Video,Network,0.85
M7926,Video,Event,0.46
M7927,Audio,Event,0.89
M7928,Audio,Offer,0.87
M7929,Video,Network,0.39
M7930,Video,Offer,0.96
M7931,Video,Offer,0.85
M7932,Audio,Network,0.2
M7933,Audio,Customer Service,0.19
M7934,Audio,Network,0.41
M7935,Image,Event,0.75
M7936,Video,Offer,0.78
M7937,Image,Event,0.3
M7938,Audio,Customer Service,0.59
M7939,Image,Event,0.81
M7940,Image,Customer Service,0.41
M7941,Video,Offer,0.24
M7942,Video,Offer,0.59
M7943,Audio,Offer,0.24
M7944,Audio,Event,0.32
M7945,Audio,Offer,0.86
M7946,Video,Offer,0.75
M7947,Audio,Offer,0.02
M7948,Image,Network,0.96
M7949,Video,Customer Service,0.8
M7950,Video,Event,0.55
M7951,Video,Network,0.99
M7952,Audio,Offer,0.68
M7953,Video,Event,0.73
M7954,Image,Network,0.08
M7955,Audio,Network,0.31
M7956,Image,Customer Service,0.92
M7957,Audio,Customer Service,0.72
M7958,Image,Event,0.75
M7959,Image,Event,0.56
M7960,Image,Event,0.5
M7961,Audio,Event,0.97
M7962,Audio,Network,1.0
M7963,Image,Offer,0.89
M7964,Image,Offer,0.11
M7965,Image,Event,0.42
M7966,Image,Offer,0.8
M7967,Audio,Offer,0.03
M7968,Video,Customer Service,0.96
M7969,Image,Network,0.05
M7970,Image,Offer,0.56
M7971,Video,Event,0.19
M7972,Image,Customer Service,0.88
M7973,Audio,Network,0.94
M7974,Image,Customer Service,0.82
M7975,Audio,Event,0.93
M7976,Video,Event,0.21
M7977,Image,Customer Service,0.63
M7978,Video,Event,0.47
M7979,Image,Network,0.64
M7980,Video,Event,0.43
M7981,Video,Offer,0.82
M7982,Audio,Offer,0.87
M7983,Image,Offer,0.52
M7984,Image,Customer Service,0.98
M7985,Video,Event,0.49
M7986,Video,Network,0.27
M7987,Video,Event,0.18
M7988,Image,Event,0.74
M7989,Audio,Network,0.61
M7990,Image,Event,0.77
M7991,Video,Offer,0.2
M7992,Audio,Offer,0.62
M7993,Image,Event,0.42
M7994,Video,Event,0.81
M7995,Audio,Network,0.2
M7996,Audio,Network,0.02
M7997,Image,Offer,0.3
M7998,Image,Network,0.26
M7999,Image,Customer Service,0.1
M8000,Audio,Event,0.64
M8001,Video,Customer Service,0.96
M8002,Video,Offer,0.87
M8003,Video,Event,0.92
M8004,Video,Event,0.05
M8005,Video,Network,0.89
M8006,Image,Customer Service,0.01
M8007,Image,Event,0.79
M8008,Audio,Customer Service,0.69
M8009,Audio,Customer Service,0.61
M8010,Audio,Network,0.11
M8011,Audio,Customer Service,0.96
M8012,Video,Customer Service,0.62
M8013,Audio,Network,0.43
M8014,Image,Network,0.94
M8015,Video,Offer,0.53
M8016,Image,Customer Service,0.25
M8017,Image,Offer,0.65
M8018,Audio,Network,0.72
M8019,Video,Event,0.65
M8020,Video,Network,0.45
M8021,Audio,Network,0.96
M8022,Video,Customer Service,0.65
M8023,Audio,Customer Service,0.3
M8024,Image,Offer,0.64
M8025,Video,Offer,0.41
M8026,Video,Offer,0.44
M8027,Audio,Offer,0.92
M8028,Audio,Network,0.49
M8029,Image,Offer,0.6
M8030,Video,Offer,0.51
M8031,Video,Network,0.79
M8032,Audio,Network,0.74
M8033,Video,Network,0.76
M8034,Image,Event,0.26
M8035,Video,Event,0.1
M8036,Audio,Network,0.24
M8037,Image,Customer Service,0.19
M8038,Image,Offer,0.62
M8039,Video,Event,0.48
M8040,Video,Customer Service,0.84
M8041,Video,Event,0.61
M8042,Video,Event,0.1
M8043,Image,Event,0.39
M8044,Video,Customer Service,0.4
M8045,Video,Event,0.26
M8046,Image,Network,0.32
M8047,Video,Network,0.69
M8048,Audio,Customer Service,0.41
M8049,Video,Network,0.44
M8050,Image,Offer,0.18
M8051,Video,Customer Service,0.1
M8052,Video,Offer,0.51
M8053,Audio,Network,0.19
M8054,Video,Event,0.01
M8055,Image,Event,0.63
M8056,Video,Event,1.0
M8057,Image,Event,0.68
M8058,Image,Event,0.25
M8059,Image,Customer Service,0.28
M8060,Video,Network,0.15
M8061,Audio,Offer,0.59
M8062,Video,Customer Service,0.76
M8063,Audio,Event,0.74
M8064,Image,Event,0.04
M8065,Video,Network,0.01
M8066,Image,Customer Service,0.98
M8067,Image,Offer,0.79
M8068,Audio,Offer,0.33
M8069,Image,Event,0.91
M8070,Audio,Offer,0.33
M8071,Audio,Customer Service,0.26
M8072,Video,Network,0.33
M8073,Video,Offer,0.36
M8074,Video,Network,0.94
M8075,Video,Network,0.14
M8076,Video,Event,0.89
M8077,Image,Offer,0.61
M8078,Image,Event,0.68
M8079,Image,Network,0.5
M8080,Image,Customer Service,0.3
M8081,Audio,Event,0.19
M8082,Video,Event,0.19
M8083,Video,Network,0.13
M8084,Image,Customer Service,0.64
M8085,Image,Network,0.08
M8086,Video,Offer,0.29
M8087,Audio,Event,0.2
M8088,Image,Customer Service,0.32
M8089,Audio,Customer Service,0.37
M8090,Image,Customer Service,0.83
M8091,Audio,Network,0.8
M8092,Image,Network,0.71
M8093,Image,Network,0.23
M8094,Audio,Event,0.74
M8095,Image,Offer,0.12
M8096,Image,Network,0.84
M8097,Audio,Offer,0.05
M8098,Audio,Network,0.6
M8099,Video,Network,0.43
M8100,Image,Network,0.6
M8101,Audio,Customer Service,0.4
M8102,Audio,Network,0.55
M8103,Audio,Offer,0.87
M8104,Image,Offer,0.01
M8105,Video,Customer Service,0.91
M8106,Video,Customer Service,0.29
M8107,Image,Network,0.46
M8108,Image,Network,0.2
M8109,Video,Customer Service,0.15
M8110,Video,Customer Service,0.33
M8111,Image,Customer Service,0.34
M8112,Audio,Customer Service,0.6
M8113,Video,Event,0.38
M8114,Audio,Customer Service,0.97
M8115,Audio,Offer,0.6
M8116,Video,Offer,0.47
M8117,Video,Network,0.7
M8118,Audio,Event,0.05
M8119,Audio,Network,0.63
M8120,Audio,Event,0.54
M8121,Video,Event,0.63
M8122,Video,Customer Service,0.1
M8123,Video,Offer,0.69
M8124,Audio,Event,0.56
M8125,Audio,Customer Service,0.6
M8126,Video,Offer,0.51
M8127,Image,Event,0.76
M8128,Image,Customer Service,0.99
M8129,Image,Customer Service,0.06
M8130,Video,Offer,0.82
M8131,Video,Customer Service,0.25
M8132,Image,Offer,0.42
M8133,Video,Offer,0.11
M8134,Audio,Offer,0.44
M8135,Video,Network,0.24
M8136,Image,Customer Service,0.42
M8137,Video,Event,0.83
M8138,Video,Event,0.57
M8139,Video,Offer,0.52
M8140,Video,Customer Service,0.73
M8141,Audio,Customer Service,0.1
M8142,Image,Customer Service,0.82
M8143,Image,Event,0.08
M8144,Image,Network,0.71
M8145,Audio,Customer Service,1.0
M8146,Audio,Customer Service,0.19
M8147,Image,Customer Service,0.23
M8148,Video,Event,0.24
M8149,Image,Offer,0.68
M8150,Video,Network,0.75
M8151,Image,Event,0.25
M8152,Image,Event,0.04
M8153,Video,Customer Service,0.06
M8154,Audio,Event,0.91
M8155,Video,Customer Service,0.28
M8156,Video,Network,0.79
M8157,Audio,Network,0.7
M8158,Video,Customer Service,0.56
M8159,Audio,Network,0.31
M8160,Audio,Customer Service,0.63
M8161,Video,Event,0.05
M8162,Audio,Network,0.84
M8163,Audio,Customer Service,0.39
M8164,Video,Event,0.35
M8165,Video,Event,0.0
M8166,Image,Network,0.82
M8167,Image,Network,0.5
M8168,Image,Network,0.55
M8169,Video,Offer,0.27
M8170,Audio,Event,0.85
M8171,Image,Customer Service,0.04
M8172,Audio,Offer,0.16
M8173,Image,Customer Service,0.36
M8174,Image,Event,0.97
M8175,Audio,Event,0.9
M8176,Audio,Event,0.66
M8177,Image,Offer,0.58
M8178,Audio,Customer Service,0.62
M8179,Audio,Offer,0.1
M8180,Video,Offer,0.29
M8181,Video,Network,0.59
M8182,Audio,Network,0.47
M8183,Image,Event,0.79
M8184,Video,Offer,0.52
M8185,Audio,Event,0.65
M8186,Audio,Network,0.0
M8187,Video,Network,0.8
M8188,Audio,Network,0.48
M8189,Image,Offer,0.36
M8190,Image,Offer,0.74
M8191,Video,Network,0.93
M8192,Video,Network,0.71
M8193,Video,Event,0.16
M8194,Audio,Event,0.12
M8195,Audio,Network,0.05
M8196,Video,Network,0.12
M8197,Image,Event,0.09
M8198,Image,Offer,0.33
M8199,Image,Event,0.85
M8200,Image,Network,0.92
M8201,Video,Event,0.2
M8202,Image,Offer,0.89
M8203,Audio,Customer Service,0.77
M8204,Video,Offer,0.97
M8205,Video,Network,0.76
M8206,Video,Customer Service,0.97
M8207,Audio,Network,0.6
M8208,Image,Customer Service,0.05
M8209,Audio,Network,0.11
M8210,Audio,Offer,0.54
M8211,Video,Network,0.04
M8212,Video,Customer Service,0.53
M8213,Video,Offer,0.31
M8214,Audio,Event,0.01
M8215,Audio,Network,0.4
M8216,Audio,Network,0.22
M8217,Image,Customer Service,0.67
M8218,Video,Network,0.73
M8219,Image,Customer Service,0.41
M8220,Image,Network,0.03
M8221,Image,Customer Service,0.39
M8222,Image,Event,0.87
M8223,Audio,Network,0.93
M8224,Image,Event,0.11
M8225,Image,Customer Service,0.05
M8226,Image,Event,0.27
M8227,Image,Offer,0.46
M8228,Video,Network,0.15
M8229,Video,Offer,0.61
M8230,Video,Network,0.01
M8231,Image,Event,0.74
M8232,Video,Customer Service,0.17
M8233,Video,Network,0.18
M8234,Audio,Network,0.31
M8235,Image,Offer,0.06
M8236,Audio,Network,0.15
M8237,Image,Event,0.19
M8238,Image,Offer,0.89
M8239,Image,Customer Service,0.84
M8240,Video,Event,0.8
M8241,Image,Customer Service,0.84
M8242,Video,Offer,0.81
M8243,Image,Network,0.08
M8244,Video,Customer Service,0.59
M8245,Audio,Offer,0.13
M8246,Audio,Event,0.71
M8247,Video,Event,0.77
M8248,Audio,Customer Service,0.8
M8249,Image,Customer Service,0.99
M8250,Audio,Offer,0.12
M8251,Image,Network,0.7
M8252,Video,Event,0.72
M8253,Video,Event,0.94
M8254,Audio,Offer,0.48
M8255,Image,Network,0.95
M8256,Audio,Network,0.62
M8257,Audio,Event,0.98
M8258,Audio,Offer,0.1
M8259,Video,Network,0.87
M8260,Image,Network,0.5
M8261,Audio,Offer,0.91
M8262,Image,Customer Service,0.25
M8263,Image,Customer Service,0.88
M8264,Audio,Network,0.85
M8265,Audio,Event,0.1
M8266,Audio,Offer,0.91
M8267,Video,Event,0.74
M8268,Image,Event,0.83
M8269,Video,Customer Service,0.09
M8270,Image,Offer,0.77
M8271,Video,Customer Service,0.66
M8272,Image,Customer Service,0.76
M8273,Image,Customer Service,0.91
M8274,Image,Event,0.02
M8275,Audio,Network,0.17
M8276,Video,Network,0.31
M8277,Video,Event,0.06
M8278,Audio,Customer Service,0.99
M8279,Audio,Customer Service,0.78
M8280,Image,Offer,0.36
M8281,Video,Event,0.69
M8282,Audio,Network,0.39
M8283,Image,Customer Service,0.18
M8284,Video,Event,0.83
M8285,Video,Network,0.4
M8286,Image,Offer,0.63
M8287,Image,Network,0.39
M8288,Audio,Offer,0.1
M8289,Video,Event,0.62
M8290,Video,Network,0.17
M8291,Video,Customer Service,0.8
M8292,Image,Network,0.23
M8293,Audio,Network,0.09
M8294,Image,Event,1.0
M8295,Image,Network,0.34
M8296,Audio,Customer Service,0.46
M8297,Audio,Customer Service,0.26
M8298,Video,Customer Service,0.79
M8299,Audio,Customer Service,0.73
M8300,Image,Customer Service,0.2
M8301,Video,Offer,0.59
M8302,Image,Event,0.7
M8303,Audio,Offer,0.79
M8304,Audio,Event,0.34
M8305,Image,Offer,0.01
M8306,Image,Network,0.12
M8307,Audio,Offer,0.47
M8308,Image,Customer Service,0.33
M8309,Audio,Network,0.42
M8310,Video,Event,0.41
M8311,Image,Event,0.56
M8312,Video,Offer,0.03
M8313,Video,Event,0.23
M8314,Video,Offer,0.78
M8315,Image,Offer,0.79
M8316,Audio,Offer,0.89
M8317,Video,Offer,0.48
M8318,Image,Network,0.59
M8319,Video,Event,0.86
M8320,Audio,Network,0.25
M8321,Image,Event,0.22
M8322,Image,Network,0.88
M8323,Audio,Event,0.48
M8324,Audio,Network,0.46
M8325,Audio,Customer Service,0.1
M8326,Image,Event,0.25
M8327,Audio,Customer Service,0.95
M8328,Audio,Offer,0.42
M8329,Audio,Network,0.92
M8330,Video,Customer Service,0.97
M8331,Audio,Event,0.52
M8332,Video,Network,0.74
M8333,Video,Customer Service,0.01
M8334,Audio,Network,0.27
M8335,Audio,Event,0.53
M8336,Video,Offer,0.83
M8337,Video,Event,0.41
M8338,Video,Event,0.64
M8339,Audio,Network,0.16
M8340,Audio,Customer Service,0.34
M8341,Audio,Customer Service,0.49
M8342,Image,Offer,0.05
M8343,Audio,Offer,0.57
M8344,Audio,Network,0.01
M8345,Image,Network,0.36
M8346,Video,Offer,0.23
M8347,Image,Offer,0.15
M8348,Audio,Event,0.57
M8349,Image,Offer,0.07
M8350,Video,Offer,0.78
M8351,Image,Offer,0.57
M8352,Video,Event,0.09
M8353,Image,Offer,0.65
M8354,Audio,Network,0.88
M8355,Audio,Event,0.57
M8356,Image,Offer,0.63
M8357,Video,Customer Service,0.48
M8358,Image,Customer Service,0.06
M8359,Audio,Offer,0.98
M8360,Audio,Customer Service,0.65
M8361,Image,Network,0.15
M8362,Image,Network,0.07
M8363,Audio,Offer,0.87
M8364,Image,Network,0.36
M8365,Video,Network,0.72
M8366,Audio,Offer,0.45
M8367,Video,Event,0.78
M8368,Video,Offer,0.52
M8369,Image,Customer Service,0.78
M8370,Video,Event,0.82
M8371,Image,Event,0.62
M8372,Video,Customer Service,0.86
M8373,Video,Customer Service,0.41
M8374,Audio,Network,0.67
M8375,Video,Offer,0.26
M8376,Video,Network,0.14
M8377,Audio,Customer Service,0.56
M8378,Video,Event,0.38
M8379,Audio,Network,0.44
M8380,Video,Event,0.44
M8381,Video,Network,0.21
M8382,Video,Offer,0.73
M8383,Image,Offer,0.95
M8384,Audio,Offer,0.16
M8385,Audio,Network,0.74
M8386,Video,Network,0.65
M8387,Image,Event,0.38
M8388,Video,Customer Service,0.31
M8389,Video,Event,0.79
M8390,Image,Event,0.68
M8391,Audio,Event,0.87
M8392,Video,Offer,0.28
M8393,Video,Network,0.13
M8394,Video,Customer Service,0.62
M8395,Video,Offer,0.86
M8396,Audio,Customer Service,1.0
M8397,Audio,Offer,0.92
M8398,Image,Event,0.27
M8399,Image,Offer,0.41
M8400,Video,Event,0.68
M8401,Video,Network,0.68
M8402,Video,Customer Service,0.02
M8403,Audio,Customer Service,0.06
M8404,Audio,Event,0.39
M8405,Video,Customer Service,0.0
M8406,Image,Customer Service,0.68
M8407,Video,Event,0.94
M8408,Video,Customer Service,0.98
M8409,Audio,Offer,0.18
M8410,Image,Offer,0.97
M8411,Audio,Customer Service,0.21
M8412,Image,Network,0.81
M8413,Audio,Customer Service,0.64
M8414,Image,Customer Service,0.35
M8415,Video,Network,0.18
M8416,Audio,Offer,0.88
M8417,Video,Network,0.72
M8418,Image,Offer,0.62
M8419,Audio,Network,0.86
M8420,Image,Offer,0.25
M8421,Audio,Network,0.54
M8422,Image,Offer,0.85
M8423,Video,Network,0.48
M8424,Video,Offer,0.71
M8425,Image,Event,0.02
M8426,Image,Customer Service,0.24
M8427,Audio,Customer Service,0.26
M8428,Video,Customer Service,0.15
M8429,Audio,Network,0.22
M8430,Video,Offer,0.81
M8431,Video,Event,0.63
M8432,Audio,Network,0.02
M8433,Image,Offer,0.39
M8434,Image,Event,0.85
M8435,Video,Offer,0.76
M8436,Video,Event,0.7
M8437,Audio,Event,0.32
M8438,Video,Offer,0.47
M8439,Audio,Offer,0.05
M8440,Image,Event,0.48
M8441,Audio,Network,0.73
M8442,Audio,Network,0.41
M8443,Audio,Event,0.7
M8444,Image,Customer Service,0.65
M8445,Audio,Event,0.36
M8446,Audio,Network,0.52
M8447,Image,Offer,0.99
M8448,Audio,Customer Service,0.07
M8449,Image,Network,0.62
M8450,Image,Event,0.05
M8451,Image,Offer,0.65
M8452,Video,Network,0.46
M8453,Image,Network,0.65
M8454,Image,Offer,0.63
M8455,Audio,Network,0.28
M8456,Video,Network,0.73
M8457,Image,Event,0.03
M8458,Video,Offer,0.27
M8459,Video,Offer,0.74
M8460,Video,Event,0.62
M8461,Video,Network,0.01
M8462,Image,Offer,0.92
M8463,Video,Offer,0.98
M8464,Audio,Event,0.63
M8465,Video,Customer Service,0.3
M8466,Audio,Network,0.13
M8467,Video,Customer Service,0.15
M8468,Audio,Customer Service,0.54
M8469,Image,Offer,0.82
M8470,Video,Event,0.52
M8471,Image,Customer Service,0.07
M8472,Audio,Network,0.55
M8473,Video,Customer Service,0.49
M8474,Audio,Customer Service,0.0
M8475,Audio,Event,0.94
M8476,Image,Offer,0.97
M8477,Audio,Customer Service,0.16
M8478,Audio,Customer Service,1.0
M8479,Audio,Network,1.0
M8480,Image,Customer Service,0.69
M8481,Image,Event,0.53
M8482,Video,Network,0.55
M8483,Image,Customer Service,0.13
M8484,Video,Network,0.49
M8485,Image,Network,0.79
M8486,Video,Event,0.85
M8487,Audio,Network,0.32
M8488,Audio,Network,0.67
M8489,Image,Customer Service,0.11
M8490,Audio,Network,0.41
M8491,Video,Event,0.24
M8492,Audio,Customer Service,0.74
M8493,Audio,Customer Service,0.65
M8494,Audio,Event,0.06
M8495,Video,Event,0.33
M8496,Video,Event,0.26
M8497,Audio,Network,0.59
M8498,Video,Customer Service,0.27
M8499,Video,Network,0.13
M8500,Audio,Network,0.29
M8501,Video,Offer,0.9
M8502,Video,Event,0.41
M8503,Image,Network,0.94
M8504,Image,Network,0.19
M8505,Video,Event,0.58
M8506,Image,Offer,0.13
M8507,Video,Offer,0.07
M8508,Audio,Customer Service,0.03
M8509,Audio,Network,0.47
M8510,Video,Network,0.28
M8511,Image,Network,0.31
M8512,Image,Customer Service,0.16
M8513,Image,Network,0.96
M8514,Video,Network,0.19
M8515,Video,Event,0.5
M8516,Video,Customer Service,1.0
M8517,Audio,Customer Service,0.03
M8518,Image,Offer,0.2
M8519,Audio,Event,0.83
M8520,Image,Network,0.31
M8521,Image,Network,0.38
M8522,Audio,Network,0.37
M8523,Video,Network,0.68
M8524,Video,Customer Service,0.32
M8525,Image,Network,0.23
M8526,Audio,Customer Service,0.55
M8527,Audio,Network,0.18
M8528,Audio,Network,0.83
M8529,Video,Network,0.59
M8530,Image,Event,0.53
M8531,Video,Event,0.1
M8532,Video,Event,0.54
M8533,Video,Network,0.28
M8534,Audio,Event,0.05
M8535,Audio,Network,0.74
M8536,Image,Offer,0.22
M8537,Audio,Network,0.79
M8538,Video,Offer,0.55
M8539,Video,Network,0.51
M8540,Video,Offer,0.33
M8541,Image,Customer Service,0.15
M8542,Video,Event,0.01
M8543,Image,Offer,0.09
M8544,Audio,Network,0.58
M8545,Audio,Event,0.65
M8546,Video,Offer,0.23
M8547,Image,Network,0.39
M8548,Audio,Customer Service,0.93
M8549,Image,Network,0.24
M8550,Video,Network,0.32
M8551,Audio,Customer Service,0.66
M8552,Video,Customer Service,0.63
M8553,Audio,Event,0.65
M8554,Image,Offer,0.17
M8555,Video,Customer Service,0.83
M8556,Image,Event,0.75
M8557,Video,Network,0.51
M8558,Video,Offer,0.35
M8559,Audio,Network,0.79
M8560,Image,Event,0.59
M8561,Image,Event,0.75
M8562,Video,Customer Service,0.61
M8563,Video,Network,0.59
M8564,Video,Offer,0.6
M8565,Video,Customer Service,0.87
M8566,Audio,Customer Service,0.49
M8567,Audio,Network,0.48
M8568,Audio,Event,0.24
M8569,Image,Network,0.01
M8570,Video,Customer Service,0.41
M8571,Audio,Network,0.36
M8572,Video,Customer Service,0.88
M8573,Audio,Event,0.92
M8574,Audio,Customer Service,0.27
M8575,Video,Offer,0.71
M8576,Video,Event,0.99
M8577,Audio,Network,0.5
M8578,Video,Offer,0.42
M8579,Video,Network,0.12
M8580,Video,Event,0.44
M8581,Audio,Event,0.66
M8582,Video,Customer Service,0.56
M8583,Video,Offer,0.16
M8584,Audio,Customer Service,0.91
M8585,Image,Customer Service,0.47
M8586,Audio,Offer,0.73
M8587,Image,Network,1.0
M8588,Video,Event,0.47
M8589,Audio,Network,0.49
M8590,Image,Event,0.7
M8591,Image,Customer Service,0.76
M8592,Image,Event,0.17
M8593,Audio,Offer,0.91
M8594,Audio,Network,0.25
M8595,Audio,Offer,0.66
M8596,Image,Network,0.53
M8597,Audio,Event,0.31
M8598,Audio,Event,0.98
M8599,Image,Customer Service,0.25
M8600,Video,Offer,0.71
M8601,Audio,Network,0.38
M8602,Image,Customer Service,0.83
M8603,Video,Event,0.52
M8604,Video,Event,0.09
M8605,Audio,Event,0.19
M8606,Audio,Customer Service,0.78
M8607,Video,Event,0.02
M8608,Audio,Offer,0.04
M8609,Audio,Customer Service,0.71
M8610,Video,Offer,0.2
M8611,Image,Customer Service,0.27
M8612,Image,Customer Service,0.5
M8613,Image,Event,0.59
M8614,Image,Offer,0.75
M8615,Image,Offer,0.35
M8616,Video,Customer Service,0.31
M8617,Image,Offer,0.88
M8618,Image,Event,0.7
M8619,Video,Event,0.63
M8620,Video,Offer,0.15
M8621,Audio,Offer,0.42
M8622,Video,Event,0.12
M8623,Image,Offer,0.78
M8624,Video,Customer Service,0.36
M8625,Video,Network,0.47
M8626,Video,Offer,0.11
M8627,Video,Network,0.1
M8628,Video,Event,0.83
M8629,Video,Offer,0.87
M8630,Image,Customer Service,0.25
M8631,Video,Event,0.79
M8632,Image,Customer Service,0.48
M8633,Image,Offer,0.04
M8634,Video,Network,0.49
M8635,Audio,Offer,0.11
M8636,Audio,Customer Service,0.06
M8637,Audio,Network,0.6
M8638,Image,Customer Service,0.49
M8639,Image,Customer Service,0.14
M8640,Video,Network,0.46
M8641,Audio,Customer Service,0.4
M8642,Audio,Network,0.31
M8643,Video,Customer Service,0.33
M8644,Audio,Offer,0.88
M8645,Video,Event,0.89
M8646,Image,Offer,0.97
M8647,Audio,Offer,0.41
M8648,Audio,Offer,0.82
M8649,Audio,Customer Service,0.32
M8650,Video,Event,0.37
M8651,Video,Customer Service,0.19
M8652,Image,Offer,0.54
M8653,Audio,Network,0.86
M8654,Audio,Network,0.2
M8655,Video,Customer Service,0.22
M8656,Video,Customer Service,0.51
M8657,Audio,Offer,0.13
M8658,Image,Customer Service,0.19
M8659,Image,Network,0.49
M8660,Audio,Customer Service,0.36
M8661,Audio,Network,0.83
M8662,Image,Event,0.9
M8663,Image,Network,0.57
M8664,Image,Event,0.86
M8665,Video,Event,0.74
M8666,Image,Offer,0.98
M8667,Video,Customer Service,0.43
M8668,Video,Network,0.73
M8669,Audio,Customer Service,0.9
M8670,Video,Customer Service,0.56
M8671,Video,Network,0.4
M8672,Image,Event,0.17
M8673,Image,Customer Service,0.71
M8674,Audio,Customer Service,0.95
M8675,Audio,Event,0.97
M8676,Video,Customer Service,0.44
M8677,Image,Network,0.28
M8678,Video,Event,0.7
M8679,Video,Event,0.03
M8680,Audio,Network,0.38
M8681,Image,Network,1.0
M8682,Audio,Network,0.53
M8683,Video,Network,0.22
M8684,Image,Customer Service,0.32
M8685,Audio,Offer,0.17
M8686,Audio,Network,0.62
M8687,Image,Offer,0.7
M8688,Video,Network,0.23
M8689,Video,Offer,0.92
M8690,Image,Network,0.02
M8691,Audio,Customer Service,0.14
M8692,Audio,Network,0.92
M8693,Video,Customer Service,0.26
M8694,Video,Offer,0.87
M8695,Audio,Network,0.11
M8696,Video,Customer Service,0.25
M8697,Image,Offer,0.13
M8698,Audio,Customer Service,0.7
M8699,Image,Offer,0.34
M8700,Image,Customer Service,0.45
M8701,Video,Event,0.08
M8702,Image,Customer Service,0.82
M8703,Image,Network,0.48
M8704,Audio,Network,0.95
M8705,Audio,Network,0.27
M8706,Audio,Event,0.2
M8707,Video,Network,0.64
M8708,Video,Network,0.63
M8709,Video,Network,0.49
M8710,Audio,Offer,0.36
M8711,Audio,Event,0.39
M8712,Image,Offer,0.68
M8713,Video,Event,0.15
M8714,Video,Customer Service,0.57
M8715,Image,Event,0.28
M8716,Audio,Offer,0.18
