employee_id,department,role,completed_trainings,preferred_learning_mode
E7672,HR,Intern,10,Video
E7673,IT,Analyst,0,Video
E7674,Finance,Executive,7,Interactive
E7675,Finance,Manager,10,Text
E7676,HR,Intern,2,Text
E7677,Marketing,Manager,10,Interactive
E7678,Finance,Intern,4,Video
E7679,HR,Analyst,3,Text
E7680,Operations,Intern,5,Text
E7681,HR,Intern,0,Video
E7682,IT,Intern,9,Interactive
E7683,Operations,Analyst,0,Text
E7684,Marketing,Intern,3,Text
E7685,Marketing,Analyst,4,Video
E7686,HR,Intern,7,Video
E7687,Marketing,Manager,0,Interactive
E7688,Operations,Intern,1,Video
E7689,Operations,Intern,2,Text
E7690,HR,Executive,5,Video
E7691,Marketing,Executive,10,Text
E7692,Operations,Manager,4,Video
E7693,HR,Analyst,0,Interactive
E7694,HR,Executive,4,Text
E7695,Finance,Manager,7,Text
E7696,Finance,Analyst,3,Interactive
E7697,Marketing,Analyst,7,Video
E7698,Finance,Executive,3,Text
E7699,IT,Manager,0,Video
E7700,Operations,Analyst,6,Interactive
E7701,Marketing,Manager,2,Video
E7702,IT,Analyst,8,Text
E7703,Finance,Executive,4,Video
E7704,Marketing,Intern,7,Text
E7705,Operations,Executive,0,Interactive
E7706,Finance,Executive,6,Video
E7707,Operations,Executive,9,Interactive
E7708,Finance,Manager,1,Text
E7709,Marketing,Manager,6,Video
E7710,HR,Executive,4,Text
E7711,HR,Intern,7,Text
E7712,Finance,Manager,8,Video
E7713,Finance,Intern,3,Video
E7714,Operations,Manager,2,Interactive
E7715,Marketing,Intern,8,Video
E7716,Finance,Analyst,8,Video
E7717,Marketing,Analyst,10,Text
E7718,IT,Analyst,9,Video
E7719,IT,Executive,8,Text
E7720,IT,Intern,9,Video
E7721,Finance,Analyst,6,Video
E7722,Operations,Executive,4,Interactive
E7723,HR,Manager,1,Video
E7724,HR,Intern,4,Text
E7725,Finance,Executive,4,Text
E7726,Operations,Analyst,10,Interactive
E7727,IT,Analyst,3,Video
E7728,Operations,Executive,6,Text
E7729,Operations,Executive,6,Interactive
E7730,Marketing,Analyst,1,Interactive
E7731,HR,Manager,3,Interactive
E7732,IT,Analyst,3,Interactive
E7733,Finance,Intern,7,Video
E7734,Finance,Executive,0,Video
E7735,Marketing,Executive,2,Interactive
E7736,Marketing,Analyst,9,Interactive
E7737,Operations,Manager,1,Video
E7738,Operations,Analyst,6,Video
E7739,Finance,Intern,2,Video
E7740,Finance,Manager,10,Video
E7741,Operations,Analyst,2,Interactive
E7742,Operations,Intern,0,Text
E7743,Finance,Executive,3,Video
E7744,IT,Executive,1,Interactive
E7745,Operations,Executive,8,Video
E7746,Finance,Manager,0,Video
E7747,Finance,Analyst,4,Text
E7748,Finance,Executive,3,Interactive
E7749,Marketing,Analyst,3,Video
E7750,Operations,Manager,5,Text
E7751,IT,Executive,4,Video
E7752,IT,Manager,0,Video
E7753,Finance,Executive,6,Interactive
E7754,HR,Intern,9,Text
E7755,Finance,Intern,7,Text
E7756,Operations,Manager,9,Text
E7757,Finance,Manager,8,Text
E7758,Operations,Analyst,8,Text
E7759,Finance,Analyst,5,Text
E7760,Marketing,Intern,5,Text
E7761,Finance,Executive,9,Text
E7762,HR,Manager,10,Interactive
E7763,IT,Analyst,2,Video
E7764,HR,Manager,5,Interactive
E7765,Finance,Executive,0,Interactive
E7766,HR,Intern,1,Video
E7767,Marketing,Executive,3,Video
E7768,HR,Intern,2,Interactive
E7769,IT,Executive,9,Text
E7770,Marketing,Intern,5,Interactive
E7771,Marketing,Analyst,3,Video
E7772,IT,Analyst,2,Video
E7773,Operations,Intern,8,Interactive
E7774,Finance,Analyst,6,Text
E7775,IT,Executive,2,Interactive
E7776,HR,Executive,7,Text
E7777,HR,Manager,1,Interactive
E7778,Finance,Manager,1,Interactive
E7779,HR,Intern,3,Video
E7780,Marketing,Analyst,4,Video
E7781,Operations,Manager,1,Interactive
E7782,Marketing,Analyst,5,Interactive
E7783,Finance,Executive,8,Interactive
E7784,HR,Executive,1,Text
E7785,HR,Manager,3,Text
E7786,HR,Manager,1,Interactive
E7787,Marketing,Executive,7,Video
E7788,HR,Manager,1,Video
E7789,IT,Executive,5,Video
E7790,HR,Intern,9,Text
E7791,Marketing,Executive,9,Interactive
E7792,Operations,Analyst,7,Interactive
E7793,HR,Intern,2,Interactive
E7794,Operations,Analyst,10,Interactive
E7795,HR,Intern,7,Video
E7796,IT,Analyst,10,Interactive
E7797,Marketing,Intern,0,Text
E7798,Finance,Executive,7,Video
E7799,Marketing,Manager,7,Interactive
E7800,HR,Manager,2,Video
E7801,Operations,Manager,0,Interactive
E7802,HR,Executive,2,Interactive
E7803,Marketing,Intern,9,Video
E7804,Marketing,Analyst,9,Video
E7805,HR,Manager,4,Interactive
E7806,Operations,Intern,10,Interactive
E7807,Marketing,Intern,8,Text
E7808,IT,Analyst,7,Interactive
E7809,Marketing,Intern,9,Video
E7810,Marketing,Intern,6,Video
E7811,Marketing,Executive,9,Video
E7812,Operations,Executive,10,Video
E7813,Finance,Manager,1,Video
E7814,Finance,Executive,7,Text
E7815,IT,Analyst,4,Text
E7816,HR,Analyst,2,Video
E7817,IT,Manager,7,Video
E7818,Finance,Manager,5,Video
E7819,Finance,Analyst,6,Text
E7820,HR,Analyst,3,Video
E7821,Finance,Manager,10,Text
E7822,Operations,Intern,2,Video
E7823,IT,Manager,3,Interactive
E7824,Operations,Intern,0,Interactive
E7825,HR,Manager,1,Video
E7826,Finance,Manager,0,Video
E7827,Operations,Manager,8,Text
E7828,HR,Executive,1,Text
E7829,Finance,Analyst,10,Video
E7830,HR,Executive,7,Video
E7831,Marketing,Manager,3,Text
E7832,Finance,Analyst,8,Text
E7833,IT,Manager,5,Video
E7834,HR,Executive,6,Video
E7835,Finance,Executive,1,Text
E7836,Finance,Manager,1,Text
E7837,Operations,Intern,5,Video
E7838,HR,Manager,0,Video
E7839,Marketing,Manager,5,Text
E7840,Operations,Executive,2,Video
E7841,Finance,Intern,0,Interactive
E7842,HR,Intern,0,Text
E7843,HR,Manager,6,Video
E7844,HR,Executive,0,Interactive
E7845,Operations,Executive,2,Text
E7846,IT,Manager,6,Interactive
E7847,Finance,Intern,7,Text
E7848,Marketing,Analyst,2,Text
E7849,Finance,Intern,5,Video
E7850,Finance,Manager,1,Video
E7851,IT,Executive,2,Text
E7852,Finance,Executive,8,Text
E7853,Finance,Executive,8,Text
E7854,Finance,Executive,0,Interactive
E7855,HR,Analyst,4,Text
E7856,Finance,Analyst,10,Text
E7857,Finance,Executive,8,Text
E7858,Marketing,Analyst,0,Interactive
E7859,Finance,Analyst,2,Video
E7860,Operations,Analyst,7,Interactive
E7861,HR,Manager,2,Video
E7862,Operations,Analyst,10,Text
E7863,Marketing,Manager,10,Video
E7864,HR,Executive,10,Text
E7865,Finance,Analyst,0,Video
E7866,IT,Intern,2,Video
E7867,Operations,Manager,1,Video
E7868,Marketing,Executive,8,Interactive
E7869,Operations,Manager,9,Interactive
E7870,Operations,Analyst,2,Interactive
E7871,Operations,Manager,5,Interactive
E7872,Marketing,Executive,10,Video
E7873,Operations,Intern,8,Video
E7874,IT,Manager,4,Interactive
E7875,HR,Executive,10,Text
E7876,Marketing,Analyst,6,Text
E7877,Marketing,Executive,2,Video
E7878,Finance,Manager,6,Interactive
E7879,IT,Executive,8,Interactive
E7880,HR,Manager,6,Video
E7881,Operations,Analyst,7,Video
E7882,Marketing,Analyst,2,Text
E7883,HR,Executive,8,Video
E7884,IT,Analyst,1,Text
E7885,HR,Executive,0,Text
E7886,HR,Intern,6,Video
E7887,HR,Analyst,6,Interactive
E7888,HR,Intern,8,Text
E7889,Marketing,Manager,4,Text
E7890,Operations,Manager,0,Interactive
E7891,IT,Intern,0,Text
E7892,Finance,Manager,9,Interactive
E7893,Marketing,Manager,9,Interactive
E7894,Operations,Manager,5,Text
E7895,Finance,Manager,0,Interactive
E7896,Marketing,Executive,10,Video
E7897,Operations,Executive,8,Text
E7898,Operations,Manager,2,Interactive
E7899,Operations,Analyst,9,Video
E7900,Marketing,Intern,0,Video
E7901,HR,Intern,7,Text
E7902,Operations,Executive,7,Text
E7903,Marketing,Manager,5,Video
E7904,HR,Manager,7,Interactive
E7905,Finance,Executive,6,Text
E7906,HR,Manager,4,Interactive
E7907,Marketing,Intern,6,Interactive
E7908,IT,Manager,8,Interactive
E7909,Marketing,Manager,3,Video
E7910,IT,Executive,8,Text
E7911,IT,Analyst,2,Text
E7912,Operations,Intern,4,Interactive
E7913,HR,Manager,3,Video
E7914,Marketing,Intern,9,Video
E7915,Operations,Executive,2,Text
E7916,Operations,Manager,3,Text
E7917,IT,Analyst,1,Interactive
E7918,IT,Manager,8,Video
E7919,Marketing,Intern,4,Video
E7920,Marketing,Executive,8,Text
E7921,HR,Manager,2,Video
E7922,Operations,Intern,3,Text
E7923,Finance,Executive,5,Interactive
E7924,HR,Manager,6,Text
E7925,Marketing,Manager,3,Interactive
E7926,Finance,Intern,3,Text
E7927,HR,Intern,6,Text
E7928,Operations,Manager,4,Interactive
E7929,Marketing,Analyst,9,Text
E7930,IT,Manager,6,Video
E7931,HR,Analyst,3,Interactive
E7932,Operations,Analyst,7,Video
E7933,Finance,Intern,0,Text
E7934,HR,Intern,3,Interactive
E7935,IT,Manager,10,Interactive
E7936,Marketing,Executive,10,Interactive
E7937,Marketing,Manager,9,Interactive
E7938,Finance,Executive,7,Interactive
E7939,IT,Executive,7,Video
E7940,Marketing,Analyst,8,Interactive
E7941,Finance,Intern,1,Video
E7942,Finance,Intern,4,Video
E7943,Operations,Manager,4,Video
E7944,Operations,Manager,4,Text
E7945,Marketing,Intern,3,Interactive
E7946,IT,Analyst,6,Interactive
E7947,Marketing,Executive,1,Interactive
E7948,IT,Analyst,9,Video
E7949,Finance,Executive,8,Interactive
E7950,HR,Executive,1,Video
E7951,IT,Manager,7,Video
E7952,HR,Executive,7,Interactive
E7953,Operations,Analyst,1,Video
E7954,Marketing,Analyst,2,Text
E7955,HR,Executive,5,Video
E7956,IT,Analyst,5,Interactive
E7957,IT,Executive,5,Text
E7958,Operations,Intern,9,Text
E7959,IT,Executive,10,Interactive
E7960,HR,Intern,10,Interactive
E7961,Marketing,Manager,2,Video
E7962,Finance,Manager,8,Video
E7963,Operations,Intern,0,Interactive
E7964,IT,Executive,3,Video
E7965,Operations,Manager,3,Text
E7966,IT,Executive,5,Video
E7967,Finance,Manager,7,Interactive
E7968,Finance,Executive,7,Video
E7969,Finance,Executive,8,Video
E7970,Marketing,Executive,6,Text
E7971,Marketing,Intern,0,Text
E7972,Finance,Executive,10,Text
E7973,HR,Analyst,4,Video
E7974,Operations,Executive,4,Text
E7975,IT,Manager,7,Text
E7976,HR,Manager,7,Text
E7977,Operations,Executive,3,Interactive
E7978,Finance,Analyst,10,Video
E7979,Marketing,Analyst,9,Video
E7980,Operations,Manager,2,Interactive
E7981,Finance,Analyst,4,Interactive
E7982,Finance,Manager,8,Text
E7983,IT,Intern,9,Video
E7984,IT,Intern,5,Text
E7985,IT,Analyst,7,Video
E7986,IT,Intern,7,Interactive
E7987,Operations,Intern,2,Video
E7988,Operations,Analyst,7,Interactive
E7989,HR,Manager,3,Interactive
E7990,Finance,Analyst,1,Text
E7991,Finance,Intern,4,Video
E7992,Operations,Executive,3,Video
E7993,Operations,Executive,0,Interactive
E7994,Finance,Manager,6,Video
E7995,Finance,Analyst,5,Text
E7996,HR,Analyst,8,Video
E7997,IT,Executive,6,Video
E7998,IT,Manager,7,Text
E7999,Operations,Analyst,9,Text
E8000,IT,Intern,1,Interactive
E8001,Marketing,Executive,2,Text
E8002,Finance,Intern,1,Text
E8003,IT,Executive,8,Text
E8004,Marketing,Intern,3,Video
E8005,IT,Analyst,8,Text
E8006,Marketing,Executive,5,Interactive
E8007,IT,Analyst,6,Text
E8008,Operations,Executive,0,Text
E8009,Finance,Manager,9,Interactive
E8010,IT,Intern,9,Video
E8011,HR,Manager,0,Interactive
E8012,Marketing,Executive,7,Text
E8013,HR,Intern,1,Video
E8014,Marketing,Executive,1,Interactive
E8015,Marketing,Analyst,1,Video
E8016,IT,Intern,6,Text
E8017,Finance,Intern,1,Video
E8018,HR,Manager,9,Text
E8019,Operations,Manager,5,Text
E8020,Finance,Analyst,6,Text
E8021,Marketing,Executive,6,Text
E8022,Marketing,Analyst,9,Video
E8023,HR,Intern,3,Video
E8024,HR,Analyst,7,Interactive
E8025,IT,Executive,4,Text
E8026,Marketing,Intern,7,Interactive
E8027,HR,Analyst,2,Text
E8028,Operations,Intern,0,Text
E8029,Finance,Intern,2,Video
E8030,Finance,Intern,7,Video
E8031,Finance,Analyst,8,Video
E8032,Finance,Manager,8,Text
E8033,Finance,Analyst,6,Interactive
E8034,Marketing,Analyst,3,Text
E8035,Finance,Manager,10,Video
E8036,HR,Analyst,1,Interactive
E8037,HR,Analyst,10,Text
E8038,Operations,Executive,2,Text
E8039,HR,Analyst,0,Interactive
E8040,Finance,Manager,7,Interactive
E8041,Finance,Executive,8,Video
E8042,Operations,Manager,2,Video
E8043,IT,Analyst,7,Text
E8044,IT,Executive,8,Interactive
E8045,IT,Intern,10,Interactive
E8046,Finance,Manager,5,Text
E8047,HR,Analyst,6,Interactive
E8048,Finance,Analyst,0,Video
E8049,Finance,Intern,3,Text
E8050,Marketing,Analyst,5,Video
E8051,IT,Intern,6,Interactive
E8052,IT,Manager,7,Interactive
E8053,HR,Intern,1,Video
E8054,HR,Analyst,2,Text
E8055,IT,Executive,7,Interactive
E8056,Marketing,Manager,2,Video
E8057,IT,Executive,9,Text
E8058,Operations,Analyst,10,Interactive
E8059,HR,Analyst,3,Text
E8060,IT,Analyst,10,Text
E8061,IT,Manager,2,Interactive
E8062,Marketing,Executive,8,Text
E8063,IT,Manager,5,Interactive
E8064,Marketing,Analyst,5,Video
E8065,HR,Intern,10,Video
E8066,IT,Intern,6,Video
E8067,Finance,Executive,7,Video
E8068,Marketing,Manager,1,Interactive
E8069,Marketing,Manager,1,Interactive
E8070,IT,Analyst,0,Video
E8071,Marketing,Executive,5,Text
E8072,HR,Analyst,5,Interactive
E8073,IT,Intern,0,Text
E8074,Finance,Intern,6,Text
E8075,Operations,Analyst,1,Text
E8076,Marketing,Intern,10,Text
E8077,IT,Manager,8,Interactive
E8078,Finance,Intern,10,Interactive
E8079,Marketing,Intern,0,Text
E8080,Finance,Intern,6,Text
E8081,Finance,Manager,5,Interactive
E8082,Operations,Manager,10,Video
E8083,Marketing,Intern,6,Text
E8084,HR,Intern,8,Text
E8085,HR,Manager,3,Interactive
E8086,Marketing,Intern,2,Text
E8087,IT,Executive,10,Video
E8088,Operations,Intern,2,Interactive
E8089,IT,Executive,6,Interactive
E8090,Operations,Analyst,10,Interactive
E8091,Marketing,Analyst,1,Interactive
E8092,Finance,Executive,10,Text
E8093,HR,Intern,5,Text
E8094,HR,Analyst,5,Interactive
E8095,Finance,Executive,4,Text
E8096,HR,Analyst,3,Text
E8097,HR,Executive,3,Video
E8098,HR,Executive,9,Video
E8099,IT,Analyst,5,Text
E8100,Finance,Intern,6,Text
E8101,Marketing,Executive,7,Video
E8102,Operations,Manager,5,Text
E8103,Operations,Analyst,10,Text
E8104,Operations,Executive,1,Video
E8105,IT,Manager,8,Video
E8106,HR,Manager,1,Video
E8107,Marketing,Executive,0,Video
E8108,Marketing,Manager,6,Video
E8109,Operations,Manager,0,Interactive
E8110,Finance,Executive,10,Interactive
E8111,Finance,Executive,9,Video
E8112,HR,Manager,2,Video
E8113,HR,Analyst,3,Video
E8114,Marketing,Executive,7,Text
E8115,Operations,Executive,1,Interactive
E8116,Marketing,Executive,10,Text
E8117,IT,Manager,4,Video
E8118,Operations,Intern,1,Video
E8119,Finance,Analyst,0,Video
E8120,Operations,Intern,4,Video
E8121,Operations,Manager,10,Video
E8122,Operations,Manager,3,Video
E8123,IT,Executive,9,Text
E8124,Operations,Executive,6,Interactive
E8125,Marketing,Intern,10,Text
E8126,HR,Executive,6,Interactive
E8127,IT,Executive,10,Text
E8128,Finance,Analyst,4,Interactive
E8129,IT,Manager,6,Video
E8130,HR,Intern,9,Interactive
E8131,Operations,Executive,7,Text
E8132,IT,Executive,8,Text
E8133,HR,Executive,0,Interactive
E8134,Marketing,Executive,2,Text
E8135,Finance,Executive,10,Text
E8136,IT,Executive,4,Interactive
E8137,Finance,Manager,3,Video
E8138,Operations,Analyst,10,Interactive
E8139,IT,Executive,4,Text
E8140,HR,Analyst,7,Video
E8141,IT,Executive,9,Text
E8142,Finance,Intern,10,Video
E8143,Operations,Intern,6,Video
E8144,Operations,Analyst,8,Video
E8145,HR,Analyst,8,Video
E8146,HR,Analyst,5,Video
E8147,Finance,Analyst,5,Text
E8148,HR,Manager,0,Video
E8149,Finance,Analyst,9,Text
E8150,Finance,Analyst,0,Interactive
E8151,HR,Intern,2,Interactive
E8152,Marketing,Executive,0,Video
E8153,Finance,Intern,8,Text
E8154,HR,Intern,10,Video
E8155,HR,Analyst,9,Text
E8156,Marketing,Executive,7,Text
E8157,HR,Manager,3,Interactive
E8158,Finance,Executive,2,Video
E8159,Operations,Executive,8,Interactive
E8160,Operations,Manager,5,Text
E8161,Marketing,Analyst,9,Video
E8162,HR,Executive,0,Video
E8163,IT,Analyst,3,Interactive
E8164,Marketing,Executive,1,Interactive
E8165,Finance,Intern,2,Text
E8166,Operations,Intern,1,Interactive
E8167,IT,Analyst,7,Text
E8168,Operations,Executive,3,Video
E8169,HR,Intern,10,Video
E8170,Operations,Executive,1,Video
E8171,Finance,Executive,5,Video
E8172,IT,Manager,1,Text
E8173,Finance,Manager,7,Video
E8174,Marketing,Manager,2,Interactive
E8175,Operations,Executive,0,Video
E8176,Finance,Executive,2,Interactive
E8177,Operations,Analyst,9,Text
E8178,Finance,Manager,5,Video
E8179,IT,Intern,9,Video
E8180,Operations,Manager,6,Video
E8181,Marketing,Executive,9,Video
E8182,IT,Analyst,4,Interactive
E8183,Marketing,Manager,2,Interactive
E8184,Marketing,Intern,3,Interactive
E8185,HR,Executive,10,Video
E8186,Marketing,Manager,5,Interactive
E8187,Finance,Executive,7,Text
E8188,Marketing,Intern,3,Interactive
E8189,Marketing,Analyst,0,Video
E8190,IT,Intern,7,Text
E8191,IT,Intern,8,Interactive
E8192,Finance,Manager,1,Interactive
E8193,HR,Executive,8,Interactive
E8194,Marketing,Executive,9,Interactive
E8195,Operations,Manager,4,Text
E8196,IT,Intern,2,Interactive
E8197,IT,Executive,8,Interactive
E8198,HR,Manager,0,Text
E8199,IT,Executive,7,Interactive
E8200,HR,Analyst,9,Text
E8201,HR,Intern,4,Video
E8202,HR,Analyst,1,Interactive
E8203,HR,Intern,3,Text
E8204,Operations,Analyst,8,Interactive
E8205,HR,Analyst,1,Text
E8206,Marketing,Analyst,6,Video
E8207,HR,Analyst,6,Text
E8208,Marketing,Manager,3,Video
E8209,Finance,Manager,3,Video
E8210,IT,Analyst,5,Video
E8211,Finance,Executive,3,Video
E8212,HR,Manager,9,Interactive
E8213,Finance,Intern,1,Video
E8214,Operations,Intern,5,Text
E8215,IT,Executive,3,Interactive
E8216,IT,Analyst,6,Video
E8217,Marketing,Intern,8,Interactive
E8218,IT,Executive,5,Interactive
E8219,HR,Manager,8,Interactive
E8220,Marketing,Intern,8,Text
E8221,Marketing,Analyst,0,Text
E8222,IT,Executive,8,Text
E8223,HR,Manager,1,Interactive
E8224,IT,Analyst,5,Text
E8225,Marketing,Analyst,3,Interactive
E8226,Finance,Intern,9,Text
E8227,IT,Manager,4,Video
E8228,Finance,Analyst,4,Video
E8229,Operations,Intern,8,Interactive
E8230,Marketing,Executive,5,Interactive
E8231,Finance,Executive,3,Video
E8232,HR,Manager,1,Text
E8233,IT,Manager,7,Interactive
E8234,IT,Analyst,5,Text
E8235,Operations,Manager,6,Video
E8236,Operations,Analyst,5,Interactive
E8237,Finance,Analyst,2,Interactive
E8238,Finance,Intern,8,Video
E8239,HR,Analyst,0,Video
E8240,Finance,Executive,1,Text
E8241,Operations,Executive,6,Video
E8242,Marketing,Intern,7,Interactive
E8243,Operations,Manager,3,Video
E8244,Marketing,Intern,0,Text
E8245,HR,Executive,4,Interactive
E8246,Operations,Executive,4,Interactive
E8247,Marketing,Manager,8,Video
E8248,Operations,Analyst,6,Video
E8249,IT,Executive,6,Video
E8250,Operations,Analyst,9,Text
E8251,IT,Intern,10,Text
E8252,Operations,Analyst,1,Interactive
E8253,Marketing,Analyst,10,Text
E8254,IT,Executive,7,Video
E8255,Operations,Analyst,8,Interactive
E8256,Finance,Executive,2,Text
E8257,Operations,Intern,8,Video
E8258,Operations,Manager,2,Text
E8259,Marketing,Intern,8,Video
E8260,IT,Manager,2,Interactive
E8261,HR,Intern,5,Interactive
E8262,Marketing,Manager,7,Text
E8263,Marketing,Analyst,10,Video
E8264,Marketing,Executive,8,Text
E8265,Marketing,Intern,6,Video
E8266,IT,Manager,3,Text
E8267,HR,Executive,8,Interactive
E8268,Marketing,Intern,9,Video
E8269,Operations,Intern,1,Text
E8270,IT,Manager,7,Video
E8271,Operations,Analyst,3,Interactive
E8272,HR,Analyst,5,Text
E8273,Marketing,Manager,0,Interactive
E8274,IT,Analyst,1,Text
E8275,Finance,Executive,3,Video
E8276,HR,Intern,10,Video
E8277,Operations,Executive,10,Video
E8278,Finance,Executive,0,Text
E8279,HR,Intern,6,Video
E8280,Operations,Manager,2,Interactive
E8281,Operations,Executive,10,Text
E8282,Operations,Executive,6,Text
E8283,Finance,Intern,7,Video
E8284,Operations,Manager,6,Interactive
E8285,IT,Executive,9,Video
E8286,Operations,Intern,5,Interactive
E8287,Marketing,Intern,8,Text
E8288,Operations,Manager,4,Text
E8289,IT,Manager,8,Text
E8290,HR,Manager,10,Video
E8291,Operations,Analyst,7,Interactive
E8292,Operations,Executive,7,Interactive
E8293,IT,Analyst,6,Video
E8294,HR,Analyst,9,Text
E8295,Operations,Manager,4,Interactive
E8296,Marketing,Intern,0,Interactive
E8297,IT,Analyst,8,Video
E8298,IT,Manager,1,Interactive
E8299,IT,Analyst,2,Interactive
E8300,IT,Analyst,8,Interactive
E8301,HR,Executive,9,Video
E8302,IT,Analyst,3,Text
E8303,IT,Intern,0,Video
E8304,Finance,Intern,6,Video
E8305,Operations,Intern,10,Interactive
E8306,Operations,Executive,6,Interactive
E8307,Operations,Manager,3,Interactive
E8308,Finance,Executive,6,Interactive
E8309,HR,Analyst,2,Text
E8310,IT,Intern,1,Video
E8311,HR,Intern,2,Interactive
E8312,Operations,Manager,9,Interactive
E8313,Marketing,Executive,8,Video
E8314,HR,Intern,8,Interactive
E8315,Marketing,Executive,7,Text
E8316,Marketing,Manager,5,Video
E8317,HR,Intern,10,Text
E8318,Operations,Executive,0,Text
E8319,IT,Analyst,10,Text
E8320,Marketing,Manager,9,Interactive
E8321,Finance,Intern,1,Video
E8322,Finance,Intern,2,Text
E8323,Operations,Manager,9,Interactive
E8324,Operations,Executive,6,Video
E8325,IT,Executive,2,Interactive
E8326,Marketing,Analyst,10,Interactive
E8327,HR,Analyst,1,Interactive
E8328,Marketing,Analyst,3,Video
E8329,IT,Manager,6,Video
E8330,Operations,Manager,8,Interactive
E8331,IT,Intern,0,Video
E8332,Operations,Analyst,6,Video
E8333,Finance,Analyst,9,Video
E8334,HR,Executive,3,Interactive
E8335,Operations,Intern,5,Text
E8336,Marketing,Executive,2,Text
E8337,Finance,Manager,5,Video
E8338,Operations,Intern,1,Text
E8339,Finance,Manager,9,Text
E8340,Marketing,Analyst,10,Text
E8341,HR,Executive,7,Video
E8342,IT,Analyst,0,Video
E8343,Finance,Analyst,4,Text
E8344,HR,Manager,10,Video
E8345,IT,Executive,10,Video
E8346,Marketing,Analyst,7,Text
E8347,Marketing,Executive,5,Video
E8348,Finance,Intern,8,Text
E8349,HR,Executive,3,Video
E8350,IT,Manager,6,Interactive
E8351,Operations,Intern,5,Interactive
E8352,Finance,Executive,5,Text
E8353,Finance,Manager,3,Video
E8354,HR,Manager,3,Video
E8355,IT,Intern,2,Text
E8356,Marketing,Executive,7,Interactive
E8357,Marketing,Executive,10,Video
E8358,Finance,Manager,10,Interactive
E8359,Finance,Intern,6,Interactive
E8360,Marketing,Executive,10,Text
E8361,Finance,Manager,9,Interactive
E8362,IT,Analyst,1,Text
E8363,Operations,Analyst,8,Text
E8364,IT,Intern,9,Interactive
E8365,IT,Analyst,3,Video
E8366,Marketing,Executive,9,Text
E8367,Marketing,Intern,5,Video
E8368,Marketing,Intern,10,Text
E8369,Operations,Intern,0,Text
E8370,Finance,Manager,8,Text
E8371,IT,Analyst,0,Video
E8372,HR,Intern,4,Video
E8373,HR,Manager,2,Interactive
E8374,Finance,Intern,5,Interactive
E8375,HR,Executive,10,Text
E8376,IT,Executive,9,Video
E8377,Marketing,Executive,0,Text
E8378,Finance,Analyst,1,Text
E8379,Finance,Executive,9,Video
E8380,Finance,Executive,10,Interactive
E8381,IT,Executive,8,Interactive
E8382,Operations,Manager,3,Interactive
E8383,Finance,Analyst,3,Interactive
E8384,Finance,Intern,8,Video
E8385,Finance,Manager,2,Interactive
E8386,HR,Executive,6,Text
E8387,Operations,Analyst,4,Text
E8388,IT,Intern,2,Interactive
E8389,Finance,Executive,7,Interactive
E8390,Operations,Executive,10,Text
E8391,Finance,Manager,7,Video
E8392,IT,Manager,2,Video
E8393,IT,Intern,1,Interactive
E8394,Finance,Manager,5,Text
E8395,HR,Executive,2,Interactive
E8396,IT,Intern,3,Video
E8397,HR,Analyst,0,Text
E8398,Finance,Manager,1,Text
E8399,Finance,Intern,9,Interactive
E8400,IT,Intern,1,Text
E8401,Finance,Intern,7,Interactive
E8402,Marketing,Executive,10,Video
E8403,Operations,Executive,7,Text
E8404,HR,Manager,7,Text
E8405,Marketing,Intern,8,Interactive
E8406,Marketing,Executive,7,Interactive
E8407,Marketing,Manager,2,Text
E8408,Marketing,Manager,0,Text
E8409,Marketing,Intern,1,Interactive
E8410,IT,Intern,2,Text
E8411,IT,Intern,2,Video
E8412,Finance,Analyst,2,Text
E8413,Finance,Intern,0,Interactive
E8414,Finance,Manager,9,Interactive
E8415,Marketing,Analyst,4,Video
E8416,Finance,Executive,2,Text
E8417,IT,Manager,2,Text
E8418,IT,Executive,3,Text
E8419,IT,Intern,2,Interactive
E8420,Marketing,Executive,1,Text
E8421,IT,Intern,9,Interactive
E8422,Marketing,Executive,1,Text
E8423,Operations,Intern,2,Video
E8424,Operations,Analyst,5,Interactive
E8425,IT,Intern,7,Video
E8426,IT,Intern,4,Text
E8427,Finance,Intern,7,Interactive
E8428,Finance,Manager,5,Text
E8429,Finance,Analyst,7,Interactive
E8430,Marketing,Intern,7,Interactive
E8431,HR,Manager,8,Interactive
E8432,Finance,Analyst,0,Video
E8433,IT,Analyst,6,Video
E8434,HR,Intern,0,Interactive
E8435,Finance,Intern,2,Video
E8436,Operations,Manager,0,Interactive
E8437,HR,Intern,5,Video
E8438,Marketing,Analyst,6,Text
E8439,IT,Analyst,8,Interactive
E8440,Operations,Analyst,5,Video
E8441,HR,Manager,1,Interactive
E8442,Operations,Analyst,5,Video
E8443,HR,Executive,0,Interactive
E8444,Finance,Analyst,7,Interactive
E8445,Marketing,Intern,3,Interactive
E8446,HR,Analyst,4,Interactive
E8447,Marketing,Intern,1,Interactive
E8448,Marketing,Executive,6,Interactive
E8449,Marketing,Intern,9,Video
E8450,IT,Analyst,9,Video
E8451,HR,Executive,5,Interactive
E8452,IT,Manager,1,Text
E8453,Operations,Intern,2,Video
E8454,HR,Intern,7,Interactive
E8455,IT,Manager,3,Text
E8456,Operations,Manager,0,Text
E8457,IT,Intern,1,Interactive
E8458,Marketing,Analyst,6,Text
E8459,IT,Intern,4,Text
E8460,Marketing,Executive,7,Interactive
