survey_id,customer_id,score,comment,date
SV8630,C00016,2,Network issue,2020-03-22
SV8631,C00488,3,Great service,2024-02-17
SV8632,C00199,4,Great service,2020-11-10
SV8633,C00473,4,Network issue,2025-06-19
SV8634,C00088,2,Network issue,2024-04-10
SV8635,C00453,5,Too expensive,2024-10-24
SV8636,C00369,1,Network issue,2024-04-21
SV8637,C00287,2,Great service,2022-01-09
SV8638,C00158,3,Too expensive,2022-02-17
SV8639,C00442,1,Great service,2020-08-21
SV8640,C00122,5,Great service,2022-01-18
SV8641,C00251,4,Happy with Zain,2022-06-21
SV8642,C00177,5,Too expensive,2020-04-14
SV8643,C00479,1,Happy with Zain,2020-07-08
SV8644,C00368,2,Happy with Zain,2021-07-15
SV8645,C00020,2,Network issue,2025-02-17
SV8646,C00377,3,Happy with Zain,2023-08-25
SV8647,C00058,5,Great service,2023-09-18
SV8648,C00375,4,Too expensive,2022-05-25
SV8649,C00093,2,Happy with Zain,2024-01-11
SV8650,C00166,2,Network issue,2025-05-29
SV8651,C00307,1,Great service,2022-09-23
SV8652,C00039,4,Great service,2024-08-26
SV8653,C00140,3,Network issue,2024-06-22
SV8654,C00036,5,Too expensive,2021-05-23
SV8655,C00084,4,Happy with Zain,2021-03-26
SV8656,C00329,3,Great service,2021-12-28
SV8657,C00335,4,Great service,2025-03-02
SV8658,C00094,2,Network issue,2022-07-31
SV8659,C00333,4,Great service,2023-09-22
SV8660,C00190,5,Network issue,2023-06-12
SV8661,C00260,2,Network issue,2023-10-03
SV8662,C00378,2,Happy with Zain,2020-11-25
SV8663,C00042,3,Happy with Zain,2023-07-30
SV8664,C00132,4,Network issue,2023-06-21
SV8665,C00246,2,Network issue,2020-08-03
SV8666,C00463,4,Too expensive,2021-01-10
SV8667,C00117,5,Network issue,2021-10-27
SV8668,C00496,4,Happy with Zain,2024-11-28
SV8669,C00258,1,Network issue,2022-03-04
SV8670,C00277,3,Happy with Zain,2025-07-30
SV8671,C00273,2,Happy with Zain,2020-09-02
SV8672,C00143,2,Great service,2020-06-26
SV8673,C00359,4,Network issue,2020-03-11
SV8674,C00162,5,Network issue,2024-03-14
SV8675,C00279,1,Happy with Zain,2022-05-16
SV8676,C00088,3,Happy with Zain,2020-07-06
SV8677,C00083,1,Network issue,2024-08-06
SV8678,C00211,3,Network issue,2020-06-17
SV8679,C00296,4,Network issue,2024-04-07
SV8680,C00334,3,Too expensive,2020-07-05
SV8681,C00143,1,Too expensive,2021-04-19
SV8682,C00389,4,Great service,2021-02-25
SV8683,C00291,3,Great service,2020-01-23
SV8684,C00224,3,Network issue,2020-02-08
SV8685,C00003,4,Network issue,2025-07-03
SV8686,C00140,2,Too expensive,2024-05-24
SV8687,C00230,3,Great service,2020-06-24
SV8688,C00471,2,Too expensive,2022-08-17
SV8689,C00265,2,Great service,2020-08-04
SV8690,C00240,1,Great service,2022-06-03
SV8691,C00224,5,Happy with Zain,2023-08-06
SV8692,C00286,5,Great service,2025-01-03
SV8693,C00193,4,Too expensive,2022-06-08
SV8694,C00389,4,Great service,2020-02-21
SV8695,C00020,2,Happy with Zain,2022-02-19
SV8696,C00352,5,Network issue,2020-04-16
SV8697,C00491,1,Happy with Zain,2021-09-02
SV8698,C00050,4,Great service,2023-12-13
SV8699,C00386,2,Happy with Zain,2024-09-08
SV8700,C00413,1,Happy with Zain,2020-06-17
SV8701,C00374,3,Network issue,2022-04-07
SV8702,C00143,2,Great service,2024-02-10
SV8703,C00368,1,Network issue,2020-07-12
SV8704,C00339,1,Too expensive,2023-03-07
SV8705,C00075,3,Too expensive,2020-09-02
SV8706,C00068,3,Too expensive,2020-05-16
SV8707,C00025,4,Great service,2024-05-11
SV8708,C00170,2,Great service,2022-02-03
SV8709,C00245,3,Network issue,2025-03-23
SV8710,C00029,3,Happy with Zain,2024-07-10
SV8711,C00122,2,Network issue,2024-07-16
SV8712,C00385,2,Too expensive,2020-04-18
SV8713,C00151,4,Happy with Zain,2023-09-30
SV8714,C00447,3,Great service,2022-12-18
SV8715,C00354,3,Too expensive,2024-10-23
SV8716,C00314,4,Great service,2025-01-14
SV8717,C00479,1,Happy with Zain,2024-08-06
SV8718,C00317,5,Too expensive,2020-03-02
SV8719,C00199,3,Network issue,2021-04-29
SV8720,C00399,4,Great service,2020-02-29
SV8721,C00424,4,Network issue,2022-06-09
SV8722,C00096,3,Great service,2022-12-20
SV8723,C00286,5,Too expensive,2022-11-25
SV8724,C00402,5,Great service,2020-06-06
SV8725,C00440,2,Great service,2023-07-26
SV8726,C00382,3,Happy with Zain,2020-10-18
SV8727,C00324,4,Great service,2024-01-08
SV8728,C00293,3,Great service,2022-01-21
SV8729,C00488,5,Network issue,2024-01-03
SV8730,C00033,2,Too expensive,2023-09-12
SV8731,C00239,3,Happy with Zain,2021-10-28
SV8732,C00027,2,Happy with Zain,2024-06-22
SV8733,C00113,3,Happy with Zain,2025-06-22
SV8734,C00326,5,Too expensive,2023-02-21
SV8735,C00072,3,Network issue,2021-04-09
SV8736,C00222,2,Happy with Zain,2021-12-04
SV8737,C00127,4,Happy with Zain,2023-05-04
SV8738,C00223,4,Too expensive,2022-11-22
SV8739,C00380,3,Happy with Zain,2021-12-03
SV8740,C00244,2,Happy with Zain,2024-10-26
SV8741,C00298,4,Great service,2020-05-21
SV8742,C00237,2,Network issue,2020-07-17
SV8743,C00375,5,Great service,2023-01-03
SV8744,C00402,3,Network issue,2020-10-05
SV8745,C00025,3,Happy with Zain,2021-01-19
SV8746,C00332,2,Great service,2024-05-15
SV8747,C00059,3,Happy with Zain,2022-12-04
SV8748,C00380,2,Too expensive,2020-04-28
SV8749,C00100,2,Network issue,2020-12-21
SV8750,C00413,5,Happy with Zain,2022-06-01
SV8751,C00418,4,Too expensive,2025-04-30
SV8752,C00416,2,Happy with Zain,2023-07-11
SV8753,C00292,4,Network issue,2024-01-30
SV8754,C00022,1,Network issue,2020-01-05
SV8755,C00116,3,Too expensive,2020-03-02
SV8756,C00318,2,Network issue,2022-04-23
SV8757,C00405,1,Great service,2020-09-15
SV8758,C00087,1,Network issue,2025-08-15
SV8759,C00451,4,Too expensive,2022-04-26
SV8760,C00340,3,Too expensive,2022-02-19
SV8761,C00447,3,Too expensive,2022-12-24
SV8762,C00338,2,Happy with Zain,2023-01-09
SV8763,C00403,1,Great service,2020-10-04
SV8764,C00467,3,Great service,2021-02-04
SV8765,C00282,5,Too expensive,2023-06-22
SV8766,C00036,1,Network issue,2020-07-20
SV8767,C00449,2,Too expensive,2024-06-10
SV8768,C00247,4,Too expensive,2023-07-13
SV8769,C00342,5,Network issue,2022-02-21
SV8770,C00156,5,Too expensive,2025-07-09
SV8771,C00190,5,Happy with Zain,2022-01-10
SV8772,C00067,2,Too expensive,2024-10-10
SV8773,C00077,2,Great service,2022-08-23
SV8774,C00289,2,Great service,2023-04-01
SV8775,C00432,5,Too expensive,2025-03-09
SV8776,C00034,4,Too expensive,2021-09-29
SV8777,C00337,3,Great service,2023-03-30
SV8778,C00390,2,Network issue,2020-05-26
SV8779,C00406,4,Happy with Zain,2021-03-08
SV8780,C00223,2,Great service,2025-03-09
SV8781,C00466,1,Great service,2023-01-25
SV8782,C00054,2,Network issue,2021-10-03
SV8783,C00154,4,Great service,2020-09-18
SV8784,C00323,4,Happy with Zain,2023-07-11
SV8785,C00301,4,Happy with Zain,2023-10-09
SV8786,C00232,2,Great service,2020-09-04
SV8787,C00483,5,Network issue,2022-02-08
SV8788,C00024,1,Network issue,2020-09-11
SV8789,C00291,5,Great service,2024-11-06
SV8790,C00021,4,Happy with Zain,2025-03-30
SV8791,C00456,2,Great service,2020-08-25
SV8792,C00337,5,Great service,2020-11-01
SV8793,C00269,1,Network issue,2023-09-09
SV8794,C00239,1,Happy with Zain,2025-02-13
SV8795,C00197,5,Too expensive,2022-01-17
SV8796,C00117,5,Happy with Zain,2023-07-06
SV8797,C00166,4,Too expensive,2025-08-12
SV8798,C00416,3,Great service,2025-07-20
SV8799,C00383,4,Great service,2021-02-10
SV8800,C00166,3,Network issue,2023-10-22
SV8801,C00371,4,Too expensive,2021-05-15
SV8802,C00447,2,Network issue,2025-09-26
SV8803,C00259,2,Too expensive,2021-05-26
SV8804,C00252,5,Network issue,2022-09-07
SV8805,C00183,1,Too expensive,2022-07-19
SV8806,C00447,2,Too expensive,2020-07-27
SV8807,C00234,3,Great service,2025-08-22
SV8808,C00268,5,Great service,2021-10-19
SV8809,C00149,1,Too expensive,2021-10-10
SV8810,C00257,3,Too expensive,2024-04-16
SV8811,C00171,2,Network issue,2024-11-06
SV8812,C00067,5,Too expensive,2021-06-28
SV8813,C00244,2,Great service,2022-05-29
SV8814,C00472,5,Network issue,2023-04-28
SV8815,C00477,4,Network issue,2025-08-24
SV8816,C00344,4,Happy with Zain,2020-02-09
SV8817,C00031,1,Network issue,2020-03-21
SV8818,C00478,1,Happy with Zain,2025-05-22
SV8819,C00413,2,Happy with Zain,2024-11-10
SV8820,C00004,5,Happy with Zain,2025-01-17
SV8821,C00105,4,Great service,2025-01-24
SV8822,C00044,2,Great service,2021-05-15
SV8823,C00168,2,Network issue,2020-11-25
SV8824,C00258,1,Too expensive,2022-12-06
SV8825,C00276,3,Network issue,2024-06-28
SV8826,C00369,3,Happy with Zain,2021-03-15
SV8827,C00003,5,Happy with Zain,2021-11-08
SV8828,C00019,4,Great service,2020-02-13
SV8829,C00362,4,Network issue,2022-01-14
SV8830,C00229,5,Too expensive,2022-06-24
SV8831,C00286,4,Great service,2020-12-31
SV8832,C00256,4,Network issue,2020-11-11
SV8833,C00360,3,Great service,2022-03-25
SV8834,C00401,1,Happy with Zain,2020-03-17
SV8835,C00148,4,Too expensive,2022-07-12
SV8836,C00153,1,Too expensive,2024-07-14
SV8837,C00180,5,Happy with Zain,2020-06-10
SV8838,C00386,1,Too expensive,2024-06-17
SV8839,C00036,3,Network issue,2021-09-04
SV8840,C00149,5,Network issue,2025-08-07
SV8841,C00272,2,Network issue,2022-07-11
SV8842,C00094,4,Too expensive,2022-07-02
SV8843,C00488,4,Great service,2023-01-19
SV8844,C00007,2,Happy with Zain,2022-04-03
SV8845,C00020,3,Network issue,2023-05-18
SV8846,C00097,5,Happy with Zain,2024-03-18
SV8847,C00296,3,Happy with Zain,2023-10-08
SV8848,C00205,2,Network issue,2024-03-20
SV8849,C00094,5,Too expensive,2021-07-20
SV8850,C00117,3,Network issue,2023-07-05
SV8851,C00247,5,Great service,2020-03-11
SV8852,C00076,2,Network issue,2021-10-24
SV8853,C00103,1,Network issue,2021-09-19
SV8854,C00043,4,Too expensive,2023-10-30
SV8855,C00444,3,Happy with Zain,2022-03-07
SV8856,C00234,4,Happy with Zain,2020-12-13
SV8857,C00456,5,Happy with Zain,2025-06-13
SV8858,C00323,3,Happy with Zain,2020-05-14
SV8859,C00095,1,Great service,2021-05-13
SV8860,C00397,5,Great service,2023-11-29
SV8861,C00057,3,Happy with Zain,2024-03-01
SV8862,C00310,4,Happy with Zain,2021-12-01
SV8863,C00110,1,Happy with Zain,2025-05-31
SV8864,C00157,5,Too expensive,2025-01-28
SV8865,C00106,5,Network issue,2024-02-06
SV8866,C00041,1,Great service,2024-05-19
SV8867,C00248,3,Great service,2022-07-23
SV8868,C00061,1,Great service,2022-03-02
SV8869,C00016,5,Happy with Zain,2020-01-30
SV8870,C00021,2,Network issue,2021-10-12
SV8871,C00441,3,Too expensive,2023-03-29
SV8872,C00345,5,Network issue,2022-12-19
SV8873,C00439,1,Network issue,2021-02-05
SV8874,C00154,5,Too expensive,2024-07-28
SV8875,C00128,3,Great service,2024-11-15
SV8876,C00100,5,Great service,2021-09-12
SV8877,C00363,1,Happy with Zain,2023-09-11
SV8878,C00327,5,Too expensive,2024-03-27
SV8879,C00148,5,Network issue,2022-03-26
SV8880,C00122,5,Too expensive,2020-06-11
SV8881,C00455,5,Great service,2023-03-31
SV8882,C00162,3,Network issue,2025-01-28
SV8883,C00289,4,Network issue,2025-05-18
SV8884,C00166,5,Network issue,2021-07-21
SV8885,C00303,5,Happy with Zain,2022-12-02
SV8886,C00279,2,Great service,2020-02-22
SV8887,C00355,3,Happy with Zain,2020-11-26
SV8888,C00100,1,Network issue,2025-09-04
SV8889,C00292,3,Too expensive,2024-06-14
SV8890,C00357,5,Network issue,2023-08-05
SV8891,C00072,2,Happy with Zain,2025-05-21
SV8892,C00202,4,Happy with Zain,2022-03-26
SV8893,C00046,3,Great service,2020-08-18
SV8894,C00089,2,Great service,2022-07-28
SV8895,C00143,1,Happy with Zain,2020-06-30
SV8896,C00463,2,Too expensive,2024-08-04
SV8897,C00369,4,Too expensive,2025-07-03
SV8898,C00177,1,Network issue,2021-07-25
SV8899,C00245,3,Happy with Zain,2024-06-14
SV8900,C00277,3,Happy with Zain,2020-12-30
SV8901,C00246,3,Great service,2023-12-17
SV8902,C00010,3,Great service,2021-02-01
SV8903,C00475,3,Network issue,2022-07-09
SV8904,C00218,4,Too expensive,2023-03-07
SV8905,C00153,5,Great service,2024-12-28
SV8906,C00056,5,Too expensive,2020-11-01
SV8907,C00198,5,Too expensive,2024-03-16
SV8908,C00377,1,Great service,2022-02-18
SV8909,C00165,4,Network issue,2024-12-14
SV8910,C00274,5,Happy with Zain,2025-08-22
SV8911,C00120,4,Great service,2024-02-09
SV8912,C00297,5,Great service,2025-06-30
SV8913,C00018,1,Network issue,2021-02-21
SV8914,C00002,3,Great service,2021-09-04
SV8915,C00438,3,Happy with Zain,2024-12-12
SV8916,C00246,5,Too expensive,2025-05-14
SV8917,C00141,5,Great service,2024-02-22
SV8918,C00298,1,Too expensive,2024-04-28
SV8919,C00024,4,Network issue,2022-05-17
SV8920,C00399,3,Great service,2022-02-19
SV8921,C00474,1,Network issue,2021-09-16
SV8922,C00317,1,Great service,2020-02-11
SV8923,C00221,3,Happy with Zain,2020-09-21
SV8924,C00328,3,Too expensive,2020-05-13
SV8925,C00395,3,Too expensive,2025-09-06
SV8926,C00008,3,Too expensive,2025-02-03
SV8927,C00126,2,Great service,2025-01-05
SV8928,C00393,3,Happy with Zain,2024-12-23
SV8929,C00350,1,Great service,2023-05-12
SV8930,C00113,2,Too expensive,2022-07-11
SV8931,C00378,4,Happy with Zain,2025-07-05
SV8932,C00101,3,Too expensive,2020-03-09
SV8933,C00010,1,Network issue,2022-08-30
SV8934,C00423,3,Great service,2023-01-01
SV8935,C00243,3,Network issue,2024-07-12
SV8936,C00385,2,Too expensive,2025-04-03
SV8937,C00369,4,Happy with Zain,2024-05-09
SV8938,C00460,1,Network issue,2025-01-29
SV8939,C00059,4,Too expensive,2020-05-10
SV8940,C00082,3,Network issue,2023-02-02
SV8941,C00445,5,Too expensive,2024-01-28
SV8942,C00336,3,Too expensive,2024-11-29
SV8943,C00163,3,Too expensive,2022-05-19
SV8944,C00203,5,Great service,2023-12-27
SV8945,C00270,3,Network issue,2020-09-03
SV8946,C00333,3,Happy with Zain,2025-04-02
SV8947,C00259,4,Happy with Zain,2020-11-18
SV8948,C00116,1,Happy with Zain,2020-06-16
SV8949,C00489,3,Network issue,2021-02-25
SV8950,C00449,4,Too expensive,2024-07-14
SV8951,C00128,1,Network issue,2022-08-05
SV8952,C00132,5,Great service,2024-09-19
SV8953,C00187,3,Too expensive,2020-11-01
SV8954,C00132,5,Great service,2022-02-25
SV8955,C00065,3,Great service,2023-11-21
SV8956,C00308,1,Network issue,2020-06-02
SV8957,C00218,2,Too expensive,2020-03-30
SV8958,C00029,2,Great service,2022-08-20
SV8959,C00465,1,Happy with Zain,2024-12-03
SV8960,C00104,3,Happy with Zain,2022-07-13
SV8961,C00029,2,Happy with Zain,2020-05-04
SV8962,C00180,4,Network issue,2024-01-21
SV8963,C00182,1,Happy with Zain,2024-12-09
SV8964,C00128,2,Network issue,2022-10-15
SV8965,C00417,2,Network issue,2022-04-14
SV8966,C00309,4,Happy with Zain,2020-09-20
SV8967,C00403,1,Happy with Zain,2023-11-11
SV8968,C00006,2,Happy with Zain,2020-10-20
SV8969,C00493,1,Great service,2023-12-06
SV8970,C00287,5,Great service,2020-02-01
SV8971,C00093,4,Network issue,2022-08-12
SV8972,C00379,2,Network issue,2020-03-16
SV8973,C00201,3,Great service,2022-05-24
SV8974,C00384,3,Network issue,2021-12-23
SV8975,C00226,3,Happy with Zain,2023-01-27
SV8976,C00467,1,Too expensive,2025-03-30
SV8977,C00458,2,Great service,2025-07-11
SV8978,C00072,5,Great service,2025-01-20
SV8979,C00382,2,Too expensive,2021-08-06
SV8980,C00174,3,Too expensive,2021-07-06
SV8981,C00048,5,Great service,2020-09-04
SV8982,C00442,5,Network issue,2023-10-30
SV8983,C00232,5,Network issue,2020-03-03
SV8984,C00041,1,Great service,2021-01-26
SV8985,C00439,1,Too expensive,2023-09-28
SV8986,C00177,5,Network issue,2021-10-10
SV8987,C00189,4,Network issue,2022-11-13
SV8988,C00500,4,Happy with Zain,2021-08-15
SV8989,C00251,1,Network issue,2020-09-16
SV8990,C00046,5,Too expensive,2023-11-21
SV8991,C00227,3,Network issue,2024-08-23
SV8992,C00453,5,Network issue,2025-07-30
SV8993,C00457,4,Great service,2021-03-17
SV8994,C00309,4,Too expensive,2022-04-23
SV8995,C00198,2,Great service,2025-08-16
SV8996,C00438,5,Happy with Zain,2020-10-31
SV8997,C00384,5,Network issue,2022-09-26
SV8998,C00150,1,Great service,2025-01-04
SV8999,C00428,1,Network issue,2024-04-21
SV9000,C00088,1,Great service,2025-05-15
SV9001,C00024,4,Happy with Zain,2025-01-24
SV9002,C00033,1,Great service,2024-10-08
SV9003,C00382,3,Network issue,2020-06-13
SV9004,C00194,1,Network issue,2023-02-16
SV9005,C00218,4,Too expensive,2025-06-06
SV9006,C00283,2,Happy with Zain,2020-08-21
SV9007,C00288,2,Happy with Zain,2020-04-20
SV9008,C00157,4,Great service,2023-01-20
SV9009,C00265,4,Too expensive,2021-04-23
SV9010,C00420,4,Network issue,2021-03-14
SV9011,C00357,1,Great service,2021-08-14
SV9012,C00464,2,Network issue,2020-07-11
SV9013,C00227,5,Happy with Zain,2023-07-22
SV9014,C00164,2,Network issue,2023-09-25
SV9015,C00129,5,Too expensive,2022-12-04
SV9016,C00029,2,Network issue,2020-05-18
SV9017,C00288,5,Network issue,2025-06-01
SV9018,C00063,3,Network issue,2024-10-07
SV9019,C00328,3,Happy with Zain,2023-07-28
SV9020,C00026,5,Happy with Zain,2023-01-21
SV9021,C00040,4,Happy with Zain,2020-03-21
SV9022,C00316,2,Too expensive,2021-12-18
SV9023,C00069,4,Happy with Zain,2024-04-25
SV9024,C00225,4,Too expensive,2025-04-24
SV9025,C00392,5,Network issue,2025-03-10
SV9026,C00229,4,Network issue,2020-12-09
SV9027,C00423,3,Too expensive,2022-05-24
SV9028,C00478,5,Great service,2024-12-15
SV9029,C00385,4,Too expensive,2022-11-29
SV9030,C00445,5,Too expensive,2024-06-10
SV9031,C00038,4,Great service,2021-04-25
SV9032,C00358,4,Too expensive,2024-04-14
SV9033,C00477,3,Network issue,2020-01-27
SV9034,C00438,3,Too expensive,2022-03-21
SV9035,C00065,2,Great service,2020-03-23
SV9036,C00476,4,Too expensive,2020-05-27
SV9037,C00394,4,Great service,2023-12-08
SV9038,C00457,5,Too expensive,2025-08-02
SV9039,C00242,4,Great service,2023-08-03
SV9040,C00445,1,Happy with Zain,2025-04-13
SV9041,C00087,5,Network issue,2020-12-28
SV9042,C00279,1,Happy with Zain,2024-02-28
SV9043,C00125,4,Great service,2021-03-13
SV9044,C00179,5,Great service,2020-09-13
SV9045,C00074,5,Happy with Zain,2023-07-09
SV9046,C00436,5,Great service,2025-06-30
SV9047,C00079,5,Too expensive,2021-04-27
SV9048,C00462,1,Network issue,2021-10-09
SV9049,C00140,2,Happy with Zain,2024-04-11
SV9050,C00030,2,Great service,2022-02-25
SV9051,C00206,1,Great service,2024-12-17
SV9052,C00078,4,Network issue,2024-09-05
SV9053,C00316,1,Happy with Zain,2025-08-16
SV9054,C00476,5,Great service,2025-08-03
SV9055,C00410,5,Network issue,2022-02-17
SV9056,C00069,5,Happy with Zain,2023-09-08
SV9057,C00493,5,Network issue,2020-10-03
SV9058,C00302,1,Happy with Zain,2024-09-19
SV9059,C00044,1,Great service,2021-03-11
SV9060,C00323,4,Great service,2024-01-11
SV9061,C00338,3,Too expensive,2021-06-16
SV9062,C00104,3,Great service,2020-12-20
SV9063,C00425,1,Network issue,2022-07-05
SV9064,C00389,1,Happy with Zain,2021-02-08
SV9065,C00028,1,Too expensive,2025-04-18
SV9066,C00461,1,Happy with Zain,2024-12-01
SV9067,C00315,5,Happy with Zain,2020-03-25
SV9068,C00295,2,Great service,2021-12-18
SV9069,C00323,3,Network issue,2024-11-12
SV9070,C00049,3,Happy with Zain,2023-09-07
SV9071,C00316,1,Network issue,2021-07-13
SV9072,C00260,3,Great service,2025-03-17
SV9073,C00425,3,Great service,2023-08-17
SV9074,C00477,1,Happy with Zain,2022-08-08
SV9075,C00450,3,Great service,2023-05-27
SV9076,C00397,5,Too expensive,2021-05-18
SV9077,C00068,1,Happy with Zain,2024-12-08
SV9078,C00129,3,Great service,2023-12-21
SV9079,C00460,2,Happy with Zain,2024-03-15
SV9080,C00460,2,Happy with Zain,2025-04-05
SV9081,C00123,5,Great service,2021-04-12
SV9082,C00003,2,Great service,2025-06-01
SV9083,C00451,1,Network issue,2025-04-07
SV9084,C00137,2,Network issue,2021-10-26
SV9085,C00283,5,Too expensive,2021-10-31
SV9086,C00109,4,Great service,2020-05-01
SV9087,C00384,2,Too expensive,2024-12-02
SV9088,C00038,1,Network issue,2025-01-27
SV9089,C00076,5,Too expensive,2023-07-07
SV9090,C00456,2,Too expensive,2021-03-18
SV9091,C00379,4,Network issue,2022-07-13
SV9092,C00054,4,Network issue,2024-08-23
SV9093,C00335,1,Too expensive,2021-03-22
SV9094,C00009,2,Great service,2022-10-03
SV9095,C00148,4,Network issue,2025-06-20
SV9096,C00121,2,Network issue,2024-09-13
SV9097,C00498,1,Happy with Zain,2023-05-21
SV9098,C00091,3,Network issue,2024-08-12
SV9099,C00098,5,Network issue,2023-02-08
SV9100,C00128,1,Too expensive,2020-06-21
SV9101,C00099,3,Too expensive,2022-08-29
SV9102,C00255,1,Too expensive,2023-11-07
SV9103,C00172,5,Too expensive,2020-07-20
SV9104,C00301,1,Too expensive,2022-01-22
SV9105,C00129,2,Great service,2023-04-11
SV9106,C00229,5,Happy with Zain,2024-12-15
SV9107,C00361,2,Too expensive,2022-09-28
SV9108,C00022,5,Too expensive,2024-02-18
SV9109,C00155,4,Network issue,2021-05-01
SV9110,C00462,5,Happy with Zain,2023-03-26
SV9111,C00474,3,Great service,2021-12-18
SV9112,C00418,1,Great service,2021-03-29
SV9113,C00364,4,Great service,2025-04-14
SV9114,C00055,2,Too expensive,2023-09-12
SV9115,C00456,3,Network issue,2021-12-29
SV9116,C00472,5,Network issue,2021-02-20
SV9117,C00247,2,Too expensive,2021-02-22
SV9118,C00054,1,Network issue,2023-11-26
SV9119,C00261,1,Network issue,2025-05-26
SV9120,C00015,1,Network issue,2020-05-25
SV9121,C00382,2,Network issue,2023-03-18
SV9122,C00270,4,Network issue,2022-10-25
SV9123,C00079,5,Happy with Zain,2023-07-14
SV9124,C00052,1,Happy with Zain,2024-05-31
SV9125,C00063,5,Network issue,2021-02-28
SV9126,C00237,4,Too expensive,2024-05-01
SV9127,C00085,3,Great service,2025-02-25
SV9128,C00223,5,Network issue,2023-05-31
SV9129,C00385,5,Happy with Zain,2021-09-22
SV9130,C00234,3,Great service,2024-02-02
SV9131,C00348,3,Happy with Zain,2020-10-09
SV9132,C00072,4,Happy with Zain,2022-05-21
SV9133,C00291,3,Too expensive,2023-02-21
SV9134,C00399,3,Too expensive,2020-02-12
SV9135,C00077,3,Great service,2025-08-21
SV9136,C00304,4,Too expensive,2023-06-23
SV9137,C00394,5,Happy with Zain,2025-06-24
SV9138,C00009,5,Network issue,2023-12-08
SV9139,C00061,4,Too expensive,2021-05-21
SV9140,C00429,1,Great service,2025-03-28
SV9141,C00198,2,Network issue,2020-10-28
SV9142,C00005,3,Network issue,2020-02-07
SV9143,C00207,3,Great service,2020-07-30
SV9144,C00040,3,Network issue,2020-05-14
SV9145,C00371,2,Network issue,2024-07-27
SV9146,C00035,3,Great service,2020-12-21
SV9147,C00099,1,Great service,2021-05-07
SV9148,C00211,3,Great service,2020-06-21
SV9149,C00415,5,Too expensive,2020-10-01
SV9150,C00181,2,Happy with Zain,2022-05-15
SV9151,C00064,1,Great service,2022-08-12
SV9152,C00295,4,Too expensive,2022-01-03
SV9153,C00065,5,Network issue,2022-08-13
SV9154,C00169,2,Great service,2021-10-03
SV9155,C00461,3,Too expensive,2022-03-20
SV9156,C00017,2,Great service,2023-12-04
SV9157,C00147,2,Happy with Zain,2025-01-26
SV9158,C00251,3,Great service,2024-07-29
SV9159,C00185,2,Great service,2021-06-25
SV9160,C00373,4,Too expensive,2022-03-07
SV9161,C00012,1,Great service,2025-02-10
SV9162,C00173,2,Great service,2020-12-07
SV9163,C00317,3,Too expensive,2022-01-27
SV9164,C00185,5,Great service,2021-09-15
SV9165,C00149,2,Great service,2023-01-05
SV9166,C00319,2,Network issue,2021-12-13
SV9167,C00435,4,Network issue,2023-09-19
SV9168,C00118,1,Happy with Zain,2023-08-10
SV9169,C00148,2,Happy with Zain,2023-08-31
SV9170,C00035,5,Happy with Zain,2024-11-24
SV9171,C00218,3,Too expensive,2025-09-29
SV9172,C00321,2,Too expensive,2024-12-12
SV9173,C00432,4,Too expensive,2024-12-28
SV9174,C00208,5,Network issue,2024-08-25
SV9175,C00025,5,Happy with Zain,2021-05-13
SV9176,C00091,2,Happy with Zain,2022-02-02
SV9177,C00120,5,Too expensive,2022-06-08
SV9178,C00282,3,Happy with Zain,2025-03-22
SV9179,C00167,5,Happy with Zain,2024-08-21
SV9180,C00194,3,Network issue,2022-02-21
SV9181,C00167,4,Network issue,2021-01-16
SV9182,C00097,5,Happy with Zain,2023-09-11
SV9183,C00123,3,Great service,2022-03-13
SV9184,C00203,2,Network issue,2022-11-30
SV9185,C00117,2,Network issue,2023-08-02
SV9186,C00240,1,Network issue,2020-04-13
SV9187,C00207,1,Network issue,2022-04-22
SV9188,C00357,3,Too expensive,2024-01-28
SV9189,C00268,4,Too expensive,2023-08-23
SV9190,C00476,5,Great service,2021-05-31
SV9191,C00106,1,Network issue,2021-03-07
SV9192,C00386,1,Great service,2025-02-28
SV9193,C00139,1,Great service,2023-05-12
SV9194,C00085,1,Great service,2024-07-03
SV9195,C00460,2,Too expensive,2022-08-03
SV9196,C00035,2,Happy with Zain,2020-08-07
SV9197,C00151,2,Great service,2024-04-01
SV9198,C00228,1,Great service,2020-12-14
SV9199,C00375,4,Too expensive,2020-05-22
SV9200,C00401,4,Happy with Zain,2024-09-19
SV9201,C00417,2,Great service,2022-01-21
SV9202,C00361,4,Great service,2024-09-30
SV9203,C00213,5,Great service,2022-07-12
SV9204,C00192,1,Great service,2024-11-11
SV9205,C00243,4,Network issue,2021-10-10
SV9206,C00399,3,Great service,2023-11-22
SV9207,C00459,1,Network issue,2020-04-21
SV9208,C00044,3,Happy with Zain,2024-05-03
SV9209,C00317,5,Happy with Zain,2025-04-26
SV9210,C00359,5,Network issue,2024-05-16
SV9211,C00307,2,Too expensive,2024-06-10
SV9212,C00489,1,Happy with Zain,2023-03-08
SV9213,C00318,5,Happy with Zain,2024-10-10
SV9214,C00459,4,Happy with Zain,2025-07-03
SV9215,C00174,2,Happy with Zain,2020-06-25
SV9216,C00345,3,Too expensive,2021-09-24
SV9217,C00167,2,Great service,2023-02-27
SV9218,C00174,5,Too expensive,2021-04-03
SV9219,C00206,2,Too expensive,2022-09-20
SV9220,C00389,3,Great service,2020-02-17
