record_id,region,signal_strength,latency_ms,downtime_minutes,date
NP07558,Isa Town,1,111,9,2022-03-14
NP07559,Riffa,4,100,22,2025-05-03
NP07560,Isa Town,2,127,17,2020-08-13
NP07561,Manama,2,86,34,2024-09-06
NP07562,Riffa,1,76,5,2025-05-28
NP07563,Manama,1,82,51,2024-07-31
NP07564,Manama,1,102,33,2024-06-26
NP07565,Riffa,1,114,56,2020-11-01
NP07566,Isa Town,2,53,50,2021-09-08
NP07567,Muharraq,3,150,25,2020-04-04
NP07568,Muharraq,5,99,39,2022-08-20
NP07569,Manama,3,167,15,2021-10-07
NP07570,Isa Town,5,20,0,2023-04-20
NP07571,Muharraq,3,55,3,2020-02-06
NP07572,Riffa,2,63,60,2020-09-03
NP07573,Riffa,1,109,19,2024-08-12
NP07574,Riffa,1,71,46,2020-01-11
NP07575,Riffa,4,66,7,2023-12-04
NP07576,Manama,4,99,44,2020-03-06
NP07577,Riffa,1,48,22,2021-01-16
NP07578,Muharraq,4,136,47,2020-08-28
NP07579,Manama,4,170,51,2023-06-20
NP07580,Riffa,3,63,56,2025-04-24
NP07581,Muharraq,2,14,59,2024-07-23
NP07582,Riffa,2,18,1,2025-06-06
NP07583,Isa Town,5,49,5,2020-10-22
NP07584,Riffa,5,155,6,2024-12-14
NP07585,Isa Town,3,163,7,2020-09-24
NP07586,Isa Town,5,155,7,2025-06-19
NP07587,Muharraq,2,87,20,2020-12-10
NP07588,Muharraq,4,184,14,2022-10-31
NP07589,Isa Town,1,54,37,2024-01-02
NP07590,Isa Town,4,132,15,2022-01-28
NP07591,Muharraq,5,182,12,2023-10-21
NP07592,Muharraq,5,65,31,2025-02-15
NP07593,Manama,4,190,48,2021-06-13
NP07594,Manama,5,118,26,2023-01-22
NP07595,Muharraq,1,45,18,2022-07-24
NP07596,Isa Town,2,15,6,2025-01-05
NP07597,Muharraq,1,186,50,2022-08-24
NP07598,Muharraq,1,60,34,2020-08-03
NP07599,Muharraq,3,110,23,2021-01-16
NP07600,Manama,2,60,14,2025-05-12
NP07601,Riffa,5,28,39,2024-01-21
NP07602,Muharraq,3,82,57,2020-12-06
NP07603,Isa Town,4,170,14,2022-06-28
NP07604,Muharraq,5,160,14,2020-05-13
NP07605,Muharraq,3,29,22,2020-08-19
NP07606,Isa Town,2,152,46,2020-04-19
NP07607,Isa Town,4,124,26,2025-05-05
NP07608,Riffa,1,196,32,2023-02-26
NP07609,Muharraq,2,77,22,2021-08-31
NP07610,Isa Town,5,140,58,2024-09-15
NP07611,Manama,5,62,44,2024-11-22
NP07612,Muharraq,3,187,19,2025-04-01
NP07613,Muharraq,2,126,10,2023-06-27
NP07614,Isa Town,3,124,37,2021-02-25
NP07615,Riffa,2,191,39,2020-05-19
NP07616,Manama,5,23,2,2021-05-14
NP07617,Muharraq,2,69,35,2022-03-23
NP07618,Riffa,2,86,46,2023-05-27
NP07619,Isa Town,1,40,32,2021-03-16
NP07620,Riffa,1,32,32,2024-09-14
NP07621,Manama,3,88,16,2025-05-15
NP07622,Riffa,5,101,50,2022-08-31
NP07623,Muharraq,3,137,29,2025-04-29
NP07624,Muharraq,1,28,0,2021-05-30
NP07625,Riffa,5,31,39,2024-02-19
NP07626,Isa Town,3,184,30,2022-09-24
NP07627,Muharraq,3,71,0,2023-10-13
NP07628,Muharraq,3,140,24,2024-03-17
NP07629,Manama,3,61,58,2025-09-25
NP07630,Riffa,3,145,27,2024-11-10
NP07631,Riffa,5,176,59,2021-11-10
NP07632,Riffa,3,158,16,2023-06-05
NP07633,Isa Town,1,154,43,2021-09-20
NP07634,Riffa,4,118,47,2020-08-12
NP07635,Manama,5,78,49,2021-12-12
NP07636,Isa Town,2,118,10,2021-06-23
NP07637,Isa Town,4,124,11,2023-03-22
NP07638,Muharraq,1,34,39,2025-06-20
NP07639,Riffa,5,96,46,2024-09-02
NP07640,Isa Town,5,187,38,2022-12-25
NP07641,Manama,1,51,0,2022-10-09
NP07642,Riffa,2,150,58,2022-11-23
NP07643,Isa Town,2,178,19,2024-04-12
NP07644,Muharraq,1,98,6,2025-02-24
NP07645,Muharraq,3,159,18,2022-02-22
NP07646,Riffa,4,139,56,2022-12-02
NP07647,Manama,4,21,24,2022-02-15
NP07648,Muharraq,5,108,59,2022-05-15
NP07649,Isa Town,5,111,27,2025-09-28
NP07650,Muharraq,3,10,57,2023-12-15
NP07651,Isa Town,1,57,1,2022-11-11
NP07652,Manama,2,113,27,2021-07-05
NP07653,Riffa,4,164,41,2020-12-18
NP07654,Manama,2,136,26,2023-03-02
NP07655,Riffa,3,45,12,2021-01-07
NP07656,Riffa,5,66,11,2020-04-10
NP07657,Muharraq,4,106,49,2020-10-22
NP07658,Muharraq,1,88,23,2025-03-19
NP07659,Riffa,2,199,31,2020-05-22
NP07660,Muharraq,3,39,38,2025-07-27
NP07661,Muharraq,4,181,60,2023-04-23
NP07662,Manama,2,135,50,2025-05-28
NP07663,Riffa,3,174,55,2020-07-19
NP07664,Riffa,5,125,30,2023-01-14
NP07665,Manama,3,122,1,2021-02-08
NP07666,Riffa,1,19,42,2024-06-02
NP07667,Riffa,3,127,4,2025-08-03
NP07668,Isa Town,4,119,50,2022-07-25
NP07669,Isa Town,4,158,13,2022-11-18
NP07670,Muharraq,4,70,13,2023-07-06
NP07671,Muharraq,3,90,9,2024-04-10
NP07672,Manama,2,13,50,2022-03-07
NP07673,Manama,3,163,31,2020-09-04
NP07674,Riffa,4,12,37,2024-12-04
NP07675,Manama,5,158,53,2021-05-02
NP07676,Riffa,3,155,59,2023-02-05
NP07677,Riffa,2,66,20,2025-05-01
NP07678,Muharraq,4,64,47,2022-02-19
NP07679,Riffa,1,56,29,2022-10-01
NP07680,Manama,5,153,24,2022-08-10
NP07681,Muharraq,3,48,15,2024-06-16
NP07682,Manama,4,20,22,2021-11-28
NP07683,Riffa,5,125,15,2024-07-08
NP07684,Muharraq,2,188,2,2023-09-06
NP07685,Isa Town,5,85,42,2023-01-30
NP07686,Isa Town,3,197,17,2024-08-01
NP07687,Riffa,1,20,16,2023-11-14
NP07688,Riffa,3,89,35,2022-10-30
NP07689,Isa Town,2,46,40,2025-04-07
NP07690,Muharraq,2,85,25,2023-01-01
NP07691,Muharraq,1,167,27,2020-07-03
NP07692,Riffa,1,93,25,2025-01-11
NP07693,Riffa,3,107,25,2024-09-03
NP07694,Riffa,3,85,4,2021-10-22
NP07695,Isa Town,5,156,56,2020-07-14
NP07696,Riffa,3,194,41,2021-03-12
NP07697,Riffa,3,103,42,2023-05-31
NP07698,Riffa,1,191,23,2021-10-06
NP07699,Isa Town,3,55,31,2025-04-12
NP07700,Isa Town,3,156,29,2020-05-11
NP07701,Manama,1,152,36,2021-06-21
NP07702,Riffa,4,118,7,2020-06-19
NP07703,Manama,1,151,16,2022-01-31
NP07704,Riffa,5,37,16,2021-09-02
NP07705,Riffa,4,89,27,2022-05-16
NP07706,Riffa,1,45,42,2024-10-12
NP07707,Isa Town,1,152,57,2025-02-10
NP07708,Riffa,2,152,41,2021-08-15
NP07709,Riffa,5,162,8,2021-10-11
NP07710,Muharraq,3,40,26,2024-08-30
NP07711,Riffa,2,84,27,2022-03-06
NP07712,Riffa,1,62,50,2020-07-15
NP07713,Manama,3,89,57,2025-03-17
NP07714,Isa Town,3,167,21,2023-06-30
NP07715,Manama,2,26,48,2021-11-02
NP07716,Manama,4,44,25,2024-07-21
NP07717,Manama,4,56,37,2024-07-01
NP07718,Muharraq,3,72,58,2020-04-05
NP07719,Manama,4,132,53,2025-01-30
NP07720,Muharraq,1,47,7,2020-04-20
NP07721,Isa Town,3,142,25,2024-06-30
NP07722,Isa Town,1,154,36,2025-08-19
NP07723,Isa Town,4,184,58,2024-02-16
NP07724,Muharraq,1,113,47,2022-10-19
NP07725,Muharraq,2,55,47,2020-06-22
NP07726,Manama,5,83,53,2020-11-15
NP07727,Manama,3,63,8,2023-05-20
NP07728,Isa Town,5,171,54,2024-06-05
NP07729,Manama,2,18,23,2021-03-21
NP07730,Riffa,4,158,10,2023-03-28
NP07731,Riffa,4,118,60,2022-08-21
NP07732,Manama,1,110,18,2023-09-16
NP07733,Manama,5,32,23,2025-07-28
NP07734,Isa Town,5,14,6,2023-08-28
NP07735,Muharraq,2,94,16,2024-09-10
NP07736,Manama,2,87,53,2020-12-20
NP07737,Isa Town,2,200,60,2023-08-28
NP07738,Isa Town,3,24,34,2025-06-25
NP07739,Riffa,2,186,50,2022-07-25
NP07740,Riffa,3,85,32,2024-01-29
NP07741,Isa Town,2,139,23,2022-03-17
NP07742,Muharraq,1,92,22,2021-09-25
NP07743,Muharraq,5,46,53,2022-09-05
NP07744,Manama,2,61,48,2022-03-01
NP07745,Riffa,3,91,8,2021-11-12
NP07746,Manama,4,111,24,2021-08-17
NP07747,Muharraq,4,163,14,2021-01-22
NP07748,Isa Town,5,44,11,2024-11-01
NP07749,Muharraq,4,194,23,2024-05-21
NP07750,Muharraq,4,96,53,2023-04-30
NP07751,Riffa,4,36,58,2025-01-25
NP07752,Manama,1,126,56,2024-06-26
NP07753,Manama,5,129,6,2021-10-20
NP07754,Manama,5,102,58,2022-01-05
NP07755,Manama,3,148,60,2025-04-04
NP07756,Isa Town,3,133,23,2021-03-08
NP07757,Riffa,2,163,2,2020-03-10
NP07758,Muharraq,5,199,24,2022-05-26
NP07759,Riffa,1,103,49,2023-04-14
NP07760,Isa Town,1,105,33,2025-08-29
NP07761,Isa Town,1,175,36,2023-06-16
NP07762,Riffa,2,114,30,2021-03-12
NP07763,Isa Town,2,136,27,2023-08-03
NP07764,Isa Town,4,173,55,2023-04-04
NP07765,Isa Town,5,35,24,2023-04-18
NP07766,Riffa,1,22,22,2022-06-19
NP07767,Riffa,4,173,43,2025-06-30
NP07768,Manama,2,88,51,2024-10-15
NP07769,Isa Town,1,27,55,2020-02-24
NP07770,Manama,2,85,43,2023-08-31
NP07771,Muharraq,5,119,35,2022-10-22
NP07772,Manama,2,153,36,2025-05-02
NP07773,Manama,5,127,22,2023-09-23
NP07774,Manama,3,108,9,2021-08-01
NP07775,Riffa,4,157,57,2020-10-09
NP07776,Muharraq,3,140,60,2020-08-30
NP07777,Isa Town,2,111,25,2024-08-09
NP07778,Isa Town,2,103,59,2025-07-04
NP07779,Riffa,2,73,38,2024-09-23
NP07780,Riffa,1,137,24,2023-06-03
NP07781,Riffa,4,33,5,2023-06-26
NP07782,Muharraq,1,179,27,2020-01-24
NP07783,Muharraq,2,154,58,2024-02-14
NP07784,Isa Town,2,75,8,2020-07-08
NP07785,Manama,4,186,18,2023-12-08
NP07786,Isa Town,2,170,4,2025-01-27
NP07787,Isa Town,4,124,9,2024-05-11
NP07788,Manama,1,116,31,2023-09-25
NP07789,Isa Town,1,29,42,2023-02-05
NP07790,Isa Town,4,121,27,2022-12-14
NP07791,Riffa,2,60,18,2024-10-22
NP07792,Isa Town,5,31,19,2022-04-16
NP07793,Isa Town,1,57,30,2022-06-28
NP07794,Muharraq,4,131,27,2022-04-25
NP07795,Manama,5,143,5,2021-08-01
NP07796,Isa Town,5,144,37,2021-10-08
NP07797,Muharraq,4,196,1,2021-07-16
NP07798,Riffa,2,197,28,2022-07-13
NP07799,Muharraq,2,18,34,2022-12-21
NP07800,Manama,4,39,35,2024-11-03
NP07801,Riffa,1,29,9,2024-03-01
NP07802,Muharraq,3,28,39,2023-03-20
NP07803,Muharraq,4,66,59,2021-08-24
NP07804,Riffa,3,11,45,2025-04-16
NP07805,Manama,2,111,12,2020-04-07
NP07806,Isa Town,4,196,15,2025-09-07
NP07807,Isa Town,2,180,37,2022-02-11
NP07808,Muharraq,2,33,7,2024-11-13
NP07809,Muharraq,2,24,53,2023-11-08
NP07810,Isa Town,5,97,14,2023-11-29
NP07811,Manama,5,92,7,2025-04-06
NP07812,Isa Town,3,56,54,2023-09-01
NP07813,Manama,3,119,55,2022-09-08
NP07814,Isa Town,3,190,4,2022-04-15
NP07815,Manama,3,177,59,2021-07-04
NP07816,Manama,5,140,45,2023-04-06
NP07817,Muharraq,3,56,54,2024-02-03
NP07818,Muharraq,5,13,13,2020-09-09
NP07819,Riffa,2,155,12,2025-01-06
NP07820,Manama,1,188,58,2023-03-15
NP07821,Manama,2,179,39,2024-08-22
NP07822,Isa Town,5,30,17,2024-11-04
NP07823,Isa Town,4,134,59,2021-11-02
NP07824,Isa Town,4,56,25,2022-03-16
NP07825,Muharraq,5,191,39,2023-02-03
NP07826,Muharraq,2,138,19,2020-05-24
NP07827,Isa Town,4,163,29,2021-02-23
NP07828,Isa Town,2,136,32,2022-11-11
NP07829,Manama,2,83,32,2021-01-20
NP07830,Muharraq,4,177,25,2020-01-31
NP07831,Manama,3,98,4,2024-05-28
NP07832,Isa Town,3,31,53,2020-10-26
NP07833,Muharraq,2,150,56,2021-05-17
NP07834,Muharraq,1,169,8,2021-08-20
NP07835,Isa Town,3,94,10,2024-01-30
NP07836,Isa Town,5,139,5,2022-08-23
NP07837,Manama,1,35,22,2023-06-26
NP07838,Isa Town,2,100,39,2024-01-01
NP07839,Isa Town,3,44,57,2021-10-03
NP07840,Isa Town,1,95,43,2022-01-14
NP07841,Riffa,1,47,9,2021-06-04
NP07842,Riffa,1,101,43,2021-11-17
NP07843,Isa Town,4,148,59,2024-06-02
NP07844,Manama,2,174,26,2023-05-14
NP07845,Muharraq,1,182,3,2024-06-26
NP07846,Manama,4,72,31,2022-05-28
NP07847,Muharraq,1,147,6,2022-12-28
NP07848,Muharraq,1,125,49,2021-11-20
NP07849,Isa Town,3,65,31,2023-06-29
NP07850,Muharraq,2,78,45,2024-02-16
NP07851,Manama,3,96,17,2024-05-21
NP07852,Riffa,3,149,51,2020-11-26
NP07853,Manama,1,52,23,2022-07-12
NP07854,Isa Town,1,39,56,2023-03-13
NP07855,Riffa,2,130,17,2022-12-02
NP07856,Manama,4,151,24,2023-10-21
NP07857,Riffa,3,161,43,2024-09-28
NP07858,Muharraq,3,50,39,2022-04-24
NP07859,Riffa,2,82,13,2023-11-14
NP07860,Isa Town,3,151,8,2022-11-29
NP07861,Isa Town,5,27,21,2020-08-14
NP07862,Manama,4,114,4,2020-11-17
NP07863,Riffa,5,71,46,2024-06-23
NP07864,Isa Town,5,62,47,2024-01-26
NP07865,Manama,2,119,41,2024-03-12
NP07866,Manama,4,87,39,2021-05-26
NP07867,Isa Town,3,137,31,2024-11-01
NP07868,Riffa,1,197,44,2022-03-05
NP07869,Riffa,2,57,54,2020-04-29
NP07870,Muharraq,3,183,26,2021-08-24
NP07871,Muharraq,2,143,58,2022-03-20
NP07872,Manama,5,31,58,2024-05-19
NP07873,Manama,1,146,26,2020-12-23
NP07874,Muharraq,3,88,16,2022-11-16
NP07875,Manama,2,129,32,2022-01-15
NP07876,Riffa,3,66,8,2024-07-11
NP07877,Isa Town,5,22,53,2020-09-23
NP07878,Riffa,4,157,16,2022-07-26
NP07879,Muharraq,3,154,0,2021-08-30
NP07880,Isa Town,5,177,1,2025-02-06
NP07881,Muharraq,2,170,30,2023-02-20
NP07882,Riffa,4,33,29,2020-12-24
NP07883,Muharraq,1,121,17,2023-05-02
NP07884,Riffa,4,185,44,2021-02-25
NP07885,Muharraq,1,167,32,2022-08-01
NP07886,Riffa,3,58,16,2022-06-26
NP07887,Riffa,1,19,9,2021-07-18
NP07888,Isa Town,4,144,26,2020-02-20
NP07889,Muharraq,4,103,57,2024-02-24
NP07890,Isa Town,1,61,9,2021-11-29
NP07891,Riffa,5,22,9,2022-07-09
NP07892,Riffa,3,115,49,2020-01-14
NP07893,Manama,1,10,46,2021-07-17
NP07894,Muharraq,3,105,21,2020-08-26
NP07895,Manama,4,73,12,2024-02-23
NP07896,Riffa,5,22,21,2022-05-21
NP07897,Manama,5,121,9,2024-09-25
NP07898,Muharraq,1,77,56,2020-11-11
NP07899,Muharraq,3,42,54,2021-09-04
NP07900,Isa Town,3,31,58,2021-03-02
NP07901,Manama,5,98,53,2021-08-31
NP07902,Manama,1,174,36,2020-09-26
NP07903,Muharraq,3,105,16,2025-05-20
NP07904,Manama,5,84,5,2025-05-10
NP07905,Muharraq,3,11,47,2024-08-22
NP07906,Riffa,4,165,28,2021-02-28
NP07907,Manama,1,56,56,2023-08-22
NP07908,Riffa,2,158,9,2025-04-15
NP07909,Riffa,4,160,50,2024-03-02
NP07910,Riffa,1,50,51,2021-03-12
NP07911,Manama,3,188,47,2022-09-06
NP07912,Muharraq,2,48,51,2022-01-03
NP07913,Riffa,5,14,40,2023-12-19
NP07914,Riffa,2,63,43,2025-05-29
NP07915,Riffa,2,114,0,2022-03-27
NP07916,Isa Town,2,78,55,2023-11-21
NP07917,Manama,3,139,19,2020-09-19
NP07918,Isa Town,3,189,29,2023-10-11
NP07919,Manama,1,154,10,2020-01-21
NP07920,Riffa,4,183,37,2024-08-07
NP07921,Riffa,4,181,34,2021-06-09
NP07922,Riffa,1,152,20,2023-02-23
NP07923,Riffa,3,86,17,2023-03-12
NP07924,Isa Town,1,161,30,2020-01-18
NP07925,Manama,2,190,35,2020-07-09
NP07926,Manama,1,134,56,2022-07-01
NP07927,Riffa,4,156,29,2020-05-28
NP07928,Riffa,1,107,2,2020-08-24
NP07929,Riffa,1,62,15,2025-01-26
NP07930,Manama,1,122,34,2022-07-27
NP07931,Muharraq,1,189,26,2020-08-31
NP07932,Muharraq,2,104,40,2020-09-22
NP07933,Manama,5,26,29,2023-05-31
NP07934,Riffa,5,67,36,2020-11-17
NP07935,Muharraq,4,69,0,2022-03-02
NP07936,Riffa,4,94,36,2020-04-08
NP07937,Muharraq,5,94,38,2025-04-21
NP07938,Riffa,5,135,44,2020-05-21
NP07939,Muharraq,4,131,60,2022-12-28
NP07940,Isa Town,4,25,36,2024-08-26
NP07941,Muharraq,5,155,7,2021-02-07
NP07942,Isa Town,1,97,23,2022-07-03
NP07943,Manama,4,173,48,2020-09-05
NP07944,Muharraq,3,177,30,2024-12-18
NP07945,Manama,3,17,33,2024-02-12
NP07946,Isa Town,4,60,54,2021-11-16
NP07947,Muharraq,1,109,33,2020-09-27
NP07948,Manama,4,110,60,2023-06-30
NP07949,Muharraq,4,46,47,2021-08-05
NP07950,Manama,3,109,56,2021-06-01
NP07951,Riffa,3,124,30,2024-10-06
NP07952,Isa Town,2,16,27,2023-08-07
NP07953,Riffa,2,107,4,2023-06-28
NP07954,Manama,3,147,3,2025-05-25
NP07955,Muharraq,2,98,3,2020-08-04
NP07956,Riffa,5,123,49,2022-07-24
NP07957,Manama,1,98,29,2020-02-12
NP07958,Isa Town,2,195,9,2022-07-01
NP07959,Riffa,2,38,33,2024-10-04
NP07960,Isa Town,5,148,28,2022-09-16
NP07961,Muharraq,5,86,32,2021-06-18
NP07962,Isa Town,5,99,60,2020-12-05
NP07963,Riffa,2,14,42,2021-10-01
NP07964,Isa Town,5,79,16,2025-09-11
NP07965,Muharraq,3,97,29,2022-08-26
NP07966,Manama,3,135,20,2024-10-13
NP07967,Isa Town,2,41,27,2025-02-10
NP07968,Muharraq,4,120,4,2023-12-01
NP07969,Riffa,4,159,42,2022-06-30
NP07970,Isa Town,4,97,45,2020-06-05
NP07971,Riffa,2,124,22,2023-02-07
NP07972,Manama,3,170,54,2025-06-30
NP07973,Manama,4,47,44,2024-01-29
NP07974,Riffa,5,53,30,2020-06-18
NP07975,Muharraq,5,102,2,2020-12-25
NP07976,Manama,2,89,49,2021-07-12
NP07977,Muharraq,5,43,23,2024-08-14
NP07978,Muharraq,5,12,25,2021-01-12
NP07979,Riffa,1,20,32,2022-06-15
NP07980,Manama,3,126,29,2023-01-13
NP07981,Isa Town,3,104,49,2021-10-17
NP07982,Isa Town,4,186,19,2020-04-05
NP07983,Isa Town,5,191,27,2023-10-29
NP07984,Manama,4,105,48,2021-01-27
NP07985,Riffa,2,32,2,2022-01-07
NP07986,Muharraq,1,23,39,2021-06-03
NP07987,Riffa,3,200,32,2023-02-06
NP07988,Muharraq,5,92,20,2020-08-09
NP07989,Isa Town,4,143,36,2022-04-10
NP07990,Isa Town,3,173,11,2025-03-11
NP07991,Riffa,2,51,45,2022-02-16
NP07992,Manama,3,196,15,2021-07-30
NP07993,Muharraq,1,145,13,2024-04-30
NP07994,Manama,2,109,26,2024-07-10
NP07995,Muharraq,4,86,46,2024-07-20
NP07996,Manama,2,55,13,2025-06-10
NP07997,Manama,3,88,39,2025-01-30
NP07998,Muharraq,5,84,34,2021-11-22
NP07999,Manama,2,160,40,2024-10-11
NP08000,Manama,4,44,58,2024-10-01
NP08001,Manama,3,191,2,2025-05-04
NP08002,Riffa,1,24,47,2020-04-06
NP08003,Manama,5,121,30,2020-02-26
NP08004,Muharraq,4,33,0,2022-04-09
NP08005,Isa Town,1,143,21,2023-03-09
NP08006,Riffa,5,170,42,2022-09-03
NP08007,Muharraq,3,149,41,2020-12-02
NP08008,Muharraq,3,151,7,2025-04-17
NP08009,Riffa,4,126,48,2023-01-15
NP08010,Manama,2,57,28,2024-03-28
NP08011,Isa Town,3,130,29,2025-06-04
NP08012,Manama,4,130,31,2023-11-27
NP08013,Isa Town,4,139,7,2023-07-01
NP08014,Riffa,1,63,52,2023-09-09
NP08015,Isa Town,5,121,4,2021-04-11
NP08016,Isa Town,1,164,35,2023-03-06
NP08017,Riffa,4,100,41,2024-04-05
NP08018,Riffa,5,121,9,2020-09-16
NP08019,Manama,5,40,20,2023-05-18
NP08020,Isa Town,1,46,33,2022-12-07
NP08021,Isa Town,1,128,5,2020-08-18
NP08022,Manama,5,170,50,2023-09-12
NP08023,Muharraq,2,77,38,2021-03-31
NP08024,Muharraq,1,119,39,2022-12-05
NP08025,Riffa,4,174,21,2025-01-15
NP08026,Manama,1,198,26,2020-09-03
NP08027,Muharraq,2,124,27,2021-08-31
NP08028,Muharraq,3,74,42,2022-09-27
NP08029,Manama,3,35,53,2021-03-23
NP08030,Riffa,3,187,1,2023-10-24
NP08031,Manama,1,70,19,2020-08-30
NP08032,Muharraq,3,129,36,2020-10-12
NP08033,Isa Town,2,35,53,2021-03-30
NP08034,Muharraq,2,57,41,2025-06-04
NP08035,Manama,1,139,46,2022-08-22
NP08036,Muharraq,3,115,59,2021-12-12
NP08037,Manama,3,106,47,2020-08-07
NP08038,Riffa,5,168,54,2022-06-07
NP08039,Manama,3,148,44,2024-11-02
NP08040,Manama,2,122,12,2023-03-24
NP08041,Manama,2,84,20,2021-11-04
NP08042,Isa Town,2,70,20,2025-08-20
NP08043,Isa Town,1,107,38,2020-01-25
NP08044,Manama,1,94,30,2025-02-21
NP08045,Muharraq,3,105,43,2023-07-18
NP08046,Muharraq,5,114,37,2020-05-01
NP08047,Manama,4,99,45,2021-01-10
NP08048,Isa Town,3,189,5,2020-12-29
NP08049,Manama,1,51,48,2024-07-09
NP08050,Manama,5,24,19,2020-08-16
NP08051,Isa Town,5,111,54,2020-07-25
NP08052,Manama,5,190,40,2022-11-29
NP08053,Manama,2,110,19,2022-06-14
NP08054,Muharraq,2,199,53,2020-06-29
NP08055,Manama,1,185,6,2021-11-01
NP08056,Manama,1,175,5,2022-10-31
NP08057,Isa Town,1,170,4,2025-03-24
NP08058,Riffa,1,154,32,2022-05-22
NP08059,Muharraq,2,102,11,2024-03-26
NP08060,Isa Town,2,136,42,2022-07-22
NP08061,Isa Town,4,185,18,2020-02-10
NP08062,Muharraq,1,145,34,2025-07-26
NP08063,Isa Town,1,104,36,2022-02-19
NP08064,Riffa,2,94,21,2020-07-25
NP08065,Isa Town,3,150,43,2022-06-12
NP08066,Isa Town,4,160,33,2024-06-30
NP08067,Isa Town,4,56,37,2023-05-24
NP08068,Muharraq,1,149,54,2020-12-09
NP08069,Riffa,3,104,51,2024-02-20
NP08070,Muharraq,2,65,10,2022-01-06
NP08071,Muharraq,4,91,3,2022-12-27
NP08072,Isa Town,4,123,55,2021-01-29
NP08073,Muharraq,1,21,28,2020-05-29
NP08074,Muharraq,3,117,55,2025-04-13
NP08075,Manama,2,79,14,2023-04-17
NP08076,Muharraq,5,89,52,2021-01-25
NP08077,Riffa,1,37,48,2022-01-09
NP08078,Isa Town,1,73,38,2023-07-18
NP08079,Isa Town,4,48,32,2024-04-17
NP08080,Riffa,4,69,59,2021-08-12
NP08081,Isa Town,5,30,20,2024-05-02
NP08082,Muharraq,5,176,36,2020-09-19
NP08083,Isa Town,5,117,41,2022-07-30
NP08084,Manama,3,197,60,2022-02-16
NP08085,Riffa,1,52,32,2023-05-26
NP08086,Riffa,4,71,60,2023-10-14
NP08087,Riffa,1,86,57,2022-02-04
NP08088,Riffa,3,25,28,2022-07-11
NP08089,Muharraq,1,83,12,2020-02-19
NP08090,Manama,5,151,51,2024-11-18
NP08091,Muharraq,1,57,21,2025-06-16
NP08092,Manama,4,102,4,2021-06-27
NP08093,Manama,3,27,28,2022-09-24
NP08094,Muharraq,3,65,41,2021-08-30
NP08095,Muharraq,5,200,45,2023-05-22
NP08096,Riffa,5,55,32,2025-02-22
NP08097,Isa Town,4,142,20,2020-08-10
NP08098,Muharraq,1,60,42,2020-06-11
NP08099,Isa Town,1,22,5,2023-12-13
NP08100,Isa Town,4,199,42,2023-03-27
NP08101,Isa Town,4,114,12,2025-09-22
NP08102,Isa Town,1,144,15,2020-01-04
NP08103,Isa Town,4,59,8,2022-12-03
NP08104,Isa Town,3,29,6,2021-03-14
NP08105,Riffa,4,144,22,2020-02-10
NP08106,Manama,5,141,40,2021-11-05
NP08107,Riffa,2,171,55,2023-06-26
NP08108,Manama,5,115,13,2023-02-14
NP08109,Isa Town,1,73,35,2025-07-03
NP08110,Manama,2,73,56,2023-07-28
NP08111,Manama,3,126,11,2021-04-11
NP08112,Riffa,1,174,18,2021-10-12
NP08113,Isa Town,4,173,6,2024-02-08
NP08114,Muharraq,2,174,21,2022-01-01
NP08115,Riffa,4,112,35,2020-11-11
NP08116,Riffa,5,181,23,2022-03-14
NP08117,Manama,3,53,29,2022-08-18
NP08118,Manama,3,125,45,2020-03-29
NP08119,Muharraq,3,176,15,2022-04-24
NP08120,Muharraq,2,54,44,2025-06-11
NP08121,Manama,1,83,28,2021-05-23
NP08122,Riffa,5,99,37,2024-06-07
NP08123,Isa Town,1,110,33,2024-03-02
NP08124,Manama,2,154,13,2025-04-11
NP08125,Riffa,3,128,52,2021-11-24
NP08126,Riffa,1,94,1,2025-09-05
NP08127,Muharraq,4,47,10,2021-02-15
NP08128,Muharraq,3,43,3,2020-11-01
NP08129,Riffa,3,93,53,2022-07-16
NP08130,Muharraq,4,182,39,2021-02-24
NP08131,Isa Town,1,82,49,2020-11-21
NP08132,Manama,2,154,46,2020-09-22
NP08133,Riffa,2,149,46,2021-08-12
NP08134,Riffa,4,77,29,2021-06-21
NP08135,Riffa,5,178,10,2020-03-19
NP08136,Manama,1,192,26,2022-03-31
NP08137,Manama,1,174,12,2024-02-19
NP08138,Manama,5,10,14,2025-07-12
NP08139,Riffa,1,57,19,2020-08-15
NP08140,Manama,1,144,16,2020-01-20
NP08141,Isa Town,1,129,30,2021-09-16
NP08142,Riffa,3,177,32,2022-06-27
NP08143,Isa Town,4,99,31,2023-03-10
NP08144,Muharraq,4,187,14,2021-03-12
NP08145,Muharraq,5,138,4,2022-10-10
NP08146,Isa Town,2,179,24,2023-11-22
NP08147,Muharraq,4,29,30,2025-02-04
NP08148,Isa Town,4,165,28,2025-09-29
NP08149,Manama,2,34,0,2021-11-30
NP08150,Isa Town,2,85,28,2024-12-15
NP08151,Manama,4,47,8,2023-11-09
NP08152,Manama,5,43,57,2023-11-16
NP08153,Riffa,4,142,58,2024-07-02
NP08154,Manama,1,153,7,2020-10-25
NP08155,Manama,2,183,18,2024-09-21
NP08156,Riffa,5,54,38,2024-02-23
NP08157,Manama,4,200,8,2023-07-01
NP08158,Riffa,4,64,17,2020-03-02
