usage_id,customer_id,date,data_used_gb,app_category
U8133,C011,2024-09-24,4.9,Streaming
U8134,C015,2025-01-31,6.72,Work
U8135,C032,2025-06-01,0.56,Work
U8136,C018,2025-03-29,9.29,Work
U8137,C039,2024-09-15,6.82,Streaming
U8138,C020,2024-11-24,8.3,Streaming
U8139,C096,2025-05-22,1.52,Social Media
U8140,C096,2025-08-30,7.0,Gaming
U8141,C046,2025-02-05,6.31,Work
U8142,C034,2025-01-01,3.44,Social Media
U8143,C017,2025-03-03,7.43,Gaming
U8144,C039,2025-07-27,2.12,Gaming
U8145,C033,2025-07-15,6.56,Gaming
U8146,C071,2025-05-02,6.84,Social Media
U8147,C018,2024-11-03,3.0,Education
U8148,C046,2025-04-13,2.52,Streaming
U8149,C002,2024-11-20,5.81,Streaming
U8150,C051,2024-10-27,9.76,Gaming
U8151,C078,2024-11-14,4.72,Social Media
U8152,C011,2025-06-17,1.11,Gaming
U8153,C098,2024-12-17,8.99,Gaming
U8154,C063,2025-04-03,7.94,Social Media
U8155,C022,2025-01-22,0.2,Education
U8156,C042,2025-09-06,7.47,Gaming
U8157,C080,2025-05-16,9.17,Gaming
U8158,C073,2024-12-19,5.22,Streaming
U8159,C023,2025-07-15,8.89,Streaming
U8160,C078,2025-06-28,7.7,Social Media
U8161,C090,2024-10-13,8.58,Work
U8162,C042,2025-04-21,1.6,Social Media
U8163,C095,2025-09-04,6.03,Gaming
U8164,C096,2025-04-03,6.06,Social Media
U8165,C059,2024-12-16,9.32,Work
U8166,C094,2024-09-19,4.35,Social Media
U8167,C033,2025-02-20,1.63,Gaming
U8168,C062,2025-08-18,8.62,Gaming
U8169,C055,2024-10-25,5.14,Work
U8170,C051,2024-09-12,2.88,Social Media
U8171,C006,2025-03-19,1.65,Social Media
U8172,C094,2025-06-03,8.99,Education
U8173,C052,2025-02-05,7.69,Streaming
U8174,C028,2025-07-28,4.23,Gaming
U8175,C047,2024-10-19,3.94,Gaming
U8176,C034,2024-11-13,1.45,Work
U8177,C046,2025-03-06,9.95,Social Media
U8178,C053,2025-05-07,2.3,Gaming
U8179,C033,2025-06-04,1.02,Work
U8180,C060,2024-10-02,9.27,Streaming
U8181,C067,2025-07-11,2.99,Gaming
U8182,C044,2024-10-03,2.25,Gaming
U8183,C083,2024-12-03,1.45,Gaming
U8184,C053,2025-02-14,6.48,Social Media
U8185,C005,2025-03-31,8.1,Streaming
U8186,C049,2025-01-26,6.02,Work
U8187,C087,2025-02-21,1.37,Education
U8188,C098,2025-01-28,7.27,Work
U8189,C045,2025-05-25,0.45,Education
U8190,C056,2025-05-07,8.61,Social Media
U8191,C053,2024-12-28,1.86,Education
U8192,C066,2024-10-12,3.29,Education
U8193,C018,2024-10-01,2.17,Streaming
U8194,C096,2025-09-03,8.0,Work
U8195,C048,2024-10-15,7.48,Social Media
U8196,C018,2025-08-17,5.94,Social Media
U8197,C001,2025-04-08,3.99,Work
U8198,C034,2024-09-12,2.51,Gaming
U8199,C074,2025-05-17,3.94,Work
U8200,C027,2024-09-30,0.91,Education
U8201,C054,2024-10-20,5.5,Streaming
U8202,C020,2025-04-03,3.17,Education
U8203,C019,2025-01-22,0.82,Social Media
U8204,C025,2025-06-04,1.27,Social Media
U8205,C047,2024-09-16,1.26,Education
U8206,C036,2024-09-29,5.02,Streaming
U8207,C068,2025-01-17,5.23,Social Media
U8208,C006,2024-12-26,9.57,Social Media
U8209,C053,2025-03-04,2.56,Streaming
U8210,C077,2025-05-21,7.33,Streaming
U8211,C007,2025-08-18,0.95,Work
U8212,C062,2024-12-05,8.2,Social Media
U8213,C019,2025-05-19,2.19,Streaming
U8214,C088,2024-11-15,0.99,Work
U8215,C044,2024-10-11,7.55,Gaming
U8216,C045,2025-09-09,7.41,Social Media
U8217,C030,2024-11-14,2.79,Streaming
U8218,C049,2025-08-07,8.76,Work
U8219,C002,2025-03-03,4.92,Social Media
U8220,C027,2025-08-09,0.79,Social Media
U8221,C033,2025-06-28,9.0,Work
U8222,C056,2025-03-04,2.22,Streaming
U8223,C043,2025-05-07,8.28,Streaming
U8224,C097,2025-05-16,2.3,Work
U8225,C095,2025-05-09,1.49,Gaming
U8226,C094,2025-07-23,9.08,Streaming
U8227,C085,2025-01-12,4.02,Work
U8228,C046,2024-12-05,8.9,Streaming
U8229,C011,2025-04-19,9.54,Social Media
U8230,C002,2025-01-07,2.29,Social Media
U8231,C096,2025-07-26,4.96,Work
U8232,C020,2025-09-08,0.57,Social Media
U8233,C003,2025-06-12,8.45,Streaming
U8234,C019,2024-12-14,5.04,Streaming
U8235,C093,2025-06-17,2.78,Social Media
U8236,C027,2025-01-16,0.2,Education
U8237,C044,2025-01-30,6.42,Streaming
U8238,C037,2025-05-18,4.68,Gaming
U8239,C012,2025-04-25,6.67,Work
U8240,C044,2025-06-10,7.06,Streaming
U8241,C052,2025-05-14,3.8,Gaming
U8242,C023,2024-11-11,8.48,Work
U8243,C076,2024-12-23,9.46,Education
U8244,C075,2025-02-07,5.05,Gaming
U8245,C001,2024-10-23,8.95,Streaming
U8246,C060,2025-06-23,2.56,Work
U8247,C055,2024-11-28,6.24,Education
U8248,C045,2024-12-27,9.95,Work
U8249,C003,2025-08-22,5.75,Streaming
U8250,C038,2025-06-27,5.04,Social Media
U8251,C014,2025-07-20,0.32,Gaming
U8252,C024,2024-10-16,1.75,Streaming
U8253,C016,2025-08-06,3.44,Gaming
U8254,C099,2024-11-19,2.49,Gaming
U8255,C034,2025-02-26,2.59,Gaming
U8256,C074,2025-06-24,1.69,Education
U8257,C049,2025-04-24,3.65,Education
U8258,C057,2024-12-05,7.36,Gaming
U8259,C019,2025-02-21,1.49,Streaming
U8260,C036,2025-02-14,1.12,Work
U8261,C034,2025-06-14,7.64,Education
U8262,C059,2025-06-10,1.26,Work
U8263,C088,2025-06-21,0.8,Gaming
U8264,C026,2025-05-21,2.12,Education
U8265,C032,2025-02-22,6.57,Gaming
U8266,C086,2025-03-26,8.53,Gaming
U8267,C028,2025-06-11,5.88,Education
U8268,C028,2025-08-07,6.31,Education
U8269,C042,2025-06-19,2.05,Gaming
U8270,C020,2024-09-13,4.25,Social Media
U8271,C012,2025-03-25,3.66,Work
U8272,C075,2025-01-15,2.78,Education
U8273,C094,2025-06-19,0.21,Education
U8274,C096,2025-07-04,9.81,Work
U8275,C077,2025-02-26,0.27,Work
U8276,C009,2025-04-19,2.2,Education
U8277,C001,2024-09-28,4.77,Work
U8278,C065,2025-01-22,2.57,Gaming
U8279,C013,2024-12-30,1.44,Streaming
U8280,C052,2025-06-03,1.18,Social Media
U8281,C015,2025-03-19,8.2,Work
U8282,C079,2024-10-10,6.51,Education
U8283,C027,2024-12-20,5.65,Social Media
U8284,C051,2025-04-24,7.37,Education
U8285,C100,2025-03-19,0.56,Gaming
U8286,C100,2024-11-28,3.54,Streaming
U8287,C043,2025-07-08,4.24,Education
U8288,C070,2025-01-13,7.51,Work
U8289,C056,2025-02-05,4.83,Education
U8290,C066,2024-12-24,3.63,Gaming
U8291,C020,2024-09-28,8.17,Streaming
U8292,C009,2025-01-20,9.91,Social Media
U8293,C047,2024-12-14,8.94,Education
U8294,C075,2025-01-11,3.58,Work
U8295,C056,2025-04-06,7.55,Gaming
U8296,C063,2025-04-11,4.54,Streaming
U8297,C030,2025-02-18,8.85,Gaming
U8298,C008,2024-11-17,1.96,Gaming
U8299,C015,2025-01-26,0.63,Social Media
U8300,C010,2024-12-10,0.22,Streaming
U8301,C041,2024-11-04,2.14,Gaming
U8302,C069,2025-02-20,1.08,Education
U8303,C054,2025-04-16,8.38,Streaming
U8304,C013,2024-10-17,4.75,Work
U8305,C097,2024-10-24,4.24,Streaming
U8306,C012,2025-05-23,0.68,Work
U8307,C096,2024-10-02,8.86,Gaming
U8308,C051,2025-05-26,5.15,Education
U8309,C089,2025-01-26,5.52,Education
U8310,C002,2025-05-23,1.43,Gaming
U8311,C037,2024-10-07,2.93,Education
U8312,C028,2025-03-26,0.6,Streaming
U8313,C092,2025-02-09,8.15,Social Media
U8314,C060,2025-02-14,2.53,Education
U8315,C094,2025-03-18,1.75,Streaming
U8316,C030,2025-04-02,0.48,Gaming
U8317,C009,2025-09-11,4.83,Work
U8318,C073,2025-01-07,1.85,Social Media
U8319,C012,2024-12-02,4.96,Streaming
U8320,C067,2024-11-11,7.82,Gaming
U8321,C070,2024-12-09,4.28,Education
U8322,C009,2025-07-11,4.9,Work
U8323,C098,2025-02-09,5.81,Social Media
U8324,C034,2025-03-14,9.74,Gaming
U8325,C024,2024-11-27,3.29,Streaming
U8326,C100,2025-07-08,0.71,Streaming
U8327,C013,2025-02-25,5.74,Gaming
U8328,C092,2025-05-24,0.83,Streaming
U8329,C046,2025-05-08,8.33,Social Media
U8330,C069,2025-05-23,8.15,Social Media
U8331,C095,2025-07-20,8.05,Work
U8332,C049,2024-09-15,2.73,Social Media
U8333,C082,2025-06-16,7.96,Work
U8334,C078,2025-08-01,7.87,Gaming
U8335,C034,2024-11-05,0.61,Education
U8336,C082,2025-07-23,8.0,Social Media
U8337,C038,2024-12-17,7.39,Education
U8338,C066,2025-01-16,6.49,Streaming
U8339,C048,2025-09-01,6.53,Gaming
U8340,C021,2025-03-12,1.4,Streaming
U8341,C024,2025-08-19,9.29,Gaming
U8342,C017,2024-09-15,3.71,Streaming
U8343,C037,2025-07-20,1.53,Streaming
U8344,C032,2024-12-29,9.18,Streaming
U8345,C007,2025-07-11,4.15,Social Media
U8346,C052,2025-07-10,5.33,Social Media
U8347,C008,2025-03-20,9.67,Gaming
U8348,C006,2025-08-01,8.44,Social Media
U8349,C025,2025-03-08,6.74,Social Media
U8350,C071,2025-06-28,8.72,Streaming
U8351,C002,2025-07-25,1.7,Education
U8352,C038,2025-06-01,0.85,Gaming
U8353,C033,2024-11-02,1.38,Education
U8354,C016,2024-10-05,0.99,Education
U8355,C058,2025-06-16,1.47,Education
U8356,C077,2024-12-24,1.77,Work
U8357,C088,2025-09-02,9.69,Streaming
U8358,C051,2024-12-14,2.78,Gaming
U8359,C007,2025-06-05,8.81,Education
U8360,C094,2024-12-23,5.39,Work
U8361,C075,2025-01-01,3.21,Streaming
U8362,C029,2024-09-13,4.79,Social Media
U8363,C036,2024-11-14,3.08,Social Media
U8364,C089,2024-12-11,9.43,Education
U8365,C042,2025-02-25,4.29,Education
U8366,C031,2024-10-19,0.4,Social Media
U8367,C048,2025-06-02,1.85,Streaming
U8368,C031,2025-08-14,5.29,Gaming
U8369,C031,2025-05-19,5.22,Education
U8370,C086,2025-09-08,4.04,Streaming
U8371,C033,2025-07-30,7.82,Education
U8372,C015,2024-10-11,8.78,Gaming
U8373,C012,2025-02-16,8.65,Work
U8374,C055,2025-02-26,2.91,Social Media
U8375,C057,2025-03-13,5.38,Gaming
U8376,C007,2025-03-26,6.12,Work
U8377,C057,2025-07-04,4.67,Gaming
U8378,C063,2025-01-15,1.32,Gaming
U8379,C023,2024-11-03,1.37,Streaming
U8380,C036,2025-07-13,2.66,Education
U8381,C016,2024-11-17,0.88,Education
U8382,C021,2025-02-22,3.86,Streaming
U8383,C003,2025-08-23,5.09,Streaming
U8384,C052,2025-02-15,8.44,Education
U8385,C039,2025-08-14,4.23,Work
U8386,C089,2025-03-20,9.64,Work
U8387,C027,2025-04-26,6.12,Gaming
U8388,C087,2025-04-15,8.78,Social Media
U8389,C073,2025-03-29,6.49,Streaming
U8390,C063,2025-02-27,8.53,Social Media
U8391,C099,2025-03-03,8.85,Social Media
U8392,C034,2024-12-28,8.27,Work
U8393,C099,2025-01-10,8.79,Social Media
U8394,C055,2024-12-15,8.74,Social Media
U8395,C031,2025-02-24,1.46,Gaming
U8396,C078,2024-12-28,8.63,Social Media
U8397,C050,2024-10-07,6.02,Work
U8398,C008,2024-12-22,6.33,Streaming
U8399,C035,2024-10-24,6.76,Gaming
U8400,C042,2025-04-23,6.04,Education
U8401,C038,2025-09-11,4.49,Education
U8402,C084,2025-06-03,3.3,Work
U8403,C097,2025-04-12,2.09,Gaming
U8404,C071,2025-05-23,3.88,Streaming
U8405,C068,2024-11-28,3.57,Streaming
U8406,C022,2025-09-11,7.03,Streaming
U8407,C011,2025-08-13,9.39,Social Media
U8408,C052,2025-05-22,2.97,Gaming
U8409,C056,2025-08-30,4.86,Work
U8410,C051,2025-02-18,5.68,Streaming
U8411,C078,2025-05-24,9.62,Gaming
U8412,C006,2025-01-11,3.94,Gaming
U8413,C022,2025-09-09,1.22,Streaming
U8414,C005,2025-09-08,1.71,Gaming
U8415,C031,2025-04-12,2.23,Education
U8416,C004,2024-12-12,2.07,Education
U8417,C022,2025-08-05,2.72,Gaming
U8418,C093,2025-03-19,9.7,Streaming
U8419,C044,2024-09-21,3.14,Work
U8420,C051,2024-11-07,1.57,Education
U8421,C075,2024-12-23,5.9,Work
U8422,C067,2025-09-04,5.56,Social Media
U8423,C049,2024-12-25,9.57,Streaming
U8424,C094,2024-12-28,1.82,Gaming
U8425,C100,2025-04-21,5.23,Work
U8426,C090,2025-02-13,0.15,Education
U8427,C068,2025-06-27,3.34,Work
U8428,C059,2025-01-17,5.38,Gaming
U8429,C003,2024-10-25,6.9,Education
U8430,C065,2025-08-02,3.01,Gaming
U8431,C015,2025-09-06,8.66,Social Media
U8432,C078,2025-02-08,6.37,Streaming
U8433,C076,2025-07-03,3.35,Education
U8434,C080,2024-10-31,8.22,Work
U8435,C099,2024-10-30,4.99,Education
U8436,C019,2025-08-15,1.64,Work
U8437,C090,2025-07-26,0.43,Social Media
U8438,C095,2024-10-04,8.13,Education
U8439,C054,2025-08-22,8.67,Social Media
U8440,C093,2025-03-01,0.6,Gaming
U8441,C001,2025-05-10,9.02,Gaming
U8442,C099,2025-01-12,4.54,Streaming
U8443,C062,2024-12-13,9.33,Work
U8444,C084,2024-09-23,1.04,Streaming
U8445,C070,2025-01-05,4.38,Streaming
U8446,C018,2024-12-05,1.84,Social Media
U8447,C064,2025-01-28,2.99,Education
U8448,C018,2024-10-30,7.54,Work
U8449,C062,2024-10-29,5.59,Education
U8450,C024,2025-05-02,7.48,Work
U8451,C054,2024-12-30,6.35,Work
U8452,C006,2024-12-11,4.53,Gaming
U8453,C006,2024-11-29,7.84,Education
U8454,C010,2025-02-20,5.0,Social Media
U8455,C099,2025-05-17,7.81,Streaming
U8456,C069,2025-07-04,3.32,Gaming
U8457,C018,2025-08-12,8.23,Gaming
U8458,C041,2025-05-31,8.65,Gaming
U8459,C014,2025-08-10,9.58,Social Media
U8460,C098,2024-10-06,9.83,Social Media
U8461,C060,2025-02-10,4.44,Social Media
U8462,C041,2025-05-07,5.94,Streaming
U8463,C094,2024-12-25,4.24,Education
U8464,C042,2025-02-26,3.89,Streaming
U8465,C002,2025-07-29,1.02,Work
U8466,C013,2025-02-12,9.74,Gaming
U8467,C082,2025-07-24,3.26,Work
U8468,C100,2025-07-01,4.76,Work
U8469,C089,2024-10-20,1.46,Gaming
U8470,C080,2025-04-28,3.81,Work
U8471,C026,2024-11-27,3.21,Streaming
U8472,C029,2025-05-25,1.56,Social Media
U8473,C034,2025-03-10,1.66,Streaming
U8474,C045,2025-07-19,3.05,Social Media
U8475,C083,2025-04-04,6.67,Social Media
U8476,C035,2025-03-09,6.19,Social Media
U8477,C076,2025-06-16,8.14,Gaming
U8478,C033,2024-09-29,4.72,Gaming
U8479,C028,2025-02-03,5.21,Gaming
U8480,C085,2024-10-10,4.64,Gaming
U8481,C009,2025-05-25,7.22,Streaming
U8482,C030,2024-12-30,1.38,Education
U8483,C029,2025-04-27,2.76,Gaming
U8484,C015,2025-03-17,0.17,Streaming
U8485,C055,2025-03-18,7.79,Education
U8486,C040,2025-01-27,5.32,Streaming
U8487,C003,2025-01-19,1.3,Education
U8488,C047,2025-01-09,4.25,Gaming
U8489,C046,2025-07-14,2.23,Gaming
U8490,C021,2024-10-11,4.31,Gaming
U8491,C064,2025-08-18,7.41,Social Media
U8492,C096,2024-11-11,8.64,Streaming
U8493,C095,2025-07-21,6.4,Work
U8494,C020,2025-05-19,8.91,Education
U8495,C090,2024-11-15,1.63,Gaming
U8496,C038,2024-11-02,3.84,Education
U8497,C027,2025-08-21,0.84,Streaming
U8498,C081,2025-08-12,1.09,Social Media
U8499,C085,2025-03-22,2.19,Work
U8500,C074,2025-03-28,7.41,Social Media
U8501,C035,2025-02-17,9.37,Streaming
U8502,C100,2024-09-27,5.02,Streaming
U8503,C087,2025-08-16,3.04,Social Media
U8504,C001,2025-07-14,8.6,Streaming
U8505,C039,2025-04-24,1.96,Streaming
U8506,C024,2025-02-01,7.15,Education
U8507,C059,2025-08-15,7.91,Work
U8508,C088,2025-04-21,4.74,Streaming
U8509,C037,2025-06-17,8.51,Work
U8510,C071,2024-11-15,0.92,Gaming
U8511,C079,2025-03-14,2.5,Social Media
U8512,C003,2024-11-08,1.62,Education
U8513,C094,2025-05-23,5.37,Education
U8514,C052,2025-03-25,0.35,Gaming
U8515,C096,2024-12-25,8.53,Education
U8516,C011,2025-08-01,2.57,Education
U8517,C024,2025-01-10,8.21,Streaming
U8518,C081,2024-09-28,2.81,Education
U8519,C017,2024-10-11,7.18,Gaming
U8520,C040,2024-12-01,7.51,Streaming
U8521,C037,2025-05-16,6.41,Social Media
U8522,C073,2025-07-07,5.24,Work
U8523,C029,2025-03-28,9.76,Work
U8524,C032,2025-07-26,4.81,Gaming
U8525,C053,2025-02-27,1.71,Work
U8526,C084,2025-06-29,0.87,Social Media
U8527,C032,2025-06-15,4.18,Streaming
U8528,C081,2024-11-12,0.74,Work
U8529,C070,2025-06-11,9.42,Work
U8530,C038,2025-08-13,8.53,Streaming
U8531,C039,2024-11-27,2.81,Work
U8532,C020,2025-02-17,9.5,Work
U8533,C087,2025-01-29,7.15,Education
U8534,C089,2025-02-18,8.18,Streaming
U8535,C091,2024-12-28,1.5,Work
U8536,C029,2025-06-27,8.61,Work
U8537,C026,2025-08-18,9.5,Work
U8538,C075,2025-06-13,1.43,Streaming
U8539,C002,2025-03-30,7.4,Streaming
U8540,C058,2024-10-31,4.41,Education
U8541,C047,2025-08-23,5.61,Streaming
U8542,C020,2025-05-27,8.44,Streaming
U8543,C046,2025-06-23,2.37,Streaming
U8544,C026,2024-11-19,4.02,Gaming
U8545,C038,2024-11-03,4.24,Social Media
U8546,C083,2025-02-28,6.83,Social Media
U8547,C011,2025-01-28,2.57,Streaming
U8548,C032,2024-09-22,3.32,Social Media
U8549,C023,2024-12-10,9.66,Streaming
U8550,C045,2024-09-14,1.07,Gaming
U8551,C068,2025-09-10,6.71,Gaming
U8552,C079,2025-03-07,7.78,Social Media
U8553,C023,2025-04-05,8.88,Streaming
U8554,C085,2025-07-13,4.14,Work
U8555,C064,2025-02-19,8.06,Education
U8556,C082,2024-10-11,4.17,Education
U8557,C084,2025-06-11,3.09,Social Media
U8558,C050,2025-02-07,5.47,Social Media
U8559,C018,2025-05-13,6.45,Streaming
U8560,C067,2024-12-04,4.87,Social Media
U8561,C042,2024-12-02,2.42,Streaming
U8562,C094,2025-05-03,1.01,Gaming
U8563,C032,2025-01-16,6.24,Streaming
U8564,C097,2025-07-27,0.89,Streaming
U8565,C012,2025-06-15,4.2,Education
U8566,C009,2025-08-27,2.23,Education
U8567,C068,2025-05-27,6.64,Gaming
U8568,C026,2025-03-06,1.95,Social Media
U8569,C065,2025-01-15,5.24,Gaming
U8570,C047,2025-02-14,5.04,Gaming
U8571,C064,2024-11-21,0.63,Work
U8572,C001,2025-05-08,9.88,Social Media
U8573,C002,2025-07-23,3.9,Work
U8574,C090,2025-07-20,7.65,Work
U8575,C029,2025-02-24,5.03,Streaming
U8576,C001,2025-05-05,9.35,Education
U8577,C007,2025-06-19,4.21,Gaming
U8578,C010,2024-10-02,2.49,Work
U8579,C063,2025-01-10,9.72,Education
U8580,C082,2025-01-14,9.29,Work
U8581,C043,2025-01-20,8.04,Gaming
U8582,C008,2025-04-13,8.67,Streaming
U8583,C011,2024-11-30,6.14,Social Media
U8584,C079,2025-08-22,3.87,Education
U8585,C035,2025-06-22,6.07,Gaming
U8586,C076,2024-12-01,9.97,Streaming
U8587,C052,2025-05-02,5.13,Streaming
U8588,C036,2025-07-10,9.89,Streaming
U8589,C037,2024-11-13,8.48,Streaming
U8590,C014,2025-01-16,5.36,Streaming
U8591,C010,2025-08-16,7.11,Streaming
U8592,C003,2025-02-23,9.07,Education
U8593,C019,2025-08-11,3.28,Work
U8594,C082,2025-01-04,3.92,Streaming
U8595,C013,2024-11-10,5.04,Gaming
U8596,C033,2024-12-14,2.48,Work
U8597,C006,2025-06-18,4.86,Streaming
U8598,C006,2025-09-02,2.01,Work
U8599,C030,2025-01-11,8.93,Gaming
U8600,C076,2025-01-13,1.24,Education
U8601,C080,2025-08-10,5.7,Work
U8602,C012,2025-03-21,5.33,Education
U8603,C025,2025-06-04,2.18,Work
U8604,C076,2025-05-26,2.11,Social Media
U8605,C063,2024-12-02,5.47,Social Media
U8606,C007,2025-04-11,4.43,Gaming
U8607,C025,2025-02-23,2.28,Work
U8608,C085,2025-08-13,4.8,Streaming
U8609,C038,2025-02-26,2.24,Education
U8610,C027,2024-09-26,6.26,Education
U8611,C075,2024-10-20,1.75,Gaming
U8612,C007,2025-02-11,9.18,Social Media
U8613,C016,2025-09-02,1.08,Work
U8614,C002,2025-03-27,6.22,Gaming
U8615,C045,2025-08-27,9.11,Streaming
U8616,C002,2025-01-21,9.1,Education
U8617,C052,2025-04-13,3.56,Streaming
U8618,C013,2025-05-03,7.26,Gaming
U8619,C030,2025-07-25,7.05,Social Media
U8620,C044,2025-02-05,6.4,Work
U8621,C049,2025-05-06,6.06,Gaming
U8622,C005,2024-12-06,8.51,Social Media
U8623,C089,2025-02-02,9.68,Work
U8624,C026,2025-06-26,3.63,Education
U8625,C004,2025-07-28,0.35,Gaming
U8626,C007,2025-01-29,7.82,Streaming
U8627,C030,2024-09-15,4.3,Work
U8628,C039,2025-08-30,8.52,Education
U8629,C020,2024-12-22,4.6,Education
U8630,C023,2025-05-15,0.56,Work
U8631,C032,2025-08-06,3.91,Social Media
U8632,C064,2025-06-12,0.86,Work
U8633,C066,2025-02-16,5.75,Work
U8634,C045,2025-06-12,1.8,Education
U8635,C003,2024-11-26,3.04,Streaming
U8636,C055,2025-05-30,7.13,Work
U8637,C072,2025-04-28,7.29,Social Media
U8638,C051,2024-10-07,0.93,Gaming
U8639,C052,2025-05-22,6.51,Education
U8640,C060,2024-12-24,5.28,Work
U8641,C098,2025-04-20,9.06,Streaming
U8642,C052,2025-01-18,4.45,Social Media
U8643,C059,2025-03-01,1.58,Social Media
U8644,C025,2025-05-22,6.52,Streaming
U8645,C039,2024-09-22,6.66,Gaming
U8646,C026,2025-05-11,8.22,Work
U8647,C008,2025-02-13,4.78,Gaming
U8648,C041,2024-11-10,7.91,Streaming
U8649,C023,2025-05-17,8.65,Streaming
U8650,C027,2024-12-16,4.81,Streaming
U8651,C057,2025-01-04,9.64,Education
U8652,C057,2025-07-16,7.62,Gaming
U8653,C068,2025-05-17,5.21,Social Media
U8654,C056,2024-12-23,2.88,Gaming
U8655,C078,2024-11-09,0.82,Streaming
U8656,C022,2024-12-21,0.63,Streaming
U8657,C094,2025-03-09,2.28,Gaming
U8658,C082,2024-09-20,3.77,Education
U8659,C058,2025-04-03,3.99,Work
U8660,C050,2025-01-08,0.23,Work
U8661,C022,2024-10-03,6.31,Social Media
U8662,C079,2024-10-29,5.48,Social Media
U8663,C073,2025-06-01,5.06,Education
U8664,C056,2024-12-03,7.93,Social Media
U8665,C056,2025-08-27,3.47,Work
U8666,C054,2025-04-10,5.09,Education
U8667,C080,2024-09-22,9.82,Education
U8668,C096,2024-10-24,6.64,Streaming
U8669,C088,2025-06-03,6.73,Streaming
U8670,C058,2025-03-15,3.65,Work
U8671,C081,2024-10-15,0.88,Education
U8672,C023,2025-06-16,6.31,Social Media
U8673,C086,2024-11-03,3.42,Work
U8674,C065,2024-12-02,0.78,Streaming
U8675,C066,2025-01-20,7.3,Streaming
U8676,C048,2025-04-01,8.29,Gaming
U8677,C029,2024-10-01,9.62,Work
U8678,C011,2025-08-04,6.37,Education
U8679,C042,2025-03-31,0.43,Gaming
U8680,C033,2025-09-12,8.15,Social Media
U8681,C023,2024-09-25,3.44,Social Media
U8682,C040,2025-05-16,3.63,Education
U8683,C036,2025-08-24,4.62,Gaming
U8684,C081,2025-01-23,5.1,Social Media
U8685,C050,2024-11-30,9.39,Work
U8686,C013,2025-02-26,4.43,Education
U8687,C049,2025-07-15,8.42,Social Media
U8688,C057,2024-11-23,8.35,Gaming
U8689,C045,2025-02-06,9.13,Gaming
U8690,C078,2024-09-19,2.16,Gaming
U8691,C037,2025-05-02,3.16,Work
U8692,C062,2025-02-23,1.46,Streaming
U8693,C027,2024-11-11,3.48,Gaming
U8694,C067,2025-06-19,8.92,Gaming
U8695,C097,2024-10-07,1.39,Education
U8696,C004,2025-01-06,8.48,Streaming
U8697,C071,2025-01-29,4.92,Education
U8698,C046,2025-04-22,1.65,Work
U8699,C032,2025-05-11,4.39,Education
U8700,C071,2025-01-24,1.61,Gaming
U8701,C018,2025-05-25,5.78,Education
U8702,C064,2025-04-12,0.83,Gaming
U8703,C005,2025-08-06,2.27,Streaming
U8704,C045,2025-01-19,6.16,Education
U8705,C019,2025-03-12,6.6,Education
U8706,C033,2025-04-08,1.9,Gaming
U8707,C048,2025-04-23,4.69,Education
U8708,C034,2025-01-25,8.23,Work
U8709,C020,2025-01-24,0.47,Streaming
U8710,C078,2025-08-04,6.1,Gaming
U8711,C073,2025-01-08,5.49,Gaming
U8712,C056,2025-05-07,8.47,Education
U8713,C050,2025-05-21,3.01,Education
U8714,C048,2025-01-31,0.97,Streaming
U8715,C073,2025-04-06,2.33,Streaming
U8716,C059,2025-05-01,7.19,Education
U8717,C049,2025-02-21,0.2,Work
U8718,C064,2024-12-30,1.96,Gaming
U8719,C039,2025-01-23,4.34,Streaming
U8720,C077,2025-08-03,5.69,Education
U8721,C078,2025-07-16,7.63,Work
U8722,C012,2025-08-06,5.94,Social Media
U8723,C046,2025-04-04,5.31,Social Media
U8724,C025,2025-04-28,9.57,Work
U8725,C093,2025-08-22,5.87,Work
U8726,C035,2025-05-22,2.34,Social Media
U8727,C006,2024-10-29,2.58,Social Media
U8728,C066,2025-07-21,6.98,Education
U8729,C096,2025-08-06,0.72,Social Media
U8730,C089,2024-11-03,0.18,Education
U8731,C003,2025-08-19,7.38,Education
U8732,C082,2025-08-22,5.51,Work
U8733,C094,2025-08-05,3.52,Education
U8734,C060,2025-06-22,0.39,Work
U8735,C026,2025-05-06,3.52,Streaming
U8736,C062,2025-03-14,7.58,Work
U8737,C060,2025-06-22,3.2,Social Media
U8738,C027,2024-10-09,9.03,Work
U8739,C027,2025-05-07,6.62,Work
U8740,C017,2024-10-17,7.85,Gaming
U8741,C070,2024-10-06,7.83,Gaming
U8742,C007,2025-04-30,6.74,Streaming
U8743,C055,2024-11-18,2.26,Social Media
U8744,C082,2024-12-30,9.81,Social Media
U8745,C059,2025-08-10,1.78,Streaming
U8746,C033,2025-03-10,8.21,Social Media
U8747,C081,2025-05-30,5.36,Streaming
U8748,C034,2025-01-06,0.98,Education
U8749,C077,2024-10-03,3.28,Gaming
U8750,C030,2024-11-25,3.52,Streaming
U8751,C089,2025-06-27,5.59,Gaming
U8752,C062,2025-05-13,3.19,Social Media
U8753,C032,2025-03-04,9.51,Education
U8754,C081,2025-01-31,7.32,Social Media
U8755,C062,2025-04-28,6.54,Work
U8756,C035,2024-12-16,1.07,Education
U8757,C036,2024-11-25,1.88,Education
U8758,C059,2025-03-18,8.23,Work
U8759,C032,2025-06-22,5.46,Gaming
U8760,C068,2024-11-02,4.5,Gaming
