customer_id,income_bracket,household_size,nationality
C07968,High,1,Expats-Other
C07969,Medium,2,Expats-Asia
C07970,High,5,Expats-GCC
C07971,Low,2,Expats-Asia
C07972,Medium,2,Expats-GCC
C07973,Low,1,Expats-Asia
C07974,Low,1,Expats-Other
C07975,High,3,Expats-GCC
C07976,Medium,3,Expats-GCC
C07977,High,4,Bahraini
C07978,High,5,Expats-Asia
C07979,High,3,Expats-GCC
C07980,Low,4,Bahraini
C07981,High,4,Expats-GCC
C07982,Low,1,Bahraini
C07983,High,3,Expats-GCC
C07984,High,5,Expats-GCC
C07985,Medium,2,Expats-Asia
C07986,Medium,6,Expats-GCC
C07987,High,3,Expats-Asia
C07988,High,1,Expats-Other
C07989,High,3,Expats-Other
C07990,Low,7,Expats-GCC
C07991,Low,6,Expats-Asia
C07992,Low,7,Expats-GCC
C07993,High,4,Bahraini
C07994,Medium,7,Expats-Asia
C07995,Medium,5,Expats-Other
C07996,Medium,6,Expats-Other
C07997,High,2,Expats-Asia
C07998,Medium,5,Expats-Other
C07999,High,2,Bahraini
C08000,Low,4,Expats-Asia
C08001,High,6,Bahraini
C08002,Medium,7,Expats-Other
C08003,Low,5,Bahraini
C08004,Low,7,Expats-Other
C08005,High,3,Expats-Other
C08006,High,3,Expats-GCC
C08007,Medium,5,Expats-Asia
C08008,Medium,6,Expats-Asia
C08009,Medium,1,Bahraini
C08010,High,1,Expats-GCC
C08011,Medium,4,Expats-Other
C08012,High,6,Expats-GCC
C08013,Medium,1,Expats-Other
C08014,High,7,Expats-Asia
C08015,Medium,5,Expats-Other
C08016,Medium,4,Bahraini
C08017,Low,6,Expats-GCC
C08018,Medium,5,Expats-GCC
C08019,Medium,3,Bahraini
C08020,High,4,Expats-GCC
C08021,High,3,Bahraini
C08022,Low,3,Expats-Other
C08023,Medium,3,Bahraini
C08024,Low,3,Bahraini
C08025,Low,2,Expats-GCC
C08026,High,6,Bahraini
C08027,Low,3,Expats-Asia
C08028,Low,7,Expats-Other
C08029,High,4,Expats-Other
C08030,Low,3,Bahraini
C08031,Medium,1,Expats-GCC
C08032,Low,2,Expats-Asia
C08033,Medium,1,Expats-Other
C08034,Low,6,Expats-Other
C08035,High,1,Expats-Other
C08036,Medium,3,Expats-Asia
C08037,Medium,3,Expats-Asia
C08038,High,6,Expats-Other
C08039,Low,7,Expats-Other
C08040,Medium,4,Bahraini
C08041,Medium,1,Expats-Other
C08042,Low,2,Bahraini
C08043,Medium,3,Bahraini
C08044,Low,6,Expats-GCC
C08045,High,6,Expats-Asia
C08046,Low,6,Expats-Other
C08047,Medium,4,Expats-GCC
C08048,Medium,5,Expats-Other
C08049,Medium,3,Expats-Asia
C08050,High,5,Expats-GCC
C08051,Low,2,Bahraini
C08052,Medium,4,Bahraini
C08053,Low,6,Expats-Other
C08054,High,3,Expats-Other
C08055,Medium,5,Expats-GCC
C08056,High,3,Bahraini
C08057,Low,2,Bahraini
C08058,High,7,Bahraini
C08059,Medium,1,Expats-Other
C08060,Medium,2,Expats-Asia
C08061,Medium,6,Expats-Asia
C08062,High,4,Expats-Asia
C08063,High,3,Bahraini
C08064,Low,6,Expats-Other
C08065,Low,4,Bahraini
C08066,Medium,4,Expats-Other
C08067,Medium,2,Expats-GCC
C08068,Medium,3,Expats-Other
C08069,Medium,7,Expats-GCC
C08070,Low,2,Expats-Other
C08071,High,7,Expats-Asia
C08072,Low,3,Expats-Other
C08073,Low,6,Bahraini
C08074,Low,3,Expats-GCC
C08075,Medium,1,Bahraini
C08076,Low,6,Expats-Asia
C08077,Low,7,Expats-Other
C08078,High,7,Expats-Asia
C08079,High,1,Expats-Other
C08080,Low,4,Expats-Asia
C08081,High,6,Bahraini
C08082,Low,4,Bahraini
C08083,Medium,6,Bahraini
C08084,Medium,1,Expats-Asia
C08085,High,1,Expats-Other
C08086,High,7,Expats-Other
C08087,Medium,4,Expats-GCC
C08088,Low,5,Expats-GCC
C08089,Low,6,Bahraini
C08090,High,7,Expats-GCC
C08091,Medium,5,Bahraini
C08092,High,2,Expats-GCC
C08093,Low,3,Expats-Other
C08094,Medium,1,Expats-GCC
C08095,High,4,Bahraini
C08096,High,4,Expats-GCC
C08097,High,3,Bahraini
C08098,High,2,Expats-GCC
C08099,Medium,6,Expats-Asia
C08100,Low,4,Expats-Asia
C08101,High,6,Expats-GCC
C08102,Low,1,Expats-Other
C08103,High,6,Expats-Other
C08104,Medium,2,Bahraini
C08105,Low,7,Bahraini
C08106,Medium,4,Bahraini
C08107,Low,1,Expats-Other
C08108,Low,5,Expats-Other
C08109,Medium,4,Expats-Other
C08110,Low,4,Expats-Other
C08111,High,7,Expats-GCC
C08112,Low,6,Bahraini
C08113,Low,7,Bahraini
C08114,High,3,Bahraini
C08115,High,5,Expats-GCC
C08116,Medium,3,Bahraini
C08117,High,2,Expats-GCC
C08118,Low,3,Expats-GCC
C08119,Low,3,Expats-Asia
C08120,Medium,3,Bahraini
C08121,Medium,5,Expats-Other
C08122,High,3,Expats-Other
C08123,High,3,Bahraini
C08124,High,6,Expats-GCC
C08125,Low,2,Expats-Other
C08126,High,4,Expats-Other
C08127,High,1,Expats-Asia
C08128,High,2,Expats-Asia
C08129,Low,4,Expats-Asia
C08130,High,6,Bahraini
C08131,High,7,Expats-GCC
C08132,Low,2,Expats-Asia
C08133,Low,3,Expats-Other
C08134,High,5,Expats-GCC
C08135,High,1,Expats-Other
C08136,Medium,5,Expats-Asia
C08137,High,2,Expats-Asia
C08138,Medium,6,Bahraini
C08139,Low,5,Expats-Asia
C08140,High,5,Expats-Other
C08141,Medium,3,Expats-GCC
C08142,Low,3,Expats-GCC
C08143,Medium,6,Expats-Other
C08144,Low,6,Expats-Other
C08145,Medium,3,Expats-Asia
C08146,High,5,Expats-Other
C08147,High,2,Expats-GCC
C08148,High,1,Bahraini
C08149,Medium,3,Expats-Other
C08150,Low,6,Expats-Other
C08151,Low,5,Expats-Asia
C08152,Low,4,Bahraini
C08153,Low,7,Expats-Asia
C08154,High,1,Expats-GCC
C08155,Medium,5,Expats-Other
C08156,Low,4,Expats-Other
C08157,High,6,Expats-Other
C08158,High,7,Bahraini
C08159,Medium,3,Expats-Other
C08160,High,5,Bahraini
C08161,High,2,Expats-Asia
C08162,High,3,Bahraini
C08163,High,3,Bahraini
C08164,Medium,2,Expats-GCC
C08165,Medium,2,Expats-Other
C08166,High,6,Expats-Asia
C08167,High,7,Expats-GCC
C08168,Medium,3,Expats-Asia
C08169,Low,6,Bahraini
C08170,High,1,Expats-GCC
C08171,Low,2,Bahraini
C08172,Low,1,Bahraini
C08173,Medium,5,Expats-Other
C08174,High,1,Bahraini
C08175,Medium,5,Bahraini
C08176,Medium,2,Expats-Other
C08177,Low,6,Bahraini
C08178,Medium,5,Expats-Asia
C08179,Medium,6,Expats-Asia
C08180,Low,5,Bahraini
C08181,Medium,6,Expats-Other
C08182,Medium,4,Bahraini
C08183,Medium,3,Expats-Asia
C08184,Medium,5,Expats-Other
C08185,Low,7,Expats-GCC
C08186,High,4,Bahraini
C08187,Low,3,Expats-Asia
C08188,Medium,1,Bahraini
C08189,Low,3,Expats-Asia
C08190,High,1,Bahraini
C08191,Medium,4,Expats-GCC
C08192,Medium,6,Expats-Other
C08193,High,1,Expats-GCC
C08194,Low,4,Expats-Asia
C08195,Medium,7,Expats-Asia
C08196,Medium,3,Bahraini
C08197,High,5,Bahraini
C08198,Low,2,Expats-Other
C08199,Low,3,Expats-Asia
C08200,Medium,3,Expats-Asia
C08201,Low,2,Bahraini
C08202,Low,2,Bahraini
C08203,Medium,2,Expats-Asia
C08204,Low,5,Expats-GCC
C08205,Medium,6,Expats-GCC
C08206,Medium,6,Expats-Other
C08207,High,5,Expats-GCC
C08208,Medium,5,Expats-Other
C08209,Medium,4,Expats-GCC
C08210,Low,1,Expats-Other
C08211,Low,5,Expats-Asia
C08212,Low,7,Bahraini
C08213,Low,1,Bahraini
C08214,Medium,5,Expats-Asia
C08215,Medium,2,Expats-Asia
C08216,Medium,7,Expats-GCC
C08217,Medium,1,Expats-Other
C08218,Low,5,Expats-Asia
C08219,Medium,1,Bahraini
C08220,Low,4,Bahraini
C08221,Low,4,Bahraini
C08222,Low,6,Expats-Asia
C08223,Low,7,Bahraini
C08224,Low,3,Expats-Asia
C08225,High,1,Expats-GCC
C08226,Low,3,Expats-GCC
C08227,Medium,5,Expats-Asia
C08228,High,7,Expats-Other
C08229,High,3,Expats-Asia
C08230,Low,3,Bahraini
C08231,Medium,4,Expats-Other
C08232,Low,3,Expats-Other
C08233,Low,4,Expats-GCC
C08234,Medium,4,Expats-Asia
C08235,Low,6,Expats-Asia
C08236,Medium,7,Bahraini
C08237,Medium,6,Bahraini
C08238,Medium,6,Expats-Asia
C08239,High,1,Expats-Other
C08240,Low,6,Expats-Other
C08241,Low,1,Expats-Asia
C08242,Low,7,Expats-GCC
C08243,Medium,5,Expats-Asia
C08244,Low,2,Expats-Other
C08245,Low,5,Expats-Other
C08246,Medium,2,Expats-Other
C08247,Medium,6,Bahraini
C08248,High,7,Expats-Other
C08249,Low,3,Expats-Other
C08250,High,7,Bahraini
C08251,Low,6,Expats-Asia
C08252,Medium,6,Expats-GCC
C08253,Medium,6,Expats-Other
C08254,Low,6,Expats-Other
C08255,Low,7,Bahraini
C08256,Low,7,Expats-Other
C08257,Low,3,Expats-GCC
C08258,High,1,Expats-Other
C08259,Medium,7,Bahraini
C08260,Medium,7,Expats-GCC
C08261,Low,1,Expats-GCC
C08262,Medium,6,Expats-GCC
C08263,High,1,Expats-Asia
C08264,Medium,5,Expats-Asia
C08265,High,4,Expats-Other
C08266,Low,6,Bahraini
C08267,High,5,Expats-Asia
C08268,Medium,6,Expats-GCC
C08269,Low,5,Expats-Asia
C08270,High,1,Expats-GCC
C08271,Medium,3,Expats-GCC
C08272,Medium,4,Expats-Asia
C08273,Low,1,Bahraini
C08274,High,6,Bahraini
C08275,High,5,Bahraini
C08276,Low,1,Expats-Asia
C08277,High,6,Expats-Other
C08278,Low,5,Expats-Other
C08279,High,3,Expats-Other
C08280,Medium,6,Expats-Asia
C08281,Low,4,Bahraini
C08282,High,3,Bahraini
C08283,Medium,1,Expats-Other
C08284,Medium,2,Bahraini
C08285,Low,3,Expats-GCC
C08286,Medium,4,Expats-Other
C08287,Medium,6,Expats-Other
C08288,Low,7,Expats-Other
C08289,Medium,2,Expats-Asia
C08290,Low,5,Expats-Asia
C08291,Medium,5,Expats-Asia
C08292,Medium,4,Expats-Asia
C08293,Medium,3,Expats-Asia
C08294,Low,3,Expats-Asia
C08295,Medium,3,Expats-GCC
C08296,Low,2,Expats-Asia
C08297,Low,2,Expats-Asia
C08298,Low,3,Bahraini
C08299,Low,3,Expats-Other
C08300,High,4,Bahraini
C08301,Low,4,Expats-Other
C08302,Medium,3,Expats-Asia
C08303,High,6,Bahraini
C08304,Medium,1,Bahraini
C08305,Medium,3,Expats-Other
C08306,Medium,1,Expats-Asia
C08307,High,4,Expats-Asia
C08308,Medium,7,Expats-Asia
C08309,Low,2,Expats-Asia
C08310,High,5,Bahraini
C08311,Low,2,Expats-Other
C08312,Medium,3,Expats-GCC
C08313,Low,7,Expats-Other
C08314,High,4,Expats-Asia
C08315,Medium,5,Expats-Other
C08316,Medium,5,Expats-GCC
C08317,Low,6,Expats-Other
C08318,Low,3,Expats-GCC
C08319,Low,4,Expats-Asia
C08320,Low,2,Expats-GCC
C08321,Medium,2,Expats-Asia
C08322,Low,4,Expats-GCC
C08323,Low,5,Expats-Other
C08324,Medium,2,Expats-GCC
C08325,Low,5,Expats-Asia
C08326,High,3,Expats-GCC
C08327,Medium,3,Expats-Other
C08328,Medium,2,Expats-GCC
C08329,Medium,6,Expats-GCC
C08330,Low,7,Bahraini
C08331,Low,1,Expats-Asia
C08332,High,6,Expats-Asia
C08333,Medium,3,Bahraini
C08334,High,3,Expats-Asia
C08335,Low,2,Expats-Asia
C08336,High,1,Expats-Other
C08337,Low,7,Expats-Other
C08338,Medium,4,Expats-Asia
C08339,Low,6,Expats-Asia
C08340,High,5,Expats-Asia
C08341,Low,2,Expats-Asia
C08342,Low,4,Expats-GCC
C08343,Medium,3,Expats-Asia
C08344,Medium,7,Expats-GCC
C08345,Medium,5,Expats-Other
C08346,Medium,2,Expats-GCC
C08347,Medium,3,Expats-Asia
C08348,Low,1,Expats-Asia
C08349,High,4,Expats-GCC
C08350,High,2,Bahraini
C08351,Medium,2,Expats-GCC
C08352,Medium,5,Bahraini
C08353,Low,6,Expats-GCC
C08354,Medium,7,Expats-GCC
C08355,Low,5,Expats-GCC
C08356,High,7,Bahraini
C08357,Medium,3,Expats-Asia
C08358,Medium,5,Expats-Asia
C08359,Low,5,Bahraini
C08360,Low,7,Expats-GCC
C08361,Medium,5,Expats-Other
C08362,Medium,5,Expats-Other
C08363,Low,2,Expats-Other
C08364,Low,3,Expats-GCC
C08365,Low,1,Expats-GCC
C08366,Medium,6,Expats-Other
C08367,Medium,4,Bahraini
C08368,Low,5,Expats-Asia
C08369,Low,5,Expats-GCC
C08370,Medium,4,Expats-GCC
C08371,Low,7,Bahraini
C08372,Low,6,Bahraini
C08373,Low,7,Bahraini
C08374,Low,6,Bahraini
C08375,Low,3,Expats-Other
C08376,Medium,2,Expats-Asia
C08377,High,5,Expats-Other
C08378,Low,5,Expats-Other
C08379,Low,6,Expats-Other
C08380,Low,1,Expats-Other
C08381,Low,2,Bahraini
C08382,High,2,Expats-Other
C08383,Medium,3,Bahraini
C08384,Low,5,Expats-Other
C08385,Medium,2,Expats-GCC
C08386,Low,2,Expats-Asia
C08387,Low,3,Expats-Other
C08388,Low,1,Expats-Other
C08389,Low,2,Expats-GCC
C08390,Medium,3,Expats-GCC
C08391,Low,6,Bahraini
C08392,Medium,3,Expats-GCC
C08393,Low,2,Expats-Asia
C08394,Medium,1,Bahraini
C08395,Medium,1,Expats-GCC
C08396,High,2,Expats-Asia
C08397,Medium,4,Expats-GCC
C08398,High,1,Expats-GCC
C08399,Medium,5,Expats-Other
C08400,Medium,1,Expats-GCC
C08401,Medium,1,Expats-Asia
C08402,Low,1,Expats-GCC
C08403,High,7,Bahraini
C08404,Medium,4,Expats-GCC
C08405,High,6,Expats-Other
C08406,Low,2,Bahraini
C08407,Medium,2,Bahraini
C08408,Medium,2,Expats-Other
C08409,High,7,Expats-GCC
C08410,High,4,Expats-Asia
C08411,Low,4,Expats-Asia
C08412,Low,1,Expats-Other
C08413,Medium,2,Expats-Asia
C08414,High,5,Bahraini
C08415,Medium,1,Bahraini
C08416,Medium,1,Bahraini
C08417,High,6,Expats-Other
C08418,Low,1,Bahraini
C08419,Low,6,Expats-GCC
C08420,High,4,Expats-Asia
C08421,High,3,Expats-Asia
C08422,Medium,4,Expats-Other
C08423,Low,6,Expats-Other
C08424,Low,3,Expats-Asia
C08425,Low,5,Bahraini
C08426,Medium,3,Expats-Other
C08427,High,7,Expats-Other
C08428,High,2,Expats-Other
C08429,High,3,Expats-GCC
C08430,Medium,3,Expats-Other
C08431,High,4,Expats-Asia
C08432,High,2,Bahraini
C08433,Medium,7,Expats-Other
C08434,Medium,1,Expats-Asia
C08435,High,7,Bahraini
C08436,High,4,Expats-GCC
C08437,Low,5,Bahraini
C08438,High,7,Expats-GCC
C08439,Medium,5,Expats-GCC
C08440,Low,4,Expats-Other
C08441,High,4,Expats-Asia
C08442,High,6,Expats-Other
C08443,Low,3,Bahraini
C08444,Medium,6,Bahraini
C08445,Medium,1,Expats-GCC
C08446,Medium,4,Expats-Asia
C08447,Medium,3,Expats-GCC
C08448,Low,7,Bahraini
C08449,Low,1,Expats-Asia
C08450,Low,7,Bahraini
C08451,Low,5,Bahraini
C08452,High,5,Expats-Other
C08453,Medium,7,Bahraini
C08454,Medium,2,Expats-Asia
C08455,Medium,3,Expats-Other
C08456,Low,6,Bahraini
C08457,Medium,1,Expats-Asia
C08458,Medium,2,Expats-Other
C08459,High,2,Expats-Other
C08460,Low,7,Bahraini
C08461,High,1,Expats-Other
C08462,Low,6,Expats-Other
C08463,Low,6,Expats-GCC
C08464,High,2,Expats-GCC
C08465,Low,5,Bahraini
C08466,Low,7,Bahraini
C08467,Low,6,Bahraini
C08468,Medium,3,Expats-Other
C08469,High,3,Expats-Asia
C08470,Medium,1,Expats-GCC
C08471,High,2,Expats-GCC
C08472,Low,6,Expats-GCC
C08473,Medium,7,Expats-Asia
C08474,Low,6,Expats-Asia
C08475,Low,3,Expats-GCC
C08476,Low,5,Expats-GCC
C08477,Medium,3,Expats-GCC
C08478,Medium,6,Bahraini
C08479,High,1,Expats-Other
C08480,Low,7,Expats-Asia
C08481,Medium,3,Expats-GCC
C08482,High,3,Expats-Other
C08483,High,1,Bahraini
C08484,High,2,Expats-Asia
C08485,High,2,Expats-GCC
C08486,Low,1,Expats-GCC
C08487,Low,6,Expats-Other
C08488,Medium,5,Expats-Other
C08489,Low,1,Bahraini
C08490,High,4,Expats-Other
C08491,High,5,Expats-Asia
C08492,Medium,5,Expats-Asia
C08493,Medium,5,Bahraini
C08494,Medium,1,Expats-Other
C08495,Medium,3,Expats-Other
C08496,High,1,Expats-GCC
C08497,Low,2,Expats-Other
C08498,Low,1,Expats-GCC
C08499,Low,2,Expats-GCC
C08500,High,7,Expats-Other
C08501,Medium,5,Expats-Other
C08502,High,3,Expats-Other
C08503,High,5,Expats-GCC
C08504,Medium,5,Expats-Other
C08505,High,7,Expats-GCC
C08506,Low,2,Expats-Other
C08507,Medium,7,Expats-Asia
C08508,Low,7,Expats-GCC
C08509,High,2,Expats-Other
C08510,Low,4,Expats-Other
C08511,Medium,2,Bahraini
C08512,High,2,Bahraini
C08513,Low,5,Expats-Other
C08514,Low,6,Expats-Asia
C08515,Medium,1,Expats-Asia
C08516,Low,2,Expats-Asia
C08517,Medium,1,Expats-GCC
C08518,Medium,2,Expats-Other
C08519,Low,6,Bahraini
C08520,Low,3,Expats-Asia
C08521,Medium,6,Expats-GCC
C08522,Low,1,Expats-GCC
C08523,Low,5,Expats-Asia
C08524,Low,2,Expats-GCC
C08525,High,7,Bahraini
C08526,Medium,2,Expats-Asia
C08527,Low,5,Bahraini
C08528,Low,5,Expats-GCC
C08529,Medium,6,Expats-Asia
C08530,Low,7,Expats-Asia
C08531,High,7,Expats-Asia
C08532,Medium,4,Expats-GCC
C08533,Low,1,Expats-GCC
C08534,Low,7,Expats-Other
C08535,High,2,Expats-Other
C08536,Medium,2,Bahraini
C08537,High,3,Expats-Other
C08538,Low,6,Expats-GCC
C08539,Medium,6,Expats-Asia
C08540,Low,1,Expats-GCC
C08541,High,3,Expats-Other
C08542,Medium,3,Expats-Other
C08543,Medium,4,Expats-Other
C08544,High,3,Expats-Asia
C08545,Medium,5,Expats-GCC
C08546,Low,7,Expats-Asia
C08547,Medium,6,Bahraini
C08548,Low,5,Expats-Other
C08549,Low,6,Expats-GCC
C08550,Low,5,Expats-GCC
C08551,Medium,1,Expats-Asia
C08552,Low,6,Bahraini
C08553,Low,2,Expats-Asia
C08554,Medium,7,Bahraini
C08555,Low,7,Expats-Asia
C08556,Medium,3,Bahraini
C08557,High,3,Expats-Other
C08558,Low,3,Bahraini
C08559,Medium,3,Expats-Asia
C08560,Medium,5,Expats-Asia
C08561,High,4,Expats-Other
C08562,Medium,2,Expats-Other
C08563,High,4,Expats-Other
C08564,High,6,Bahraini
C08565,Low,7,Expats-Other
C08566,Medium,1,Bahraini
C08567,Low,2,Bahraini
C08568,Medium,3,Expats-Asia
C08569,Low,6,Expats-Other
C08570,High,5,Bahraini
C08571,High,5,Expats-Other
C08572,Medium,1,Bahraini
C08573,Low,7,Expats-Asia
C08574,Low,3,Expats-GCC
C08575,High,7,Bahraini
C08576,Medium,2,Expats-Asia
C08577,Low,1,Bahraini
C08578,High,3,Bahraini
C08579,Low,2,Bahraini
C08580,Low,7,Expats-Other
C08581,Low,3,Expats-Asia
C08582,Medium,6,Expats-Asia
C08583,High,6,Expats-Asia
C08584,Medium,6,Expats-GCC
C08585,High,6,Expats-GCC
C08586,Low,5,Expats-Other
C08587,High,3,Expats-Other
C08588,Medium,5,Expats-GCC
C08589,High,2,Expats-GCC
C08590,Medium,1,Expats-Asia
C08591,Medium,3,Expats-GCC
C08592,Medium,6,Expats-Other
C08593,High,4,Expats-GCC
C08594,High,6,Expats-Asia
C08595,High,1,Bahraini
C08596,Medium,7,Expats-Other
C08597,Low,2,Expats-Other
C08598,Low,6,Expats-GCC
C08599,High,2,Bahraini
C08600,Low,2,Bahraini
C08601,High,1,Expats-Asia
C08602,Medium,5,Expats-Other
C08603,High,3,Expats-GCC
C08604,Medium,5,Expats-Other
C08605,High,1,Bahraini
C08606,High,3,Bahraini
C08607,Low,7,Expats-Other
C08608,Medium,4,Expats-GCC
C08609,Medium,7,Expats-Asia
C08610,Medium,6,Expats-Other
C08611,Medium,3,Expats-Other
C08612,Low,2,Expats-GCC
C08613,Medium,5,Expats-GCC
C08614,Low,1,Expats-Asia
C08615,Low,2,Bahraini
C08616,Low,4,Bahraini
C08617,High,5,Expats-Asia
C08618,Low,6,Expats-Other
C08619,Medium,6,Expats-Asia
C08620,Medium,3,Expats-GCC
C08621,Low,5,Expats-Other
C08622,Low,1,Expats-GCC
C08623,Medium,6,Expats-Asia
C08624,Low,2,Expats-GCC
C08625,Medium,7,Bahraini
C08626,Low,3,Expats-GCC
C08627,Low,5,Bahraini
C08628,High,2,Expats-GCC
C08629,Medium,1,Bahraini
C08630,High,6,Expats-Other
C08631,Low,2,Expats-Other
C08632,High,7,Expats-Other
C08633,High,4,Expats-GCC
C08634,High,3,Expats-Other
C08635,Medium,2,Expats-GCC
C08636,Medium,4,Expats-Other
C08637,Medium,4,Expats-GCC
C08638,Low,3,Bahraini
C08639,Low,5,Expats-GCC
C08640,Low,5,Expats-Other
C08641,Low,4,Expats-Asia
C08642,High,4,Expats-GCC
C08643,Medium,6,Expats-GCC
C08644,Low,2,Expats-Other
C08645,Low,2,Expats-Asia
C08646,Low,5,Bahraini
C08647,Medium,3,Bahraini
C08648,Low,5,Bahraini
C08649,Low,3,Bahraini
C08650,Medium,3,Expats-Asia
C08651,Medium,7,Bahraini
C08652,High,7,Bahraini
C08653,High,5,Expats-GCC
C08654,High,1,Bahraini
C08655,High,2,Expats-Other
C08656,Medium,2,Bahraini
C08657,Medium,6,Expats-Asia
C08658,Medium,6,Expats-Asia
C08659,Low,1,Bahraini
C08660,Medium,3,Expats-Asia
C08661,Medium,1,Bahraini
C08662,Low,1,Expats-Asia
C08663,Medium,2,Bahraini
C08664,Medium,6,Expats-Asia
C08665,Low,6,Expats-Other
C08666,Medium,2,Expats-Other
C08667,High,4,Bahraini
C08668,Medium,1,Bahraini
C08669,High,7,Expats-Other
C08670,Low,7,Expats-Other
C08671,Low,7,Expats-Other
C08672,High,7,Expats-GCC
C08673,Medium,6,Expats-Other
C08674,High,5,Expats-Asia
C08675,Medium,1,Expats-GCC
C08676,Medium,4,Bahraini
C08677,Medium,4,Expats-Other
C08678,Low,4,Expats-GCC
C08679,Low,7,Expats-Other
C08680,High,4,Expats-Asia
C08681,Low,7,Expats-GCC
C08682,High,4,Expats-GCC
C08683,Low,3,Expats-Asia
C08684,Medium,2,Expats-GCC
C08685,Medium,3,Expats-GCC
C08686,Low,3,Expats-GCC
C08687,Low,5,Expats-Asia
C08688,High,4,Expats-Other
C08689,Medium,3,Expats-Other
C08690,Medium,4,Expats-Asia
C08691,Low,4,Expats-Asia
C08692,Low,2,Expats-GCC
C08693,Medium,7,Expats-GCC
C08694,Medium,4,Bahraini
C08695,High,3,Expats-Asia
C08696,Low,7,Expats-GCC
C08697,Low,6,Expats-Asia
C08698,High,3,Expats-GCC
C08699,Low,3,Expats-GCC
C08700,Medium,6,Expats-Other
C08701,High,5,Bahraini
C08702,High,2,Expats-Other
C08703,Low,2,Bahraini
C08704,Medium,6,Expats-GCC
C08705,Low,3,Expats-Other
C08706,Low,1,Expats-Other
C08707,High,5,Bahraini
C08708,Medium,3,Bahraini
C08709,Medium,3,Expats-Asia
C08710,Medium,6,Expats-Other
C08711,High,3,Expats-Other
C08712,Medium,7,Expats-GCC
C08713,Medium,2,Expats-Asia
C08714,High,6,Bahraini
C08715,High,2,Bahraini
C08716,Medium,6,Expats-Other
C08717,Low,7,Expats-Asia
C08718,Low,3,Expats-GCC
C08719,Medium,3,Expats-Other
C08720,Low,5,Expats-Other
C08721,High,1,Expats-Asia
C08722,High,1,Bahraini
C08723,Medium,5,Expats-Asia
C08724,Medium,1,Expats-GCC
C08725,High,6,Expats-Asia
C08726,Medium,6,Bahraini
C08727,Medium,6,Expats-GCC
C08728,Medium,6,Expats-Asia
C08729,Medium,5,Expats-Other
C08730,Low,5,Bahraini
C08731,High,1,Bahraini
C08732,Low,7,Bahraini
C08733,Medium,5,Expats-Other
C08734,High,6,Bahraini
C08735,Medium,1,Expats-Other
C08736,High,5,Expats-Other
C08737,Low,7,Expats-GCC
C08738,High,3,Expats-GCC
C08739,Medium,7,Expats-Other
C08740,High,2,Expats-GCC
C08741,High,1,Expats-Other
C08742,Medium,3,Expats-Asia
C08743,Low,3,Expats-GCC
C08744,Medium,4,Expats-Other
C08745,Medium,5,Expats-Other
C08746,Low,5,Bahraini
C08747,High,2,Expats-Other
C08748,Low,6,Expats-Other
C08749,Low,2,Expats-GCC
C08750,Medium,6,Expats-GCC
C08751,High,7,Expats-Other
C08752,Low,7,Expats-Asia
C08753,Medium,5,Expats-GCC
C08754,Medium,7,Expats-GCC
C08755,Low,2,Expats-GCC
C08756,Medium,1,Expats-GCC
C08757,Low,4,Expats-Asia
C08758,Medium,4,Expats-Asia
C08759,High,6,Expats-GCC
C08760,High,7,Expats-GCC
C08761,Low,2,Bahraini
C08762,Low,4,Expats-Other
C08763,Low,3,Expats-GCC
C08764,Medium,5,Expats-GCC
C08765,Medium,7,Expats-Other
C08766,Low,1,Expats-Asia
C08767,High,4,Expats-Asia
C08768,Medium,3,Expats-Asia
C08769,Medium,7,Expats-Asia
C08770,High,5,Expats-Other
C08771,Medium,6,Expats-Asia
C08772,High,6,Expats-Asia
C08773,Medium,1,Bahraini
C08774,High,5,Expats-Asia
C08775,Low,5,Expats-Other
C08776,Medium,5,Expats-Other
C08777,High,2,Expats-Asia
C08778,Medium,2,Expats-Asia
C08779,Low,7,Bahraini
C08780,Medium,2,Expats-Asia
C08781,Medium,6,Expats-Other
C08782,High,7,Expats-Other
C08783,Low,3,Expats-GCC
C08784,Medium,5,Bahraini
C08785,Medium,1,Expats-Asia
C08786,High,4,Expats-Asia
C08787,Medium,5,Expats-GCC
C08788,Medium,4,Expats-Other
C08789,High,1,Expats-Asia
C08790,High,4,Expats-Asia
C08791,Low,7,Bahraini
C08792,Medium,4,Expats-Other
C08793,Medium,4,Expats-Other
C08794,Medium,6,Expats-Other
C08795,Medium,5,Expats-GCC
C08796,Medium,5,Expats-GCC
C08797,Medium,4,Bahraini
C08798,Medium,2,Bahraini
C08799,Low,2,Expats-Asia
C08800,Low,4,Bahraini
C08801,Medium,2,Expats-Other
C08802,Low,5,Bahraini
C08803,High,1,Expats-GCC
C08804,Low,7,Expats-Other
C08805,High,2,Expats-GCC
C08806,Low,2,Expats-GCC
C08807,Medium,7,Expats-Other
C08808,Medium,7,Expats-GCC
C08809,Medium,5,Expats-Other
C08810,Medium,3,Expats-Asia
C08811,High,1,Expats-Asia
C08812,Medium,1,Expats-Asia
C08813,Low,7,Bahraini
C08814,Medium,4,Bahraini
C08815,High,3,Bahraini
C08816,High,4,Bahraini
C08817,Medium,2,Expats-Other
C08818,High,4,Expats-Asia
C08819,High,6,Expats-Other
C08820,High,2,Expats-Other
C08821,Medium,2,Expats-GCC
C08822,Low,7,Bahraini
