post_id,platform,sentiment,topic,date
S8509,Instagram,Neutral,Event,2025-05-10
S8510,Twitter,Positive,Offer,2024-10-12
S8511,Instagram,Neutral,Customer Service,2024-11-24
S8512,Facebook,Negative,Event,2025-05-17
S8513,Facebook,Positive,Network,2024-11-23
S8514,Instagram,Negative,Offer,2025-02-16
S8515,Twitter,Neutral,Event,2025-07-07
S8516,Instagram,Negative,Network,2025-08-24
S8517,Twitter,Neutral,Network,2025-08-06
S8518,Twitter,Negative,Event,2024-11-10
S8519,Facebook,Positive,Customer Service,2025-03-16
S8520,Instagram,Positive,Network,2025-03-04
S8521,Twitter,Positive,Event,2024-12-29
S8522,Instagram,Neutral,Offer,2025-02-25
S8523,Twitter,Positive,Network,2025-07-12
S8524,Twitter,Negative,Customer Service,2025-06-27
S8525,Twitter,Negative,Event,2025-02-22
S8526,Instagram,Negative,Network,2025-06-12
S8527,Instagram,Neutral,Event,2024-12-03
S8528,Twitter,Negative,Offer,2025-04-27
S8529,Twitter,Negative,Customer Service,2025-07-04
S8530,Instagram,Neutral,Offer,2024-10-22
S8531,Twitter,Positive,Network,2025-06-18
S8532,Facebook,Neutral,Event,2024-10-09
S8533,Facebook,Negative,Network,2025-05-25
S8534,Instagram,Positive,Event,2025-07-26
S8535,Facebook,Positive,Event,2025-04-04
S8536,Facebook,Positive,Customer Service,2025-07-31
S8537,Twitter,Positive,Offer,2025-01-16
S8538,Twitter,Positive,Event,2025-03-30
S8539,Instagram,Neutral,Event,2025-05-13
S8540,Facebook,Positive,Offer,2025-03-22
S8541,Facebook,Positive,Offer,2025-08-24
S8542,Instagram,Negative,Event,2025-07-06
S8543,Instagram,Positive,Network,2025-05-12
S8544,Twitter,Negative,Customer Service,2024-10-25
S8545,Facebook,Positive,Event,2025-05-02
S8546,Instagram,Positive,Event,2025-06-13
S8547,Twitter,Neutral,Customer Service,2025-05-24
S8548,Twitter,Negative,Offer,2025-05-19
S8549,Twitter,Positive,Customer Service,2025-01-01
S8550,Twitter,Neutral,Event,2025-03-24
S8551,Instagram,Negative,Customer Service,2025-01-02
S8552,Instagram,Positive,Offer,2024-12-21
S8553,Facebook,Positive,Offer,2025-07-25
S8554,Twitter,Positive,Offer,2024-11-22
S8555,Twitter,Neutral,Offer,2025-03-05
S8556,Facebook,Negative,Event,2025-04-10
S8557,Facebook,Positive,Offer,2025-02-12
S8558,Facebook,Positive,Offer,2025-06-11
S8559,Facebook,Positive,Event,2025-01-17
S8560,Instagram,Neutral,Customer Service,2025-01-15
S8561,Instagram,Neutral,Event,2025-03-08
S8562,Facebook,Neutral,Customer Service,2025-04-09
S8563,Twitter,Neutral,Offer,2025-07-19
S8564,Instagram,Positive,Network,2025-01-30
S8565,Instagram,Neutral,Network,2025-03-16
S8566,Twitter,Positive,Network,2024-12-09
S8567,Twitter,Negative,Offer,2024-12-26
S8568,Twitter,Neutral,Event,2024-11-05
S8569,Twitter,Positive,Event,2024-10-27
S8570,Twitter,Positive,Event,2025-03-16
S8571,Twitter,Neutral,Event,2025-04-18
S8572,Twitter,Positive,Event,2024-12-16
S8573,Instagram,Positive,Network,2025-01-04
S8574,Twitter,Neutral,Customer Service,2025-04-14
S8575,Facebook,Neutral,Network,2025-08-25
S8576,Instagram,Neutral,Network,2024-10-28
S8577,Twitter,Negative,Customer Service,2024-10-20
S8578,Twitter,Negative,Offer,2025-08-15
S8579,Instagram,Positive,Event,2025-03-19
S8580,Facebook,Negative,Offer,2025-02-17
S8581,Twitter,Positive,Customer Service,2025-01-03
S8582,Twitter,Negative,Event,2024-12-12
S8583,Facebook,Negative,Network,2024-10-06
S8584,Facebook,Positive,Customer Service,2025-02-14
S8585,Instagram,Neutral,Offer,2025-06-22
S8586,Instagram,Negative,Customer Service,2025-05-15
S8587,Twitter,Negative,Event,2024-09-29
S8588,Facebook,Negative,Event,2025-07-13
S8589,Facebook,Neutral,Customer Service,2025-05-14
S8590,Instagram,Positive,Offer,2024-12-13
S8591,Facebook,Negative,Network,2025-08-11
S8592,Instagram,Negative,Event,2025-01-01
S8593,Twitter,Negative,Event,2025-01-09
S8594,Facebook,Negative,Customer Service,2025-09-12
S8595,Instagram,Positive,Customer Service,2025-03-11
S8596,Instagram,Neutral,Customer Service,2025-08-29
S8597,Instagram,Positive,Network,2025-07-17
S8598,Twitter,Negative,Offer,2024-09-19
S8599,Twitter,Positive,Network,2025-07-08
S8600,Facebook,Negative,Customer Service,2025-01-29
S8601,Twitter,Positive,Network,2024-10-16
S8602,Instagram,Positive,Network,2025-02-18
S8603,Instagram,Neutral,Offer,2025-05-16
S8604,Instagram,Neutral,Network,2025-01-28
S8605,Instagram,Neutral,Event,2025-08-23
S8606,Facebook,Positive,Customer Service,2025-09-10
S8607,Instagram,Positive,Offer,2025-01-18
S8608,Instagram,Neutral,Network,2025-03-04
S8609,Facebook,Negative,Event,2024-11-19
S8610,Instagram,Negative,Offer,2025-02-14
S8611,Instagram,Positive,Customer Service,2025-09-02
S8612,Facebook,Positive,Network,2024-12-19
S8613,Facebook,Negative,Event,2025-06-03
S8614,Twitter,Positive,Event,2024-10-14
S8615,Instagram,Negative,Customer Service,2024-12-18
S8616,Twitter,Positive,Event,2025-04-30
S8617,Twitter,Negative,Customer Service,2025-03-16
S8618,Facebook,Neutral,Network,2024-09-17
S8619,Instagram,Positive,Network,2024-09-14
S8620,Facebook,Neutral,Customer Service,2024-10-22
S8621,Twitter,Neutral,Customer Service,2025-01-27
S8622,Twitter,Negative,Event,2025-05-05
S8623,Instagram,Negative,Network,2025-05-10
S8624,Facebook,Neutral,Event,2024-12-30
S8625,Twitter,Negative,Offer,2025-01-16
S8626,Facebook,Positive,Offer,2025-01-04
S8627,Twitter,Positive,Event,2025-01-21
S8628,Instagram,Positive,Event,2024-12-23
S8629,Twitter,Positive,Network,2025-07-22
S8630,Instagram,Positive,Customer Service,2025-05-08
S8631,Twitter,Positive,Customer Service,2025-01-09
S8632,Facebook,Positive,Event,2025-06-22
S8633,Facebook,Positive,Event,2025-03-29
S8634,Twitter,Neutral,Network,2025-07-22
S8635,Twitter,Positive,Network,2025-01-30
S8636,Instagram,Negative,Customer Service,2024-09-25
S8637,Instagram,Positive,Event,2025-07-28
S8638,Twitter,Positive,Offer,2024-11-14
S8639,Facebook,Negative,Event,2025-02-03
S8640,Instagram,Neutral,Network,2025-06-04
S8641,Facebook,Neutral,Event,2025-07-18
S8642,Twitter,Neutral,Network,2025-03-20
S8643,Twitter,Positive,Event,2025-03-26
S8644,Twitter,Negative,Offer,2024-12-09
S8645,Twitter,Positive,Network,2025-03-21
S8646,Twitter,Negative,Network,2025-08-01
S8647,Facebook,Negative,Network,2025-01-30
S8648,Facebook,Positive,Customer Service,2025-03-28
S8649,Twitter,Negative,Network,2025-03-24
S8650,Instagram,Positive,Network,2025-07-22
S8651,Facebook,Neutral,Network,2025-05-31
S8652,Facebook,Negative,Customer Service,2025-09-05
S8653,Instagram,Neutral,Event,2025-05-08
S8654,Twitter,Positive,Event,2024-09-20
S8655,Twitter,Neutral,Event,2025-04-17
S8656,Twitter,Positive,Event,2024-09-23
S8657,Twitter,Neutral,Event,2025-08-17
S8658,Facebook,Neutral,Event,2025-06-27
S8659,Twitter,Neutral,Customer Service,2025-06-03
S8660,Twitter,Neutral,Network,2025-01-30
S8661,Facebook,Negative,Offer,2024-12-12
S8662,Twitter,Negative,Offer,2024-09-13
S8663,Twitter,Neutral,Event,2024-09-20
S8664,Instagram,Positive,Event,2024-09-14
S8665,Facebook,Neutral,Network,2025-05-15
S8666,Twitter,Negative,Event,2024-12-16
S8667,Twitter,Negative,Network,2025-05-31
S8668,Instagram,Neutral,Network,2024-10-27
S8669,Facebook,Positive,Offer,2025-04-23
S8670,Twitter,Positive,Customer Service,2024-09-29
S8671,Twitter,Positive,Event,2024-10-12
S8672,Twitter,Positive,Customer Service,2025-03-18
S8673,Facebook,Positive,Event,2024-12-05
S8674,Facebook,Positive,Network,2024-10-01
S8675,Twitter,Neutral,Network,2024-11-15
S8676,Instagram,Positive,Network,2025-05-03
S8677,Instagram,Positive,Customer Service,2025-01-28
S8678,Twitter,Positive,Network,2025-05-31
S8679,Instagram,Neutral,Network,2024-11-01
S8680,Instagram,Negative,Customer Service,2025-09-12
S8681,Instagram,Positive,Offer,2024-11-18
S8682,Twitter,Positive,Event,2024-11-26
S8683,Instagram,Positive,Event,2025-03-12
S8684,Facebook,Neutral,Network,2025-07-13
S8685,Twitter,Positive,Network,2025-04-24
S8686,Twitter,Negative,Customer Service,2025-01-08
S8687,Instagram,Negative,Customer Service,2024-12-16
S8688,Facebook,Positive,Customer Service,2024-11-26
S8689,Twitter,Positive,Network,2025-08-13
S8690,Instagram,Neutral,Event,2025-01-31
S8691,Facebook,Positive,Event,2024-09-28
S8692,Instagram,Negative,Network,2025-04-14
S8693,Twitter,Positive,Event,2024-12-16
S8694,Facebook,Positive,Customer Service,2024-12-06
S8695,Twitter,Positive,Customer Service,2024-11-28
S8696,Facebook,Neutral,Offer,2025-07-17
S8697,Facebook,Neutral,Customer Service,2024-11-11
S8698,Instagram,Positive,Event,2025-06-16
S8699,Facebook,Neutral,Network,2025-05-10
S8700,Facebook,Negative,Event,2025-01-23
S8701,Facebook,Negative,Offer,2025-04-15
S8702,Instagram,Positive,Customer Service,2024-10-01
S8703,Instagram,Negative,Network,2025-06-29
S8704,Twitter,Neutral,Offer,2025-06-17
S8705,Instagram,Negative,Offer,2025-07-24
S8706,Instagram,Negative,Event,2025-08-29
S8707,Twitter,Positive,Offer,2025-04-06
S8708,Twitter,Negative,Event,2025-08-03
S8709,Instagram,Neutral,Network,2025-06-20
S8710,Twitter,Neutral,Network,2025-07-17
S8711,Facebook,Neutral,Network,2024-10-17
S8712,Facebook,Negative,Offer,2025-05-17
S8713,Facebook,Negative,Offer,2025-01-16
S8714,Facebook,Negative,Event,2025-04-24
S8715,Facebook,Positive,Offer,2025-02-17
S8716,Facebook,Negative,Offer,2024-11-04
S8717,Facebook,Neutral,Network,2024-10-03
S8718,Twitter,Positive,Offer,2025-01-29
S8719,Instagram,Positive,Network,2024-10-04
S8720,Facebook,Negative,Customer Service,2024-09-21
S8721,Twitter,Neutral,Network,2025-04-05
S8722,Facebook,Negative,Customer Service,2025-05-28
S8723,Facebook,Negative,Customer Service,2024-11-08
S8724,Twitter,Positive,Network,2024-12-14
S8725,Twitter,Neutral,Offer,2024-09-16
S8726,Twitter,Positive,Customer Service,2025-01-05
S8727,Facebook,Neutral,Event,2024-12-15
S8728,Twitter,Positive,Customer Service,2025-05-25
S8729,Facebook,Negative,Customer Service,2024-10-23
S8730,Instagram,Positive,Customer Service,2025-07-20
S8731,Facebook,Negative,Offer,2024-12-27
S8732,Instagram,Neutral,Offer,2025-06-28
S8733,Facebook,Negative,Offer,2025-04-22
S8734,Instagram,Neutral,Event,2025-07-21
S8735,Facebook,Negative,Offer,2025-05-26
S8736,Twitter,Positive,Event,2025-02-17
S8737,Twitter,Neutral,Network,2025-02-12
S8738,Instagram,Positive,Offer,2025-06-01
S8739,Facebook,Neutral,Customer Service,2025-09-03
S8740,Instagram,Negative,Event,2025-09-04
S8741,Facebook,Positive,Network,2024-11-08
S8742,Instagram,Negative,Event,2025-01-22
S8743,Instagram,Negative,Customer Service,2024-12-26
S8744,Instagram,Neutral,Offer,2025-07-11
S8745,Twitter,Negative,Customer Service,2025-02-15
S8746,Twitter,Neutral,Customer Service,2024-09-27
S8747,Facebook,Negative,Event,2024-10-28
S8748,Twitter,Negative,Network,2025-06-14
S8749,Twitter,Positive,Network,2025-04-10
S8750,Twitter,Positive,Network,2024-11-18
S8751,Instagram,Negative,Offer,2024-11-20
S8752,Instagram,Positive,Offer,2024-12-16
S8753,Facebook,Positive,Event,2025-01-21
S8754,Twitter,Negative,Network,2025-02-28
S8755,Facebook,Positive,Network,2025-08-12
S8756,Twitter,Positive,Customer Service,2024-11-19
S8757,Facebook,Neutral,Network,2025-05-06
S8758,Facebook,Positive,Offer,2025-01-06
S8759,Facebook,Neutral,Network,2025-04-09
S8760,Twitter,Negative,Customer Service,2025-01-24
S8761,Facebook,Positive,Customer Service,2025-08-09
S8762,Instagram,Positive,Network,2025-04-06
S8763,Facebook,Neutral,Network,2024-11-07
S8764,Twitter,Positive,Event,2024-10-05
S8765,Instagram,Neutral,Network,2025-03-07
S8766,Instagram,Positive,Offer,2025-07-26
S8767,Twitter,Neutral,Event,2025-01-07
S8768,Facebook,Positive,Customer Service,2025-04-18
S8769,Facebook,Positive,Network,2025-04-27
S8770,Twitter,Neutral,Customer Service,2025-02-26
S8771,Instagram,Negative,Network,2025-02-04
S8772,Instagram,Neutral,Customer Service,2025-01-05
S8773,Twitter,Neutral,Customer Service,2024-11-10
S8774,Twitter,Neutral,Offer,2025-07-18
S8775,Instagram,Positive,Event,2025-07-05
S8776,Instagram,Positive,Network,2025-05-16
S8777,Twitter,Neutral,Offer,2025-04-26
S8778,Instagram,Positive,Event,2025-01-11
S8779,Instagram,Neutral,Event,2025-02-18
S8780,Twitter,Negative,Offer,2025-03-27
S8781,Twitter,Positive,Offer,2025-02-15
S8782,Facebook,Positive,Network,2025-02-08
S8783,Twitter,Neutral,Offer,2025-01-17
S8784,Facebook,Positive,Network,2025-02-25
S8785,Instagram,Positive,Offer,2024-11-27
S8786,Instagram,Negative,Network,2025-06-08
S8787,Instagram,Neutral,Customer Service,2024-10-10
S8788,Instagram,Neutral,Customer Service,2024-10-28
S8789,Instagram,Positive,Offer,2024-10-08
S8790,Facebook,Negative,Customer Service,2024-12-03
S8791,Twitter,Negative,Offer,2025-06-17
S8792,Instagram,Positive,Event,2025-05-26
S8793,Twitter,Neutral,Network,2025-03-19
S8794,Twitter,Negative,Offer,2025-01-20
S8795,Instagram,Negative,Event,2024-11-27
S8796,Facebook,Positive,Network,2025-06-23
S8797,Twitter,Neutral,Customer Service,2025-06-26
S8798,Twitter,Neutral,Event,2024-11-16
S8799,Instagram,Positive,Offer,2024-12-31
S8800,Facebook,Neutral,Network,2025-06-08
S8801,Twitter,Negative,Event,2024-11-29
S8802,Facebook,Positive,Offer,2025-06-29
S8803,Instagram,Negative,Network,2024-12-26
S8804,Instagram,Positive,Event,2025-06-22
S8805,Facebook,Neutral,Network,2025-01-11
S8806,Twitter,Positive,Customer Service,2025-06-26
S8807,Twitter,Positive,Customer Service,2024-12-26
S8808,Instagram,Positive,Event,2025-03-16
S8809,Instagram,Negative,Offer,2025-05-30
S8810,Twitter,Neutral,Event,2024-12-05
S8811,Facebook,Neutral,Offer,2025-02-14
S8812,Facebook,Positive,Offer,2025-03-21
S8813,Instagram,Neutral,Event,2024-11-24
S8814,Instagram,Negative,Event,2025-05-23
S8815,Instagram,Positive,Event,2025-01-22
S8816,Facebook,Positive,Customer Service,2025-01-26
S8817,Instagram,Negative,Event,2024-12-25
S8818,Facebook,Negative,Offer,2024-09-25
S8819,Instagram,Positive,Network,2025-07-22
S8820,Twitter,Neutral,Customer Service,2025-08-21
S8821,Facebook,Neutral,Network,2025-05-22
S8822,Instagram,Positive,Customer Service,2025-08-19
S8823,Twitter,Neutral,Customer Service,2025-01-14
S8824,Instagram,Positive,Customer Service,2025-08-30
S8825,Facebook,Negative,Customer Service,2025-01-18
S8826,Instagram,Negative,Network,2025-03-10
S8827,Twitter,Neutral,Event,2025-05-18
S8828,Twitter,Positive,Offer,2024-12-25
S8829,Twitter,Neutral,Event,2025-01-28
S8830,Instagram,Negative,Customer Service,2025-08-24
S8831,Twitter,Positive,Customer Service,2024-09-19
S8832,Twitter,Neutral,Customer Service,2025-06-26
S8833,Instagram,Positive,Offer,2025-08-26
S8834,Instagram,Negative,Offer,2025-06-03
S8835,Twitter,Negative,Customer Service,2025-05-04
S8836,Instagram,Negative,Event,2025-07-05
S8837,Instagram,Positive,Network,2025-06-07
S8838,Instagram,Neutral,Network,2024-11-06
S8839,Twitter,Negative,Customer Service,2025-06-13
S8840,Instagram,Negative,Network,2025-03-03
S8841,Instagram,Positive,Event,2025-08-30
S8842,Facebook,Neutral,Offer,2025-03-05
S8843,Instagram,Positive,Offer,2025-01-07
S8844,Facebook,Negative,Event,2025-08-04
S8845,Instagram,Neutral,Customer Service,2024-09-18
S8846,Facebook,Negative,Offer,2024-09-28
S8847,Facebook,Negative,Offer,2025-08-11
S8848,Facebook,Positive,Event,2024-09-26
S8849,Facebook,Positive,Offer,2024-11-29
S8850,Twitter,Positive,Customer Service,2024-09-19
S8851,Twitter,Negative,Event,2024-11-16
S8852,Facebook,Negative,Offer,2024-10-19
S8853,Twitter,Neutral,Customer Service,2024-11-02
S8854,Instagram,Neutral,Network,2025-04-13
S8855,Instagram,Negative,Offer,2025-08-29
S8856,Twitter,Positive,Customer Service,2024-10-21
S8857,Facebook,Negative,Event,2024-10-17
S8858,Instagram,Neutral,Network,2025-07-06
S8859,Instagram,Positive,Offer,2025-04-18
S8860,Twitter,Negative,Event,2024-12-03
S8861,Twitter,Neutral,Offer,2024-11-20
S8862,Instagram,Positive,Event,2025-04-03
S8863,Twitter,Negative,Event,2025-08-11
S8864,Instagram,Neutral,Network,2024-10-18
S8865,Facebook,Neutral,Event,2025-09-04
S8866,Twitter,Neutral,Customer Service,2025-08-20
S8867,Twitter,Neutral,Event,2025-02-08
S8868,Instagram,Positive,Customer Service,2024-12-05
S8869,Twitter,Negative,Network,2024-10-30
S8870,Facebook,Neutral,Offer,2025-06-11
S8871,Facebook,Negative,Customer Service,2025-06-12
S8872,Instagram,Positive,Network,2024-10-23
S8873,Twitter,Positive,Customer Service,2024-12-17
S8874,Facebook,Neutral,Event,2024-11-25
S8875,Twitter,Neutral,Offer,2025-03-04
S8876,Facebook,Positive,Event,2025-01-13
S8877,Facebook,Neutral,Network,2024-09-25
S8878,Facebook,Neutral,Offer,2025-01-07
S8879,Facebook,Negative,Offer,2025-07-14
S8880,Twitter,Negative,Network,2025-02-02
S8881,Facebook,Neutral,Offer,2025-03-29
S8882,Twitter,Negative,Network,2025-02-20
S8883,Instagram,Negative,Customer Service,2025-04-01
S8884,Instagram,Negative,Network,2025-07-05
S8885,Twitter,Positive,Offer,2025-06-19
S8886,Instagram,Negative,Customer Service,2025-08-29
S8887,Twitter,Positive,Offer,2025-05-18
S8888,Instagram,Positive,Customer Service,2025-05-03
S8889,Facebook,Negative,Offer,2025-06-17
S8890,Facebook,Positive,Offer,2024-10-18
S8891,Facebook,Positive,Customer Service,2024-11-16
S8892,Instagram,Negative,Customer Service,2025-03-27
S8893,Twitter,Negative,Event,2024-11-19
S8894,Twitter,Positive,Network,2025-08-09
S8895,Instagram,Neutral,Offer,2025-05-28
S8896,Twitter,Negative,Event,2025-02-02
S8897,Twitter,Negative,Offer,2025-01-13
S8898,Facebook,Negative,Network,2025-06-29
S8899,Facebook,Negative,Network,2025-02-10
S8900,Instagram,Negative,Customer Service,2025-05-19
S8901,Twitter,Negative,Customer Service,2024-11-26
S8902,Facebook,Negative,Offer,2025-06-01
S8903,Twitter,Negative,Network,2025-07-10
S8904,Facebook,Positive,Customer Service,2025-04-05
S8905,Instagram,Negative,Customer Service,2024-11-19
S8906,Twitter,Positive,Customer Service,2024-09-24
S8907,Instagram,Neutral,Customer Service,2025-07-30
S8908,Facebook,Negative,Network,2025-01-14
S8909,Instagram,Neutral,Customer Service,2024-10-12
S8910,Twitter,Negative,Event,2025-02-25
S8911,Twitter,Neutral,Offer,2024-11-15
S8912,Facebook,Neutral,Event,2025-05-27
S8913,Instagram,Negative,Customer Service,2024-10-18
S8914,Facebook,Neutral,Customer Service,2024-12-28
S8915,Twitter,Positive,Network,2025-01-13
S8916,Instagram,Negative,Event,2025-02-25
S8917,Twitter,Positive,Customer Service,2025-09-08
S8918,Twitter,Positive,Network,2025-04-04
S8919,Facebook,Negative,Network,2025-03-02
S8920,Facebook,Positive,Customer Service,2025-05-03
S8921,Facebook,Neutral,Network,2024-11-10
S8922,Twitter,Negative,Offer,2025-01-29
S8923,Instagram,Negative,Customer Service,2025-07-30
S8924,Twitter,Neutral,Event,2025-07-30
S8925,Twitter,Negative,Customer Service,2025-01-10
S8926,Facebook,Negative,Network,2024-12-25
S8927,Instagram,Positive,Event,2025-09-08
S8928,Twitter,Positive,Event,2025-04-13
S8929,Instagram,Neutral,Event,2024-09-17
S8930,Twitter,Negative,Customer Service,2025-04-23
S8931,Facebook,Neutral,Event,2025-04-25
S8932,Twitter,Negative,Customer Service,2025-02-17
S8933,Twitter,Neutral,Customer Service,2025-04-22
S8934,Twitter,Negative,Event,2024-10-10
S8935,Instagram,Negative,Customer Service,2025-06-04
S8936,Instagram,Negative,Event,2024-09-16
S8937,Twitter,Positive,Network,2025-05-24
S8938,Twitter,Negative,Offer,2025-02-18
S8939,Twitter,Negative,Customer Service,2025-08-21
S8940,Twitter,Neutral,Offer,2025-09-09
S8941,Facebook,Negative,Customer Service,2025-04-08
S8942,Instagram,Positive,Network,2025-04-22
S8943,Instagram,Negative,Customer Service,2024-11-30
S8944,Instagram,Neutral,Offer,2025-03-23
S8945,Instagram,Positive,Network,2024-10-21
S8946,Twitter,Positive,Offer,2025-04-08
S8947,Instagram,Neutral,Offer,2025-05-06
S8948,Instagram,Negative,Offer,2025-08-02
S8949,Twitter,Neutral,Offer,2025-04-29
S8950,Twitter,Positive,Customer Service,2024-12-27
S8951,Twitter,Positive,Offer,2025-09-02
S8952,Instagram,Negative,Customer Service,2025-08-11
S8953,Facebook,Positive,Offer,2025-02-27
S8954,Twitter,Negative,Network,2025-02-01
S8955,Facebook,Negative,Offer,2024-11-14
S8956,Instagram,Positive,Offer,2025-08-30
S8957,Instagram,Neutral,Event,2024-10-12
S8958,Instagram,Positive,Network,2025-05-24
S8959,Instagram,Neutral,Event,2024-09-15
S8960,Instagram,Negative,Customer Service,2024-11-02
S8961,Instagram,Positive,Offer,2024-10-15
S8962,Instagram,Negative,Event,2025-01-13
S8963,Instagram,Negative,Offer,2025-03-11
S8964,Instagram,Negative,Offer,2025-08-12
S8965,Facebook,Positive,Network,2025-03-21
S8966,Instagram,Positive,Offer,2025-02-04
S8967,Instagram,Neutral,Offer,2024-11-30
S8968,Twitter,Negative,Offer,2025-08-15
S8969,Twitter,Positive,Customer Service,2025-02-24
S8970,Twitter,Positive,Event,2025-01-11
S8971,Facebook,Neutral,Offer,2024-11-25
S8972,Facebook,Positive,Network,2025-07-30
S8973,Instagram,Positive,Offer,2024-09-24
S8974,Facebook,Negative,Offer,2025-03-15
S8975,Facebook,Positive,Event,2025-07-07
S8976,Instagram,Positive,Event,2025-04-21
S8977,Twitter,Positive,Event,2025-02-08
S8978,Facebook,Negative,Event,2025-02-18
S8979,Instagram,Negative,Network,2025-02-17
S8980,Facebook,Positive,Customer Service,2025-08-02
S8981,Facebook,Neutral,Network,2025-03-26
S8982,Facebook,Negative,Event,2025-07-06
S8983,Facebook,Neutral,Network,2025-07-13
S8984,Twitter,Positive,Network,2024-12-19
S8985,Instagram,Neutral,Offer,2024-10-07
S8986,Twitter,Neutral,Network,2025-01-30
S8987,Facebook,Neutral,Network,2025-08-12
S8988,Instagram,Negative,Offer,2024-10-03
S8989,Instagram,Positive,Network,2025-05-15
S8990,Facebook,Positive,Event,2025-02-07
S8991,Facebook,Neutral,Customer Service,2025-07-24
S8992,Twitter,Negative,Offer,2025-06-15
S8993,Facebook,Negative,Event,2025-01-01
S8994,Twitter,Negative,Offer,2025-04-25
S8995,Facebook,Neutral,Offer,2025-07-17
S8996,Instagram,Negative,Offer,2024-11-26
S8997,Twitter,Positive,Event,2025-04-24
S8998,Instagram,Neutral,Event,2025-02-06
S8999,Twitter,Neutral,Offer,2025-01-23
S9000,Twitter,Negative,Network,2025-06-28
S9001,Twitter,Neutral,Network,2025-06-13
S9002,Facebook,Negative,Network,2024-10-10
S9003,Facebook,Negative,Event,2025-01-14
S9004,Instagram,Positive,Event,2025-02-19
S9005,Facebook,Neutral,Network,2024-10-06
S9006,Twitter,Negative,Customer Service,2024-09-28
S9007,Facebook,Neutral,Network,2024-11-25
S9008,Twitter,Positive,Network,2024-10-02
S9009,Instagram,Positive,Network,2025-05-11
S9010,Twitter,Negative,Network,2024-11-03
S9011,Facebook,Positive,Customer Service,2025-01-10
S9012,Instagram,Positive,Network,2025-02-10
S9013,Facebook,Negative,Event,2025-04-03
S9014,Twitter,Positive,Network,2025-04-30
S9015,Instagram,Negative,Network,2025-09-09
S9016,Facebook,Positive,Customer Service,2025-06-18
S9017,Twitter,Neutral,Customer Service,2025-03-31
S9018,Twitter,Positive,Network,2025-04-23
S9019,Facebook,Negative,Event,2025-04-22
S9020,Instagram,Neutral,Customer Service,2025-09-08
S9021,Instagram,Neutral,Network,2025-07-26
S9022,Facebook,Negative,Offer,2024-12-30
S9023,Facebook,Negative,Event,2024-12-14
S9024,Instagram,Positive,Customer Service,2024-11-09
S9025,Twitter,Neutral,Network,2024-10-18
S9026,Twitter,Negative,Customer Service,2025-04-07
S9027,Instagram,Neutral,Offer,2025-06-20
S9028,Twitter,Positive,Network,2024-11-12
S9029,Twitter,Neutral,Event,2024-10-19
S9030,Facebook,Negative,Customer Service,2025-01-16
S9031,Instagram,Neutral,Customer Service,2025-07-27
S9032,Instagram,Negative,Event,2025-08-19
S9033,Facebook,Negative,Offer,2025-02-17
S9034,Twitter,Neutral,Event,2025-02-14
S9035,Facebook,Neutral,Customer Service,2025-05-05
S9036,Instagram,Neutral,Event,2025-06-17
S9037,Instagram,Negative,Event,2025-06-15
S9038,Facebook,Neutral,Customer Service,2025-08-05
S9039,Twitter,Negative,Customer Service,2024-10-21
S9040,Facebook,Negative,Customer Service,2024-09-28
S9041,Facebook,Negative,Offer,2024-12-20
S9042,Instagram,Negative,Customer Service,2025-05-09
S9043,Facebook,Neutral,Offer,2025-07-28
S9044,Instagram,Negative,Event,2025-06-02
S9045,Instagram,Neutral,Network,2025-06-05
S9046,Twitter,Negative,Event,2025-04-26
S9047,Twitter,Positive,Customer Service,2024-10-24
S9048,Facebook,Neutral,Offer,2024-10-27
S9049,Facebook,Neutral,Event,2025-08-30
S9050,Twitter,Positive,Customer Service,2025-06-11
S9051,Instagram,Negative,Network,2024-12-27
S9052,Facebook,Neutral,Offer,2025-01-21
S9053,Facebook,Neutral,Offer,2024-10-03
S9054,Facebook,Neutral,Network,2025-01-17
S9055,Facebook,Negative,Event,2025-05-13
S9056,Instagram,Positive,Offer,2025-05-27
S9057,Facebook,Negative,Offer,2025-05-16
S9058,Instagram,Negative,Customer Service,2025-03-06
S9059,Facebook,Positive,Customer Service,2024-12-20
S9060,Twitter,Positive,Customer Service,2024-11-10
S9061,Instagram,Positive,Event,2025-04-20
S9062,Facebook,Negative,Customer Service,2025-02-05
S9063,Twitter,Neutral,Customer Service,2024-12-01
S9064,Twitter,Neutral,Network,2025-02-10
S9065,Twitter,Positive,Event,2024-10-08
S9066,Facebook,Neutral,Offer,2024-11-17
S9067,Facebook,Negative,Customer Service,2025-07-03
S9068,Facebook,Positive,Offer,2024-12-31
S9069,Twitter,Neutral,Network,2024-10-31
S9070,Facebook,Positive,Customer Service,2025-05-23
S9071,Instagram,Positive,Offer,2025-05-22
S9072,Facebook,Negative,Network,2025-05-25
S9073,Facebook,Negative,Event,2025-06-09
S9074,Twitter,Neutral,Event,2024-11-16
S9075,Twitter,Neutral,Offer,2025-01-14
S9076,Instagram,Neutral,Network,2025-04-19
S9077,Facebook,Neutral,Event,2025-06-03
S9078,Twitter,Neutral,Event,2024-09-16
S9079,Instagram,Negative,Customer Service,2024-12-26
S9080,Twitter,Positive,Offer,2024-12-13
S9081,Instagram,Negative,Customer Service,2025-03-27
S9082,Instagram,Neutral,Event,2024-10-12
S9083,Twitter,Neutral,Offer,2024-12-24
