ticket_id,customer_id,issue_category,priority,date_opened,status
T7381,C054,Billing,Medium,2025-09-12,Open
T7382,C017,Service,Low,2025-09-12,Open
T7383,C058,Network,Low,2025-09-12,Pending
T7384,C025,Technical,High,2025-09-12,Resolved
T7385,C068,Technical,High,2025-09-12,Open
T7386,C069,Technical,Medium,2025-09-12,Open
T7387,C082,Technical,Medium,2025-09-12,Resolved
T7388,C070,Technical,High,2025-09-12,Open
T7389,C093,Technical,High,2025-09-12,Pending
T7390,C011,Service,High,2025-09-12,Open
T7391,C030,Network,High,2025-09-12,Resolved
T7392,C018,Network,High,2025-09-12,Resolved
T7393,C078,Technical,Low,2025-09-12,Resolved
T7394,C016,Network,High,2025-09-12,Pending
T7395,C066,Service,High,2025-09-12,Resolved
T7396,C060,Service,Low,2025-09-12,Open
T7397,C082,Technical,Low,2025-09-12,Pending
T7398,C024,Technical,High,2025-09-12,Open
T7399,C025,Billing,High,2025-09-12,Open
T7400,C042,Service,Medium,2025-09-12,Pending
T7401,C097,Service,Low,2025-09-12,Pending
T7402,C070,Billing,High,2025-09-12,Resolved
T7403,C079,Billing,High,2025-09-12,Resolved
T7404,C080,Network,Low,2025-09-12,Resolved
T7405,C059,Billing,Medium,2025-09-12,Open
T7406,C014,Billing,Low,2025-09-12,Open
T7407,C094,Technical,High,2025-09-12,Resolved
T7408,C099,Billing,High,2025-09-12,Open
T7409,C005,Service,High,2025-09-12,Resolved
T7410,C020,Service,Low,2025-09-12,Resolved
T7411,C016,Service,Low,2025-09-12,Resolved
T7412,C056,Technical,Medium,2025-09-12,Resolved
T7413,C093,Billing,High,2025-09-12,Open
T7414,C089,Technical,High,2025-09-12,Resolved
T7415,C049,Technical,Low,2025-09-12,Pending
T7416,C055,Network,Medium,2025-09-12,Pending
T7417,C026,Network,High,2025-09-12,Open
T7418,C083,Service,High,2025-09-12,Resolved
T7419,C032,Technical,Medium,2025-09-12,Resolved
T7420,C051,Technical,Low,2025-09-12,Open
T7421,C012,Billing,High,2025-09-12,Resolved
T7422,C014,Billing,High,2025-09-12,Resolved
T7423,C065,Technical,High,2025-09-12,Open
T7424,C062,Service,High,2025-09-12,Resolved
T7425,C100,Network,Medium,2025-09-12,Resolved
T7426,C066,Network,Low,2025-09-12,Open
T7427,C007,Network,Low,2025-09-12,Pending
T7428,C093,Billing,High,2025-09-12,Open
T7429,C006,Service,Medium,2025-09-12,Resolved
T7430,C063,Technical,High,2025-09-12,Open
T7431,C100,Network,Low,2025-09-12,Open
T7432,C011,Technical,Medium,2025-09-12,Pending
T7433,C087,Service,Low,2025-09-12,Resolved
T7434,C064,Network,Medium,2025-09-12,Pending
T7435,C028,Service,Medium,2025-09-12,Pending
T7436,C032,Network,Medium,2025-09-12,Open
T7437,C036,Service,Low,2025-09-12,Open
T7438,C004,Service,Medium,2025-09-12,Pending
T7439,C095,Billing,Low,2025-09-12,Pending
T7440,C096,Billing,High,2025-09-12,Open
T7441,C099,Technical,High,2025-09-12,Pending
T7442,C076,Network,High,2025-09-12,Resolved
T7443,C088,Technical,High,2025-09-12,Pending
T7444,C062,Network,Low,2025-09-12,Pending
T7445,C027,Technical,Medium,2025-09-12,Pending
T7446,C067,Technical,Low,2025-09-12,Open
T7447,C025,Service,Medium,2025-09-12,Open
T7448,C060,Network,High,2025-09-12,Resolved
T7449,C007,Service,Medium,2025-09-12,Open
T7450,C023,Technical,High,2025-09-12,Pending
T7451,C076,Network,Low,2025-09-12,Pending
T7452,C037,Billing,High,2025-09-12,Pending
T7453,C099,Billing,High,2025-09-12,Pending
T7454,C004,Billing,Low,2025-09-12,Pending
T7455,C017,Service,Medium,2025-09-12,Resolved
T7456,C052,Technical,High,2025-09-12,Resolved
T7457,C054,Network,Low,2025-09-12,Resolved
T7458,C065,Service,Medium,2025-09-12,Resolved
T7459,C033,Service,High,2025-09-12,Pending
T7460,C056,Service,Low,2025-09-12,Resolved
T7461,C073,Network,Low,2025-09-12,Resolved
T7462,C074,Billing,High,2025-09-12,Open
T7463,C088,Network,Medium,2025-09-12,Resolved
T7464,C025,Network,High,2025-09-12,Open
T7465,C075,Billing,Medium,2025-09-12,Resolved
T7466,C070,Network,Low,2025-09-12,Pending
T7467,C040,Technical,Medium,2025-09-12,Open
T7468,C054,Technical,Medium,2025-09-12,Open
T7469,C058,Technical,High,2025-09-12,Resolved
T7470,C096,Technical,Low,2025-09-12,Open
T7471,C001,Technical,Medium,2025-09-12,Resolved
T7472,C020,Network,High,2025-09-12,Pending
T7473,C051,Service,Low,2025-09-12,Pending
T7474,C029,Technical,High,2025-09-12,Pending
T7475,C086,Service,High,2025-09-12,Open
T7476,C053,Network,Low,2025-09-12,Open
T7477,C047,Technical,Medium,2025-09-12,Pending
T7478,C092,Network,Medium,2025-09-12,Pending
T7479,C073,Technical,Medium,2025-09-12,Open
T7480,C072,Network,Low,2025-09-12,Pending
T7481,C040,Network,High,2025-09-12,Pending
T7482,C010,Service,High,2025-09-12,Pending
T7483,C045,Service,High,2025-09-12,Open
T7484,C010,Technical,Medium,2025-09-12,Resolved
T7485,C038,Service,High,2025-09-12,Open
T7486,C056,Billing,High,2025-09-12,Open
T7487,C065,Network,Low,2025-09-12,Open
T7488,C096,Billing,Low,2025-09-12,Open
T7489,C089,Service,High,2025-09-12,Resolved
T7490,C026,Network,Low,2025-09-12,Pending
T7491,C034,Technical,Medium,2025-09-12,Open
T7492,C039,Billing,Medium,2025-09-12,Resolved
T7493,C041,Service,Medium,2025-09-12,Open
T7494,C006,Technical,High,2025-09-12,Open
T7495,C026,Billing,Low,2025-09-12,Open
T7496,C032,Billing,Medium,2025-09-12,Resolved
T7497,C035,Service,Medium,2025-09-12,Open
T7498,C006,Technical,High,2025-09-12,Open
T7499,C032,Billing,Low,2025-09-12,Pending
T7500,C088,Service,High,2025-09-12,Pending
T7501,C091,Service,High,2025-09-12,Open
T7502,C050,Technical,Low,2025-09-12,Pending
T7503,C073,Technical,High,2025-09-12,Open
T7504,C008,Billing,High,2025-09-12,Open
T7505,C076,Technical,High,2025-09-12,Open
T7506,C079,Billing,Medium,2025-09-12,Open
T7507,C090,Network,High,2025-09-12,Resolved
T7508,C031,Network,High,2025-09-12,Pending
T7509,C055,Service,Low,2025-09-12,Open
T7510,C084,Network,High,2025-09-12,Resolved
T7511,C073,Billing,Low,2025-09-12,Open
T7512,C080,Billing,Low,2025-09-12,Pending
T7513,C071,Technical,Low,2025-09-12,Pending
T7514,C062,Service,Low,2025-09-12,Resolved
T7515,C029,Service,High,2025-09-12,Pending
T7516,C007,Technical,High,2025-09-12,Resolved
T7517,C046,Technical,Low,2025-09-12,Open
T7518,C097,Service,Medium,2025-09-12,Pending
T7519,C006,Billing,High,2025-09-12,Pending
T7520,C024,Billing,Medium,2025-09-12,Open
T7521,C017,Technical,Low,2025-09-12,Resolved
T7522,C090,Service,High,2025-09-12,Resolved
T7523,C089,Service,Low,2025-09-12,Open
T7524,C031,Billing,High,2025-09-12,Resolved
T7525,C003,Network,Low,2025-09-12,Open
T7526,C037,Technical,High,2025-09-12,Open
T7527,C016,Service,Medium,2025-09-12,Open
T7528,C084,Billing,Medium,2025-09-12,Open
T7529,C050,Service,Low,2025-09-12,Open
T7530,C009,Technical,Medium,2025-09-12,Resolved
T7531,C064,Network,Medium,2025-09-12,Open
T7532,C018,Technical,High,2025-09-12,Pending
T7533,C020,Network,Low,2025-09-12,Resolved
T7534,C080,Technical,High,2025-09-12,Resolved
T7535,C027,Network,Low,2025-09-12,Open
T7536,C049,Network,Medium,2025-09-12,Open
T7537,C001,Service,Low,2025-09-12,Resolved
T7538,C034,Billing,Low,2025-09-12,Resolved
T7539,C039,Network,Medium,2025-09-12,Resolved
T7540,C078,Technical,Medium,2025-09-12,Open
T7541,C068,Billing,Medium,2025-09-12,Pending
T7542,C011,Billing,Medium,2025-09-12,Pending
T7543,C070,Billing,Medium,2025-09-12,Resolved
T7544,C011,Billing,Low,2025-09-12,Pending
T7545,C017,Network,High,2025-09-12,Resolved
T7546,C032,Service,Medium,2025-09-12,Open
T7547,C044,Service,Low,2025-09-12,Resolved
T7548,C009,Service,Medium,2025-09-12,Resolved
T7549,C039,Technical,High,2025-09-12,Pending
T7550,C089,Billing,Medium,2025-09-12,Resolved
T7551,C017,Service,High,2025-09-12,Pending
T7552,C064,Technical,Medium,2025-09-12,Resolved
T7553,C084,Service,Low,2025-09-12,Resolved
T7554,C024,Network,High,2025-09-12,Open
T7555,C064,Network,High,2025-09-12,Resolved
T7556,C062,Service,Medium,2025-09-12,Resolved
T7557,C100,Billing,High,2025-09-12,Resolved
T7558,C062,Billing,High,2025-09-12,Open
T7559,C059,Billing,High,2025-09-12,Open
T7560,C003,Billing,Medium,2025-09-12,Pending
T7561,C048,Service,High,2025-09-12,Pending
T7562,C043,Network,Low,2025-09-12,Open
T7563,C010,Network,Medium,2025-09-12,Open
T7564,C075,Technical,High,2025-09-12,Open
T7565,C049,Network,Medium,2025-09-12,Open
T7566,C003,Network,High,2025-09-12,Resolved
T7567,C008,Billing,Low,2025-09-12,Resolved
T7568,C076,Network,High,2025-09-12,Resolved
T7569,C045,Service,Low,2025-09-12,Pending
T7570,C070,Service,High,2025-09-12,Resolved
T7571,C019,Technical,Medium,2025-09-12,Open
T7572,C016,Technical,Low,2025-09-12,Resolved
T7573,C005,Service,High,2025-09-12,Resolved
T7574,C098,Technical,High,2025-09-12,Pending
T7575,C029,Service,Medium,2025-09-12,Open
T7576,C047,Technical,High,2025-09-12,Pending
T7577,C004,Network,Medium,2025-09-12,Open
T7578,C035,Service,Low,2025-09-12,Resolved
T7579,C045,Service,High,2025-09-12,Pending
T7580,C012,Billing,Medium,2025-09-12,Open
T7581,C074,Billing,Low,2025-09-12,Pending
T7582,C032,Service,Low,2025-09-12,Open
T7583,C011,Service,Low,2025-09-12,Pending
T7584,C060,Technical,Medium,2025-09-12,Resolved
T7585,C086,Technical,Medium,2025-09-12,Pending
T7586,C074,Service,Low,2025-09-12,Resolved
T7587,C005,Network,High,2025-09-12,Resolved
T7588,C050,Technical,Medium,2025-09-12,Pending
T7589,C071,Technical,Medium,2025-09-12,Resolved
T7590,C080,Service,Medium,2025-09-12,Open
T7591,C039,Technical,Low,2025-09-12,Resolved
T7592,C081,Billing,Medium,2025-09-12,Open
T7593,C008,Network,Low,2025-09-12,Open
T7594,C087,Technical,High,2025-09-12,Resolved
T7595,C083,Service,High,2025-09-12,Open
T7596,C008,Service,Low,2025-09-12,Open
T7597,C036,Technical,Low,2025-09-12,Open
T7598,C086,Technical,High,2025-09-12,Resolved
T7599,C025,Service,Low,2025-09-12,Pending
T7600,C035,Technical,Low,2025-09-12,Pending
T7601,C076,Technical,High,2025-09-12,Open
T7602,C003,Billing,Medium,2025-09-12,Resolved
T7603,C025,Billing,High,2025-09-12,Open
T7604,C037,Billing,Medium,2025-09-12,Pending
T7605,C070,Service,Medium,2025-09-12,Open
T7606,C018,Technical,Low,2025-09-12,Open
T7607,C071,Service,Low,2025-09-12,Pending
T7608,C096,Technical,Low,2025-09-12,Resolved
T7609,C033,Billing,Medium,2025-09-12,Pending
T7610,C024,Billing,Medium,2025-09-12,Resolved
T7611,C070,Technical,High,2025-09-12,Pending
T7612,C085,Technical,High,2025-09-12,Open
T7613,C076,Service,Low,2025-09-12,Pending
T7614,C084,Network,High,2025-09-12,Open
T7615,C026,Service,Low,2025-09-12,Open
T7616,C049,Service,Low,2025-09-12,Resolved
T7617,C071,Network,Medium,2025-09-12,Open
T7618,C082,Technical,High,2025-09-12,Open
T7619,C005,Technical,Medium,2025-09-12,Resolved
T7620,C079,Network,Low,2025-09-12,Open
T7621,C085,Technical,Medium,2025-09-12,Pending
T7622,C078,Technical,Low,2025-09-12,Resolved
T7623,C013,Technical,High,2025-09-12,Open
T7624,C081,Billing,Low,2025-09-12,Resolved
T7625,C057,Network,High,2025-09-12,Resolved
T7626,C035,Network,Medium,2025-09-12,Pending
T7627,C099,Technical,Low,2025-09-12,Resolved
T7628,C075,Service,Low,2025-09-12,Open
T7629,C036,Network,Low,2025-09-12,Resolved
T7630,C065,Technical,Medium,2025-09-12,Pending
T7631,C061,Service,High,2025-09-12,Pending
T7632,C030,Technical,Medium,2025-09-12,Pending
T7633,C035,Network,Medium,2025-09-12,Pending
T7634,C051,Technical,Low,2025-09-12,Resolved
T7635,C074,Technical,Low,2025-09-12,Pending
T7636,C020,Network,Low,2025-09-12,Pending
T7637,C061,Billing,Low,2025-09-12,Pending
T7638,C067,Service,Low,2025-09-12,Open
T7639,C070,Technical,Medium,2025-09-12,Resolved
T7640,C070,Billing,High,2025-09-12,Open
T7641,C093,Network,Medium,2025-09-12,Open
T7642,C040,Service,Medium,2025-09-12,Open
T7643,C023,Technical,Low,2025-09-12,Open
T7644,C025,Service,Low,2025-09-12,Pending
T7645,C042,Technical,Low,2025-09-12,Pending
T7646,C068,Network,Medium,2025-09-12,Open
T7647,C053,Service,High,2025-09-12,Open
T7648,C046,Network,High,2025-09-12,Pending
T7649,C057,Network,Medium,2025-09-12,Open
T7650,C020,Network,Medium,2025-09-12,Pending
T7651,C037,Technical,High,2025-09-12,Pending
T7652,C029,Billing,Low,2025-09-12,Open
T7653,C068,Service,Low,2025-09-12,Open
T7654,C066,Billing,Medium,2025-09-12,Resolved
T7655,C076,Service,Medium,2025-09-12,Open
T7656,C087,Technical,Medium,2025-09-12,Resolved
T7657,C096,Billing,Medium,2025-09-12,Resolved
T7658,C081,Billing,Low,2025-09-12,Open
T7659,C044,Service,Medium,2025-09-12,Pending
T7660,C060,Service,Low,2025-09-12,Resolved
T7661,C012,Technical,Low,2025-09-12,Resolved
T7662,C016,Network,Low,2025-09-12,Resolved
T7663,C047,Service,Low,2025-09-12,Open
T7664,C093,Network,High,2025-09-12,Pending
T7665,C014,Technical,Medium,2025-09-12,Pending
T7666,C081,Network,High,2025-09-12,Open
T7667,C008,Billing,High,2025-09-12,Open
T7668,C007,Technical,Low,2025-09-12,Pending
T7669,C050,Technical,Medium,2025-09-12,Pending
T7670,C045,Service,High,2025-09-12,Resolved
T7671,C005,Network,High,2025-09-12,Pending
T7672,C048,Billing,High,2025-09-12,Pending
T7673,C025,Network,High,2025-09-12,Open
T7674,C027,Technical,Low,2025-09-12,Pending
T7675,C028,Service,High,2025-09-12,Pending
T7676,C093,Billing,Medium,2025-09-12,Resolved
T7677,C067,Network,Low,2025-09-12,Resolved
T7678,C086,Network,Medium,2025-09-12,Open
T7679,C057,Technical,Low,2025-09-12,Pending
T7680,C051,Billing,Low,2025-09-12,Open
T7681,C097,Billing,Low,2025-09-12,Resolved
T7682,C075,Network,High,2025-09-12,Pending
T7683,C053,Billing,High,2025-09-12,Resolved
T7684,C050,Technical,Low,2025-09-12,Open
T7685,C054,Service,High,2025-09-12,Resolved
T7686,C014,Network,High,2025-09-12,Open
T7687,C018,Technical,High,2025-09-12,Open
T7688,C066,Billing,Medium,2025-09-12,Resolved
T7689,C071,Billing,Low,2025-09-12,Pending
T7690,C037,Service,High,2025-09-12,Open
T7691,C078,Service,Low,2025-09-12,Pending
T7692,C089,Billing,Medium,2025-09-12,Resolved
T7693,C033,Network,High,2025-09-12,Pending
T7694,C040,Service,High,2025-09-12,Resolved
T7695,C045,Network,Medium,2025-09-12,Pending
T7696,C098,Billing,Medium,2025-09-12,Pending
T7697,C077,Technical,Medium,2025-09-12,Pending
T7698,C015,Technical,Medium,2025-09-12,Open
T7699,C062,Service,Medium,2025-09-12,Open
T7700,C034,Service,High,2025-09-12,Resolved
T7701,C032,Technical,Low,2025-09-12,Pending
T7702,C010,Service,High,2025-09-12,Pending
T7703,C027,Network,High,2025-09-12,Resolved
T7704,C052,Billing,Low,2025-09-12,Resolved
T7705,C080,Network,Low,2025-09-12,Pending
T7706,C036,Billing,Medium,2025-09-12,Resolved
T7707,C022,Service,Low,2025-09-12,Resolved
T7708,C001,Billing,High,2025-09-12,Pending
T7709,C074,Service,High,2025-09-12,Resolved
T7710,C054,Service,Low,2025-09-12,Resolved
T7711,C020,Billing,Low,2025-09-12,Resolved
T7712,C048,Network,Low,2025-09-12,Resolved
T7713,C024,Technical,Low,2025-09-12,Open
T7714,C079,Network,High,2025-09-12,Resolved
T7715,C092,Billing,Medium,2025-09-12,Pending
T7716,C020,Billing,Low,2025-09-12,Pending
T7717,C096,Billing,Medium,2025-09-12,Open
T7718,C025,Billing,High,2025-09-12,Open
T7719,C080,Service,Medium,2025-09-12,Resolved
T7720,C022,Technical,Low,2025-09-12,Open
T7721,C033,Billing,Low,2025-09-12,Open
T7722,C036,Network,Medium,2025-09-12,Open
T7723,C094,Network,Medium,2025-09-12,Open
T7724,C080,Network,Medium,2025-09-12,Pending
T7725,C079,Service,Low,2025-09-12,Resolved
T7726,C007,Billing,Low,2025-09-12,Resolved
T7727,C026,Billing,Low,2025-09-12,Pending
T7728,C019,Network,Low,2025-09-12,Open
T7729,C005,Network,High,2025-09-12,Pending
T7730,C061,Network,Medium,2025-09-12,Pending
T7731,C060,Billing,High,2025-09-12,Resolved
T7732,C041,Service,Medium,2025-09-12,Resolved
T7733,C010,Technical,High,2025-09-12,Resolved
T7734,C078,Service,Low,2025-09-12,Pending
T7735,C012,Technical,Low,2025-09-12,Pending
T7736,C090,Service,Low,2025-09-12,Resolved
T7737,C038,Billing,Low,2025-09-12,Resolved
T7738,C027,Network,High,2025-09-12,Pending
T7739,C051,Network,Low,2025-09-12,Open
T7740,C008,Network,High,2025-09-12,Open
T7741,C041,Service,High,2025-09-12,Open
T7742,C006,Network,Low,2025-09-12,Open
T7743,C068,Billing,High,2025-09-12,Pending
T7744,C025,Technical,High,2025-09-12,Open
T7745,C010,Billing,Low,2025-09-12,Pending
T7746,C060,Service,High,2025-09-12,Open
T7747,C072,Technical,Low,2025-09-12,Resolved
T7748,C076,Network,Low,2025-09-12,Open
T7749,C063,Technical,High,2025-09-12,Pending
T7750,C005,Billing,Medium,2025-09-12,Resolved
T7751,C099,Network,Low,2025-09-12,Pending
T7752,C030,Network,Medium,2025-09-12,Pending
T7753,C099,Technical,Low,2025-09-12,Open
T7754,C047,Billing,Low,2025-09-12,Pending
T7755,C004,Technical,High,2025-09-12,Pending
T7756,C033,Technical,High,2025-09-12,Pending
T7757,C045,Service,Low,2025-09-12,Open
T7758,C059,Technical,Low,2025-09-12,Pending
T7759,C062,Billing,Medium,2025-09-12,Pending
T7760,C068,Technical,Low,2025-09-12,Open
T7761,C062,Service,Low,2025-09-12,Resolved
T7762,C039,Service,Medium,2025-09-12,Pending
T7763,C055,Technical,Low,2025-09-12,Resolved
T7764,C052,Technical,Medium,2025-09-12,Open
T7765,C051,Billing,Low,2025-09-12,Pending
T7766,C053,Network,Low,2025-09-12,Pending
T7767,C070,Billing,Medium,2025-09-12,Resolved
T7768,C056,Billing,Medium,2025-09-12,Pending
T7769,C037,Billing,Medium,2025-09-12,Pending
T7770,C013,Service,Low,2025-09-12,Resolved
T7771,C058,Billing,High,2025-09-12,Resolved
T7772,C033,Service,Low,2025-09-12,Open
T7773,C067,Network,High,2025-09-12,Pending
T7774,C012,Service,Medium,2025-09-12,Resolved
T7775,C025,Service,High,2025-09-12,Pending
T7776,C045,Service,Low,2025-09-12,Resolved
T7777,C032,Technical,High,2025-09-12,Open
T7778,C072,Network,Low,2025-09-12,Open
T7779,C064,Technical,Low,2025-09-12,Open
T7780,C082,Technical,High,2025-09-12,Pending
T7781,C061,Technical,High,2025-09-12,Pending
T7782,C057,Technical,High,2025-09-12,Resolved
T7783,C082,Service,Medium,2025-09-12,Resolved
T7784,C043,Service,Low,2025-09-12,Pending
T7785,C060,Billing,High,2025-09-12,Pending
T7786,C005,Billing,Low,2025-09-12,Open
T7787,C016,Technical,Medium,2025-09-12,Open
T7788,C006,Billing,Medium,2025-09-12,Resolved
T7789,C017,Billing,Low,2025-09-12,Pending
T7790,C062,Service,High,2025-09-12,Open
T7791,C093,Technical,High,2025-09-12,Resolved
T7792,C075,Technical,Medium,2025-09-12,Resolved
T7793,C051,Billing,Low,2025-09-12,Resolved
T7794,C032,Service,Low,2025-09-12,Open
T7795,C046,Service,Medium,2025-09-12,Resolved
T7796,C061,Technical,High,2025-09-12,Pending
T7797,C072,Billing,Medium,2025-09-12,Open
T7798,C098,Billing,Medium,2025-09-12,Resolved
T7799,C052,Billing,Low,2025-09-12,Pending
T7800,C085,Billing,High,2025-09-12,Pending
T7801,C083,Technical,Medium,2025-09-12,Pending
T7802,C042,Network,Low,2025-09-12,Resolved
T7803,C079,Service,Low,2025-09-12,Resolved
T7804,C020,Technical,Medium,2025-09-12,Open
T7805,C076,Technical,High,2025-09-12,Pending
T7806,C030,Service,Low,2025-09-12,Resolved
T7807,C087,Network,Low,2025-09-12,Open
T7808,C023,Network,Low,2025-09-12,Open
T7809,C055,Service,Medium,2025-09-12,Open
T7810,C092,Billing,Medium,2025-09-12,Open
T7811,C074,Network,High,2025-09-12,Resolved
T7812,C060,Billing,Low,2025-09-12,Pending
T7813,C020,Service,High,2025-09-12,Resolved
T7814,C079,Network,Low,2025-09-12,Pending
T7815,C038,Billing,Low,2025-09-12,Pending
T7816,C100,Network,Medium,2025-09-12,Pending
T7817,C090,Service,Medium,2025-09-12,Open
T7818,C087,Billing,Low,2025-09-12,Resolved
T7819,C069,Billing,Medium,2025-09-12,Pending
T7820,C053,Service,High,2025-09-12,Resolved
T7821,C026,Technical,High,2025-09-12,Open
T7822,C037,Network,Low,2025-09-12,Resolved
T7823,C090,Technical,Medium,2025-09-12,Resolved
T7824,C074,Technical,Low,2025-09-12,Pending
T7825,C035,Service,Medium,2025-09-12,Resolved
T7826,C052,Service,High,2025-09-12,Pending
T7827,C047,Service,High,2025-09-12,Resolved
T7828,C063,Service,Medium,2025-09-12,Open
T7829,C068,Technical,Low,2025-09-12,Resolved
T7830,C014,Service,Low,2025-09-12,Resolved
T7831,C039,Service,High,2025-09-12,Open
T7832,C021,Billing,Medium,2025-09-12,Resolved
T7833,C044,Billing,Low,2025-09-12,Open
T7834,C072,Network,High,2025-09-12,Pending
T7835,C096,Network,Low,2025-09-12,Open
T7836,C089,Technical,Low,2025-09-12,Open
T7837,C098,Service,Low,2025-09-12,Pending
T7838,C092,Billing,High,2025-09-12,Resolved
T7839,C081,Billing,Low,2025-09-12,Open
T7840,C015,Service,Medium,2025-09-12,Resolved
T7841,C065,Network,High,2025-09-12,Open
T7842,C016,Billing,High,2025-09-12,Resolved
T7843,C044,Service,Medium,2025-09-12,Pending
T7844,C033,Technical,Low,2025-09-12,Resolved
T7845,C013,Service,Medium,2025-09-12,Resolved
T7846,C020,Technical,High,2025-09-12,Resolved
T7847,C086,Technical,High,2025-09-12,Open
T7848,C072,Billing,Low,2025-09-12,Pending
T7849,C012,Network,High,2025-09-12,Resolved
T7850,C022,Service,Medium,2025-09-12,Pending
T7851,C036,Billing,Low,2025-09-12,Resolved
T7852,C077,Technical,Medium,2025-09-12,Open
T7853,C023,Service,Medium,2025-09-12,Pending
T7854,C096,Technical,Low,2025-09-12,Resolved
T7855,C012,Billing,High,2025-09-12,Open
T7856,C024,Technical,Medium,2025-09-12,Pending
T7857,C083,Technical,High,2025-09-12,Resolved
T7858,C024,Technical,High,2025-09-12,Open
T7859,C058,Billing,Medium,2025-09-12,Open
T7860,C074,Technical,High,2025-09-12,Resolved
T7861,C023,Service,Medium,2025-09-12,Open
T7862,C081,Service,High,2025-09-12,Open
T7863,C072,Service,Low,2025-09-12,Pending
T7864,C058,Technical,Low,2025-09-12,Resolved
T7865,C062,Billing,Low,2025-09-12,Pending
T7866,C035,Technical,Low,2025-09-12,Resolved
T7867,C064,Technical,High,2025-09-12,Open
T7868,C041,Technical,Medium,2025-09-12,Pending
T7869,C001,Billing,Medium,2025-09-12,Open
T7870,C056,Technical,Medium,2025-09-12,Pending
T7871,C051,Billing,Low,2025-09-12,Open
T7872,C073,Service,Low,2025-09-12,Open
T7873,C013,Technical,Low,2025-09-12,Open
T7874,C036,Service,High,2025-09-12,Resolved
T7875,C056,Billing,High,2025-09-12,Pending
T7876,C083,Network,Medium,2025-09-12,Open
T7877,C035,Network,Low,2025-09-12,Resolved
T7878,C011,Service,Low,2025-09-12,Resolved
T7879,C065,Billing,Medium,2025-09-12,Pending
T7880,C054,Network,High,2025-09-12,Pending
T7881,C075,Technical,High,2025-09-12,Pending
T7882,C095,Billing,Low,2025-09-12,Open
T7883,C057,Technical,Medium,2025-09-12,Open
T7884,C028,Billing,Low,2025-09-12,Resolved
T7885,C012,Billing,High,2025-09-12,Pending
T7886,C080,Service,Medium,2025-09-12,Resolved
T7887,C093,Billing,Medium,2025-09-12,Resolved
T7888,C050,Billing,Medium,2025-09-12,Open
T7889,C023,Billing,High,2025-09-12,Resolved
T7890,C094,Billing,High,2025-09-12,Open
T7891,C095,Billing,High,2025-09-12,Pending
T7892,C086,Network,High,2025-09-12,Pending
T7893,C055,Technical,High,2025-09-12,Resolved
T7894,C060,Technical,Low,2025-09-12,Pending
T7895,C084,Technical,Low,2025-09-12,Open
T7896,C011,Network,Low,2025-09-12,Open
T7897,C067,Billing,Low,2025-09-12,Pending
T7898,C084,Billing,High,2025-09-12,Open
T7899,C061,Service,Medium,2025-09-12,Open
T7900,C098,Technical,Low,2025-09-12,Open
T7901,C015,Network,Low,2025-09-12,Resolved
T7902,C030,Billing,Low,2025-09-12,Pending
T7903,C094,Service,High,2025-09-12,Pending
T7904,C073,Service,High,2025-09-12,Pending
T7905,C034,Billing,Low,2025-09-12,Pending
T7906,C023,Service,High,2025-09-12,Pending
T7907,C027,Network,Medium,2025-09-12,Open
T7908,C022,Service,High,2025-09-12,Resolved
T7909,C055,Billing,High,2025-09-12,Resolved
T7910,C006,Billing,High,2025-09-12,Pending
T7911,C049,Technical,High,2025-09-12,Resolved
T7912,C015,Service,High,2025-09-12,Pending
T7913,C097,Network,Low,2025-09-12,Pending
T7914,C037,Network,High,2025-09-12,Pending
T7915,C072,Billing,High,2025-09-12,Pending
T7916,C087,Service,Low,2025-09-12,Resolved
T7917,C083,Technical,Low,2025-09-12,Resolved
T7918,C052,Network,Low,2025-09-12,Pending
T7919,C021,Service,High,2025-09-12,Open
T7920,C064,Technical,Medium,2025-09-12,Resolved
T7921,C058,Service,Low,2025-09-12,Resolved
T7922,C017,Service,High,2025-09-12,Open
T7923,C004,Billing,Medium,2025-09-12,Pending
T7924,C061,Technical,High,2025-09-12,Resolved
T7925,C098,Service,Medium,2025-09-12,Pending
T7926,C081,Service,Low,2025-09-12,Pending
T7927,C094,Service,Medium,2025-09-12,Pending
T7928,C016,Billing,Medium,2025-09-12,Open
T7929,C057,Network,Low,2025-09-12,Resolved
T7930,C019,Service,Low,2025-09-12,Pending
T7931,C040,Network,Low,2025-09-12,Resolved
T7932,C002,Service,Low,2025-09-12,Pending
T7933,C099,Technical,High,2025-09-12,Resolved
T7934,C009,Network,Medium,2025-09-12,Pending
T7935,C098,Technical,High,2025-09-12,Open
T7936,C044,Service,Low,2025-09-12,Pending
T7937,C026,Service,Low,2025-09-12,Pending
T7938,C058,Technical,High,2025-09-12,Open
T7939,C083,Network,Medium,2025-09-12,Resolved
T7940,C003,Service,Low,2025-09-12,Pending
T7941,C055,Service,Low,2025-09-12,Open
T7942,C048,Network,High,2025-09-12,Open
T7943,C062,Billing,Low,2025-09-12,Pending
T7944,C079,Service,Low,2025-09-12,Resolved
T7945,C088,Network,High,2025-09-12,Pending
T7946,C011,Billing,High,2025-09-12,Resolved
T7947,C056,Network,Low,2025-09-12,Open
T7948,C016,Billing,Medium,2025-09-12,Resolved
T7949,C099,Service,High,2025-09-12,Open
T7950,C088,Billing,Medium,2025-09-12,Resolved
T7951,C056,Service,Low,2025-09-12,Open
