call_id,customer_id,call_type,duration_min,date
CL7149,C047,data,10.58,2025-05-15
CL7150,C036,data,38.37,2025-07-31
CL7151,C036,SMS,13.75,2025-06-30
CL7152,C063,voice,19.51,2025-08-01
CL7153,C058,SMS,12.19,2024-11-02
CL7154,C056,voice,33.28,2025-01-25
CL7155,C047,data,43.0,2025-03-21
CL7156,C009,data,35.46,2024-10-10
CL7157,C006,data,3.9,2025-02-28
CL7158,C031,data,18.74,2025-02-28
CL7159,C092,SMS,33.12,2024-09-21
CL7160,C078,SMS,26.61,2025-04-18
CL7161,C049,voice,20.9,2024-09-12
CL7162,C099,SMS,25.23,2025-02-21
CL7163,C017,data,55.08,2024-10-15
CL7164,C064,data,10.17,2025-01-15
CL7165,C036,data,36.56,2024-11-10
CL7166,C012,data,8.68,2025-05-31
CL7167,C039,SMS,56.62,2025-04-01
CL7168,C047,voice,43.04,2024-11-17
CL7169,C099,SMS,10.71,2025-02-16
CL7170,C099,voice,2.81,2025-08-28
CL7171,C008,data,10.27,2024-10-18
CL7172,C088,data,36.11,2025-06-30
CL7173,C053,data,38.84,2025-06-04
CL7174,C078,SMS,9.77,2024-11-13
CL7175,C001,SMS,57.08,2025-01-19
CL7176,C062,data,39.96,2025-08-11
CL7177,C059,voice,31.48,2025-06-26
CL7178,C012,SMS,32.02,2025-03-22
CL7179,C070,data,41.47,2025-08-11
CL7180,C022,voice,57.76,2025-06-03
CL7181,C076,data,12.76,2025-05-21
CL7182,C051,voice,58.06,2025-04-06
CL7183,C046,data,6.05,2025-02-17
CL7184,C043,SMS,11.89,2025-06-21
CL7185,C079,data,53.57,2025-03-15
CL7186,C060,voice,36.96,2024-11-28
CL7187,C085,SMS,14.14,2025-01-25
CL7188,C078,voice,38.11,2025-04-01
CL7189,C013,data,5.96,2024-10-11
CL7190,C020,data,5.98,2025-04-15
CL7191,C003,voice,33.84,2025-01-04
CL7192,C005,voice,14.4,2025-06-13
CL7193,C087,data,38.67,2025-05-22
CL7194,C006,SMS,38.71,2025-03-03
CL7195,C002,SMS,12.02,2025-05-27
CL7196,C064,voice,39.77,2024-10-16
CL7197,C035,voice,17.97,2025-04-03
CL7198,C005,SMS,51.41,2024-09-28
CL7199,C069,data,2.28,2024-09-30
CL7200,C012,SMS,50.14,2025-09-10
CL7201,C057,voice,4.05,2025-01-14
CL7202,C037,SMS,29.21,2024-12-07
CL7203,C084,data,57.64,2025-03-26
CL7204,C061,SMS,39.49,2025-07-04
CL7205,C032,data,4.41,2025-04-21
CL7206,C061,voice,10.4,2024-11-30
CL7207,C030,data,49.57,2025-03-31
CL7208,C042,voice,34.95,2025-01-27
CL7209,C069,data,42.42,2025-08-22
CL7210,C018,data,48.07,2025-03-17
CL7211,C084,data,30.85,2025-04-12
CL7212,C058,voice,46.45,2025-08-07
CL7213,C033,data,20.01,2025-07-03
CL7214,C045,data,12.34,2024-12-22
CL7215,C073,SMS,33.32,2025-08-29
CL7216,C062,voice,55.1,2025-01-03
CL7217,C049,voice,36.7,2024-10-01
CL7218,C056,data,55.57,2024-10-17
CL7219,C095,voice,43.36,2025-03-19
CL7220,C068,SMS,42.31,2024-11-12
CL7221,C045,SMS,57.04,2025-06-14
CL7222,C094,voice,5.6,2024-11-10
CL7223,C038,data,47.59,2024-10-01
CL7224,C051,voice,35.76,2025-04-01
CL7225,C084,SMS,34.59,2025-04-25
CL7226,C033,data,27.16,2025-03-27
CL7227,C079,voice,24.67,2025-04-28
CL7228,C015,SMS,48.06,2025-07-15
CL7229,C099,voice,11.15,2024-12-04
CL7230,C057,SMS,58.11,2025-05-12
CL7231,C083,voice,54.28,2024-11-07
CL7232,C002,data,48.57,2024-12-13
CL7233,C015,data,46.73,2024-12-22
CL7234,C063,voice,43.96,2025-03-09
CL7235,C038,SMS,9.31,2024-12-23
CL7236,C011,data,6.45,2024-11-28
CL7237,C033,data,12.99,2024-10-30
CL7238,C063,SMS,49.13,2025-06-13
CL7239,C062,SMS,24.88,2025-03-23
CL7240,C063,SMS,23.09,2024-10-22
CL7241,C039,voice,4.14,2025-02-13
CL7242,C078,data,24.26,2025-08-26
CL7243,C051,SMS,20.98,2025-01-21
CL7244,C008,SMS,2.65,2025-04-20
CL7245,C026,voice,58.77,2024-11-22
CL7246,C009,SMS,16.45,2024-09-15
CL7247,C021,voice,2.05,2024-10-28
CL7248,C087,voice,35.53,2025-04-29
CL7249,C005,data,5.86,2024-09-16
CL7250,C061,SMS,48.86,2024-09-25
CL7251,C040,voice,23.15,2024-11-27
CL7252,C012,data,13.9,2024-09-30
CL7253,C026,data,19.68,2025-08-20
CL7254,C097,voice,18.1,2025-05-24
CL7255,C056,data,20.8,2024-12-01
CL7256,C072,data,39.28,2024-10-30
CL7257,C089,data,44.01,2025-06-01
CL7258,C088,voice,20.38,2025-03-13
CL7259,C100,voice,48.66,2025-07-20
CL7260,C033,SMS,11.44,2024-10-28
CL7261,C035,SMS,59.99,2025-07-29
CL7262,C006,voice,4.49,2024-12-10
CL7263,C062,SMS,3.95,2025-06-01
CL7264,C043,voice,32.93,2024-09-27
CL7265,C090,voice,40.94,2025-06-23
CL7266,C093,data,30.12,2024-10-29
CL7267,C058,data,6.44,2024-10-16
CL7268,C003,data,36.39,2025-01-12
CL7269,C024,data,57.97,2024-09-29
CL7270,C017,voice,33.9,2024-12-13
CL7271,C051,data,22.18,2024-11-23
CL7272,C094,voice,52.09,2025-05-19
CL7273,C047,voice,28.57,2025-07-10
CL7274,C037,data,6.73,2025-01-16
CL7275,C048,SMS,59.08,2025-06-29
CL7276,C022,SMS,11.88,2024-12-05
CL7277,C039,SMS,1.06,2025-07-12
CL7278,C070,data,57.59,2025-02-26
CL7279,C085,voice,6.12,2025-01-20
CL7280,C076,SMS,8.75,2025-08-08
CL7281,C093,SMS,6.94,2024-10-17
CL7282,C063,SMS,19.32,2025-03-27
CL7283,C039,voice,15.82,2024-10-30
CL7284,C079,voice,9.33,2024-10-07
CL7285,C046,voice,42.93,2024-09-20
CL7286,C069,SMS,33.06,2024-11-10
CL7287,C055,data,16.43,2025-04-18
CL7288,C026,voice,7.31,2025-02-11
CL7289,C035,SMS,47.6,2025-08-01
CL7290,C078,voice,34.82,2025-05-20
CL7291,C019,data,41.29,2025-06-10
CL7292,C099,data,52.06,2025-03-02
CL7293,C062,voice,31.88,2025-01-28
CL7294,C026,data,22.17,2025-04-22
CL7295,C084,SMS,0.86,2025-07-23
CL7296,C032,SMS,6.3,2024-11-09
CL7297,C004,data,30.72,2025-06-13
CL7298,C040,data,5.93,2025-03-25
CL7299,C033,SMS,41.58,2024-10-25
CL7300,C072,voice,3.61,2025-06-26
CL7301,C026,data,26.44,2024-12-17
CL7302,C095,SMS,19.81,2025-07-17
CL7303,C048,voice,8.96,2025-06-10
CL7304,C016,voice,4.62,2025-07-09
CL7305,C068,SMS,3.93,2024-10-06
CL7306,C050,SMS,29.94,2025-01-31
CL7307,C090,data,2.38,2024-11-10
CL7308,C074,voice,27.14,2025-04-07
CL7309,C023,SMS,13.55,2025-07-02
CL7310,C052,voice,54.8,2024-11-25
CL7311,C001,data,25.8,2024-10-25
CL7312,C096,voice,4.21,2025-03-09
CL7313,C023,SMS,33.35,2025-03-14
CL7314,C031,SMS,51.94,2025-01-24
CL7315,C092,SMS,47.53,2025-04-03
CL7316,C020,data,17.43,2025-01-24
CL7317,C050,voice,44.45,2025-07-16
CL7318,C081,voice,49.73,2025-07-16
CL7319,C093,SMS,57.9,2025-08-10
CL7320,C009,voice,29.61,2025-02-27
CL7321,C080,SMS,14.03,2025-06-14
CL7322,C057,SMS,27.93,2025-08-04
CL7323,C067,data,27.33,2025-01-30
CL7324,C053,SMS,17.36,2025-05-26
CL7325,C030,voice,42.33,2025-08-18
CL7326,C041,SMS,29.58,2024-10-12
CL7327,C048,SMS,1.56,2025-03-18
CL7328,C003,voice,27.48,2025-02-03
CL7329,C029,data,28.46,2025-01-22
CL7330,C022,voice,17.38,2024-12-31
CL7331,C040,data,4.81,2024-12-26
CL7332,C069,data,6.76,2025-06-18
CL7333,C007,voice,19.21,2024-12-14
CL7334,C064,data,47.22,2025-05-10
CL7335,C025,SMS,13.28,2025-02-20
CL7336,C100,data,14.68,2025-02-16
CL7337,C001,voice,46.2,2025-09-05
CL7338,C056,SMS,43.51,2025-05-20
CL7339,C088,voice,50.11,2025-04-21
CL7340,C086,data,46.99,2024-11-20
CL7341,C059,data,6.75,2024-12-03
CL7342,C054,data,23.57,2025-02-11
CL7343,C063,SMS,28.43,2024-09-15
CL7344,C039,data,31.82,2025-05-06
CL7345,C071,SMS,18.78,2025-01-27
CL7346,C071,data,50.96,2025-02-25
CL7347,C061,data,41.5,2024-10-29
CL7348,C083,data,40.98,2024-11-12
CL7349,C062,data,45.5,2024-10-31
CL7350,C026,data,4.35,2025-07-31
CL7351,C020,data,16.37,2024-10-24
CL7352,C048,SMS,51.56,2024-12-29
CL7353,C085,voice,38.89,2024-11-04
CL7354,C018,SMS,35.65,2024-11-30
CL7355,C017,SMS,24.81,2025-02-09
CL7356,C003,voice,22.3,2024-11-01
CL7357,C085,SMS,46.15,2025-07-12
CL7358,C012,SMS,25.83,2025-01-15
CL7359,C002,voice,29.48,2025-05-09
CL7360,C071,data,3.92,2025-05-24
CL7361,C076,data,2.94,2024-12-18
CL7362,C091,voice,1.92,2024-11-06
CL7363,C024,data,29.31,2025-05-18
CL7364,C066,voice,55.31,2025-07-20
CL7365,C021,data,4.15,2025-05-02
CL7366,C055,data,57.9,2025-08-27
CL7367,C057,data,54.98,2025-03-26
CL7368,C040,SMS,52.38,2025-03-11
CL7369,C089,SMS,37.78,2025-09-07
CL7370,C008,voice,45.97,2025-08-25
CL7371,C017,data,24.93,2025-04-26
CL7372,C077,voice,41.36,2025-06-09
CL7373,C096,voice,7.77,2025-08-18
CL7374,C064,data,20.85,2024-11-04
CL7375,C022,SMS,11.3,2024-12-08
CL7376,C066,SMS,52.21,2025-01-03
CL7377,C092,data,25.9,2025-07-09
CL7378,C024,voice,54.53,2024-10-12
CL7379,C010,SMS,58.69,2025-04-19
CL7380,C086,SMS,57.65,2025-05-19
CL7381,C007,SMS,56.91,2024-12-17
CL7382,C059,data,33.39,2024-11-24
CL7383,C035,SMS,49.46,2025-01-14
CL7384,C083,data,16.63,2024-12-08
CL7385,C021,SMS,16.39,2024-10-31
CL7386,C072,data,26.61,2025-08-31
CL7387,C058,voice,22.36,2025-09-09
CL7388,C031,voice,25.53,2025-08-24
CL7389,C066,SMS,25.16,2025-09-03
CL7390,C077,voice,7.04,2024-11-19
CL7391,C067,data,23.48,2025-01-23
CL7392,C014,data,6.43,2024-10-03
CL7393,C035,SMS,53.63,2025-03-25
CL7394,C018,voice,10.5,2024-12-03
CL7395,C034,SMS,40.55,2024-12-16
CL7396,C014,data,53.73,2024-11-25
CL7397,C046,voice,24.84,2025-07-07
CL7398,C051,SMS,11.66,2025-07-05
CL7399,C004,SMS,49.14,2024-12-09
CL7400,C058,voice,37.35,2024-10-10
CL7401,C094,SMS,54.23,2025-07-14
CL7402,C033,SMS,44.8,2025-07-19
CL7403,C046,SMS,31.23,2025-03-24
CL7404,C018,SMS,51.17,2025-02-07
CL7405,C034,voice,28.37,2025-01-26
CL7406,C063,voice,52.88,2025-06-02
CL7407,C072,SMS,39.23,2025-01-25
CL7408,C010,SMS,32.22,2025-03-01
CL7409,C060,SMS,2.91,2025-06-05
CL7410,C009,data,16.76,2025-08-13
CL7411,C036,SMS,26.1,2025-04-06
CL7412,C081,data,41.73,2024-12-19
CL7413,C029,SMS,24.52,2025-01-11
CL7414,C095,SMS,7.38,2025-02-24
CL7415,C045,SMS,17.43,2025-04-14
CL7416,C008,SMS,32.51,2025-08-05
CL7417,C028,SMS,11.15,2025-06-30
CL7418,C089,voice,21.88,2024-12-19
CL7419,C025,data,23.78,2025-06-21
CL7420,C015,data,32.04,2025-08-07
CL7421,C057,voice,7.74,2025-05-02
CL7422,C030,voice,37.39,2025-08-24
CL7423,C100,voice,43.84,2025-01-21
CL7424,C007,SMS,30.86,2024-12-08
CL7425,C071,voice,25.96,2025-01-25
CL7426,C016,voice,15.39,2025-03-03
CL7427,C080,data,27.89,2025-07-22
CL7428,C013,data,15.07,2025-02-02
CL7429,C064,voice,33.91,2025-08-18
CL7430,C096,SMS,41.63,2025-04-17
CL7431,C033,data,3.23,2025-03-15
CL7432,C089,voice,47.43,2025-08-30
CL7433,C039,voice,9.71,2024-10-05
CL7434,C001,SMS,2.67,2024-11-27
CL7435,C100,SMS,34.74,2024-12-23
CL7436,C013,voice,47.55,2024-10-10
CL7437,C007,data,53.41,2025-01-15
CL7438,C010,data,33.56,2025-01-25
CL7439,C030,SMS,57.41,2025-03-26
CL7440,C060,data,59.87,2025-08-10
CL7441,C020,SMS,57.78,2025-04-09
CL7442,C081,voice,54.0,2025-08-16
CL7443,C033,voice,56.43,2025-08-20
CL7444,C086,SMS,57.32,2025-08-13
CL7445,C041,SMS,33.8,2025-01-02
CL7446,C044,voice,51.12,2024-10-14
CL7447,C014,voice,52.99,2025-01-15
CL7448,C009,data,45.17,2025-06-17
CL7449,C029,data,12.58,2025-04-18
CL7450,C006,SMS,30.59,2025-01-08
CL7451,C034,voice,26.06,2025-08-22
CL7452,C098,SMS,15.22,2025-04-10
CL7453,C063,SMS,34.22,2025-02-04
CL7454,C034,data,28.69,2025-07-17
CL7455,C047,data,14.75,2024-11-17
CL7456,C042,data,20.91,2025-07-21
CL7457,C080,SMS,32.6,2024-12-08
CL7458,C058,data,41.75,2025-02-24
CL7459,C075,data,26.43,2025-09-05
CL7460,C021,voice,31.54,2024-11-01
CL7461,C056,SMS,51.6,2025-01-24
CL7462,C023,data,58.13,2025-06-01
CL7463,C085,SMS,37.98,2025-09-08
CL7464,C020,SMS,18.99,2024-12-18
CL7465,C093,SMS,58.4,2025-01-30
CL7466,C027,data,57.25,2025-08-19
CL7467,C096,data,41.92,2024-12-25
CL7468,C055,SMS,28.26,2025-09-12
CL7469,C029,SMS,57.19,2025-08-27
CL7470,C018,voice,45.22,2025-05-08
CL7471,C019,SMS,14.06,2025-04-13
CL7472,C043,data,44.29,2024-12-11
CL7473,C008,SMS,48.43,2025-08-06
CL7474,C076,voice,9.39,2025-08-22
CL7475,C063,SMS,24.84,2025-07-07
CL7476,C081,voice,55.23,2024-12-31
CL7477,C061,data,29.28,2025-01-05
CL7478,C024,voice,16.13,2025-01-03
CL7479,C034,SMS,51.09,2025-06-01
CL7480,C005,voice,39.14,2024-10-02
CL7481,C095,data,38.26,2025-04-07
CL7482,C018,voice,48.15,2024-12-01
CL7483,C085,SMS,45.98,2025-06-20
CL7484,C073,voice,7.81,2024-12-03
CL7485,C035,SMS,40.12,2025-08-29
CL7486,C057,SMS,17.31,2025-05-19
CL7487,C012,SMS,3.83,2024-09-18
CL7488,C055,SMS,47.58,2025-03-26
CL7489,C026,SMS,29.36,2025-05-21
CL7490,C055,voice,41.0,2024-10-26
CL7491,C074,SMS,31.44,2025-08-22
CL7492,C095,data,27.58,2025-07-09
CL7493,C079,data,45.18,2025-08-14
CL7494,C017,data,23.22,2024-11-03
CL7495,C092,voice,32.29,2024-10-26
CL7496,C042,voice,38.98,2025-01-24
CL7497,C005,voice,21.39,2025-03-31
CL7498,C029,voice,22.98,2024-10-15
CL7499,C084,SMS,41.62,2025-08-19
CL7500,C001,SMS,3.48,2024-12-23
CL7501,C073,voice,10.39,2024-11-08
CL7502,C022,SMS,3.34,2025-01-22
CL7503,C085,SMS,50.78,2025-09-01
CL7504,C056,data,25.5,2024-12-23
CL7505,C100,SMS,15.54,2025-08-06
CL7506,C049,SMS,23.3,2025-02-17
CL7507,C060,data,33.5,2025-08-09
CL7508,C097,data,25.8,2025-06-30
CL7509,C026,data,1.15,2024-12-16
CL7510,C027,voice,6.68,2025-07-17
CL7511,C099,SMS,22.35,2025-05-08
CL7512,C089,SMS,30.5,2025-05-18
CL7513,C060,SMS,23.55,2024-09-29
CL7514,C057,data,21.44,2025-03-12
CL7515,C031,voice,12.68,2025-05-05
CL7516,C088,data,6.0,2024-11-10
CL7517,C076,SMS,30.87,2025-05-07
CL7518,C043,voice,34.87,2025-07-07
CL7519,C034,data,40.19,2024-09-21
CL7520,C084,voice,35.54,2025-03-24
CL7521,C065,data,41.98,2025-06-30
CL7522,C053,voice,52.55,2025-07-29
CL7523,C015,voice,35.55,2025-07-09
CL7524,C042,SMS,14.19,2024-12-02
CL7525,C008,SMS,16.43,2025-02-21
CL7526,C085,data,5.18,2025-02-24
CL7527,C085,voice,19.8,2025-04-11
CL7528,C047,data,33.42,2025-02-05
CL7529,C066,voice,59.22,2025-01-08
CL7530,C064,data,30.55,2024-11-19
CL7531,C077,SMS,28.89,2025-03-02
CL7532,C087,voice,45.45,2024-10-22
CL7533,C069,SMS,46.12,2025-08-11
CL7534,C056,voice,22.16,2025-05-06
CL7535,C099,voice,0.61,2024-09-29
CL7536,C026,SMS,58.95,2025-06-18
CL7537,C046,data,56.48,2025-05-26
CL7538,C079,data,19.99,2025-07-07
CL7539,C042,data,4.14,2025-07-06
CL7540,C004,data,26.26,2025-08-19
CL7541,C011,data,2.95,2024-10-05
CL7542,C097,voice,34.58,2025-08-17
CL7543,C093,data,24.55,2025-01-24
CL7544,C026,data,5.1,2025-05-07
CL7545,C052,SMS,47.96,2025-05-10
CL7546,C045,data,13.89,2024-09-28
CL7547,C058,voice,48.05,2024-09-21
CL7548,C041,voice,5.93,2024-11-06
CL7549,C027,data,3.0,2025-07-22
CL7550,C052,voice,41.61,2024-11-16
CL7551,C043,data,45.78,2024-10-28
CL7552,C061,voice,0.93,2025-01-03
CL7553,C078,voice,49.61,2025-01-07
CL7554,C085,SMS,52.37,2025-05-12
CL7555,C072,data,9.82,2025-08-24
CL7556,C036,data,10.73,2024-10-25
CL7557,C023,SMS,27.97,2024-09-21
CL7558,C045,data,59.78,2024-12-31
CL7559,C090,voice,19.46,2025-09-01
CL7560,C044,data,9.96,2025-05-23
CL7561,C066,SMS,17.4,2024-10-27
CL7562,C098,data,58.87,2025-08-14
CL7563,C079,data,26.69,2025-06-18
CL7564,C012,voice,37.54,2025-03-24
CL7565,C053,data,56.85,2025-04-29
CL7566,C004,voice,7.48,2024-10-13
CL7567,C029,data,25.67,2025-09-10
CL7568,C051,voice,38.24,2025-08-10
CL7569,C083,voice,58.17,2024-11-23
CL7570,C093,data,32.82,2024-11-23
CL7571,C073,SMS,43.5,2025-04-27
CL7572,C064,SMS,9.15,2025-01-18
CL7573,C063,data,6.45,2024-11-07
CL7574,C075,data,57.68,2025-06-22
CL7575,C002,SMS,9.9,2024-11-15
CL7576,C003,data,49.95,2025-06-02
CL7577,C064,SMS,23.24,2025-04-19
CL7578,C079,data,7.76,2024-11-19
CL7579,C040,SMS,14.42,2025-06-04
CL7580,C082,SMS,12.51,2025-07-22
CL7581,C078,voice,2.49,2025-06-25
CL7582,C005,SMS,10.85,2025-01-15
CL7583,C077,data,48.1,2025-06-02
CL7584,C094,voice,36.72,2025-08-31
CL7585,C034,voice,1.29,2025-01-18
CL7586,C036,voice,23.74,2025-08-04
CL7587,C028,voice,17.2,2025-05-11
CL7588,C051,SMS,12.55,2024-11-29
CL7589,C007,data,36.95,2024-12-06
CL7590,C052,SMS,56.26,2024-11-12
CL7591,C010,data,43.28,2025-05-04
CL7592,C098,voice,19.15,2025-06-21
CL7593,C089,SMS,13.1,2025-02-21
CL7594,C005,data,37.52,2025-05-25
CL7595,C060,SMS,23.78,2024-11-20
CL7596,C010,data,34.73,2025-03-22
CL7597,C044,voice,49.15,2025-04-22
CL7598,C089,voice,43.72,2024-09-12
CL7599,C017,voice,36.65,2025-01-23
CL7600,C025,SMS,4.94,2025-03-04
CL7601,C050,SMS,16.49,2025-05-23
CL7602,C066,SMS,15.58,2025-08-05
CL7603,C083,voice,26.41,2025-07-13
CL7604,C021,data,46.66,2025-06-25
CL7605,C054,voice,14.23,2024-12-03
CL7606,C081,data,25.31,2024-12-03
CL7607,C027,SMS,19.94,2025-02-15
CL7608,C073,SMS,49.32,2025-03-16
CL7609,C056,voice,53.7,2025-09-02
CL7610,C081,data,58.33,2025-03-02
CL7611,C088,voice,20.29,2024-10-15
CL7612,C017,data,50.04,2024-09-29
CL7613,C022,SMS,42.33,2025-09-04
CL7614,C034,data,51.6,2024-09-28
CL7615,C063,SMS,24.04,2024-11-19
CL7616,C099,voice,55.67,2025-04-22
CL7617,C099,data,45.27,2025-06-27
CL7618,C041,SMS,21.62,2024-10-26
CL7619,C094,data,55.23,2025-03-16
CL7620,C074,voice,38.39,2024-11-08
CL7621,C081,SMS,16.36,2025-07-21
CL7622,C074,SMS,44.42,2025-01-29
CL7623,C009,SMS,59.95,2024-10-18
CL7624,C039,voice,56.42,2025-03-10
CL7625,C097,data,14.81,2024-11-08
CL7626,C062,voice,33.42,2024-10-18
CL7627,C069,data,48.44,2025-05-05
CL7628,C054,voice,0.88,2025-08-26
CL7629,C008,data,55.1,2025-09-05
CL7630,C080,SMS,50.28,2024-12-02
CL7631,C019,SMS,55.87,2025-08-30
CL7632,C098,SMS,36.02,2025-05-18
CL7633,C005,data,27.81,2025-05-01
CL7634,C015,voice,5.84,2024-11-17
CL7635,C079,SMS,9.78,2024-10-14
CL7636,C066,SMS,30.99,2025-07-23
CL7637,C007,voice,49.39,2025-05-13
CL7638,C001,data,9.93,2025-07-17
CL7639,C099,data,39.74,2025-02-18
CL7640,C052,SMS,23.53,2025-05-28
CL7641,C003,voice,31.87,2024-12-16
CL7642,C067,data,37.97,2025-07-23
CL7643,C053,data,21.96,2025-06-24
CL7644,C069,SMS,2.75,2025-03-06
CL7645,C012,SMS,49.21,2025-01-08
CL7646,C067,voice,15.73,2025-06-14
CL7647,C080,voice,45.18,2024-10-29
CL7648,C100,data,55.18,2024-11-27
CL7649,C088,voice,39.32,2025-09-01
CL7650,C066,SMS,55.63,2024-11-30
CL7651,C054,SMS,20.37,2025-05-22
CL7652,C001,SMS,18.33,2024-11-06
CL7653,C035,data,41.42,2025-08-26
CL7654,C091,voice,29.87,2025-08-14
CL7655,C024,voice,56.68,2025-03-17
CL7656,C085,data,3.33,2025-05-02
CL7657,C098,voice,32.93,2025-06-15
CL7658,C021,data,27.83,2024-12-27
CL7659,C029,data,32.19,2025-09-11
CL7660,C075,data,54.26,2025-01-16
CL7661,C069,data,30.92,2025-09-09
CL7662,C086,data,20.28,2025-07-23
CL7663,C062,SMS,18.9,2025-04-07
CL7664,C092,SMS,37.63,2025-06-01
CL7665,C004,SMS,53.47,2025-05-13
CL7666,C100,data,20.7,2025-05-20
CL7667,C010,voice,42.82,2025-07-23
CL7668,C069,data,13.4,2024-11-16
CL7669,C071,SMS,36.23,2025-08-28
CL7670,C066,SMS,2.92,2025-02-07
CL7671,C048,SMS,8.81,2025-01-27
CL7672,C010,data,31.02,2025-07-09
CL7673,C084,data,36.89,2025-04-26
CL7674,C088,SMS,21.36,2025-09-10
CL7675,C063,SMS,30.84,2024-11-28
CL7676,C034,voice,35.03,2025-05-10
CL7677,C048,data,45.86,2025-08-07
CL7678,C003,data,45.34,2024-12-09
CL7679,C078,voice,32.2,2025-08-06
CL7680,C038,data,44.03,2025-06-28
CL7681,C099,data,53.63,2025-03-06
CL7682,C028,SMS,58.22,2025-07-01
CL7683,C099,voice,25.75,2024-10-06
CL7684,C046,voice,52.99,2025-05-07
CL7685,C062,data,54.61,2025-03-25
CL7686,C005,SMS,58.81,2024-12-20
CL7687,C058,voice,0.79,2025-05-20
CL7688,C086,data,27.13,2025-03-10
CL7689,C057,SMS,57.91,2024-10-20
CL7690,C015,voice,32.16,2024-12-07
CL7691,C071,voice,15.07,2025-03-08
CL7692,C048,SMS,20.76,2025-01-05
CL7693,C035,voice,1.68,2025-07-22
CL7694,C026,voice,25.07,2025-08-25
CL7695,C075,data,59.65,2025-06-21
CL7696,C020,voice,55.49,2025-05-09
CL7697,C093,voice,34.62,2025-01-08
CL7698,C026,data,53.98,2024-09-16
CL7699,C052,SMS,5.53,2025-05-11
CL7700,C017,data,15.44,2024-12-01
CL7701,C019,data,16.87,2025-01-31
CL7702,C021,data,37.38,2025-02-05
CL7703,C067,data,46.65,2024-10-02
CL7704,C002,SMS,17.94,2025-06-26
CL7705,C027,voice,32.97,2025-05-13
CL7706,C047,voice,57.78,2024-12-04
CL7707,C058,data,57.76,2025-07-12
CL7708,C098,data,54.98,2025-03-04
CL7709,C098,SMS,6.86,2025-01-23
CL7710,C060,voice,20.34,2024-10-05
CL7711,C058,voice,32.42,2025-06-06
CL7712,C024,data,22.57,2025-06-28
CL7713,C031,voice,12.53,2024-09-28
CL7714,C014,data,21.19,2025-01-06
CL7715,C021,voice,58.66,2025-04-08
CL7716,C043,SMS,48.59,2025-07-01
CL7717,C082,data,55.16,2025-08-20
CL7718,C070,data,36.62,2025-05-11
CL7719,C006,data,26.96,2025-01-24
CL7720,C100,SMS,29.53,2025-02-15
CL7721,C034,voice,50.75,2025-06-02
CL7722,C002,data,23.11,2024-10-08
CL7723,C035,voice,19.35,2025-04-07
CL7724,C099,SMS,40.72,2025-08-14
CL7725,C032,voice,59.3,2025-01-15
CL7726,C004,data,9.61,2025-02-15
CL7727,C024,data,52.51,2024-09-18
CL7728,C015,voice,52.92,2025-08-19
CL7729,C002,data,59.29,2024-10-15
CL7730,C099,SMS,41.0,2025-06-02
CL7731,C066,SMS,38.94,2025-04-16
CL7732,C082,voice,18.17,2024-11-28
CL7733,C053,voice,21.86,2025-01-07
CL7734,C099,SMS,29.31,2025-03-31
CL7735,C068,SMS,56.3,2025-01-20
CL7736,C037,SMS,48.91,2024-11-18
CL7737,C099,data,59.0,2025-03-05
CL7738,C037,SMS,14.89,2024-09-12
CL7739,C045,data,54.77,2024-11-01
CL7740,C068,data,38.68,2024-12-13
CL7741,C064,SMS,29.02,2025-02-18
CL7742,C010,SMS,48.74,2024-11-08
CL7743,C029,SMS,53.15,2024-09-17
CL7744,C035,SMS,27.83,2025-04-27
CL7745,C071,SMS,14.48,2025-05-08
CL7746,C011,voice,34.65,2024-10-17
CL7747,C045,SMS,52.76,2025-06-05
CL7748,C048,voice,4.21,2024-10-14
CL7749,C084,data,17.95,2025-01-02
CL7750,C042,voice,28.27,2025-08-22
CL7751,C007,SMS,16.6,2025-04-09
CL7752,C086,SMS,52.48,2025-06-14
CL7753,C028,voice,15.59,2025-02-16
CL7754,C028,data,24.99,2025-08-24
CL7755,C020,SMS,5.54,2025-02-06
CL7756,C085,voice,31.82,2025-03-25
CL7757,C099,voice,54.31,2025-05-06
CL7758,C085,SMS,38.23,2025-02-07
CL7759,C095,voice,2.74,2025-04-07
CL7760,C086,SMS,3.19,2025-03-22
CL7761,C057,SMS,28.25,2024-11-29
CL7762,C008,data,38.53,2024-11-11
CL7763,C040,data,48.39,2025-03-10
CL7764,C016,SMS,51.19,2025-03-08
CL7765,C064,SMS,53.69,2024-10-11
CL7766,C004,voice,40.57,2025-04-20
CL7767,C083,data,44.05,2025-06-20
CL7768,C013,data,59.56,2024-10-30
CL7769,C077,SMS,45.76,2025-05-08
CL7770,C032,voice,51.75,2025-05-17
CL7771,C048,SMS,54.21,2024-09-22
CL7772,C089,voice,35.94,2025-08-29
CL7773,C057,SMS,49.05,2025-05-24
CL7774,C052,SMS,15.51,2025-08-30
CL7775,C058,data,19.92,2025-03-26
CL7776,C071,data,18.55,2025-03-04
CL7777,C033,voice,36.94,2025-03-30
CL7778,C097,SMS,9.81,2025-01-18
CL7779,C011,data,46.08,2025-07-16
CL7780,C003,data,34.22,2025-08-20
CL7781,C090,data,29.54,2025-08-22
CL7782,C034,data,57.44,2025-05-20
CL7783,C046,data,57.81,2025-08-07
